"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,936964988,"mannyz1 (1/3)",0,296,"SG Courtney Lee PF Kelly Olynyk G Tim Hardaway Jr. C Enes Kanter UTIL Dwight Howard PG Kyle Lowry SF DeMar DeRozan F Jeremy Lamb",NA,"Kristaps Porzingis","F","94.37%",3.5
2,937122585,"htwonjoe (16/20)",0,287,"SF Courtney Lee F Kyle O'Quinn G Tim Hardaway Jr. PF Enes Kanter C Dwight Howard PG Kyle Lowry SG DeMar DeRozan UTIL Jeremy Lamb",NA,"Kyle Lowry","G","78.13%",55.75
3,937360950,"cowgirl2800",0,282.5,"SF Courtney Lee G Tim Hardaway Jr. SG Dion Waiters PF Enes Kanter F Bam Adebayo C Dwight Howard PG Kyle Lowry UTIL DeMar DeRozan",NA,"Tim Hardaway Jr.","SF","71.24%",16.5
4,936881033,"perilous (5/20)",0,279,"G Dion Waiters PF Enes Kanter SG Tyler Johnson C Dwight Howard PG Kyle Lowry UTIL Serge Ibaka F Nicolas Batum SF DeMar DeRozan",NA,"Dwight Howard","C","63.50%",42
4,937016406,"UnskilledPhenom (2/12)",0,279,"F Courtney Lee SG Tim Hardaway Jr. SF Dion Waiters PF Enes Kanter C Dwight Howard UTIL Marvin Williams PG Kyle Lowry G DeMar DeRozan",NA,"Jeremy Lamb","SG","49.29%",30.75
6,937125192,"thiscandle",0,278.75,"SF Courtney Lee PF James Johnson UTIL Enes Kanter C Dwight Howard G Kyle Lowry SG Nicolas Batum F DeMar DeRozan PG Michael Carter-Williams",NA,"Courtney Lee","F","46.26%",34.75
7,937300296,"Hooligans (1/20)",0,273.75,"SF Courtney Lee F Kelly Olynyk PF Enes Kanter UTIL Kristaps Porzingis C Dwight Howard PG Kyle Lowry SG DeMar DeRozan G Michael Carter-Williams",NA,"Goran Dragic","PG","39.28%",13
7,937300297,"Hooligans (2/20)",0,273.75,"SF Courtney Lee F Kelly Olynyk PF Enes Kanter UTIL Kristaps Porzingis C Dwight Howard PG Kyle Lowry SG DeMar DeRozan G Michael Carter-Williams",NA,"Dion Waiters","SF","37.01%",27.25
7,937300298,"Hooligans (3/20)",0,273.75,"SF Courtney Lee F Kelly Olynyk PF Enes Kanter UTIL Kristaps Porzingis C Dwight Howard PG Kyle Lowry SG DeMar DeRozan G Michael Carter-Williams",NA,"DeMar DeRozan","SG","36.50%",43.5
7,937300299,"Hooligans (4/20)",0,273.75,"SF Courtney Lee F Kelly Olynyk PF Enes Kanter UTIL Kristaps Porzingis C Dwight Howard PG Kyle Lowry SG DeMar DeRozan G Michael Carter-Williams",NA,"Michael Carter-Williams","UTIL","32.30%",21.5
