"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,939783558,"GreyPoupon (15/20)",0,310,"C Willie Cauley-Stein PF Lauri Markkanen PG Rajon Rondo SG Alec Burks UTIL Anthony Davis G Donovan Mitchell F Rudy Gay SF Paul George",NA,"Russell Westbrook","PG","38.02%",49.25
2,939269937,"perilous (2/20)",0,309,"C Derrick Favors UTIL Joe Ingles SG Donovan Mitchell PF JaMychal Green PG Russell Westbrook SF Paul George F Marvin Williams G Michael Carter-Williams",NA,"Donovan Mitchell","PG","32.21%",53.5
3,939476487,"ajg0670 (1/2)",0,308,"C Derrick Favors SG Alec Burks PG Donovan Mitchell SF Carmelo Anthony UTIL Jimmy Butler F Paul George PF Andrew Wiggins G Tyler Johnson",NA,"LaMarcus Aldridge","PF","30.36%",32
4,939824612,"TooBadSoSad (17/20)",0,306,"PF Willie Cauley-Stein F Lauri Markkanen SG Joe Ingles G Donovan Mitchell SF Paul George C Steven Adams UTIL Karl-Anthony Towns PG Michael Carter-Williams",NA,"Alec Burks","SG","30.28%",35.75
5,939476260,"gfay63 (4/20)",0,305.75,"PF Lauri Markkanen F DeMarcus Cousins SG Alec Burks SF Joe Ingles G Donovan Mitchell C Marc Gasol UTIL Steven Adams PG Michael Carter-Williams",NA,"Michael Carter-Williams","PG","30.11%",29
5,939747197,"Boltz017 (2/2)",0,305.75,"F Derrick Favors UTIL Alec Burks PG Russell Westbrook SG Jimmy Butler SF Paul George PF Kelly Olynyk G Michael Carter-Williams C Bam Adebayo",NA,"Dwight Howard","C","27.67%",18.75
7,939831381,"beaker913 (2/2)",0,302.25,"PF Willie Cauley-Stein F Derrick Favors SG Alec Burks UTIL Donovan Mitchell SF Ben McLemore G Russell Westbrook C Karl-Anthony Towns PG Michael Carter-Williams",NA,"Karl-Anthony Towns","C","24.64%",39.75
8,940191036,"gameface5150 (6/8)",0,300.25,"C Derrick Favors G Donovan Mitchell SG Jimmy Butler SF Paul George UTIL Steven Adams PG Goran Dragic F Kelly Olynyk PF Bam Adebayo",NA,"Lauri Markkanen","F","24.47%",22.75
9,939661651,"jbeezy3333",0,300,"PG Jerian Grant F Skal Labissiere G E'Twaun Moore PF DeMarcus Cousins UTIL Alec Burks C LaMarcus Aldridge SG Jimmy Butler SF Paul George",NA,"Taj Gibson","PF","22.04%",16
10,939321921,"skpgus01",0,297.5,"F Willie Cauley-Stein G Frank Mason III C Derrick Favors PF Jonas Jerebko UTIL Alec Burks PG Russell Westbrook SG Jimmy Butler SF Paul George",NA,"Bam Adebayo","C","21.87%",17.75
10,939947667,"Dez88X (5/5)",0,297.5,"F Lauri Markkanen SG Alec Burks UTIL Marc Gasol G Jimmy Butler SF Paul George C Karl-Anthony Towns PG Michael Carter-Williams PF Bam Adebayo",NA,"Ricky Rubio","G","21.45%",16.75
12,939479676,"BillF425 (10/10)",0,296.5,"UTIL Zach Randolph PF Lauri Markkanen F E'Twaun Moore SG Alec Burks G Russell Westbrook SF Paul George C Dwight Howard PG Michael Carter-Williams",NA,"Paul George","SF","21.19%",62
13,940182676,"darbyfarr",0,295.5,"G Justin Holiday C DeMarcus Cousins PG Alec Burks SG Donovan Mitchell UTIL Paul George F Kelly Olynyk SF Dion Waiters PF Bam Adebayo",NA,"Carmelo Anthony","PF","20.27%",18
