Actual,FirstName,FreqInd,GameInfo,ID,LastName,Name,Name...ID,Opponent,Position,Projection,Projection_dfn,Projection_reg,Projection_reg_split,RankTargets,RollingTargetPctg,Salary,Team,TierRank,ValueWR
18.8,Brandin,1.0,NO@KC 01:00PM ET,7608962,Cooks,Brandin Cooks,Brandin Cooks (7608962),KC,WR,14.2,16.4,14.5471810331,14.3678767971,1.0,0.185520361991,7500,NO,3.0,0.0
28.7,Drew,1.0,NO@KC 01:00PM ET,7608794,Brees,Drew Brees,Drew Brees (7608794),KC,QB,19.01,21.4,19.1409926173,18.9434402443,0.0,0.0,7400,NO,2.0,0.0
28.1,David,1.0,Sea@Ari 08:30PM ET,7608952,Johnson,David Johnson,David Johnson (7608952),SEA,RB,19.69,17.3,16.9005720894,17.0682890565,4.0,0.14406779661,7400,ARI,2.0,0.0
2.9,Allen,1.0,Oak@Jax 01:00PM ET,7609020,Robinson,Allen Robinson,Allen Robinson (7609020),OAK,WR,19.61,19.1,17.956312945,17.9802229827,1.0,0.256281407035,7300,JAX,2.0,0.0
24.7,DeMarco,1.0,Ind@Ten 01:00PM ET,7608868,Murray,DeMarco Murray,DeMarco Murray (7608868),IND,RB,21.7,19.9,19.1272029862,19.2482201088,3.0,0.142857142857,7200,TEN,1.0,0.0
14.7,Matt,1.0,SD@Atl 04:05PM ET,7608843,Ryan,Matt Ryan,Matt Ryan (7608843),SD,QB,21.68,22.6,20.7438254924,20.6567077123,0.0,0.0,7200,ATL,1.0,0.0
19.3,Rob,0.0,NE@Pit 04:25PM ET,7609171,Gronkowski,Rob Gronkowski,Rob Gronkowski (7609171),PIT,TE,17.94,15.5,15.2407258541,15.4136182601,5.0,0.0926829268293,7200,NE,1.0,0.0
16.0,Larry,1.0,Sea@Ari 08:30PM ET,7609078,Fitzgerald,Larry Fitzgerald,Larry Fitzgerald (7609078),SEA,WR,16.53,16.4,15.3163425276,15.3135472384,1.0,0.25,7100,ARI,3.0,0.0
30.8,Andrew,1.0,Ind@Ten 01:00PM ET,7608802,Luck,Andrew Luck,Andrew Luck (7608802),TEN,QB,19.95,19.8,18.4893871495,18.4854857601,0.0,0.0,7000,IND,3.0,0.0
13.4,Marvin,1.0,Was@Det 01:00PM ET,7609008,Jones,Marvin Jones,Marvin Jones Jr. (7609008),WAS,WR,15.72,16.5,15.109071057,15.0372617031,1.0,0.246575342466,7000,DET,3.0,0.0
0.0,Ben,1.0,NE@Pit 04:25PM ET,7608848,Roethlisberger,Ben Roethlisberger,Ben Roethlisberger (7608848),NE,QB,0.0,0.0,0.0,0.0,0.0,0.0,6900,PIT,0.0,0.0
14.8,Jarvis,1.0,Buf@Mia 01:00PM ET,7609030,Landry,Jarvis Landry,Jarvis Landry (7609030),BUF,WR,16.96,16.3,15.398171351,15.4356032597,1.0,0.315217391304,6800,MIA,3.0,0.0
8.0,Jeremy,1.0,NO@KC 01:00PM ET,7608956,Maclin,Jeremy Maclin,Jeremy Maclin (7608956),NO,WR,18.53,15.6,15.4956115046,15.7055467238,1.0,0.21164021164,6700,KC,3.0,0.0
9.7,Russell,1.0,Sea@Ari 08:30PM ET,7608854,Wilson,Russell Wilson,Russell Wilson (7608854),ARI,QB,19.09,18.7,17.5441768448,17.5593046693,12.0,0.0,6700,SEA,4.0,0.0
8.5,Christine,1.0,Sea@Ari 08:30PM ET,7608951,Michael,Christine Michael,Christine Michael (7608951),ARI,RB,15.35,12.4,12.5220326882,12.735950016,0.0,0.0,6700,SEA,4.0,0.0
23.6,Michael,1.0,Oak@Jax 01:00PM ET,7609013,Crabtree,Michael Crabtree,Michael Crabtree (7609013),JAX,WR,15.11,11.8,12.0820891418,12.3237408027,2.0,0.205128205128,6600,OAK,5.0,0.0
19.6,Philip,1.0,SD@Atl 04:05PM ET,7608844,Rivers,Philip Rivers,Philip Rivers (7608844),ATL,QB,19.05,19.6,18.0720472726,18.0152716324,0.0,0.0,6500,SD,3.0,0.0
14.0,Julian,0.0,NE@Pit 04:25PM ET,7609070,Edelman,Julian Edelman,Julian Edelman (7609070),PIT,WR,15.59,14.9,14.1042455037,14.1450293767,1.0,0.234146341463,6500,NE,4.0,0.0
17.8,Matthew,1.0,Was@Det 01:00PM ET,7608816,Stafford,Matthew Stafford,Matthew Stafford (7608816),WAS,QB,19.65,18.9,17.8492785637,17.8915239687,0.0,0.0,6400,DET,4.0,0.0
36.1,Melvin,1.0,SD@Atl 04:05PM ET,7608933,Gordon,Melvin Gordon,Melvin Gordon (7608933),ATL,RB,16.86,14.2,14.1026519885,14.2932126983,5.0,0.0966183574879,6400,SD,3.0,0.0
12.9,Doug,1.0,Sea@Ari 08:30PM ET,7609079,Baldwin,Doug Baldwin,Doug Baldwin (7609079),ARI,WR,16.61,14.9,14.4409599777,14.5590138618,1.0,0.25,6400,SEA,4.0,0.0
12.4,Derek,1.0,Oak@Jax 01:00PM ET,7608821,Carr,Derek Carr,Derek Carr (7608821),JAX,QB,18.63,18.2,17.0917280432,17.1102715346,0.0,0.0,6300,OAK,5.0,0.0
3.8,Terrelle,1.0,Cle@Cin 01:00PM ET,7608993,Pryor,Terrelle Pryor,Terrelle Pryor Sr. (7608993),CIN,WR,12.9,12.5,11.7733771614,11.7940423675,1.0,0.281818181818,6200,CLE,5.0,0.0
15.1,Blake,1.0,Oak@Jax 01:00PM ET,7608822,Bortles,Blake Bortles,Blake Bortles (7608822),OAK,QB,20.91,22.1,20.1890418997,20.0818557635,0.0,0.0,6200,JAX,1.0,0.0
17.3,Alex,1.0,NO@KC 01:00PM ET,7608795,Smith,Alex Smith,Alex Smith (7608795),NO,QB,19.12,20.5,18.6362300456,18.5158839812,14.0,0.00529100529101,6100,KC,2.0,0.0
0.0,Doug,0.0,TB@SF 04:05PM ET,7608924,Martin,Doug Martin,Doug Martin (7608924),SF,RB,0.0,0.0,0.0,0.0,8.0,0.0240384615385,6100,TB,0.0,0.0
9.4,Travis,0.0,SD@Atl 04:05PM ET,7609062,Benjamin,Travis Benjamin,Travis Benjamin (7609062),ATL,WR,12.39,12.0,11.3044227483,11.3247158756,1.0,0.227053140097,6100,SD,5.0,0.0
17.7,Marcus,1.0,Ind@Ten 01:00PM ET,7608803,Mariota,Marcus Mariota,Marcus Mariota (7608803),IND,QB,18.67,19.4,17.826365755,17.7561084187,0.0,0.0,6000,TEN,3.0,0.0
3.8,Stefon,1.0,Min@Phi 01:00PM ET,7608988,Diggs,Stefon Diggs,Stefon Diggs (7608988),PHI,WR,15.66,15.5,14.488069971,14.4882411759,2.0,0.213414634146,6000,MIN,3.0,0.0
23.3,Andy,1.0,Cle@Cin 01:00PM ET,7608809,Dalton,Andy Dalton,Andy Dalton (7608809),CLE,QB,19.07,20.7,18.7399633046,18.6005243238,0.0,0.0,6000,CIN,2.0,0.0
0.0,Jordan,1.0,Was@Det 01:00PM ET,7609125,Reed,Jordan Reed,Jordan Reed (7609125),DET,TE,0.0,0.0,0.0,0.0,2.0,0.198275862069,6000,WAS,0.0,0.0
17.7,Willie,1.0,NO@KC 01:00PM ET,7608959,Snead,Willie Snead,Willie Snead (7608959),KC,WR,12.0,15.9,13.5203369523,13.2126348349,4.0,0.113122171946,5900,NO,3.0,0.0
25.9,Kirk,1.0,Was@Det 01:00PM ET,7608817,Cousins,Kirk Cousins,Kirk Cousins (7608817),DET,QB,19.96,19.6,18.3724494014,18.3846107318,0.0,0.0,5900,WAS,3.0,0.0
21.7,Jameis,1.0,TB@SF 04:05PM ET,7608841,Winston,Jameis Winston,Jameis Winston (7608841),SF,QB,19.48,17.7,17.0717262621,17.1929243561,0.0,0.0,5900,TB,5.0,0.0
15.0,Devonta,1.0,SD@Atl 04:05PM ET,7608932,Freeman,Devonta Freeman,Devonta Freeman (7608932),SD,RB,15.25,16.2,14.7735600035,14.6891035967,5.0,0.104265402844,5900,ATL,2.0,0.0
21.1,Spencer,1.0,NO@KC 01:00PM ET,7608863,Ware,Spencer Ware,Spencer Ware (7608863),NO,RB,16.96,17.7,16.239843444,16.1701391578,4.0,0.100529100529,5800,KC,2.0,0.0
7.5,Joe,1.0,Bal@NYJ 01:00PM ET,7608831,Flacco,Joe Flacco,Joe Flacco (7608831),NYJ,QB,18.56,20.2,18.2710088915,18.1311978319,0.0,0.0,5800,BAL,3.0,0.0
25.0,Mike,1.0,Bal@NYJ 01:00PM ET,7609037,Wallace,Mike Wallace,Mike Wallace (7609037),NYJ,WR,13.97,12.8,12.3069555525,12.3857207592,1.0,0.193181818182,5800,BAL,5.0,0.0
10.3,Jimmy,0.0,Sea@Ari 08:30PM ET,7609177,Graham,Jimmy Graham,Jimmy Graham (7609177),ARI,TE,14.68,12.2,12.1806186241,12.359085331,2.0,0.203947368421,5800,SEA,2.0,0.0
0.0,Jamaal,0.0,NO@KC 01:00PM ET,7608858,Charles,Jamaal Charles,Jamaal Charles (7608858),NO,RB,6.57,8.1,7.03851159974,6.91636196332,10.0,0.015873015873,5700,KC,6.0,0.0
8.5,DeSean,0.0,Was@Det 01:00PM ET,7609004,Jackson,DeSean Jackson,DeSean Jackson (7609004),DET,WR,13.02,13.1,12.1737072402,12.1575475237,1.0,0.202586206897,5700,WAS,5.0,0.0
17.5,Carson,1.0,Sea@Ari 08:30PM ET,7608852,Palmer,Carson Palmer,Carson Palmer (7608852),SEA,QB,17.33,15.9,15.279835135,15.3759067028,0.0,0.0,5700,ARI,6.0,0.0
4.0,Jordan,1.0,Min@Phi 01:00PM ET,7608982,Matthews,Jordan Matthews,Jordan Matthews (7608982),MIN,WR,11.87,15.2,13.056586316,12.7926041574,1.0,0.243421052632,5600,PHI,3.0,0.0
0.0,Carlos,1.0,TB@SF 04:05PM ET,7608926,Hyde,Carlos Hyde,Carlos Hyde (7608926),TB,RB,0.0,0.0,0.0,0.0,5.0,0.0790960451977,5600,SF,0.0,0.0
24.3,Tyrod,1.0,Buf@Mia 01:00PM ET,7608827,Taylor,Tyrod Taylor,Tyrod Taylor (7608827),MIA,QB,19.04,17.2,16.6258797051,16.7520085642,0.0,0.0,5500,BUF,5.0,0.0
0.0,Steve,1.0,Bal@NYJ 01:00PM ET,7609034,Smith,Steve Smith,Steve Smith Sr. (7609034),NYJ,WR,0.0,0.0,0.0,0.0,3.0,0.147727272727,5500,BAL,0.0,0.0
17.2,Mark,1.0,NO@KC 01:00PM ET,7608861,Ingram,Mark Ingram,Mark Ingram (7608861),KC,RB,15.3,15.8,14.5495878741,14.4995295543,6.0,0.0950226244344,5400,NO,2.0,0.0
4.4,Travis,1.0,NO@KC 01:00PM ET,7609090,Kelce,Travis Kelce,Travis Kelce (7609090),NO,TE,17.85,14.7,14.7300602717,14.9573554184,2.0,0.169312169312,5300,KC,1.0,0.0
0.0,Donte,0.0,Ind@Ten 01:00PM ET,7608977,Moncrief,Donte Moncrief,Donte Moncrief (7608977),TEN,WR,0.0,0.0,0.0,0.0,8.0,0.0409836065574,5300,IND,0.0,0.0
16.1,Colin,1.0,TB@SF 04:05PM ET,7608836,Kaepernick,Colin Kaepernick,Colin Kaepernick (7608836),TB,QB,17.27,15.7,15.1397895308,15.2466209746,0.0,0.0,5300,SF,6.0,0.0
9.1,Carson,1.0,Min@Phi 01:00PM ET,7608807,Wentz,Carson Wentz,Carson Wentz (7608807),MIN,QB,15.08,15.4,14.2364854428,14.2003713836,0.0,0.0,5200,PHI,6.0,0.0
0.0,Theo,1.0,Was@Det 01:00PM ET,7608891,Riddick,Theo Riddick,Theo Riddick (7608891),WAS,RB,0.0,0.0,0.0,0.0,4.0,0.150684931507,5200,DET,0.0,0.0
9.9,Sam,1.0,Min@Phi 01:00PM ET,7608806,Bradford,Sam Bradford,Sam Bradford (7608806),PHI,QB,15.27,14.1,13.5176541085,13.5954170923,13.0,0.0,5100,MIN,0.0,0.0
16.3,Ryan,1.0,Buf@Mia 01:00PM ET,7608826,Tannehill,Ryan Tannehill,Ryan Tannehill (7608826),BUF,QB,16.11,16.3,15.117575956,15.0906161888,0.0,0.0,5100,MIA,6.0,0.0
8.7,Ryan,1.0,Bal@NYJ 01:00PM ET,7608830,Fitzpatrick,Ryan Fitzpatrick,Ryan Fitzpatrick (7608830),BAL,QB,0.0,0.0,0.0,0.0,0.0,0.0,5100,NYJ,0.0,0.0
1.4,Sammie,1.0,NE@Pit 04:25PM ET,7609075,Coates,Sammie Coates,Sammie Coates (7609075),NE,WR,10.03,7.6,7.88010273737,8.05832802597,2.0,0.140350877193,5100,PIT,0.0,0.0
0.0,Luke,1.0,NO@KC 01:00PM ET,7608796,McCown,Luke McCown,Luke McCown (7608796),KC,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,NO,0.0,0.0
0.0,Nick,1.0,NO@KC 01:00PM ET,7608797,Foles,Nick Foles,Nick Foles (7608797),NO,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,KC,0.0,0.0
0.0,Tyler,1.0,NO@KC 01:00PM ET,7608798,Bray,Tyler Bray,Tyler Bray (7608798),NO,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,KC,0.0,0.0
0.0,Joe,1.0,NO@KC 01:00PM ET,7608799,Callahan,Joe Callahan,Joe Callahan (7608799),KC,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,NO,0.0,0.0
0.0,Matt,1.0,Ind@Ten 01:00PM ET,7608800,Cassel,Matt Cassel,Matt Cassel (7608800),IND,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,TEN,0.0,0.0
0.0,Scott,1.0,Ind@Ten 01:00PM ET,7608801,Tolzien,Scott Tolzien,Scott Tolzien (7608801),TEN,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,IND,0.0,0.0
0.0,Shaun,1.0,Min@Phi 01:00PM ET,7608804,Hill,Shaun Hill,Shaun Hill (7608804),PHI,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,MIN,0.0,0.0
0.0,Chase,1.0,Min@Phi 01:00PM ET,7608805,Daniel,Chase Daniel,Chase Daniel (7608805),MIN,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,PHI,0.0,0.0
0.0,Josh,1.0,Cle@Cin 01:00PM ET,7608808,McCown,Josh McCown,Josh McCown (7608808),CIN,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,CLE,0.0,0.0
0.0,AJ,1.0,Cle@Cin 01:00PM ET,7608810,McCarron,AJ McCarron,AJ McCarron (7608810),CLE,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,CIN,0.0,0.0
3.1,Cody,1.0,Cle@Cin 01:00PM ET,7608811,Kessler,Cody Kessler,Cody Kessler (7608811),CIN,QB,13.36,14.3,13.0073786208,12.9251445505,0.0,0.0,5000,CLE,0.0,0.0
0.0,Jeff,1.0,Cle@Cin 01:00PM ET,7608812,Driskel,Jeff Driskel,Jeff Driskel (7608812),CLE,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,CIN,0.0,0.0
21.4,Kevin,1.0,Cle@Cin 01:00PM ET,7608813,Hogan,Kevin Hogan,Kevin Hogan (7608813),CIN,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,CLE,0.0,0.0
0.0,Dan,1.0,Was@Det 01:00PM ET,7608814,Orlovsky,Dan Orlovsky,Dan Orlovsky (7608814),WAS,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,DET,0.0,0.0
0.0,Colt,1.0,Was@Det 01:00PM ET,7608815,McCoy,Colt McCoy,Colt McCoy (7608815),DET,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,WAS,0.0,0.0
0.0,Nate,1.0,Was@Det 01:00PM ET,7608818,Sudfeld,Nate Sudfeld,Nate Sudfeld (7608818),DET,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,WAS,0.0,0.0
0.0,Chad,1.0,Oak@Jax 01:00PM ET,7608819,Henne,Chad Henne,Chad Henne (7608819),OAK,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,JAX,0.0,0.0
0.0,Matt,1.0,Oak@Jax 01:00PM ET,7608820,McGloin,Matt McGloin,Matt McGloin (7608820),JAX,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,OAK,0.0,0.0
0.0,Brandon,1.0,Oak@Jax 01:00PM ET,7608823,Allen,Brandon Allen,Brandon Allen (7608823),OAK,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,JAX,0.0,0.0
0.0,Connor,1.0,Oak@Jax 01:00PM ET,7608824,Cook,Connor Cook,Connor Cook (7608824),JAX,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,OAK,0.0,0.0
8.5,Allen,1.0,Oak@Jax 01:00PM ET,7609016,Hurns,Allen Hurns,Allen Hurns (7609016),OAK,WR,11.72,14.0,12.285636259,12.1021218877,2.0,0.190954773869,5000,JAX,4.0,0.0
0.0,Matt,1.0,Buf@Mia 01:00PM ET,7608825,Moore,Matt Moore,Matt Moore (7608825),BUF,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,MIA,0.0,0.0
0.0,EJ,1.0,Buf@Mia 01:00PM ET,7608828,Manuel,EJ Manuel,EJ Manuel (7608828),MIA,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,BUF,0.0,0.0
0.0,Cardale,1.0,Buf@Mia 01:00PM ET,7608829,Jones,Cardale Jones,Cardale Jones (7608829),MIA,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,BUF,0.0,0.0
0.0,Ryan,1.0,Bal@NYJ 01:00PM ET,7608832,Mallett,Ryan Mallett,Ryan Mallett (7608832),NYJ,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,BAL,0.0,0.0
0.0,Bryce,1.0,Bal@NYJ 01:00PM ET,7608833,Petty,Bryce Petty,Bryce Petty (7608833),BAL,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,NYJ,0.0,0.0
8.5,Geno,1.0,Bal@NYJ 01:00PM ET,7608834,Smith,Geno Smith,Geno Smith (7608834),BAL,QB,13.59,13.8,12.7827072575,12.7561597438,0.0,0.0,5000,NYJ,0.0,0.0
0.0,Christian,1.0,Bal@NYJ 01:00PM ET,7608835,Hackenberg,Christian Hackenberg,Christian Hackenberg (7608835),BAL,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,NYJ,0.0,0.0
33.4,Matt,0.0,Bal@NYJ 01:00PM ET,7608916,Forte,Matt Forte,Matt Forte (7608916),BAL,RB,12.38,11.7,11.1207633204,11.1632566546,4.0,0.0925110132159,5000,NYJ,5.0,0.0
0.0,Christian,1.0,TB@SF 04:05PM ET,7608837,Ponder,Christian Ponder,Christian Ponder (7608837),TB,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,SF,0.0,0.0
0.0,Blaine,1.0,TB@SF 04:05PM ET,7608838,Gabbert,Blaine Gabbert,Blaine Gabbert (7608838),TB,QB,0.0,1.6,0.961910963478,0.839469597852,12.0,0.00564971751412,5000,SF,0.0,0.0
0.0,Mike,1.0,TB@SF 04:05PM ET,7608839,Glennon,Mike Glennon,Mike Glennon (7608839),SF,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,TB,0.0,0.0
0.0,Ryan,1.0,TB@SF 04:05PM ET,7608840,Griffin,Ryan Griffin,Ryan Griffin (7608840),SF,QB,0.0,0.0,0.0,0.0,3.0,0.133928571429,5000,TB,0.0,0.0
0.0,Kellen,1.0,SD@Atl 04:05PM ET,7608842,Clemens,Kellen Clemens,Kellen Clemens (7608842),ATL,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,SD,0.0,0.0
0.0,Matt,1.0,SD@Atl 04:05PM ET,7608845,Schaub,Matt Schaub,Matt Schaub (7608845),SD,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,ATL,0.0,0.0
0.0,Bruce,1.0,NE@Pit 04:25PM ET,7608847,Gradkowski,Bruce Gradkowski,Bruce Gradkowski (7608847),NE,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,PIT,0.0,0.0
14.2,Landry,1.0,NE@Pit 04:25PM ET,7608849,Jones,Landry Jones,Landry Jones (7608849),NE,QB,14.37,15.3,13.9419863247,13.8597388627,0.0,0.0,5000,PIT,7.0,0.0
0.0,Zach,0.0,NE@Pit 04:25PM ET,7608850,Mettenberger,Zach Mettenberger,Zach Mettenberger (7608850),NE,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,PIT,0.0,0.0
0.0,Jimmy,1.0,NE@Pit 04:25PM ET,7608851,Garoppolo,Jimmy Garoppolo,Jimmy Garoppolo (7608851),PIT,QB,0.0,0.0,0.0,0.0,11.0,0.00487804878049,5000,NE,0.0,0.0
0.0,Drew,1.0,Sea@Ari 08:30PM ET,7608853,Stanton,Drew Stanton,Drew Stanton (7608853),SEA,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,ARI,0.0,0.0
0.0,Trevone,1.0,Sea@Ari 08:30PM ET,7608855,Boykin,Trevone Boykin,Trevone Boykin (7608855),ARI,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,SEA,0.0,0.0
21.4,Delanie,1.0,Ind@Ten 01:00PM ET,7609097,Walker,Delanie Walker,Delanie Walker (7609097),IND,TE,14.44,12.3,12.1615111242,12.3141440667,2.0,0.15306122449,4900,TEN,2.0,0.0
15.3,Golden,0.0,Was@Det 01:00PM ET,7609007,Tate,Golden Tate,Golden Tate (7609007),WAS,WR,10.6,14.5,12.2165077381,11.9098849378,2.0,0.200913242009,4900,DET,4.0,1.0
14.4,Tevin,1.0,SD@Atl 04:05PM ET,7608936,Coleman,Tevin Coleman,Tevin Coleman (7608936),SD,RB,13.21,9.0,9.77153171989,10.0835214363,4.0,0.109004739336,4900,ATL,6.0,0.0
29.4,LeGarrette,1.0,NE@Pit 04:25PM ET,7608939,Blount,LeGarrette Blount,LeGarrette Blount (7608939),PIT,RB,11.21,9.5,9.41190443719,9.5341214012,8.0,0.0243902439024,4900,NE,6.0,0.0
15.7,Giovani,1.0,Cle@Cin 01:00PM ET,7608884,Bernard,Giovani Bernard,Giovani Bernard (7608884),CLE,RB,11.91,12.6,11.5066854895,11.4447007466,2.0,0.173333333333,4800,CIN,4.0,0.0
1.0,Terrance,1.0,Bal@NYJ 01:00PM ET,7608919,West,Terrance West,Terrance West (7608919),NYJ,RB,8.41,13.0,10.5917704275,10.2340331484,7.0,0.0643939393939,4800,BAL,4.0,0.0
3.5,Chris,0.0,NE@Pit 04:25PM ET,7609074,Hogan,Chris Hogan,Chris Hogan (7609074),PIT,WR,9.62,7.9,7.92511502897,8.04932304727,4.0,0.117073170732,4800,NE,0.0,1.0
26.0,Michael,1.0,NO@KC 01:00PM ET,7608964,Thomas,Michael Thomas,Michael Thomas (7608964),KC,WR,12.17,12.2,11.3520369283,11.3403588041,2.0,0.162895927602,4700,NO,5.0,1.0
19.3,Frank,1.0,Ind@Ten 01:00PM ET,7608867,Gore,Frank Gore,Frank Gore (7608867),TEN,RB,12.43,10.6,10.4759551444,10.6064146632,6.0,0.094262295082,4700,IND,5.0,0.0
15.3,Quincy,0.0,Bal@NYJ 01:00PM ET,7609039,Enunwa,Quincy Enunwa,Quincy Enunwa (7609039),BAL,WR,11.07,8.7,8.88473324333,9.05756520237,2.0,0.198237885463,4600,NYJ,6.0,0.0
11.2,James,1.0,NE@Pit 04:25PM ET,7608945,White,James White,James White (7608945),PIT,RB,9.8,11.8,10.3291932037,10.1685862776,3.0,0.170731707317,4600,NE,4.0,0.0
0.0,John,0.0,Sea@Ari 08:30PM ET,7609083,Brown,John Brown,John Brown (7609083),SEA,WR,0.0,0.0,0.0,0.0,2.0,0.199152542373,4600,ARI,0.0,1.0
0.0,Corey,0.0,Cle@Cin 01:00PM ET,7609000,Coleman,Corey Coleman,Corey Coleman (7609000),CIN,WR,0.0,0.0,0.0,0.0,7.0,0.0545454545455,4500,CLE,0.0,1.0
31.6,Jay,0.0,Buf@Mia 01:00PM ET,7608912,Ajayi,Jay Ajayi,Jay Ajayi (7608912),BUF,RB,10.08,9.0,8.73828044188,8.8131572812,7.0,0.054347826087,4500,MIA,6.0,0.0
5.0,DeVante,1.0,Buf@Mia 01:00PM ET,7609031,Parker,DeVante Parker,DeVante Parker (7609031),BUF,WR,10.13,11.6,10.317891369,10.1975887348,2.0,0.16847826087,4500,MIA,5.0,1.0
1.5,Martellus,1.0,NE@Pit 04:25PM ET,7609170,Bennett,Martellus Bennett,Martellus Bennett (7609170),PIT,TE,10.23,10.3,9.56934993412,9.55610640078,2.0,0.185365853659,4500,NE,4.0,0.0
1.9,Tyler,0.0,Cle@Cin 01:00PM ET,7609115,Eifert,Tyler Eifert,Tyler Eifert (7609115),CLE,TE,7.41,5.1,5.51222281591,5.68328486679,11.0,0.0,4400,CIN,0.0,0.0
20.3,Latavius,1.0,Oak@Jax 01:00PM ET,7608900,Murray,Latavius Murray,Latavius Murray (7608900),JAX,RB,9.57,9.8,9.05087868663,9.02589983761,7.0,0.0512820512821,4400,OAK,5.0,0.0
3.6,Mohamed,0.0,SD@Atl 04:05PM ET,7609063,Sanu,Mohamed Sanu,Mohamed Sanu (7609063),SD,WR,9.8,11.2,9.96847659243,9.85378517843,2.0,0.175355450237,4400,ATL,5.0,1.0
24.0,Tyrell,1.0,SD@Atl 04:05PM ET,7609065,Williams,Tyrell Williams,Tyrell Williams (7609065),ATL,WR,12.56,13.1,12.0218556147,11.9708486383,2.0,0.173913043478,4400,SD,5.0,1.0
