"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,939783582,"GreyPoupon (19/20)",0,331,"G Rajon Rondo C Derrick Favors PG Ricky Rubio F DeMarcus Cousins SG Alec Burks UTIL Donovan Mitchell SF Paul George PF Marvin Williams",NA,"LaMarcus Aldridge","PF","34.57%",32
2,939783570,"GreyPoupon (7/20)",0,313.75,"C Willie Cauley-Stein G Rajon Rondo PG Ricky Rubio PF DeMarcus Cousins UTIL Alec Burks SG Donovan Mitchell F Rudy Gay SF Paul George",NA,"Dwight Howard","UTIL","31.88%",18.75
3,939783567,"GreyPoupon (4/20)",0,313,"G Rajon Rondo C Derrick Favors PG Ricky Rubio UTIL Alec Burks PF Anthony Davis SG Jimmy Butler SF Paul George F Marvin Williams",NA,"Russell Westbrook","PG","31.62%",49.25
4,939806252,"bhpickard",0,312.75,"SG Garrett Temple PG Rajon Rondo UTIL Joe Ingles F Rudy Gay PF LaMarcus Aldridge C Marc Gasol G Jimmy Butler SF Paul George",NA,"Alec Burks","SG","29.60%",35.75
5,940164930,"TenZero (3/10)",0,311,"UTIL Zach Randolph F Lauri Markkanen PG De'Aaron Fox C Marc Gasol SG Jimmy Butler SF Paul George PF Andrew Wiggins G Michael Carter-Williams",NA,"Donovan Mitchell","G","28.68%",53.5
6,940233098,"andthefish (16/20)",0,309,"C Derrick Favors F Joe Ingles SG Donovan Mitchell UTIL JaMychal Green PG Russell Westbrook SF Paul George PF Marvin Williams G Michael Carter-Williams",NA,"Jeremy Lamb","SG","25.32%",24.5
7,939373734,"jackv12",0,306.5,"F E'Twaun Moore C Derrick Favors PG Ricky Rubio PF DeMarcus Cousins SF Joe Ingles G Donovan Mitchell SG Jimmy Butler UTIL Josh Richardson",NA,"Michael Carter-Williams","PG","25.06%",29
7,939854103,"Blazersjjubgd33345",0,306.5,"C Zach Randolph SF Justin Holiday PF Willie Cauley-Stein SG Alec Burks F Pau Gasol PG Russell Westbrook UTIL Paul George G Michael Carter-Williams",NA,"Ricky Rubio","G","24.89%",16.75
9,940329575,"BomberFD",0,304,"F Zach Randolph UTIL Jrue Holiday G Ricky Rubio PF DeMarcus Cousins SG Alec Burks SF Paul George C Steven Adams PG Michael Carter-Williams",NA,"Paul George","SF","23.47%",62
10,939734220,"lionzfan",0,302.25,"PF Zach Randolph C Derrick Favors UTIL Joe Ingles PG Russell Westbrook SG Jimmy Butler F Kelly Olynyk SF Jeremy Lamb G Josh Richardson",NA,"Lauri Markkanen","UTIL","21.95%",22.75
10,940164296,"TenZero (1/10)",0,302.25,"SG Jerian Grant PF Willie Cauley-Stein F Lauri Markkanen C Derrick Favors UTIL Alec Burks PG Russell Westbrook SF Paul George G Michael Carter-Williams",NA,"Karl-Anthony Towns","C","21.28%",39.75
10,940168633,"TenZero (6/10)",0,302.25,"SG Jerian Grant PF Willie Cauley-Stein F Lauri Markkanen C Derrick Favors UTIL Alec Burks PG Russell Westbrook SF Paul George G Michael Carter-Williams",NA,"Kris Dunn","PG","20.10%",26
13,940232722,"mikecent (1/6)",0,301.75,"G Rajon Rondo PF Derrick Favors PG Alec Burks SG Jimmy Butler SF Paul George C Karl-Anthony Towns UTIL Goran Dragic F Bam Adebayo",NA,"Jrue Holiday","PG","19.43%",24.5
14,940297688,"limegreen1049",0,300,"F Zach Randolph C Robin Lopez UTIL Joe Ingles PG Donovan Mitchell PF LaMarcus Aldridge SG Tyreke Evans SF Paul George G Michael Carter-Williams",NA,"Anthony Davis","PF","18.33%",39.5
15,940323932,"caramiam (1/2)",0,298.25,"C Zach Randolph UTIL Robin Lopez G Joe Ingles PG Donovan Mitchell F Rudy Gay PF LaMarcus Aldridge SG Tyreke Evans SF Paul George",NA,"Carmelo Anthony","SF","18.08%",18
16,940285554,"andiejudd",0,295.5,"F Willie Cauley-Stein UTIL Rajon Rondo PG Russell Westbrook SG Jimmy Butler SF Paul George PF Kelly Olynyk G Michael Carter-Williams C Bam Adebayo",NA,"Taj Gibson","PF","17.66%",16
17,939538913,"StretchDogg74 (2/2)",0,295,"UTIL Garrett Temple PG Kris Dunn F Lauri Markkanen G E'Twaun Moore C DeMarcus Cousins SG Donovan Mitchell SF Paul George PF Kelly Olynyk",NA,"Willie Cauley-Stein","C","17.24%",28.75
18,939485635,"gfay63 (14/20)",0,294.25,"PG George Hill PF Lauri Markkanen G De'Aaron Fox UTIL DeMarcus Cousins SG Alec Burks F Joe Ingles C Marc Gasol SF Paul George",NA,"DeMarcus Cousins","F","17.16%",49.25
19,940339601,"seriousboy87",0,293.5,"UTIL Ekpe Udoh PG Donovan Mitchell PF LaMarcus Aldridge SG Jimmy Butler SF Paul George F Andre Roberson C Karl-Anthony Towns G Michael Carter-Williams",NA,"Tyreke Evans","SF","17.07%",14.25
20,940165825,"TenZero (5/10)",0,293,"C Zach Randolph F Willie Cauley-Stein PF Lauri Markkanen G Ricky Rubio SG Alec Burks PG Russell Westbrook SF Paul George UTIL Michael Carter-Williams",NA,"Bam Adebayo","C","16.82%",17.75
20,940310804,"Diggy1984",0,293,"UTIL Zach Randolph PG Donovan Mitchell SG Tyreke Evans C Taj Gibson G Jimmy Butler SF Paul George F Andre Roberson PF Andrew Wiggins",NA,"Jimmy Butler","SG","16.23%",45.25
22,939715009,"primetime857",0,290.75,"C Zach Randolph SG Kris Dunn G Rajon Rondo UTIL DeMarcus Cousins F Joe Ingles PG Donovan Mitchell PF Taj Gibson SF Jeremy Lamb",NA,"JaMychal Green","SF","15.98%",9.75
22,939783572,"GreyPoupon (9/20)",0,290.75,"PF Willie Cauley-Stein PG Rajon Rondo SG Alec Burks UTIL Anthony Davis G Donovan Mitchell SF Rudy Gay C Karl-Anthony Towns F Nicolas Batum",NA,"Joe Ingles","SG","15.73%",32.25
22,940103883,"NJ82",0,290.75,"F Zach Randolph G Justin Holiday C Willie Cauley-Stein PF Lauri Markkanen UTIL Alec Burks SG Donovan Mitchell PG Russell Westbrook SF Jeremy Lamb",NA,"Kyle Anderson","UTIL","14.55%",12
25,939709705,"Burmph",0,290.25,"SG Bogdan Bogdanovic UTIL Ricky Rubio SF Jonas Jerebko C Anthony Davis PG Donovan Mitchell G Jimmy Butler F Paul George PF Kelly Olynyk",NA,"Justin Holiday","SF","14.05%",27.5
26,940289939,"justin.drobish",0,290,"PF Willie Cauley-Stein F Derrick Favors SG Alec Burks G Donovan Mitchell C Marc Gasol SF Tyreke Evans UTIL Karl-Anthony Towns PG Michael Carter-Williams",NA,"Derrick Favors","PF","13.79%",43.75
27,939392345,"thiscandle",0,289.25,"G Kris Dunn F DeMarcus Cousins UTIL Alec Burks SG Donovan Mitchell C Taj Gibson SF Paul George PG Michael Carter-Williams PF Bam Adebayo",NA,"Dion Waiters","UTIL","13.71%",26.75
28,940336483,"DonMega313",0,289,"G George Hill UTIL Robin Lopez SG Donovan Mitchell PF LaMarcus Aldridge SF Paul George C Steven Adams PG Goran Dragic F Josh Richardson",NA,"Kelly Olynyk","UTIL","12.53%",23
29,940328178,"ebratke",0,288.75,"SG Kris Dunn PF Jonas Jerebko SF Joe Ingles PG Donovan Mitchell F LaMarcus Aldridge UTIL Paul George C Steven Adams G Jeremy Lamb",NA,"Andrew Wiggins","SF","12.28%",33.75
30,940335729,"mgabes (3/20)",0,288.5,"G Jrue Holiday F Derrick Favors PF Taj Gibson SF Paul George C Steven Adams UTIL Karl-Anthony Towns SG Josh Richardson PG Michael Carter-Williams",NA,"Nicolas Batum","SF","11.69%",25.75
31,940200000,"jblvsdnb",0,287.25,"PF Zach Randolph UTIL Jerian Grant G De'Aaron Fox C DeMarcus Cousins SG Joe Ingles SF Rudy Gay PG Russell Westbrook F Justise Winslow",NA,"Goran Dragic","PG","9.92%",17
31,940339520,"trimbo",0,287.25,"PF Willie Cauley-Stein SG Bogdan Bogdanovic G Donovan Mitchell PG Russell Westbrook UTIL Steven Adams C Karl-Anthony Towns F Kelly Olynyk SF Michael Kidd-Gilchrist",NA,"Zach Randolph","F","9.92%",48.75
33,940280106,"M0NSTR0SITY",0,287,"G Jerian Grant C Willie Cauley-Stein SF Denzel Valentine SG Donovan Mitchell PF LaMarcus Aldridge F Paul George UTIL Andrew Wiggins PG Michael Carter-Williams",NA,"Denzel Valentine","SF","9.50%",17
33,940325693,"oilmoney54 (2/2)",0,287,"F Zach Randolph C Robin Lopez G Buddy Hield PG Donovan Mitchell PF LaMarcus Aldridge UTIL Danny Green SG Jimmy Butler SF Paul George",NA,"Steven Adams","C","9.34%",38
35,940325241,"ranger0808",0,286.5,"F Zach Randolph PG Kris Dunn UTIL David Nwaba PF Lauri Markkanen C DeMarcus Cousins SF Joe Ingles G Donovan Mitchell SG Dion Waiters",NA,"Tyus Jones","PG","9.25%",2.5
36,939718369,"PowerTron (8/20)",0,285.25,"PF Lauri Markkanen UTIL Derrick Favors G Ricky Rubio SG Donovan Mitchell SF Paul George C Karl-Anthony Towns PG Michael Carter-Williams F Bam Adebayo",NA,"Marc Gasol","C","8.92%",45.25
37,940340531,"Lucky1151",0,284.75,"G Alec Burks PG Donovan Mitchell F LaMarcus Aldridge C Marc Gasol UTIL James Ennis III PF Taj Gibson SF Paul George SG Nicolas Batum",NA,"James Johnson","F","7.65%",24
38,940325901,"setitoff3",0,284.25,"PG Kris Dunn F Bogdan Bogdanovic UTIL Alec Burks G Joe Ingles PF LaMarcus Aldridge SF Paul George C Karl-Anthony Towns SG Dion Waiters",NA,"Danny Green","SG","7.49%",15.75
39,939917104,"rowley1 (2/3)",0,284,"C Zach Randolph PG Garrett Temple UTIL Anthony Davis G Donovan Mitchell F Kyle Anderson SG Jimmy Butler SF Andrew Wiggins PF Kelly Olynyk",NA,"Frank Mason III","UTIL","7.49%",12.25
40,939980388,"slpanthers24 (1/4)",0,282.25,"SF Justin Holiday PF Lauri Markkanen UTIL Jrue Holiday C Derrick Favors G Alec Burks SG Donovan Mitchell PG Russell Westbrook F Justise Winslow",NA,"Frank Kaminsky","C","7.40%",10.25
41,939783581,"GreyPoupon (18/20)",0,282,"G Rajon Rondo PG Ricky Rubio UTIL Alec Burks PF Anthony Davis SG Jimmy Butler SF Paul George F Jeremy Lamb C Bam Adebayo",NA,"Jonas Jerebko","SF","6.48%",20.5
41,940324058,"performanceone",0,282,"C Zach Randolph G George Hill UTIL Jerian Grant PF Bobby Portis PG Russell Westbrook SG Jimmy Butler SF Paul George F Kelly Olynyk",NA,"Robin Lopez","C","6.06%",28.25
41,940333900,"easyaspi",0,282,"SG Jrue Holiday F Joe Ingles G Donovan Mitchell PF Carmelo Anthony SF Paul George C Karl-Anthony Towns UTIL Kelly Olynyk PG Michael Carter-Williams",NA,"Buddy Hield","SF","5.63%",1.5
44,939385133,"richie99",0,281.75,"UTIL Skal Labissiere G Jrue Holiday SG Alec Burks PG Donovan Mitchell PF Carmelo Anthony F Paul George SF Andrew Wiggins C Karl-Anthony Towns",NA,"De'Aaron Fox","PG","5.47%",24.25
45,940329311,"HeroText (2/3)",0,281.25,"SF Jonas Jerebko PF DeMarcus Cousins PG Alec Burks G Joe Ingles C Anthony Davis SG Donovan Mitchell F Wayne Ellington UTIL James Johnson",NA,"Rudy Gay","F","5.21%",27.25
45,940339662,"SuPremoCasH",0,281.25,"G Alec Burks UTIL Rudy Gay PG Russell Westbrook SG Jimmy Butler SF Paul George PF Andrew Wiggins F Frank Kaminsky C Bam Adebayo",NA,"Pau Gasol","F","5.05%",25.5
47,940233083,"andthefish (1/20)",0,280,"G Garrett Temple SG Donovan Mitchell PF JaMychal Green UTIL Russell Westbrook SF Paul George C Dwight Howard F Marvin Williams PG Michael Carter-Williams",NA,"Marvin Williams","SF","4.79%",29.5
48,939461567,"StretchDogg74 (1/2)",0,279.5,"G Garrett Temple PG Donovan Mitchell UTIL JaMychal Green PF Carmelo Anthony SG Jimmy Butler SF Paul George C Karl-Anthony Towns F Kelly Olynyk",NA,"Rajon Rondo","G","4.63%",40.5
49,939446283,"miguelito88",0,279.25,"PF Willie Cauley-Stein G Alec Burks SF Joe Ingles SG Donovan Mitchell PG Russell Westbrook C Steven Adams UTIL Dwight Howard F Kelly Olynyk",NA,"Josh Richardson","G","4.63%",35.5
49,940134497,"datright",0,279.25,"C Zach Randolph UTIL George Hill SF Justin Holiday F Derrick Favors G Ricky Rubio PG Russell Westbrook SG Jimmy Butler PF Justise Winslow",NA,"Tyler Johnson","PG","4.04%",16
49,940333040,"kkrieter",0,279.25,"SF Justin Holiday SG Alec Burks PF Anthony Davis PG Donovan Mitchell F Tyreke Evans UTIL Paul George G Michael Carter-Williams C Bam Adebayo",NA,"Andre Roberson","F","3.62%",19.5
52,939262025,"derikmoffett",0,279,"C Zach Randolph UTIL Willie Cauley-Stein PF Derrick Favors SG Donovan Mitchell G Tyreke Evans PG Kyle Anderson F Taj Gibson SF Paul George",NA,"Garrett Temple","G","3.28%",28.25
52,939485630,"gfay63 (9/20)",0,279,"PF Lauri Markkanen SG Joe Ingles F Royce O'Neale G Donovan Mitchell PG Russell Westbrook SF Paul George C Steven Adams UTIL Bam Adebayo",NA,"George Hill","G","3.20%",22.75
54,939737928,"gspotmp02 (1/2)",0,278.75,"G Frank Mason III F Derrick Favors SG Alec Burks PF LaMarcus Aldridge UTIL Jimmy Butler SF Paul George C Dwight Howard PG Michael Carter-Williams",NA,"Bobby Portis","PF","3.03%",0
54,939790608,"MJSGL (3/20)",0,278.75,"SG George Hill PF Lauri Markkanen G Rajon Rondo UTIL Jrue Holiday F LaMarcus Aldridge C Marc Gasol SF Paul George PG Michael Carter-Williams",NA,"Jerian Grant","PG","2.86%",31
54,940333586,"chimanone",0,278.75,"PF Lauri Markkanen C Derrick Favors G Ricky Rubio F Joe Ingles SG Donovan Mitchell SF Paul George UTIL Dwight Howard PG Michael Carter-Williams",NA,"Patty Mills","G","2.78%",17.5
57,939783578,"GreyPoupon (15/20)",0,278.5,"F Justin Holiday G Rajon Rondo PG Ricky Rubio SG Alec Burks PF Anthony Davis UTIL Donovan Mitchell C Karl-Anthony Towns SF Michael Kidd-Gilchrist",NA,"Mario Chalmers","PG","2.78%",10.5
57,940004806,"MikeB123 (1/2)",0,278.5,"PF Zach Randolph UTIL Ricky Rubio SG Alec Burks PG Russell Westbrook G Jimmy Butler C Karl-Anthony Towns SF Michael Kidd-Gilchrist F Bam Adebayo",NA,"E'Twaun Moore","SF","2.69%",30.25
59,939387784,"Trich113",0,277.75,"G Justin Holiday PG Alec Burks UTIL Taj Gibson SG Jimmy Butler SF Paul George F Andrew Wiggins C Karl-Anthony Towns PF Bam Adebayo",NA,"Skal Labissiere","F","2.52%",14.5
60,939718374,"PowerTron (13/20)",0,277.5,"C Willie Cauley-Stein UTIL Skal Labissiere PF Lauri Markkanen SG Donovan Mitchell PG Russell Westbrook SF Paul George G Michael Carter-Williams F Bam Adebayo",NA,"Michael Kidd-Gilchrist","F","2.44%",25.25
60,940325844,"kidquicksd",0,277.5,"PG Ricky Rubio G Alec Burks PF LaMarcus Aldridge F Paul George C Karl-Anthony Towns SG Dion Waiters SF Josh Richardson UTIL Michael Carter-Williams",NA,"Thabo Sefolosha","G","2.27%",14
62,939903769,"mattn622",0,277.25,"F Willie Cauley-Stein PG Alec Burks UTIL Marc Gasol G Jimmy Butler SF Paul George PF Gorgui Dieng C Dwight Howard SG Nicolas Batum",NA,"Justise Winslow","UTIL","1.85%",25.25
63,939783566,"GreyPoupon (3/20)",0,277,"PF Willie Cauley-Stein SF Denzel Valentine G Rajon Rondo PG Ricky Rubio UTIL Alec Burks F Anthony Davis SG Donovan Mitchell C Marc Gasol",NA,"Ben McLemore","SF","1.85%",22.5
63,940257666,"mossnojoke",0,277,"F Lauri Markkanen G Rajon Rondo UTIL Derrick Favors PF DeMarcus Cousins PG Donovan Mitchell SG Danny Green SF Andrew Wiggins C Bam Adebayo",NA,"Bogdan Bogdanovic","G","1.68%",29.75
65,939362495,"bratsdad (2/2)",0,276.75,"C Robin Lopez G Bogdan Bogdanovic F Lauri Markkanen PG Jrue Holiday UTIL Joe Ingles PF LaMarcus Aldridge SG Jimmy Butler SF Paul George",NA,"Jeff Teague","G","1.68%",31.25
66,939471613,"keonip11",0,276.5,"F Derrick Favors SF Jonas Jerebko SG Donovan Mitchell PG Russell Westbrook UTIL Karl-Anthony Towns PF Kelly Olynyk G Michael Carter-Williams C Bam Adebayo",NA,"Royce O'Neale","SF","1.43%",3.5
66,939718377,"PowerTron (16/20)",0,276.5,"F Skal Labissiere PF Lauri Markkanen UTIL Rajon Rondo SG Donovan Mitchell SF Rudy Gay G Russell Westbrook C Karl-Anthony Towns PG Michael Carter-Williams",NA,"Jerami Grant","PF","1.26%",20.75
66,939985385,"Johnben26",0,276.5,"UTIL Zach Randolph F Thabo Sefolosha C DeMarcus Cousins PG Donovan Mitchell SG Jimmy Butler PF James Johnson SF Nicolas Batum G Tyler Johnson",NA,"David Nwaba","PG","1.26%",27.25
69,939487420,"dmb5810 (2/2)",0,276.25,"G Garrett Temple F LaMarcus Aldridge SG Jimmy Butler SF Paul George C Steven Adams UTIL Dwight Howard PF Kelly Olynyk PG Michael Carter-Williams",NA,"Gorgui Dieng","F","1.26%",15.75
