"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Projection_fc","Projection_dfn_perturbed","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","FreqInd","Actual","ValueWR","TierRank"
"RB","Tyler Ervin (7545415)","Tyler Ervin",7545415,3000,"Hou@Min 01:00PM ET","Hou","Tyler","Ervin","Min",0,1.1,0,1.1,10,0.0140845070422535,0.757604807194691,0.701176687998514,0,0,0,0
"WR","Charles Johnson (7545520)","Charles Johnson",7545520,3000,"Hou@Min 01:00PM ET","Min","Charles","Johnson","Hou",9.86,8,5.47,8.63143672240986,4,0.106060606060606,7.82694207303968,7.78245627574676,0,1.2,0,0
"WR","Jarius Wright (7545521)","Jarius Wright",7545521,3000,"Hou@Min 01:00PM ET","Min","Jarius","Wright","Hou",4.08,0,0,0,11,0,0.95879541922989,1.11020253266457,0,7.2,0,0
"WR","Keith Mumphery (7545522)","Keith Mumphery",7545522,3000,"Hou@Min 01:00PM ET","Hou","Keith","Mumphery","Min",0,0,0,0,13,0,0,0,0,0,0,0
"WR","Braxton Miller (7545524)","Braxton Miller",7545524,3000,"Hou@Min 01:00PM ET","Hou","Braxton","Miller","Min",1.7,5.4,4.11,5.23839051032242,9,0.0352112676056338,4.11864896302882,3.90472449333022,0,2.2,0,0
"WR","Cordarrelle Patterson (7545525)","Cordarrelle Patterson",7545525,3000,"Hou@Min 01:00PM ET","Min","Cordarrelle","Patterson","Hou",8.75,7.2,5.14,11.2579398392802,6,0.0681818181818182,7.0151080049552,6.97046919864992,0,14.6,0,0
"WR","Laquon Treadwell (7545529)","Laquon Treadwell",7545529,3000,"Hou@Min 01:00PM ET","Min","Laquon","Treadwell","Hou",0,1.6,0,1.6,11,0,1.10197062864682,1.01989336436147,0,0,0,0
"RB","Fitzgerald Toussaint (7545419)","Fitzgerald Toussaint",7545419,3000,"NYJ@Pit 01:00PM ET","Pit","Fitzgerald","Toussaint","NYJ",0,0,0,0,11,0.00694444444444444,0,0,0,0,0,0
"RB","Roosevelt Nix (7545421)","Roosevelt Nix",7545421,3000,"NYJ@Pit 01:00PM ET","Pit","Roosevelt","Nix","NYJ",0,0,0,0,0,0,0,0,0,0,0,0
"RB","Troymaine Pope (7545422)","Troymaine Pope",7545422,3000,"NYJ@Pit 01:00PM ET","NYJ","Troymaine","Pope","Pit",0,0,0,0,0,0,0,0,0,0,0,0
"WR","Darrius Heyward-Bey (7545532)","Darrius Heyward-Bey",7545532,3000,"NYJ@Pit 01:00PM ET","Pit","Darrius","Heyward-Bey","NYJ",4.85,2.1,0,0,9,0.0208333333333333,2.58608100482076,2.65833609058306,0,0,0,0
"WR","Jeremy Ross (7545534)","Jeremy Ross",7545534,3000,"NYJ@Pit 01:00PM ET","NYJ","Jeremy","Ross","Pit",0,0,0,0,0,0,0,0,0,0,0,0
"WR","Charone Peake (7545539)","Charone Peake",7545539,3000,"NYJ@Pit 01:00PM ET","NYJ","Charone","Peake","Pit",0,3.3,4.98,3.3,8,0.0196078431372549,2.27281442158407,2.10353006399554,0,1.6,0,0
"RB","Patrick DiMarco (7545423)","Patrick DiMarco",7545423,3000,"Atl@Den 04:05PM ET","Atl","Patrick","DiMarco","Den",0,0,0,0,10,0.0215827338129496,0,0,0,2.3,0,0
"RB","Kapri Bibbs (7545424)","Kapri Bibbs",7545424,3000,"Atl@Den 04:05PM ET","Den","Kapri","Bibbs","Atl",0,1.7,0,1.7,10,0.0155038759689922,1.17084379293725,1.08363669963407,0,0,0,0
"RB","Andy Janovich (7545427)","Andy Janovich",7545427,3000,"Atl@Den 04:05PM ET","Den","Andy","Janovich","Atl",0,0,0,0,10,0.0155038759689922,0,0,0,0.2,0,0
"RB","Devontae Booker (7545429)","Devontae Booker",7545429,3000,"Atl@Den 04:05PM ET","Den","Devontae","Booker","Atl",3.26,5,5.83,5.22984940680345,8,0.0232558139534884,4.20975455439619,4.07424035590571,0,9.9,0,0
"WR","Eric Weems (7545543)","Eric Weems",7545543,3000,"Atl@Den 04:05PM ET","Atl","Eric","Weems","Den",0,0,0,0,0,0,0,0,0,0,0,0
"WR","Jordan Norwood (7545544)","Jordan Norwood",7545544,3000,"Atl@Den 04:05PM ET","Den","Jordan","Norwood","Atl",3.13,1.7,3.86,1.67708285719247,4,0.0775193798449612,1.90639027876802,1.93533619160468,0,4.4,0,0
"WR","Aldrick Robinson (7545547)","Aldrick Robinson",7545547,3000,"Atl@Den 04:05PM ET","Atl","Aldrick","Robinson","Den",3.6,2.3,0,5.18259280087804,6,0.0647482014388489,2.43007873682383,2.44568718126777,0,0,0,0
"WR","Bennie Fowler (7545550)","Bennie Fowler",7545550,3000,"Atl@Den 04:05PM ET","Den","Bennie","Fowler","Atl",1.82,1.8,0,1.87326495441204,7,0.0310077519379845,1.66741491384493,1.6426174391835,0,3.3,0,0
"WR","Jordan Taylor (7545551)","Jordan Taylor",7545551,3000,"Atl@Den 04:05PM ET","Den","Jordan","Taylor","Atl",0,0,0,0,8,0.0232558139534884,0,0,0,0,0,0
"WR","Justin Hardy (7545552)","Justin Hardy",7545552,3000,"Atl@Den 04:05PM ET","Atl","Justin","Hardy","Den",5.16,4.6,4.33,7.4614472646145,8,0.0503597122302158,4.38075976403271,4.33627309620326,0,0,0,0
"WR","Cody Latimer (7545553)","Cody Latimer",7545553,3000,"Atl@Den 04:05PM ET","Den","Cody","Latimer","Atl",0,1.8,0,1.82824609879778,6,0.0387596899224806,1.23971695722768,1.14738003490666,0,0,0,0
"WR","Taylor Gabriel (7545554)","Taylor Gabriel",7545554,3000,"Atl@Den 04:05PM ET","Atl","Taylor","Gabriel","Den",5.65,0,3.09,1.18833375480859,6,0.0647482014388489,1.32774365653159,1.53741282096932,0,0,0,0
"TE","Jacob Tamme (7545653)","Jacob Tamme",7545653,3000,"Atl@Den 04:05PM ET","Atl","Jacob","Tamme","Den",8.72,9.9,7.79,7.84189638890949,2,0.151079136690647,8.86763347447885,8.68337599709326,1,1.1,0,4
"RB","Lance Dunbar (7545431)","Lance Dunbar",7545431,3000,"Cin@Dal 04:25PM ET","Dal","Lance","Dunbar","Cin",0,0,0,0,7,0.0441176470588235,0,0,0,0,0,0
"RB","Rex Burkhead (7545432)","Rex Burkhead",7545432,3000,"Cin@Dal 04:25PM ET","Cin","Rex","Burkhead","Dal",0,0,0,0,10,0,0,0,0,0,0,0
"RB","Rod Smith (7545434)","Rod Smith",7545434,3000,"Cin@Dal 04:25PM ET","Dal","Rod","Smith","Cin",0,0,0,0,0,0,0,0,0,1.4,0,0
"RB","Keith Smith (7545435)","Keith Smith",7545435,3000,"Cin@Dal 04:25PM ET","Dal","Keith","Smith","Cin",0,0,0,0,9,0.0147058823529412,0,0,0,0,0,0
"RB","Darius Jackson (7545437)","Darius Jackson",7545437,3000,"Cin@Dal 04:25PM ET","Dal","Darius","Jackson","Cin",0,0,0,0,0,0,0,0,0,0,0,0
"WR","James Wright (7545561)","James Wright",7545561,3000,"Cin@Dal 04:25PM ET","Cin","James","Wright","Dal",1.84,0,0,0,8,0.0202702702702703,0.432397934162499,0.500679573554611,0,0,0,0
"WR","Alex Erickson (7545562)","Alex Erickson",7545562,3000,"Cin@Dal 04:25PM ET","Cin","Alex","Erickson","Dal",0,0,0,0,9,0.00675675675675676,0,0,0,0,0,0
"WR","Cody Core (7545563)","Cody Core",7545563,3000,"Cin@Dal 04:25PM ET","Cin","Cody","Core","Dal",0,0,0,0,0,0,0,0,0,0,0,0
"WR","Lucky Whitehead (7545564)","Lucky Whitehead",7545564,3000,"Cin@Dal 04:25PM ET","Dal","Lucky","Whitehead","Cin",0,3.8,0,3.8,11,0,2.61718024303621,2.4222467403585,0,0.9,0,0
"RB","Reggie Bush (7545439)","Reggie Bush",7545439,3000,"Buf@LA 04:25PM ET","Buf","Reggie","Bush","LA",0,0,0,0,10,0.00854700854700855,0,0,0,0.3,0,0
"RB","Jerome Felton (7545440)","Jerome Felton",7545440,3000,"Buf@LA 04:25PM ET","Buf","Jerome","Felton","LA",0,0,0,0,10,0.00854700854700855,0,0,0,0.6,0,0
"RB","Chase Reynolds (7545441)","Chase Reynolds",7545441,3000,"Buf@LA 04:25PM ET","LA","Chase","Reynolds","Buf",0,0,0,0,0,0,0,0,0,0,0,0
"RB","Mike Gillislee (7545444)","Mike Gillislee",7545444,3000,"Buf@LA 04:25PM ET","Buf","Mike","Gillislee","LA",4.3,3,3.86,3,8,0.0427350427350427,3.07669010094037,3.08236645289778,0,6.6,0,0
"RB","Malcolm Brown (7545445)","Malcolm Brown",7545445,3000,"Buf@LA 04:25PM ET","LA","Malcolm","Brown","Buf",0,1.5,0,1.5,9,0.00813008130081301,1.0330974643564,0.956150029088883,0,3.8,0,0
"RB","Jonathan Williams (7545446)","Jonathan Williams",7545446,3000,"Buf@LA 04:25PM ET","Buf","Jonathan","Williams","LA",0,1.3,0,1.3,12,0,0.895351135775544,0.828663358543698,0,0,0,0
"WR","Brandon Tate (7545566)","Brandon Tate",7545566,3000,"Buf@LA 04:25PM ET","Buf","Brandon","Tate","LA",0,3.4,0,3.4,12,0,2.3416875858745,2.16727339926813,0,0,0,0
"WR","Greg Salas (7545567)","Greg Salas",7545567,3000,"Buf@LA 04:25PM ET","Buf","Greg","Salas","LA",0,0,7.53,0,7,0.0512820512820513,0,0,0,0,1,0
"WR","Marquise Goodwin (7545570)","Marquise Goodwin",7545570,3000,"Buf@LA 04:25PM ET","Buf","Marquise","Goodwin","LA",7.86,9.5,5.62,9.5,4,0.11965811965812,8.39004178287163,8.19438937705889,0,9.3,1,9
"WR","Justin Hunter (7545572)","Justin Hunter",7545572,3000,"Buf@LA 04:25PM ET","Buf","Justin","Hunter","LA",0,0,2.96,0,12,0,0,0,0,7.4,0,0
"WR","Walt Powell (7545573)","Walt Powell",7545573,3000,"Buf@LA 04:25PM ET","Buf","Walt","Powell","LA",0,5.7,4.57,5.7,5,0.094017094017094,3.92577036455431,3.63337011053775,0,0,0,0
"WR","Bradley Marquez (7545575)","Bradley Marquez",7545575,3000,"Buf@LA 04:25PM ET","LA","Bradley","Marquez","Buf",0,0,0,0,8,0.016260162601626,0,0,0,0.2,0,0
"WR","Nelson Spruce (7545576)","Nelson Spruce",7545576,3000,"Buf@LA 04:25PM ET","LA","Nelson","Spruce","Buf",0,0,0,0,0,0,0,0,0,0,0,0
"WR","Pharoh Cooper (7545577)","Pharoh Cooper",7545577,3000,"Buf@LA 04:25PM ET","LA","Pharoh","Cooper","Buf",0,4.3,4.84,4.3,11,0,2.96154606448834,2.74096341672146,0,0,0,0
"WR","Mike Thomas (7545578)","Mike Thomas",7545578,3000,"Buf@LA 04:25PM ET","LA","Mike","Thomas","Buf",0,0,0,0,9,0.00813008130081301,0,0,0,0,0,0
"RB","Taiwan Jones (7545449)","Taiwan Jones",7545449,3000,"SD@Oak 04:25PM ET","Oak","Taiwan","Jones","SD",0,0,0,0,11,0.0124223602484472,0,0,0,0,0,0
"RB","Jamize Olawale (7545451)","Jamize Olawale",7545451,3000,"SD@Oak 04:25PM ET","Oak","Jamize","Olawale","SD",0,2.1,0,2.1,10,0.0186335403726708,1.44633645009896,1.33861004072444,0,9.4,0,0
"RB","Derek Watt (7545454)","Derek Watt",7545454,3000,"SD@Oak 04:25PM ET","SD","Derek","Watt","Oak",0,0,0,0,10,0.00680272108843537,0,0,0,0.2,0,0
"RB","Kenneth Farrow (7545455)","Kenneth Farrow",7545455,3000,"SD@Oak 04:25PM ET","SD","Kenneth","Farrow","Oak",0,2.6,0,2.6,10,0.00680272108843537,1.79070227155109,1.6573267170874,0,0,0,0
"WR","Griff Whalen (7545581)","Griff Whalen",7545581,3000,"SD@Oak 04:25PM ET","SD","Griff","Whalen","Oak",0,3.4,0,3.4,13,0,2.3416875858745,2.16727339926813,0,0,0,0
"WR","Andre Holmes (7545583)","Andre Holmes",7545583,3000,"SD@Oak 04:25PM ET","Oak","Andre","Holmes","SD",3.21,4,3.6,0.888159533356886,9,0.031055900621118,3.50927296762881,3.42320157998537,0,3.3,0,0
"WR","Johnny Holton (7545587)","Johnny Holton",7545587,3000,"SD@Oak 04:25PM ET","Oak","Johnny","Holton","SD",0,1.5,0,1.5,12,0.0062111801242236,1.0330974643564,0.956150029088883,0,0,0,0
"RB","Aaron Ripkowski (7545462)","Aaron Ripkowski",7545462,3000,"NYG@GB 08:30PM ET","GB","Aaron","Ripkowski","NYG",0,0,0,0,9,0.00970873786407767,0,0,0,1.7,0,0
"WR","Dwayne Harris (7545590)","Dwayne Harris",7545590,3000,"NYG@GB 08:30PM ET","NYG","Dwayne","Harris","GB",3.18,1.5,0,1.5,11,0,1.78039389405028,1.82145494425392,0,0,0,0
"WR","Tavarres King (7545591)","Tavarres King",7545591,3000,"NYG@GB 08:30PM ET","NYG","Tavarres","King","GB",0,0,0,0,11,0,0,0,0,0,0,0
"WR","Jared Abbrederis (7545593)","Jared Abbrederis",7545593,3000,"NYG@GB 08:30PM ET","GB","Jared","Abbrederis","NYG",0,1.7,0,1.7,9,0.00970873786407767,1.17084379293725,1.08363669963407,0,0,0,0
"WR","Ty Montgomery (7545595)","Ty Montgomery",7545595,3000,"NYG@GB 08:30PM ET","GB","Ty","Montgomery","NYG",2.38,0,0,0,9,0.00970873786407767,0.559297327884102,0.647618144054334,0,0.1,0,0
"WR","Trevor Davis (7545597)","Trevor Davis",7545597,3000,"NYG@GB 08:30PM ET","GB","Trevor","Davis","NYG",0,0,0,0,8,0.029126213592233,0,0,0,0,0,0
"WR","Jeff Janis (7545599)","Jeff Janis",7545599,3000,"NYG@GB 08:30PM ET","GB","Jeff","Janis","NYG",0,0,0,0,13,0,0,0,0,0,0,0
"WR","Roger Lewis (7545600)","Roger Lewis",7545600,3000,"NYG@GB 08:30PM ET","NYG","Roger","Lewis","GB",0,0,0,0,11,0,0,0,0,0,0,0
"TE","Jordan Cameron (7545625)","Jordan Cameron",7545625,2900,"Ten@Mia 01:00PM ET","Mia","Jordan","Cameron","Ten",0,0,0,0,4,0.0827067669172932,0,0,0,0,0,0
"TE","Jesse James (7545651)","Jesse James",7545651,2900,"NYJ@Pit 01:00PM ET","Pit","Jesse","James","NYJ",8.79,8.7,8,8.7,3,0.131944444444444,8.05760542440208,7.93750356629434,1,16.3,0,5
"TE","Richard Rodgers (7545686)","Richard Rodgers",7545686,2900,"NYG@GB 08:30PM ET","GB","Richard","Rodgers","NYG",9.69,11.1,7.84,11.1,5,0.0776699029126214,9.92206035690833,9.71224123033609,0,1.6,0,3
"TE","Virgil Green (7545654)","Virgil Green",7545654,2800,"Atl@Den 04:05PM ET","Den","Virgil","Green","Atl",7.22,8.5,0,8.5,5,0.062015503875969,7.55091085851954,7.38280660744441,0,0,0,5
"TE","Brent Celek (7545609)","Brent Celek",7545609,2700,"Phi@Det 01:00PM ET","Phi","Brent","Celek","Det",3.96,2.7,0,2.7,6,0.0833333333333333,2.79017098979994,2.79861956935796,0,0,0,0
"TE","Trey Burton (7545612)","Trey Burton",7545612,2700,"Phi@Det 01:00PM ET","Phi","Trey","Burton","Det",5.34,2.8,3.78,2.8,4,0.125,3.18334260471224,3.23787258479651,0,1.5,0,0
"TE","Lance Kendricks (7545669)","Lance Kendricks",7545669,2700,"Buf@LA 04:25PM ET","LA","Lance","Kendricks","Buf",5.4,6.4,5.74,6.4,3,0.186991869918699,5.67687645180332,5.54895916244313,1,4.4,0,0
"TE","Charles Clay (7545670)","Charles Clay",7545670,2700,"Buf@LA 04:25PM ET","Buf","Charles","Clay","LA",8.75,7.4,8.28,7.4,2,0.170940170940171,7.15285433353605,7.09795586919511,1,12.3,0,6
"TE","Clive Walford (7545679)","Clive Walford",7545679,2700,"SD@Oak 04:25PM ET","Oak","Clive","Walford","SD",7.6,8.5,0,8.5,3,0.124223602484472,7.64021043187918,7.48620782372199,0,0,0,5
"TE","Jack Doyle (7545620)","Jack Doyle",7545620,2600,"Chi@Ind 01:00PM ET","Ind","Jack","Doyle","Chi",7.8,8.9,8.25,8.9,5,0.105263157894737,7.96270286449333,7.79560285759003,0,2.8,0,5
"TE","Larry Donnell (7545683)","Larry Donnell",7545683,2600,"NYG@GB 08:30PM ET","NYG","Larry","Donnell","GB",0,0,0,0,7,0.069620253164557,0,0,1,0,0,0
"TE","Will Tye (7545685)","Will Tye",7545685,2600,"NYG@GB 08:30PM ET","NYG","Will","Tye","GB",10.69,7.9,5.08,7.9,4,0.10126582278481,7.95311797687691,7.94456296550152,0,5.7,0,6
"TE","Clay Harbor (7545602)","Clay Harbor",7545602,2500,"NE@Cle 01:00PM ET","NE","Clay","Harbor","Cle",0,0,0,0,12,0,0,0,0,0,0,0
"TE","Greg Scruggs (7545605)","Greg Scruggs",7545605,2500,"NE@Cle 01:00PM ET","NE","Greg","Scruggs","Cle",0,0,0,0,0,0,0,0,0,0,0,0
"TE","A.J. Derby (7545606)","A.J. Derby",7545606,2500,"NE@Cle 01:00PM ET","NE","A.J.","Derby","Cle",0,0,0,0,13,0,0,0,0,0,0,0
"TE","Randall Telfer (7545607)","Randall Telfer",7545607,2500,"NE@Cle 01:00PM ET","Cle","Randall","Telfer","NE",0,0,0,0,10,0.00709219858156028,0,0,0,0,0,0
"TE","Seth DeValve (7545608)","Seth DeValve",7545608,2500,"NE@Cle 01:00PM ET","Cle","Seth","DeValve","NE",0,0,0,0,11,0,0,0,0,0,0,0
"TE","Orson Charles (7545611)","Orson Charles",7545611,2500,"Phi@Det 01:00PM ET","Det","Orson","Charles","Phi",0,0,0,0,0,0,0,0,0,0,0,0
"TE","Cole Wick (7545614)","Cole Wick",7545614,2500,"Phi@Det 01:00PM ET","Det","Cole","Wick","Phi",3.7,6.2,0,6.2,7,0.01875,5.13963203187668,4.9588881032877,0,0,0,0
"TE","Khari Lee (7545615)","Khari Lee",7545615,2500,"Phi@Det 01:00PM ET","Det","Khari","Lee","Phi",0,2.7,0,2.7,10,0.00625,1.85957543584151,1.72107005235999,0,0,0,0
"TE","Logan Paulsen (7545617)","Logan Paulsen",7545617,2500,"Chi@Ind 01:00PM ET","Chi","Logan","Paulsen","Ind",0,1.1,0,1.1,8,0.028169014084507,0.757604807194691,0.701176687998514,0,0,0,0
"TE","Patrick Scales (7545618)","Patrick Scales",7545618,2500,"Chi@Ind 01:00PM ET","Chi","Patrick","Scales","Ind",0,0,0,0,0,0,0,0,0,0,0,0
"TE","Erik Swoope (7545621)","Erik Swoope",7545621,2500,"Chi@Ind 01:00PM ET","Ind","Erik","Swoope","Chi",0,0,0,0,11,0.00584795321637427,0,0,0,0,0,0
"TE","Ben Braunecker (7545622)","Ben Braunecker",7545622,2500,"Chi@Ind 01:00PM ET","Chi","Ben","Braunecker","Ind",0,0,0,0,10,0,0,0,0,0,0,0
"TE","Anthony Fasano (7545623)","Anthony Fasano",7545623,2500,"Ten@Mia 01:00PM ET","Ten","Anthony","Fasano","Mia",2.3,0,0,0,7,0.0285714285714286,0.540497417703124,0.625849466943264,0,2,0,0
"TE","Beau Brinkley (7545626)","Beau Brinkley",7545626,2500,"Ten@Mia 01:00PM ET","Ten","Beau","Brinkley","Mia",0,0,0,0,0,0,0,0,0,0,0,0
"TE","MarQueis Gray (7545627)","MarQueis Gray",7545627,2500,"Ten@Mia 01:00PM ET","Mia","MarQueis","Gray","Ten",0,2.5,0,2.5,11,0.0075187969924812,1.72182910726066,1.5935833818148,0,0,0,0
"TE","Dion Sims (7545628)","Dion Sims",7545628,2500,"Ten@Mia 01:00PM ET","Mia","Dion","Sims","Ten",5.92,8.9,3.38,8.9,5,0.0526315789473684,7.52090497524034,7.28403894547989,0,1.6,0,5
"TE","Jace Amaro (7545629)","Jace Amaro",7545629,2500,"Ten@Mia 01:00PM ET","Ten","Jace","Amaro","Mia",0,0,3.09,0,7,0.0285714285714286,0,0,0,0,0,0
"TE","Phillip Supernaw (7545630)","Phillip Supernaw",7545630,2500,"Ten@Mia 01:00PM ET","Ten","Phillip","Supernaw","Mia",0,0,0,0,11,0.0142857142857143,0,0,0,0,0,0
"TE","Vernon Davis (7545631)","Vernon Davis",7545631,2500,"Was@Bal 01:00PM ET","Was","Vernon","Davis","Bal",2.62,2.2,3.44,2.2,6,0.0454545454545455,2.13090667281642,2.11527755138457,0,4.5,0,0
"TE","Niles Paul (7545633)","Niles Paul",7545633,2500,"Was@Bal 01:00PM ET","Was","Niles","Paul","Bal",0,0,0,0,10,0.00649350649350649,0,0,0,0,0,0
"TE","Crockett Gillmore (7545635)","Crockett Gillmore",7545635,2500,"Was@Bal 01:00PM ET","Bal","Crockett","Gillmore","Was",2.7,4.3,0,4.3,9,0.037037037037037,3.59604303309635,3.47565626922008,0,12.8,0,0
"TE","Darren Waller (7545636)","Darren Waller",7545636,2500,"Was@Bal 01:00PM ET","Bal","Darren","Waller","Was",0,0,0,0,11,0,0,0,0,0,0,0
"TE","Maxx Williams (7545637)","Maxx Williams",7545637,2500,"Was@Bal 01:00PM ET","Bal","Maxx","Williams","Was",0,0,0,0,0,0,0,0,0,0,0,0
"TE","Rhett Ellison (7545638)","Rhett Ellison",7545638,2500,"Hou@Min 01:00PM ET","Min","Rhett","Ellison","Hou",0,1.5,0,1.5,9,0.0151515151515152,1.0330974643564,0.956150029088883,0,0,0,0
"TE","Kevin McDermott (7545639)","Kevin McDermott",7545639,2500,"Hou@Min 01:00PM ET","Min","Kevin","McDermott","Hou",0,0,0,0,0,0,0,0,0,0,0,0
"TE","Ryan Griffin (7545640)","Ryan Griffin",7545640,2500,"Hou@Min 01:00PM ET","Hou","Ryan","Griffin","Min",7.98,5.8,5.39,5.8,3,0.133802816901408,5.86993456939731,5.86853898763958,0,2.8,0,0
"TE","MyCole Pruitt (7545642)","MyCole Pruitt",7545642,2500,"Hou@Min 01:00PM ET","Min","MyCole","Pruitt","Hou",0,0,0,0,10,0.00757575757575758,0,0,0,0,0,0
"TE","C.J. Fiedorowicz (7545643)","C.J. Fiedorowicz",7545643,2500,"Hou@Min 01:00PM ET","Hou","C.J.","Fiedorowicz","Min",4.92,1.3,2.85,1.3,6,0.0633802816901408,2.0515456119057,2.16743700087451,0,10.1,0,0
"TE","Stephen Anderson (7545644)","Stephen Anderson",7545644,2500,"Hou@Min 01:00PM ET","Hou","Stephen","Anderson","Min",0,0,4.4,0,7,0.0492957746478873,0,0,0,0,0,0
"TE","David Morgan (7545645)","David Morgan",7545645,2500,"Hou@Min 01:00PM ET","Min","David","Morgan","Hou",0,0,0,0,0,0,0,0,0,0,0,0
"TE","Kellen Davis (7545646)","Kellen Davis",7545646,2500,"NYJ@Pit 01:00PM ET","NYJ","Kellen","Davis","Pit",1.3,1.8,0,1.8,9,0.0065359477124183,1.54521549766857,1.50112103796155,0,0,0,0
"TE","David Johnson (7545647)","David Johnson",7545647,2500,"NYJ@Pit 01:00PM ET","Pit","David","Johnson","NYJ",0,1.2,0,1.2,4,0.131736526946108,0.826477971485118,0.764920023271106,0,0,0,0
"TE","Brandon Bostick (7545648)","Brandon Bostick",7545648,2500,"NYJ@Pit 01:00PM ET","NYJ","Brandon","Bostick","Pit",0,2,0,2,9,0.0065359477124183,1.37746328580853,1.27486670545184,0,1.9,0,0
"TE","Xavier Grimble (7545649)","Xavier Grimble",7545649,2500,"NYJ@Pit 01:00PM ET","Pit","Xavier","Grimble","NYJ",0,1.3,0,1.3,6,0.0416666666666667,0.895351135775544,0.828663358543698,0,3.3,0,0
"TE","Austin Seferian-Jenkins (7545650)","Austin Seferian-Jenkins",7545650,2500,"NYJ@Pit 01:00PM ET","NYJ","Austin","Seferian-Jenkins","Pit",4.92,2.5,4.76,2.5,12,0,2.87802358339082,2.93235702414561,0,3.7,0,0
"TE","Braedon Bowman (7545652)","Braedon Bowman",7545652,2500,"NYJ@Pit 01:00PM ET","NYJ","Braedon","Bowman","Pit",0,0,0,0,9,0.0065359477124183,0,0,0,0,0,0
"TE","John Phillips (7545655)","John Phillips",7545655,2500,"Atl@Den 04:05PM ET","Den","John","Phillips","Atl",4.67,1.6,0,1.6,12,0,2.19941538546143,2.29063989072019,0,0,0,0
"TE","Levine Toilolo (7545656)","Levine Toilolo",7545656,2500,"Atl@Den 04:05PM ET","Atl","Levine","Toilolo","Den",0,1,0,1,10,0.0215827338129496,0.688731642904265,0.637433352725922,0,0,0,0
"TE","Jeff Heuerman (7545657)","Jeff Heuerman",7545657,2500,"Atl@Den 04:05PM ET","Den","Jeff","Heuerman","Atl",3.29,0,0,0,10,0.0155038759689922,0.77314630619273,0.895236846192756,0,0,0,0
"TE","Joshua Perkins (7545658)","Joshua Perkins",7545658,2500,"Atl@Den 04:05PM ET","Atl","Joshua","Perkins","Den",0,0,0,0,0,0,0,0,0,0,0,0
"TE","Austin Hooper (7545659)","Austin Hooper",7545659,2500,"Atl@Den 04:05PM ET","Atl","Austin","Hooper","Den",0,2.5,0,2.5,9,0.0359712230215827,1.72182910726066,1.5935833818148,1,2.4,0,0
"TE","Clark Harris (7545661)","Clark Harris",7545661,2500,"Cin@Dal 04:25PM ET","Cin","Clark","Harris","Dal",0,0,0,0,0,0,0,0,0,0,0,0
"TE","Ryan Hewitt (7545662)","Ryan Hewitt",7545662,2500,"Cin@Dal 04:25PM ET","Cin","Ryan","Hewitt","Dal",0,0,0,0,0,0,0,0,0,0,0,0
"TE","Gavin Escobar (7545663)","Gavin Escobar",7545663,2500,"Cin@Dal 04:25PM ET","Dal","Gavin","Escobar","Cin",0,0,0,0,11,0,0,0,0,0,0,0
"TE","Tyler Kroft (7545665)","Tyler Kroft",7545665,2500,"Cin@Dal 04:25PM ET","Cin","Tyler","Kroft","Dal",2.52,2.5,0,2.5,7,0.027027027027027,2.31402627796148,2.27929671081351,0,5.9,0,0
"TE","C.J. Uzomah (7545666)","C.J. Uzomah",7545666,2500,"Cin@Dal 04:25PM ET","Cin","C.J.","Uzomah","Dal",8.61,7.9,3.81,7.9,4,0.141891891891892,7.46432031217147,7.3785773606137,1,9.3,0,6
"TE","Geoff Swaim (7545667)","Geoff Swaim",7545667,2500,"Cin@Dal 04:25PM ET","Dal","Geoff","Swaim","Cin",0,1.3,0,1.3,8,0.0367647058823529,0.895351135775544,0.828663358543698,0,0,0,0
"TE","Jim Dray (7545668)","Jim Dray",7545668,2500,"Buf@LA 04:25PM ET","Buf","Jim","Dray","LA",0,0,0,0,0,0,0,0,0,0,0,0
"TE","Cory Harkey (7545671)","Cory Harkey",7545671,2500,"Buf@LA 04:25PM ET","LA","Cory","Harkey","Buf",0,0,0,0,0,0,0,0,0,0,0,0
"TE","Tyler Higbee (7545672)","Tyler Higbee",7545672,2500,"Buf@LA 04:25PM ET","LA","Tyler","Higbee","Buf",1.65,2.5,0,2.5,6,0.040650406504065,2.10957725474334,2.04256234723062,0,0,0,0
"TE","Nick O'Leary (7545673)","Nick O'Leary",7545673,2500,"Buf@LA 04:25PM ET","Buf","Nick","O'Leary","LA",0,0,0,0,9,0.0341880341880342,0,0,0,0,0,0
"TE","Temarrick Hemingway (7545674)","Temarrick Hemingway",7545674,2500,"Buf@LA 04:25PM ET","LA","Temarrick","Hemingway","Buf",0,0,0,0,0,0,0,0,0,0,0,0
"TE","Lee Smith (7545676)","Lee Smith",7545676,2500,"SD@Oak 04:25PM ET","Oak","Lee","Smith","SD",0,0,0,0,7,0.0372670807453416,0,0,0,0,0,0
"TE","Sean McGrath (7545677)","Sean McGrath",7545677,2500,"SD@Oak 04:25PM ET","SD","Sean","McGrath","Oak",0,0,0,0,10,0.00680272108843537,0,0,0,0,0,0
"TE","Mychal Rivera (7545678)","Mychal Rivera",7545678,2500,"SD@Oak 04:25PM ET","Oak","Mychal","Rivera","SD",0,2.9,0,2.9,12,0.0062111801242236,1.99732176442237,1.84855672290517,0,0,0,0
