"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,936405577,"ironhorsebrando",0,315.25,"SF Giannis Antetokounmpo PG Eric Bledsoe SG Dion Waiters UTIL Kris Dunn G Justin Holiday C Zach Randolph PF Alex Len F Kelly Oubre Jr.",NA,"Tim Frazier","G","82.54%",9.25
2,936482062,"rscaggs",0,292.5,"SF LeBron James C Karl-Anthony Towns PG Eric Bledsoe PF Derrick Favors G Malcolm Brogdon F Alex Len SG J.R. Smith UTIL Antonio Blakeney",NA,"Bradley Beal","SG","71.58%",21
3,936017766,"Smitty33",0,292.25,"SF LeBron James PF Kevin Love SG Eric Bledsoe G Kris Dunn PG Ricky Rubio C Willie Cauley-Stein UTIL John Henson F Wayne Ellington",NA,"Willie Cauley-Stein","PF","55.51%",23.5
3,936334465,"Thoflich (2/4)",0,292.25,"PF LeBron James F Kevin Love SG Eric Bledsoe C Taj Gibson SF Denzel Valentine G Justin Holiday PG Tim Frazier UTIL Kenneth Faried",NA,"Denzel Valentine","SG","54.47%",24.5
3,936334506,"Thoflich (4/4)",0,292.25,"PF LeBron James F Kevin Love SG Eric Bledsoe C Taj Gibson SF Denzel Valentine G Justin Holiday PG Tim Frazier UTIL Kenneth Faried",NA,"Giannis Antetokounmpo","SF","41.07%",57.25
6,935973399,"Jballer298 (1/2)",0,289,"SG Devin Booker PF Kevin Love PG Donovan Mitchell SF Otto Porter C Derrick Favors F Dion Waiters UTIL Gary Harris G Tim Frazier",NA,"Eric Bledsoe","UTIL","37.18%",42.25
6,935973420,"Jballer298 (2/2)",0,289,"SG Devin Booker PF Kevin Love PG Donovan Mitchell SF Otto Porter C Derrick Favors F Dion Waiters UTIL Gary Harris G Tim Frazier",NA,"Markieff Morris","PF","35.85%",7
8,935993855,"Ben5234",0,286.25,"SF LeBron James UTIL Kevin Love PG Eric Bledsoe G Donovan Mitchell PF Willie Cauley-Stein C Robin Lopez SG Tyus Jones F J.R. Smith",NA,"Marcin Gortat","C","34.98%",19.25
9,936255596,"pktmi (1/2)",0,285.25,"PF Giannis Antetokounmpo C Kevin Love SF Otto Porter UTIL James Johnson F Taj Gibson SG Dwyane Wade G Malcolm Brogdon PG Frank Mason III",NA,"Joe Ingles","F","33.99%",18
10,936066488,"bwolfgramm",0,281.5,"UTIL Nikola Jokic F Kevin Love G Eric Bledsoe SF Otto Porter SG Justin Holiday PG Ricky Rubio PF Willie Cauley-Stein C Marcin Gortat",NA,"Nikola Jokic","C","33.47%",27
11,936391835,"mkharrell",0,279.75,"SF Giannis Antetokounmpo SG Jimmy Butler G Eric Bledsoe F Derrick Favors PG Ricky Rubio C Marcin Gortat UTIL Kenneth Faried PF Jeff Green",NA,"Otto Porter","F","29.58%",33.5
12,935969506,"trenthor",0,279.25,"SF LeBron James G Jimmy Butler SG Kris Dunn C Taj Gibson PG Ricky Rubio PF Willie Cauley-Stein F Buddy Hield UTIL J.R. Smith",NA,"Kevin Love","C","25.93%",56.75
13,935994562,"divannurse78 (6/20)",0,278.75,"UTIL Giannis Antetokounmpo C Derrick Favors F Taj Gibson SF Denzel Valentine SG Justin Holiday PG Ricky Rubio PF Bobby Portis G Joe Ingles",NA,"Gary Harris","UTIL","22.33%",26.25
