Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
QB,Sean Mannion (7395336),Sean Mannion,7395336,5000,Sea@LA 04:05PM ET,LA
QB,Trevone Boykin (7395337),Trevone Boykin,7395337,5000,Sea@LA 04:05PM ET,Sea
QB,Jared Goff (7395338),Jared Goff,7395338,5000,Sea@LA 04:05PM ET,LA
QB,Drew Stanton (7395340),Drew Stanton,7395340,5000,TB@Ari 04:05PM ET,Ari
QB,Mike Glennon (7395341),Mike Glennon,7395341,5000,TB@Ari 04:05PM ET,TB
QB,Ryan Griffin (7395342),Ryan Griffin,7395342,5000,TB@Ari 04:05PM ET,TB
QB,Kellen Clemens (7395344),Kellen Clemens,7395344,5000,Jax@SD 04:25PM ET,SD
QB,Chad Henne (7395346),Chad Henne,7395346,5000,Jax@SD 04:25PM ET,Jax
QB,Brandon Allen (7395348),Brandon Allen,7395348,5000,Jax@SD 04:25PM ET,Jax
QB,Matt Schaub (7395350),Matt Schaub,7395350,5000,Atl@Oak 04:25PM ET,Atl
QB,Matt McGloin (7395351),Matt McGloin,7395351,5000,Atl@Oak 04:25PM ET,Oak
QB,Connor Cook (7395353),Connor Cook,7395353,5000,Atl@Oak 04:25PM ET,Oak
QB,Scott Tolzien (7395354),Scott Tolzien,7395354,5000,Ind@Den 04:25PM ET,Ind
QB,Austin Davis (7395355),Austin Davis,7395355,5000,Ind@Den 04:25PM ET,Den
QB,Paxton Lynch (7395358),Paxton Lynch,7395358,5000,Ind@Den 04:25PM ET,Den
RB,Frank Gore (7395472),Frank Gore,7395472,5000,Ind@Den 04:25PM ET,Ind
QB,Shaun Hill (7395359),Shaun Hill,7395359,5000,GB@Min 08:30PM ET,Min
QB,Brett Hundley (7395362),Brett Hundley,7395362,5000,GB@Min 08:30PM ET,GB
QB,Joe Callahan (7395363),Joe Callahan,7395363,5000,GB@Min 08:30PM ET,GB
RB,Ameer Abdullah (7395426),Ameer Abdullah,7395426,4900,Ten@Det 01:00PM ET,Det
WR,Tavon Austin (7395580),Tavon Austin,7395580,4900,Sea@LA 04:05PM ET,LA
WR,DeVante Parker (7395539),DeVante Parker,7395539,4800,Mia@NE 01:00PM ET,Mia
RB,Melvin Gordon (7395459),Melvin Gordon,7395459,4800,Jax@SD 04:25PM ET,SD
WR,Torrey Smith (7395489),Torrey Smith,7395489,4700,SF@Car 01:00PM ET,SF
WR,Mike Wallace (7395567),Mike Wallace,7395567,4700,Bal@Cle 01:00PM ET,Bal
WR,Corey Coleman (7395574),Corey Coleman,7395574,4700,Bal@Cle 01:00PM ET,Cle
RB,T.J. Yeldon (7395462),T.J. Yeldon,7395462,4700,Jax@SD 04:25PM ET,Jax
RB,Christine Michael (7395440),Christine Michael,7395440,4600,Sea@LA 04:05PM ET,Sea
WR,Tyler Lockett (7395583),Tyler Lockett,7395583,4600,Sea@LA 04:05PM ET,Sea
RB,Matt Jones (7395379),Matt Jones,7395379,4500,Dal@Was 01:00PM ET,Was
TE,Tyler Eifert (7395660),Tyler Eifert,7395660,4500,Cin@Pit 01:00PM ET,Cin
WR,Anquan Boldin (7395555),Anquan Boldin,7395555,4500,Ten@Det 01:00PM ET,Det
TE,Delanie Walker (7395687),Delanie Walker,7395687,4500,Ten@Det 01:00PM ET,Ten
RB,Duke Johnson Jr. (7395436),Duke Johnson Jr.,7395436,4500,Bal@Cle 01:00PM ET,Cle
TE,Antonio Gates (7395718),Antonio Gates,7395718,4500,Jax@SD 04:25PM ET,SD
RB,Tevin Coleman (7395471),Tevin Coleman,7395471,4500,Atl@Oak 04:25PM ET,Atl
TE,Martellus Bennett (7395672),Martellus Bennett,7395672,4400,Mia@NE 01:00PM ET,NE
RB,Justin Forsett (7395429),Justin Forsett,7395429,4400,Bal@Cle 01:00PM ET,Bal
RB,Isaiah Crowell (7395434),Isaiah Crowell,7395434,4400,Bal@Cle 01:00PM ET,Cle
RB,Charles Sims (7395451),Charles Sims,7395451,4400,TB@Ari 04:05PM ET,TB
WR,Travis Benjamin (7395601),Travis Benjamin,7395601,4400,Jax@SD 04:25PM ET,SD
TE,Julius Thomas (7395720),Julius Thomas,7395720,4400,Jax@SD 04:25PM ET,Jax
WR,Phillip Dorsett (7395627),Phillip Dorsett,7395627,4400,Ind@Den 04:25PM ET,Ind
WR,Devin Funchess (7395497),Devin Funchess,7395497,4300,SF@Car 01:00PM ET,Car
TE,Jason Witten (7395651),Jason Witten,7395651,4300,Dal@Was 01:00PM ET,Dal
RB,Jeremy Hill (7395387),Jeremy Hill,7395387,4300,Cin@Pit 01:00PM ET,Cin
WR,Victor Cruz (7395521),Victor Cruz,7395521,4300,NO@NYG 01:00PM ET,NYG
RB,Theo Riddick (7395421),Theo Riddick,7395421,4300,Ten@Det 01:00PM ET,Det
WR,Steve Smith Sr. (7395564),Steve Smith Sr.,7395564,4300,Bal@Cle 01:00PM ET,Bal
WR,Pierre Garcon (7395501),Pierre Garcon,7395501,4200,Dal@Was 01:00PM ET,Was
RB,Giovani Bernard (7395384),Giovani Bernard,7395384,4200,Cin@Pit 01:00PM ET,Cin
WR,Will Fuller (7395552),Will Fuller,7395552,4200,KC@Hou 01:00PM ET,Hou
WR,Davante Adams (7395637),Davante Adams,7395637,4200,GB@Min 08:30PM ET,GB
WR,Eli Rogers (7395517),Eli Rogers,7395517,4100,Cin@Pit 01:00PM ET,Pit
WR,Tajae Sharpe (7395563),Tajae Sharpe,7395563,4100,Ten@Det 01:00PM ET,Ten
RB,Chris Ivory (7395454),Chris Ivory,7395454,4100,Jax@SD 04:25PM ET,Jax
WR,Brandon LaFell (7395511),Brandon LaFell,7395511,4000,Cin@Pit 01:00PM ET,Cin
WR,Michael Thomas (7395529),Michael Thomas,7395529,4000,NO@NYG 01:00PM ET,NO
RB,LeGarrette Blount (7395403),LeGarrette Blount,7395403,4000,Mia@NE 01:00PM ET,NE
RB,James White (7395405),James White,7395405,4000,Mia@NE 01:00PM ET,NE
TE,Gary Barnidge (7395696),Gary Barnidge,7395696,4000,Bal@Cle 01:00PM ET,Cle
WR,Vincent Jackson (7395588),Vincent Jackson,7395588,4000,TB@Ari 04:05PM ET,TB
RB,James Starks (7395481),James Starks,7395481,4000,GB@Min 08:30PM ET,GB
WR,Ted Ginn Jr. (7395488),Ted Ginn Jr.,7395488,3900,SF@Car 01:00PM ET,Car
DST,Panthers  (7396127),Panthers ,7396127,3900,SF@Car 01:00PM ET,Car
RB,Rob Kelley (7395377),Rob Kelley,7395377,3900,Dal@Was 01:00PM ET,Was
TE,Coby Fleener (7395665),Coby Fleener,7395665,3900,NO@NYG 01:00PM ET,NO
WR,Kamar Aiken (7395568),Kamar Aiken,7395568,3900,Bal@Cle 01:00PM ET,Bal
RB,Andre Ellington (7395449),Andre Ellington,7395449,3900,TB@Ari 04:05PM ET,Ari
WR,Quinton Patton (7395494),Quinton Patton,7395494,3800,SF@Car 01:00PM ET,SF
RB,Tim Hightower (7395388),Tim Hightower,7395388,3800,NO@NYG 01:00PM ET,NO
RB,Shane Vereen (7395393),Shane Vereen,7395393,3800,NO@NYG 01:00PM ET,NYG
WR,Danny Amendola (7395533),Danny Amendola,7395533,3800,Mia@NE 01:00PM ET,NE
RB,Derrick Henry (7395428),Derrick Henry,7395428,3800,Ten@Det 01:00PM ET,Ten
DST,Seahawks  (7396143),Seahawks ,7396143,3800,Sea@LA 04:05PM ET,Sea
WR,Seth Roberts (7395617),Seth Roberts,7395617,3800,Atl@Oak 04:25PM ET,Oak
RB,Shaun Draughn (7395366),Shaun Draughn,7395366,3700,SF@Car 01:00PM ET,SF
RB,Chris Thompson (7395374),Chris Thompson,7395374,3700,Dal@Was 01:00PM ET,Was
WR,Sammie Coates (7395516),Sammie Coates,7395516,3700,Cin@Pit 01:00PM ET,Pit
RB,Jay Ajayi (7395406),Jay Ajayi,7395406,3700,Mia@NE 01:00PM ET,Mia
RB,Benny Cunningham (7395439),Benny Cunningham,7395439,3700,Sea@LA 04:05PM ET,LA
RB,C.J. Prosise (7395445),C.J. Prosise,7395445,3700,Sea@LA 04:05PM ET,Sea
WR,Kenny Britt (7395576),Kenny Britt,7395576,3700,Sea@LA 04:05PM ET,LA
RB,Chris Johnson (7395447),Chris Johnson,7395447,3700,TB@Ari 04:05PM ET,Ari
WR,Tyrell Williams (7395608),Tyrell Williams,7395608,3700,Jax@SD 04:25PM ET,SD
RB,Jerick McKinnon (7395485),Jerick McKinnon,7395485,3700,GB@Min 08:30PM ET,Min
RB,Alfred Morris (7395372),Alfred Morris,7395372,3600,Dal@Was 01:00PM ET,Dal
WR,Jamison Crowder (7395508),Jamison Crowder,7395508,3600,Dal@Was 01:00PM ET,Was
WR,Darrius Heyward-Bey (7395510),Darrius Heyward-Bey,7395510,3600,Cin@Pit 01:00PM ET,Pit
WR,Dontrelle Inman (7395600),Dontrelle Inman,7395600,3600,Jax@SD 04:25PM ET,SD
RB,Jalen Richard (7395470),Jalen Richard,7395470,3600,Atl@Oak 04:25PM ET,Oak
TE,Dwayne Allen (7395733),Dwayne Allen,7395733,3600,Ind@Den 04:25PM ET,Ind
DST,Broncos  (7396150),Broncos ,7396150,3600,Ind@Den 04:25PM ET,Den
RB,Fitzgerald Toussaint (7395383),Fitzgerald Toussaint,7395383,3500,Cin@Pit 01:00PM ET,Pit
WR,Tyler Boyd (7395520),Tyler Boyd,7395520,3500,Cin@Pit 01:00PM ET,Cin
WR,Chris Hogan (7395537),Chris Hogan,7395537,3500,Mia@NE 01:00PM ET,NE
RB,Charcandrick West (7395419),Charcandrick West,7395419,3500,KC@Hou 01:00PM ET,KC
WR,Chris Conley (7395547),Chris Conley,7395547,3500,KC@Hou 01:00PM ET,KC
TE,Eric Ebron (7395691),Eric Ebron,7395691,3500,Ten@Det 01:00PM ET,Det
WR,Terrelle Pryor (7395569),Terrelle Pryor,7395569,3500,Bal@Cle 01:00PM ET,Cle
WR,Jermaine Kearse (7395579),Jermaine Kearse,7395579,3500,Sea@LA 04:05PM ET,Sea
DST,Cardinals  (7396144),Cardinals ,7396144,3500,TB@Ari 04:05PM ET,Ari
WR,Laquon Treadwell (7395642),Laquon Treadwell,7395642,3500,GB@Min 08:30PM ET,Min
TE,Jesse James (7395664),Jesse James,7395664,3400,Cin@Pit 01:00PM ET,Pit
WR,Kenny Stills (7395536),Kenny Stills,7395536,3400,Mia@NE 01:00PM ET,Mia
RB,Alfred Blue (7395415),Alfred Blue,7395415,3400,KC@Hou 01:00PM ET,Hou
DST,Texans  (7396136),Texans ,7396136,3400,KC@Hou 01:00PM ET,Hou
WR,Andre Johnson (7395554),Andre Johnson,7395554,3400,Ten@Det 01:00PM ET,Ten
RB,DeAndre Washington (7395469),DeAndre Washington,7395469,3400,Atl@Oak 04:25PM ET,Oak
DST,Vikings  (7396153),Vikings ,7396153,3400,GB@Min 08:30PM ET,Min
WR,Terrance Williams (7395503),Terrance Williams,7395503,3300,Dal@Was 01:00PM ET,Dal
WR,Dwayne Harris (7395522),Dwayne Harris,7395522,3300,NO@NYG 01:00PM ET,NYG
WR,Jaelen Strong (7395551),Jaelen Strong,7395551,3300,KC@Hou 01:00PM ET,Hou
WR,Rishard Matthews (7395562),Rishard Matthews,7395562,3300,Ten@Det 01:00PM ET,Ten
RB,Terrance West (7395432),Terrance West,7395432,3300,Bal@Cle 01:00PM ET,Bal
WR,Brian Quick (7395577),Brian Quick,7395577,3300,Sea@LA 04:05PM ET,LA
WR,Pharoh Cooper (7395586),Pharoh Cooper,7395586,3300,Sea@LA 04:05PM ET,LA
DST,Rams  (7396142),Rams ,7396142,3300,Sea@LA 04:05PM ET,LA
WR,Jaron Brown (7395591),Jaron Brown,7395591,3300,TB@Ari 04:05PM ET,Ari
RB,Josh Ferguson (7395476),Josh Ferguson,7395476,3300,Ind@Den 04:25PM ET,Ind
WR,Jeff Janis (7395643),Jeff Janis,7395643,3300,GB@Min 08:30PM ET,GB
WR,Cole Beasley (7395504),Cole Beasley,7395504,3200,Dal@Was 01:00PM ET,Dal
RB,Paul Perkins (7395399),Paul Perkins,7395399,3200,NO@NYG 01:00PM ET,NYG
WR,Leonte Carroo (7395542),Leonte Carroo,7395542,3200,Mia@NE 01:00PM ET,Mia
WR,Albert Wilson (7395544),Albert Wilson,7395544,3200,KC@Hou 01:00PM ET,KC
DST,Chiefs  (7396137),Chiefs ,7396137,3200,KC@Hou 01:00PM ET,KC
WR,Breshad Perriman (7395571),Breshad Perriman,7395571,3200,Bal@Cle 01:00PM ET,Bal
TE,Jimmy Graham (7395701),Jimmy Graham,7395701,3200,Sea@LA 04:05PM ET,Sea
WR,Adam Thielen (7395641),Adam Thielen,7395641,3200,GB@Min 08:30PM ET,Min
DST,Packers  (7396152),Packers ,7396152,3200,GB@Min 08:30PM ET,GB
WR,Harry Douglas (7395556),Harry Douglas,7395556,3100,Ten@Det 01:00PM ET,Ten
RB,Javorius Allen (7395433),Javorius Allen,7395433,3100,Bal@Cle 01:00PM ET,Bal
WR,Andrew Hawkins (7395566),Andrew Hawkins,7395566,3100,Bal@Cle 01:00PM ET,Cle
WR,Adam Humphries (7395597),Adam Humphries,7395597,3100,TB@Ari 04:05PM ET,TB
RB,Denard Robinson (7395456),Denard Robinson,7395456,3100,Jax@SD 04:25PM ET,Jax
WR,Marqise Lee (7395605),Marqise Lee,7395605,3100,Jax@SD 04:25PM ET,Jax
WR,Rashad Greene (7395606),Rashad Greene,7395606,3100,Jax@SD 04:25PM ET,Jax
RB,Jamize Olawale (7395466),Jamize Olawale,7395466,3100,Atl@Oak 04:25PM ET,Oak
TE,Kyle Rudolph (7395740),Kyle Rudolph,7395740,3100,GB@Min 08:30PM ET,Min
RB,Mike Tolbert (7395364),Mike Tolbert,7395364,3000,SF@Car 01:00PM ET,Car
RB,Fozzy Whittaker (7395367),Fozzy Whittaker,7395367,3000,SF@Car 01:00PM ET,Car
RB,DuJuan Harris (7395368),DuJuan Harris,7395368,3000,SF@Car 01:00PM ET,SF
RB,Mike Davis (7395370),Mike Davis,7395370,3000,SF@Car 01:00PM ET,SF
RB,Cameron Artis-Payne (7395371),Cameron Artis-Payne,7395371,3000,SF@Car 01:00PM ET,Car
WR,Jeremy Kerley (7395490),Jeremy Kerley,7395490,3000,SF@Car 01:00PM ET,SF
WR,Brenton Bersin (7395491),Brenton Bersin,7395491,3000,SF@Car 01:00PM ET,Car
WR,Rod Streater (7395492),Rod Streater,7395492,3000,SF@Car 01:00PM ET,SF
WR,Corey Brown (7395493),Corey Brown,7395493,3000,SF@Car 01:00PM ET,Car
WR,Damiere Byrd (7395495),Damiere Byrd,7395495,3000,SF@Car 01:00PM ET,Car
WR,Aaron Burbridge (7395498),Aaron Burbridge,7395498,3000,SF@Car 01:00PM ET,SF
TE,Vance McDonald (7395648),Vance McDonald,7395648,3000,SF@Car 01:00PM ET,SF
RB,Lance Dunbar (7395373),Lance Dunbar,7395373,3000,Dal@Was 01:00PM ET,Dal
RB,Rod Smith (7395375),Rod Smith,7395375,3000,Dal@Was 01:00PM ET,Dal
RB,Keith Smith (7395376),Keith Smith,7395376,3000,Dal@Was 01:00PM ET,Dal
RB,Darius Jackson (7395378),Darius Jackson,7395378,3000,Dal@Was 01:00PM ET,Dal
WR,Brice Butler (7395502),Brice Butler,7395502,3000,Dal@Was 01:00PM ET,Dal
WR,Ryan Grant (7395505),Ryan Grant,7395505,3000,Dal@Was 01:00PM ET,Was
WR,Josh Doctson (7395506),Josh Doctson,7395506,3000,Dal@Was 01:00PM ET,Was
WR,Rashad Ross (7395507),Rashad Ross,7395507,3000,Dal@Was 01:00PM ET,Was
WR,Lucky Whitehead (7395509),Lucky Whitehead,7395509,3000,Dal@Was 01:00PM ET,Dal
RB,Rex Burkhead (7395382),Rex Burkhead,7395382,3000,Cin@Pit 01:00PM ET,Cin
RB,Roosevelt Nix (7395385),Roosevelt Nix,7395385,3000,Cin@Pit 01:00PM ET,Pit
RB,Daryl Richardson (7395386),Daryl Richardson,7395386,3000,Cin@Pit 01:00PM ET,Pit
WR,James Wright (7395515),James Wright,7395515,3000,Cin@Pit 01:00PM ET,Cin
WR,Alex Erickson (7395518),Alex Erickson,7395518,3000,Cin@Pit 01:00PM ET,Cin
