Actual,FirstName,FreqInd,GameInfo,ID,LastName,Name,Name...ID,Opponent,Position,Projection,Projection_ceil,Projection_dfn,Projection_rceil,Projection_reg,Projection_reg_split,RankTargets,RollingTargetPctg,Salary,Team,TierRank,ValueWR
2.1,Rod,0.0,SF@Ari 04:25PM ET,7725819,Streater,Rod Streater,Rod Streater (7725819),ARI,WR,2.6,3.0,3.7,3.7,3.04605603707,3.01170649547,9.0,0.028,3000,SF,0.0,0.0
8.2,Quinton,0.0,SF@Ari 04:25PM ET,7725821,Patton,Quinton Patton,Quinton Patton (7725821),ARI,WR,8.54,13.1,6.5,6.5,6.88046213173,6.89897629593,2.0,0.164,3000,SF,0.0,1.0
0.0,Brittan,0.0,SF@Ari 04:25PM ET,7725822,Golden,Brittan Golden,Brittan Golden (7725822),SF,WR,0.0,4.5,0.0,0.0,0.0,0.0,11.0,0.00898203592814,3000,ARI,0.0,0.0
0.0,Aaron,0.0,SF@Ari 04:25PM ET,7725823,Burbridge,Aaron Burbridge,Aaron Burbridge (7725823),ARI,WR,0.0,1.6,1.4,1.4,0.773830713,0.741304200748,9.0,0.028,3000,SF,0.0,0.0
0.0,Chris,0.0,SF@Ari 04:25PM ET,7725824,Hubert,Chris Hubert,Chris Hubert (7725824),SF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,ARI,0.0,0.0
0.0,Darren,0.0,Dal@Pit 04:25PM ET,7725689,McFadden,Darren McFadden,Darren McFadden (7725689),PIT,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,DAL,0.0,0.0
0.0,Lance,0.0,Dal@Pit 04:25PM ET,7725691,Dunbar,Lance Dunbar,Lance Dunbar (7725691),PIT,RB,0.0,5.9,2.7,2.7,1.49238780364,1.42965810144,8.0,0.0233463035019,3000,DAL,0.0,0.0
0.0,Fitzgerald,0.0,Dal@Pit 04:25PM ET,7725692,Toussaint,Fitzgerald Toussaint,Fitzgerald Toussaint (7725692),DAL,RB,2.76,1.6,3.0,3.0,2.72073649656,2.70582641931,12.0,0.0030959752322,3000,PIT,0.0,0.0
0.0,Roosevelt,0.0,Dal@Pit 04:25PM ET,7725694,Nix,Roosevelt Nix,Roosevelt Nix (7725694),DAL,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,PIT,0.0,0.0
0.0,Keith,0.0,Dal@Pit 04:25PM ET,7725695,Smith,Keith Smith,Keith Smith (7725695),PIT,RB,0.0,2.3,0.0,0.0,0.0,0.0,9.0,0.011673151751,3000,DAL,0.0,0.0
0.0,Darius,0.0,Dal@Pit 04:25PM ET,7725696,Jackson,Darius Jackson,Darius Jackson (7725696),PIT,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,DAL,0.0,0.0
0.0,Darrius,0.0,Dal@Pit 04:25PM ET,7725825,Heyward-Bey,Darrius Heyward-Bey,Darrius Heyward-Bey (7725825),DAL,WR,0.0,12.0,0.0,0.0,0.0,0.0,8.0,0.0495356037152,3000,PIT,0.0,0.0
0.0,Markus,0.0,Dal@Pit 04:25PM ET,7725831,Wheaton,Markus Wheaton,Markus Wheaton (7725831),DAL,WR,0.0,11.3,0.0,0.0,0.0,0.0,9.0,0.030959752322,3000,PIT,0.0,0.0
4.9,Cobi,0.0,Dal@Pit 04:25PM ET,7725832,Hamilton,Cobi Hamilton,Cobi Hamilton (7725832),DAL,WR,0.0,11.9,2.1,2.1,1.1607460695,1.11195630112,10.0,0.0278637770898,3000,PIT,0.0,0.0
1.5,Lucky,0.0,Dal@Pit 04:25PM ET,7725835,Whitehead,Lucky Whitehead,Lucky Whitehead (7725835),PIT,WR,0.0,3.8,1.0,1.0,0.552736223572,0.529503000535,11.0,0.00389105058366,3000,DAL,0.0,0.0
0.0,James,0.0,Sea@NE 08:30PM ET,7725698,Develin,James Develin,James Develin (7725698),SEA,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,NE,0.0,0.0
0.0,Will,0.0,Sea@NE 08:30PM ET,7725699,Tukuafu,Will Tukuafu,Will Tukuafu (7725699),NE,RB,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.00408163265306,3000,SEA,0.0,0.0
0.0,Brandon,0.0,Sea@NE 08:30PM ET,7725701,Bolden,Brandon Bolden,Brandon Bolden (7725701),SEA,RB,0.0,2.7,1.2,1.2,0.663283468286,0.635403600642,9.0,0.0148148148148,3000,NE,0.0,0.0
0.0,Dion,0.0,Sea@NE 08:30PM ET,7725702,Lewis,Dion Lewis,Dion Lewis (7725702),SEA,RB,2.34,0.0,11.1,0.0,7.03621089051,6.82477416007,13.0,0.0,3000,NE,2.0,0.0
0.0,Tyler,0.0,Sea@NE 08:30PM ET,7725703,Gaffney,Tyler Gaffney,Tyler Gaffney (7725703),SEA,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,NE,0.0,0.0
0.0,D.J.,0.0,Sea@NE 08:30PM ET,7725707,Foster,D.J. Foster,D.J. Foster (7725707),SEA,RB,0.0,2.2,0.0,0.0,0.0,0.0,10.0,0.00740740740741,3000,NE,0.0,0.0
0.2,Alex,0.0,Sea@NE 08:30PM ET,7725709,Collins,Alex Collins,Alex Collins (7725709),NE,RB,0.0,6.4,0.0,0.0,0.0,0.0,9.0,0.0122448979592,3000,SEA,0.0,0.0
0.0,Matthew,0.0,Sea@NE 08:30PM ET,7725836,Slater,Matthew Slater,Matthew Slater (7725836),SEA,WR,0.0,,0.0,0.0,0.0,0.0,11.0,0.0037037037037,3000,NE,0.0,0.0
4.6,Jermaine,0.0,Sea@NE 08:30PM ET,7725840,Kearse,Jermaine Kearse,Jermaine Kearse (7725840),NE,WR,8.05,9.3,8.6,8.6,7.85257101476,7.8125682729,3.0,0.163265306122,3000,SEA,7.0,0.0
7.2,Paul,0.0,Sea@NE 08:30PM ET,7725841,Richardson,Paul Richardson,Paul Richardson (7725841),NE,WR,3.46,5.4,3.8,3.8,3.43240717038,3.41280642567,5.0,0.065306122449,3000,SEA,0.0,0.0
0.0,Tanner,0.0,Sea@NE 08:30PM ET,7725843,McEvoy,Tanner McEvoy,Tanner McEvoy (7725843),NE,WR,0.0,7.9,0.0,0.0,0.0,0.0,9.0,0.0122448979592,3000,SEA,0.0,0.0
2.3,Malcolm,0.0,Sea@NE 08:30PM ET,7725845,Mitchell,Malcolm Mitchell,Malcolm Mitchell (7725845),SEA,WR,2.34,4.8,0.0,0.0,0.900838808868,0.947290854139,7.0,0.0481481481481,3000,NE,0.0,0.0
14.4,Julius,1.0,Hou@Jax 01:00PM ET,7725848,Thomas,Julius Thomas,Julius Thomas (7725848),HOU,TE,10.2,14.3,7.2,7.2,7.90643407914,7.94163814753,4.0,0.114035087719,2900,JAX,7.0,0.0
4.4,Virgil,1.0,Den@NO 01:00PM ET,7725853,Green,Virgil Green,Virgil Green (7725853),NO,TE,8.25,8.7,7.1,7.1,7.10046144939,7.09927880236,6.0,0.0705128205128,2900,DEN,7.0,0.0
0.0,Jacob,1.0,Atl@Phi 01:00PM ET,7725866,Tamme,Jacob Tamme,Jacob Tamme (7725866),PHI,TE,0.0,13.1,0.0,0.0,0.0,0.0,4.0,0.09375,2800,ATL,0.0,0.0
6.7,Richard,0.0,GB@Ten 01:00PM ET,7725905,Rodgers,Richard Rodgers,Richard Rodgers (7725905),TEN,TE,8.48,9.2,6.4,6.4,6.80209007838,6.8217364868,5.0,0.0845921450151,2800,GB,7.0,0.0
15.6,Vernon,1.0,Min@Was 01:00PM ET,7725891,Davis,Vernon Davis,Vernon Davis (7725891),MIN,TE,4.28,14.1,2.3,2.3,2.91898139197,2.95050854897,6.0,0.0845921450151,2700,WAS,0.0,0.0
9.0,Vance,1.0,SF@Ari 04:25PM ET,7725919,McDonald,Vance McDonald,Vance McDonald (7725919),ARI,TE,7.09,14.8,4.4,4.4,5.16150397981,5.20002352536,5.0,0.08,2700,SF,0.0,0.0
9.9,Jesse,1.0,Dal@Pit 04:25PM ET,7725928,James,Jesse James,Jesse James (7725928),DAL,TE,5.71,12.3,9.1,9.1,7.22810031768,7.13002891902,4.0,0.114551083591,2700,PIT,5.0,0.0
0.0,Garrett,0.0,SF@Ari 04:25PM ET,7725918,Celek,Garrett Celek,Garrett Celek (7725918),ARI,TE,5.84,10.3,3.8,3.8,4.34864493324,4.37629028587,4.0,0.116,2600,SF,0.0,0.0
2.9,Marcedes,0.0,Hou@Jax 01:00PM ET,7725846,Lewis,Marcedes Lewis,Marcedes Lewis (7725846),HOU,TE,3.74,7.6,2.3,2.3,2.711095513,2.73190296725,6.0,0.0701754385965,2500,JAX,0.0,0.0
9.7,Ryan,1.0,Hou@Jax 01:00PM ET,7725847,Griffin,Ryan Griffin,Ryan Griffin (7725847),JAX,TE,5.47,0.0,3.1,3.1,3.81928925226,3.85585287949,3.0,0.131313131313,2500,HOU,0.0,0.0
0.0,Neal,0.0,Hou@Jax 01:00PM ET,7725850,Sterling,Neal Sterling,Neal Sterling (7725850),HOU,TE,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.00584795321637,2500,JAX,0.0,0.0
7.7,Stephen,0.0,Hou@Jax 01:00PM ET,7725851,Anderson,Stephen Anderson,Stephen Anderson (7725851),JAX,TE,0.0,5.5,1.4,1.4,0.773830713,0.741304200748,8.0,0.03367003367,2500,HOU,0.0,0.0
6.5,Ben,0.0,Hou@Jax 01:00PM ET,7725852,Koyack,Ben Koyack,Ben Koyack (7725852),HOU,TE,0.0,9.1,0.0,0.0,0.0,0.0,10.0,0.0146198830409,2500,JAX,0.0,0.0
0.0,Josh,0.0,Den@NO 01:00PM ET,7725855,Hill,Josh Hill,Josh Hill (7725855),DEN,TE,2.84,9.8,3.3,3.3,2.91735527163,2.89706333157,9.0,0.0285714285714,2500,NO,0.0,0.0
4.2,A.J.,0.0,Den@NO 01:00PM ET,7725856,Derby,A.J. Derby,A.J. Derby (7725856),NO,TE,0.0,0.0,1.4,1.4,0.773830713,0.741304200748,13.0,0.00320512820513,2500,DEN,0.0,0.0
0.0,Jeff,0.0,Den@NO 01:00PM ET,7725857,Heuerman,Jeff Heuerman,Jeff Heuerman (7725857),NO,TE,2.32,4.3,0.0,0.0,0.893139331869,0.939194351112,11.0,0.00961538461538,2500,DEN,0.0,0.0
0.0,Kellen,0.0,LA@NYJ 01:00PM ET,7725858,Davis,Kellen Davis,Kellen Davis (7725858),LA,TE,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.00315457413249,2500,NYJ,0.0,0.0
0.0,Cory,0.0,LA@NYJ 01:00PM ET,7725860,Harkey,Cory Harkey,Cory Harkey (7725860),NYJ,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,LA,0.0,0.0
0.0,Brandon,0.0,LA@NYJ 01:00PM ET,7725861,Bostick,Brandon Bostick,Brandon Bostick (7725861),LA,TE,1.51,1.8,0.0,0.0,0.581310513415,0.611285978525,9.0,0.01261829653,2500,NYJ,0.0,0.0
0.0,Eric,0.0,LA@NYJ 01:00PM ET,7725862,Tomlinson,Eric Tomlinson,Eric Tomlinson (7725862),LA,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,NYJ,0.0,0.0
0.0,Austin,0.0,LA@NYJ 01:00PM ET,7725863,Seferian-Jenkins,Austin Seferian-Jenkins,Austin Seferian-Jenkins (7725863),LA,TE,3.98,8.4,1.5,1.5,2.36130025813,2.40545860314,10.0,0.00630914826498,2500,NYJ,0.0,0.0
0.0,Tyler,0.0,LA@NYJ 01:00PM ET,7725864,Higbee,Tyler Higbee,Tyler Higbee (7725864),NYJ,TE,3.31,3.0,1.0,1.0,1.82699966688,1.86947425147,6.0,0.0492957746479,2500,LA,0.0,0.0
0.0,Temarrick,0.0,LA@NYJ 01:00PM ET,7725865,Hemingway,Temarrick Hemingway,Temarrick Hemingway (7725865),NYJ,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,LA,0.0,0.0
1.9,Brent,0.0,Atl@Phi 01:00PM ET,7725867,Celek,Brent Celek,Brent Celek (7725867),ATL,TE,0.0,7.2,1.2,1.2,0.663283468286,0.635403600642,7.0,0.0374531835206,2500,PHI,0.0,0.0
0.0,Levine,0.0,Atl@Phi 01:00PM ET,7725869,Toilolo,Levine Toilolo,Levine Toilolo (7725869),PHI,TE,0.0,10.8,2.1,2.1,1.1607460695,1.11195630112,10.0,0.0375,2500,ATL,0.0,0.0
0.0,Trey,0.0,Atl@Phi 01:00PM ET,7725870,Burton,Trey Burton,Trey Burton (7725870),ATL,TE,4.04,10.4,3.1,3.1,3.26877664684,3.27695291308,6.0,0.0823970037453,2500,PHI,0.0,0.0
0.0,Joshua,0.0,Atl@Phi 01:00PM ET,7725871,Perkins,Joshua Perkins,Joshua Perkins (7725871),PHI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,ATL,0.0,0.0
3.6,Ed,0.0,KC@Car 01:00PM ET,7725874,Dickson,Ed Dickson,Ed Dickson (7725874),KC,TE,2.22,8.6,3.2,3.2,2.6233978623,2.59312143769,7.0,0.040404040404,2500,CAR,0.0,0.0
0.0,James,0.0,KC@Car 01:00PM ET,7725876,Winchester,James Winchester,James Winchester (7725876),CAR,TE,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2500,KC,0.0,0.0
0.0,James,0.0,KC@Car 01:00PM ET,7725877,O'Shaughnessy,James O'Shaughnessy,James O'Shaughnessy (7725877),CAR,TE,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.00344827586207,2500,KC,0.0,0.0
0.0,Chris,0.0,KC@Car 01:00PM ET,7725878,Manhertz,Chris Manhertz,Chris Manhertz (7725878),KC,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,CAR,0.0,0.0
1.5,Ross,0.0,KC@Car 01:00PM ET,7725879,Travis,Ross Travis,Ross Travis (7725879),CAR,TE,0.0,2.7,0.0,0.0,0.0,0.0,10.0,0.0137931034483,2500,KC,0.0,0.0
0.0,Demetrius,0.0,KC@Car 01:00PM ET,7725880,Harris,Demetrius Harris,Demetrius Harris (7725880),CAR,TE,2.11,6.0,1.7,1.7,1.75194640345,1.75433617024,8.0,0.0620689655172,2500,KC,0.0,0.0
1.6,Brandon,0.0,Chi@TB 01:00PM ET,7725882,Myers,Brandon Myers,Brandon Myers (7725882),CHI,TE,2.09,6.0,0.0,0.0,0.804595346382,0.846084566303,9.0,0.0188679245283,2500,TB,0.0,0.0
0.0,Logan,0.0,Chi@TB 01:00PM ET,7725883,Paulsen,Logan Paulsen,Logan Paulsen (7725883),TB,TE,1.62,2.6,0.0,0.0,0.623657636908,0.655816745173,8.0,0.0236486486486,2500,CHI,0.0,0.0
0.0,Andrew,0.0,Chi@TB 01:00PM ET,7725884,DePaola,Andrew DePaola,Andrew DePaola (7725884),CHI,TE,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2500,TB,0.0,0.0
2.1,Luke,0.0,Chi@TB 01:00PM ET,7725885,Stocker,Luke Stocker,Luke Stocker (7725885),CHI,TE,0.0,2.8,0.0,0.0,0.0,0.0,15.0,0.0062893081761,2500,TB,0.0,0.0
0.0,Patrick,0.0,Chi@TB 01:00PM ET,7725886,Scales,Patrick Scales,Patrick Scales (7725886),TB,TE,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2500,CHI,0.0,0.0
0.0,Daniel,0.0,Chi@TB 01:00PM ET,7725888,Brown,Daniel Brown,Daniel Brown (7725888),TB,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,CHI,0.0,0.0
0.0,Alan,0.0,Chi@TB 01:00PM ET,7725889,Cross,Alan Cross,Alan Cross (7725889),CHI,TE,0.0,1.4,0.0,0.0,0.0,0.0,12.0,0.00943396226415,2500,TB,0.0,0.0
0.0,Ben,0.0,Chi@TB 01:00PM ET,7725890,Braunecker,Ben Braunecker,Ben Braunecker (7725890),TB,TE,0.0,1.8,0.0,0.0,0.0,0.0,12.0,0.00337837837838,2500,CHI,0.0,0.0
2.8,Rhett,0.0,Min@Was 01:00PM ET,7725892,Ellison,Rhett Ellison,Rhett Ellison (7725892),WAS,TE,2.04,7.1,1.6,1.6,1.6697246116,1.67304810959,11.0,0.0105633802817,2500,MIN,0.0,0.0
0.0,Niles,0.0,Min@Was 01:00PM ET,7725893,Paul,Niles Paul,Niles Paul (7725893),MIN,TE,0.0,2.7,0.0,0.0,0.0,0.0,10.0,0.00906344410876,2500,WAS,0.0,0.0
0.0,Kevin,0.0,Min@Was 01:00PM ET,7725894,McDermott,Kevin McDermott,Kevin McDermott (7725894),WAS,TE,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2500,MIN,0.0,0.0
0.0,MyCole,0.0,Min@Was 01:00PM ET,7725897,Pruitt,MyCole Pruitt,MyCole Pruitt (7725897),WAS,TE,0.0,1.7,0.0,0.0,0.0,0.0,12.0,0.00352112676056,2500,MIN,0.0,0.0
0.0,David,0.0,Min@Was 01:00PM ET,7725898,Morgan,David Morgan,David Morgan (7725898),WAS,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,MIN,0.0,0.0
7.9,Anthony,0.0,GB@Ten 01:00PM ET,7725899,Fasano,Anthony Fasano,Anthony Fasano (7725899),GB,TE,1.82,5.6,0.0,0.0,0.700652406897,0.736781775441,7.0,0.0364238410596,2500,TEN,0.0,0.0
0.0,Jared,0.0,GB@Ten 01:00PM ET,7725901,Cook,Jared Cook,Jared Cook (7725901),TEN,TE,0.0,6.7,0.0,0.0,0.0,0.0,7.0,0.036253776435,2500,GB,0.0,0.0
0.0,Beau,0.0,GB@Ten 01:00PM ET,7725902,Brinkley,Beau Brinkley,Beau Brinkley (7725902),GB,TE,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2500,TEN,0.0,0.0
0.0,Justin,0.0,GB@Ten 01:00PM ET,7725903,Perillo,Justin Perillo,Justin Perillo (7725903),TEN,TE,0.0,3.7,2.7,2.7,1.49238780364,1.42965810144,13.0,0.012084592145,2500,GB,0.0,0.0
0.0,Jace,0.0,GB@Ten 01:00PM ET,7725904,Amaro,Jace Amaro,Jace Amaro (7725904),GB,TE,0.0,8.9,0.0,0.0,0.0,0.0,11.0,0.0132450331126,2500,TEN,0.0,0.0
0.0,Phillip,0.0,GB@Ten 01:00PM ET,7725906,Supernaw,Phillip Supernaw,Phillip Supernaw (7725906),GB,TE,0.0,4.6,0.0,0.0,0.0,0.0,10.0,0.0198675496689,2500,TEN,0.0,0.0
2.2,Sean,0.0,Mia@SD 04:05PM ET,7725908,McGrath,Sean McGrath,Sean McGrath (7725908),MIA,TE,0.0,2.1,0.0,0.0,0.0,0.0,13.0,0.0030303030303,2500,SD,0.0,0.0
3.8,MarQueis,0.0,Mia@SD 04:05PM ET,7725909,Gray,MarQueis Gray,MarQueis Gray (7725909),SD,TE,2.36,10.4,1.5,1.5,1.73764262122,1.74964185797,10.0,0.0373443983402,2500,MIA,0.0,0.0
0.0,Dion,0.0,Mia@SD 04:05PM ET,7725910,Sims,Dion Sims,Dion Sims (7725910),SD,TE,5.34,6.4,4.1,4.1,4.32197887534,4.33272861035,6.0,0.0497925311203,2500,MIA,0.0,0.0
0.0,Asante,0.0,Mia@SD 04:05PM ET,7725911,Cleveland,Asante Cleveland,Asante Cleveland (7725911),MIA,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,SD,0.0,0.0
0.0,Dominique,0.0,Mia@SD 04:05PM ET,7725912,Jones,Dominique Jones,Dominique Jones (7725912),SD,TE,6.73,12.2,3.0,3.0,4.24908268083,4.31298227013,8.0,0.0414937759336,2500,MIA,0.0,0.0
0.0,Thomas,0.0,Mia@SD 04:05PM ET,7725914,Duarte,Thomas Duarte,Thomas Duarte (7725914),SD,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,MIA,0.0,0.0
0.0,Darren,0.0,SF@Ari 04:25PM ET,7725915,Fells,Darren Fells,Darren Fells (7725915),SF,TE,3.71,6.1,2.1,2.1,2.58899905279,2.6138576126,8.0,0.0419161676647,2500,ARI,0.0,0.0
0.0,Kyle,0.0,SF@Ari 04:25PM ET,7725916,Nelson,Kyle Nelson,Kyle Nelson (7725916),ARI,TE,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2500,SF,0.0,0.0
7.7,Jermaine,0.0,SF@Ari 04:25PM ET,7725917,Gresham,Jermaine Gresham,Jermaine Gresham (7725917),SF,TE,3.02,5.8,3.7,3.7,3.20774505404,3.18173305903,7.0,0.0568862275449,2500,ARI,0.0,0.0
0.0,Blake,0.0,SF@Ari 04:25PM ET,7725920,Bell,Blake Bell,Blake Bell (7725920),ARI,TE,0.0,1.9,1.1,1.1,0.608009845929,0.582453300588,11.0,0.02,2500,SF,0.0,0.0
0.0,Je'Ron,0.0,SF@Ari 04:25PM ET,7725921,Hamm,Je'Ron Hamm,Je'Ron Hamm (7725921),ARI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,SF,0.0,0.0
0.0,Hakeem,0.0,SF@Ari 04:25PM ET,7725922,Valles,Hakeem Valles,Hakeem Valles (7725922),SF,TE,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.00299401197605,2500,ARI,0.0,0.0
1.2,David,0.0,Dal@Pit 04:25PM ET,7725924,Johnson,David Johnson,David Johnson (7725924),DAL,TE,0.0,33.8,1.2,1.2,0.663283468286,0.635403600642,2.0,0.164670658683,2500,PIT,0.0,0.0
6.0,Ladarius,0.0,Dal@Pit 04:25PM ET,7725925,Green,Ladarius Green,Ladarius Green (7725925),DAL,TE,6.31,0.0,0.0,0.0,2.42918499314,2.55444670496,13.0,0.0,2500,PIT,0.0,0.0
0.0,Gavin,0.0,Dal@Pit 04:25PM ET,7725926,Escobar,Gavin Escobar,Gavin Escobar (7725926),PIT,TE,0.0,7.2,0.0,0.0,0.0,0.0,11.0,0.00389105058366,2500,DAL,0.0,0.0
1.5,Xavier,0.0,Dal@Pit 04:25PM ET,7725927,Grimble,Xavier Grimble,Xavier Grimble (7725927),DAL,TE,2.03,7.3,1.4,1.4,1.55532762839,1.56309925797,7.0,0.0526315789474,2500,PIT,0.0,0.0
0.0,Geoff,0.0,Dal@Pit 04:25PM ET,7725929,Swaim,Geoff Swaim,Geoff Swaim (7725929),PIT,TE,2.56,4.1,0.0,0.0,0.985533055855,1.03635238743,7.0,0.0350194552529,2500,DAL,0.0,0.0
0.0,Luke,0.0,Sea@NE 08:30PM ET,7725933,Willson,Luke Willson,Luke Willson (7725933),NE,TE,0.0,3.9,2.0,2.0,1.10547244714,1.05900600107,6.0,0.0448979591837,2500,SEA,0.0,0.0
0.0,Matt,0.0,Sea@NE 08:30PM ET,7725934,Lengel,Matt Lengel,Matt Lengel (7725934),SEA,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,NE,0.0,0.0
0.0,Brandon,0.0,Sea@NE 08:30PM ET,7725935,Williams,Brandon Williams,Brandon Williams (7725935),NE,TE,2.66,2.6,0.0,0.0,1.02403044085,1.07683490257,11.0,0.00816326530612,2500,SEA,0.0,0.0
0.0,Nick,0.0,Sea@NE 08:30PM ET,7725936,Vannett,Nick Vannett,Nick Vannett (7725936),NE,TE,0.0,2.1,0.0,0.0,0.0,0.0,11.0,0.00816326530612,2500,SEA,0.0,0.0
12.0,Texans,,Hou@Jax 01:00PM ET,7726267,,Texans ,Texans  (7726267),JAX,DST,8.42,,6.9,,,,,,3800,HOU,,
6.0,Cardinals,,SF@Ari 04:25PM ET,7726285,,Cardinals ,Cardinals  (7726285),SF,DST,12.16,,10.4,,,,,,3700,ARI,,
3.0,Vikings,,Min@Was 01:00PM ET,7726279,,Vikings ,Vikings  (7726279),WAS,DST,11.48,,9.3,,,,,,3600,MIN,,
15.0,Chiefs,,KC@Car 01:00PM ET,7726275,,Chiefs ,Chiefs  (7726275),CAR,DST,7.54,,8.2,,,,,,3500,KC,,
6.0,Patriots,,Sea@NE 08:30PM ET,7726289,,Patriots ,Patriots  (7726289),SEA,DST,6.78,,9.3,,,,,,3300,NE,,
6.0,Panthers,,KC@Car 01:00PM ET,7726276,,Panthers ,Panthers  (7726276),KC,DST,7.32,,7.3,,,,,,3200,CAR,,
11.0,Broncos,,Den@NO 01:00PM ET,7726269,,Broncos ,Broncos  (7726269),NO,DST,8.66,,5.9,,,,,,3100,DEN,,
6.0,Redskins,,Min@Was 01:00PM ET,7726280,,Redskins ,Redskins  (7726280),MIN,DST,7.25,,7.5,,,,,,3000,WAS,,
-2.0,Packers,,GB@Ten 01:00PM ET,7726281,,Packers ,Packers  (7726281),TEN,DST,7.0,,6.6,,,,,,3000,GB,,
6.0,Seahawks,,Sea@NE 08:30PM ET,7726290,,Seahawks ,Seahawks  (7726290),NE,DST,7.99,,4.8,,,,,,3000,SEA,,
10.0,Rams,,LA@NYJ 01:00PM ET,7726271,,Rams ,Rams  (7726271),NYJ,DST,9.78,,10.5,,,,,,2900,LA,,
3.0,Chargers,,Mia@SD 04:05PM ET,7726284,,Chargers ,Chargers  (7726284),MIA,DST,9.28,,8.6,,,,,,2900,SD,,
9.0,Jets,,LA@NYJ 01:00PM ET,7726272,,Jets ,Jets  (7726272),LA,DST,8.16,,8.5,,,,,,2800,NYJ,,
24.0,Buccaneers,,Chi@TB 01:00PM ET,7726278,,Buccaneers ,Buccaneers  (7726278),CHI,DST,5.54,,7.2,,,,,,2700,TB,,
0.0,Cowboys,,Dal@Pit 04:25PM ET,7726287,,Cowboys ,Cowboys  (7726287),PIT,DST,6.74,,8.8,,,,,,2700,DAL,,
4.0,Falcons,,Atl@Phi 01:00PM ET,7726273,,Falcons ,Falcons  (7726273),PHI,DST,6.24,,6.7,,,,,,2600,ATL,,
5.0,Eagles,,Atl@Phi 01:00PM ET,7726274,,Eagles ,Eagles  (7726274),ATL,DST,7.93,,8.6,,,,,,2600,PHI,,
0.0,Steelers,,Dal@Pit 04:25PM ET,7726288,,Steelers ,Steelers  (7726288),DAL,DST,5.55,,5.3,,,,,,2600,PIT,,
5.0,Bears,,Chi@TB 01:00PM ET,7726277,,Bears ,Bears  (7726277),TB,DST,5.39,,7.4,,,,,,2500,CHI,,
11.0,Titans,,GB@Ten 01:00PM ET,7726282,,Titans ,Titans  (7726282),GB,DST,6.52,,6.1,,,,,,2400,TEN,,
19.0,Dolphins,,Mia@SD 04:05PM ET,7726283,,Dolphins ,Dolphins  (7726283),SD,DST,7.12,,7.4,,,,,,2400,MIA,,
2.0,Jaguars,,Hou@Jax 01:00PM ET,7726268,,Jaguars ,Jaguars  (7726268),HOU,DST,5.74,,7.8,,,,,,2300,JAX,,
10.0,Saints,,Den@NO 01:00PM ET,7726270,,Saints ,Saints  (7726270),DEN,DST,4.4,,7.7,,,,,,2200,NO,,
10.0,49ers,,SF@Ari 04:25PM ET,7726286,,49ers ,49ers  (7726286),ARI,DST,4.28,,4.8,,,,,,2100,SF,,
