Actual,FirstName,FreqInd,GameInfo,ID,LastName,Name,Name...ID,Opponent,Position,Projection,Projection_ceil,Projection_dfn,Projection_rceil,Projection_reg,Projection_reg_split,RankTargets,RollingTargetPctg,Salary,Team,TierRank,ValueWR
19.1,Jeremy,0.0,SF@Ari 04:25PM ET,7725815,Kerley,Jeremy Kerley,Jeremy Kerley (7725815),ARI,WR,7.81,19.5,9.9,9.9,8.47873438142,8.40376413727,1.0,0.252,3700,SF,7.0,1.0
0.0,Cameron,0.0,KC@Car 01:00PM ET,7725649,Artis-Payne,Cameron Artis-Payne,Cameron Artis-Payne (7725649),KC,RB,0.0,19.4,0.0,0.0,0.0,0.0,10.0,0.003367003367,3600,CAR,0.0,0.0
7.2,Zach,1.0,Chi@TB 01:00PM ET,7725881,Miller,Zach Miller,Zach Miller (7725881),TB,TE,13.0,19.6,11.1,11.1,11.1400321309,11.1402102734,2.0,0.182432432432,3600,CHI,4.0,0.0
10.5,Rob,0.0,Min@Was 01:00PM ET,7725665,Kelley,Rob Kelley,Rob Kelley (7725665),MIN,RB,0.0,11.0,10.4,11.0,5.74845672515,5.50683120556,10.0,0.00906344410876,3600,WAS,2.0,0.0
14.1,Pierre,1.0,Min@Was 01:00PM ET,7725779,Garcon,Pierre Garcon,Pierre Garcon (7725779),MIN,WR,10.9,14.6,11.0,11.0,10.2763134237,10.2371271555,3.0,0.175226586103,3600,WAS,6.0,0.0
17.9,Kyle,1.0,Min@Was 01:00PM ET,7725895,Rudolph,Kyle Rudolph,Kyle Rudolph (7725895),WAS,TE,12.75,16.3,10.1,10.1,10.4910524449,10.509500985,2.0,0.211267605634,3600,MIN,4.0,0.0
1.5,Terrance,0.0,Dal@Pit 04:25PM ET,7725829,Williams,Terrance Williams,Terrance Williams (7725829),PIT,WR,9.1,13.4,7.6,7.6,7.70405733363,7.70813168127,4.0,0.140077821012,3600,DAL,0.0,0.0
10.2,Tyler,0.0,Sea@NE 08:30PM ET,7725844,Lockett,Tyler Lockett,Tyler Lockett (7725844),NE,WR,7.45,9.3,7.8,7.8,7.17939772594,7.14607078166,4.0,0.130612244898,3600,SEA,0.0,0.0
5.6,C.J.,0.0,Hou@Jax 01:00PM ET,7725849,Fiedorowicz,C.J. Fiedorowicz,C.J. Fiedorowicz (7725849),JAX,TE,10.95,16.6,7.8,7.8,8.52680620074,8.56295881136,3.0,0.131313131313,3500,HOU,6.0,0.0
-0.1,Terron,0.0,Atl@Phi 01:00PM ET,7725638,Ward,Terron Ward,Terron Ward (7725638),PHI,RB,5.18,7.5,6.6,6.6,5.64222361828,5.59171408748,12.0,0.003125,3500,ATL,0.0,0.0
2.2,Chris,0.0,KC@Car 01:00PM ET,7725761,Conley,Chris Conley,Chris Conley (7725761),CAR,WR,8.15,10.1,9.4,9.4,8.33325737861,8.27665318846,3.0,0.144827586207,3500,KC,7.0,0.0
21.4,Cameron,1.0,Chi@TB 01:00PM ET,7725887,Brate,Cameron Brate,Cameron Brate (7725887),CHI,TE,10.22,16.2,9.6,9.6,9.24070049271,9.22054185184,3.0,0.138364779874,3500,TB,5.0,0.0
0.2,Ronnie,0.0,Min@Was 01:00PM ET,7725662,Hillman,Ronnie Hillman,Ronnie Hillman (7725662),WAS,RB,4.56,7.4,5.1,5.1,4.57443549596,4.54646799284,8.0,0.0281690140845,3500,MIN,0.0,0.0
-0.1,Andre,0.0,SF@Ari 04:25PM ET,7725682,Ellington,Andre Ellington,Andre Ellington (7725682),SF,RB,4.02,2.7,6.5,6.5,5.14038032999,5.06916661187,9.0,0.0209580838323,3500,ARI,0.0,0.0
0.0,Mike,0.0,SF@Ari 04:25PM ET,7725687,Davis,Mike Davis,Mike Davis (7725687),ARI,RB,0.0,5.0,1.1,1.1,0.608009845929,0.582453300588,11.0,0.02,3500,SF,0.0,0.0
0.0,Brice,0.0,Dal@Pit 04:25PM ET,7725828,Butler,Brice Butler,Brice Butler (7725828),PIT,WR,2.8,9.6,1.9,1.9,2.12812560463,2.13956612477,5.0,0.0894941634241,3500,DAL,0.0,0.0
14.2,Eli,0.0,Dal@Pit 04:25PM ET,7725834,Rogers,Eli Rogers,Eli Rogers (7725834),DAL,WR,8.22,18.2,9.4,9.4,8.36020554811,8.30499094905,5.0,0.0897832817337,3500,PIT,7.0,1.0
6.1,Chris,0.0,Hou@Jax 01:00PM ET,7725607,Ivory,Chris Ivory,Chris Ivory (7725607),HOU,RB,8.48,11.6,6.9,6.9,7.07845819017,7.08648798706,7.0,0.0321637426901,3400,JAX,2.0,0.0
14.6,Taylor,0.0,Atl@Phi 01:00PM ET,7725755,Gabriel,Taylor Gabriel,Taylor Gabriel (7725755),PHI,WR,0.0,15.7,5.5,5.5,3.04004922964,2.91226650294,6.0,0.059375,3400,ATL,0.0,0.0
4.7,Cordarrelle,0.0,Min@Was 01:00PM ET,7725785,Patterson,Cordarrelle Patterson,Cordarrelle Patterson (7725785),WAS,WR,9.55,14.9,8.0,8.0,8.09839005553,8.10210419959,4.0,0.116197183099,3400,MIN,0.0,1.0
9.3,Dontrelle,0.0,Mia@SD 04:05PM ET,7725802,Inman,Dontrelle Inman,Dontrelle Inman (7725802),MIA,WR,12.31,16.6,10.8,10.8,10.7085793074,10.7020300188,3.0,0.157575757576,3400,SD,6.0,1.0
0.0,Shaun,0.0,SF@Ari 04:25PM ET,7725680,Draughn,Shaun Draughn,Shaun Draughn (7725680),ARI,RB,6.08,11.0,0.0,0.0,2.34064100766,2.46133692016,6.0,0.056,3400,SF,0.0,0.0
20.2,Martellus,1.0,Sea@NE 08:30PM ET,7725931,Bennett,Martellus Bennett,Martellus Bennett (7725931),SEA,TE,8.8,23.7,6.9,6.9,7.20164982215,7.21603203549,3.0,0.166666666667,3400,NE,7.0,0.0
4.6,Coby,1.0,Den@NO 01:00PM ET,7725854,Fleener,Coby Fleener,Coby Fleener (7725854),DEN,TE,10.08,20.5,6.7,6.7,7.58386910536,7.6283076291,4.0,0.137142857143,3300,NO,7.0,0.0
6.5,Albert,0.0,KC@Car 01:00PM ET,7725759,Wilson,Albert Wilson,Albert Wilson (7725759),CAR,WR,6.12,10.3,11.9,11.9,8.93360102216,8.77861563257,5.0,0.0896551724138,3300,KC,6.0,0.0
2.2,Mike,0.0,Chi@TB 01:00PM ET,7725654,James,Mike James,Mike James (7725654),CHI,RB,2.64,5.0,1.4,1.4,1.79016167685,1.81004260029,12.0,0.00943396226415,3300,TB,0.0,0.0
0.0,Derek,0.0,Mia@SD 04:05PM ET,7725676,Watt,Derek Watt,Derek Watt (7725676),MIA,RB,0.0,5.1,0.0,0.0,0.0,0.0,10.0,0.00909090909091,3300,SD,0.0,0.0
0.0,Jalin,0.0,LA@NYJ 01:00PM ET,7725743,Marshall,Jalin Marshall,Jalin Marshall (7725743),LA,WR,5.59,9.2,4.2,4.2,4.47349596018,4.48688519824,7.0,0.0536277602524,3200,NYJ,0.0,0.0
2.4,Fozzy,0.0,KC@Car 01:00PM ET,7725644,Whittaker,Fozzy Whittaker,Fozzy Whittaker (7725644),KC,RB,2.46,14.8,4.9,4.9,3.65544316636,3.59043457492,6.0,0.0909090909091,3200,CAR,0.0,0.0
14.6,Devin,0.0,KC@Car 01:00PM ET,7725764,Funchess,Devin Funchess,Devin Funchess (7725764),KC,WR,5.74,10.6,6.2,6.2,5.63671448482,5.60661497201,5.0,0.107744107744,3200,CAR,0.0,0.0
2.4,Danny,0.0,Sea@NE 08:30PM ET,7725837,Amendola,Danny Amendola,Danny Amendola (7725837),SEA,WR,5.33,13.2,7.8,7.8,6.36325316406,6.28784146082,6.0,0.0777777777778,3200,NE,0.0,1.0
2.7,Nelson,0.0,Atl@Phi 01:00PM ET,7725754,Agholor,Nelson Agholor,Nelson Agholor (7725754),ATL,WR,7.68,11.0,9.1,9.1,7.98649880207,7.92753446717,2.0,0.168539325843,3100,PHI,7.0,0.0
1.8,Austin,1.0,Atl@Phi 01:00PM ET,7725872,Hooper,Austin Hooper,Austin Hooper (7725872),PHI,TE,10.97,13.2,8.1,8.1,8.70032654481,8.72990621454,7.0,0.05625,3100,ATL,6.0,0.0
0.0,Jeff,0.0,GB@Ten 01:00PM ET,7725800,Janis,Jeff Janis,Jeff Janis (7725800),TEN,WR,4.64,9.5,1.3,1.3,2.50483575438,2.56674260292,6.0,0.0392749244713,3100,GB,0.0,0.0
0.0,Jonathan,0.0,Hou@Jax 01:00PM ET,7725608,Grimes,Jonathan Grimes,Jonathan Grimes (7725608),JAX,RB,2.87,5.8,0.0,0.0,1.10487494934,1.16184818435,9.0,0.023569023569,3000,HOU,0.0,0.0
0.0,Denard,0.0,Hou@Jax 01:00PM ET,7725610,Robinson,Denard Robinson,Denard Robinson (7725610),HOU,RB,0.0,2.3,0.0,0.0,0.0,0.0,12.0,0.00584795321637,3000,JAX,0.0,0.0
0.0,Jay,0.0,Hou@Jax 01:00PM ET,7725612,Prosch,Jay Prosch,Jay Prosch (7725612),JAX,RB,0.0,1.5,0.0,0.0,0.0,0.0,12.0,0.003367003367,3000,HOU,0.0,0.0
0.0,Corey,0.0,Hou@Jax 01:00PM ET,7725613,Grant,Corey Grant,Corey Grant (7725613),HOU,RB,0.0,6.4,0.0,0.0,0.0,0.0,14.0,0.00292397660819,3000,JAX,0.0,0.0
0.0,Tyler,0.0,Hou@Jax 01:00PM ET,7725614,Ervin,Tyler Ervin,Tyler Ervin (7725614),JAX,RB,0.0,1.6,0.0,0.0,0.0,0.0,10.0,0.016835016835,3000,HOU,0.0,0.0
0.0,Bryan,0.0,Hou@Jax 01:00PM ET,7725710,Walters,Bryan Walters,Bryan Walters (7725710),HOU,WR,0.0,7.0,0.0,0.0,0.0,0.0,11.0,0.0116959064327,3000,JAX,0.0,0.0
0.0,Arrelious,0.0,Hou@Jax 01:00PM ET,7725711,Benn,Arrelious Benn,Arrelious Benn (7725711),HOU,WR,0.0,7.5,0.0,0.0,0.0,0.0,8.0,0.0263157894737,3000,JAX,0.0,0.0
0.0,Keith,0.0,Hou@Jax 01:00PM ET,7725713,Mumphery,Keith Mumphery,Keith Mumphery (7725713),JAX,WR,3.72,0.0,6.3,6.3,4.91434093029,4.84181846636,13.0,0.0,3000,HOU,0.0,0.0
2.0,Braxton,0.0,Hou@Jax 01:00PM ET,7725715,Miller,Braxton Miller,Braxton Miller (7725715),JAX,WR,9.08,3.9,7.8,7.8,7.80690510135,7.80593577835,7.0,0.043771043771,3000,HOU,0.0,0.0
0.0,Rashad,0.0,Hou@Jax 01:00PM ET,7725717,Greene,Rashad Greene,Rashad Greene Sr. (7725717),HOU,WR,2.0,,0.0,0.0,0.769947699887,0.809650302683,9.0,0.0204678362573,3000,JAX,0.0,0.0
0.0,Jaelen,0.0,Hou@Jax 01:00PM ET,7725719,Strong,Jaelen Strong,Jaelen Strong (7725719),JAX,WR,0.0,7.9,0.0,0.0,0.0,0.0,6.0,0.0808080808081,3000,HOU,0.0,0.0
0.0,John,0.0,Den@NO 01:00PM ET,7725617,Kuhn,John Kuhn,John Kuhn (7725617),DEN,RB,0.0,12.7,2.1,2.1,1.1607460695,1.11195630112,8.0,0.0314285714286,3000,NO,0.0,0.0
4.6,Travaris,0.0,Den@NO 01:00PM ET,7725618,Cadet,Travaris Cadet,Travaris Cadet (7725618),DEN,RB,3.3,8.4,1.1,1.1,1.87842355074,1.91837630001,5.0,0.0914285714286,3000,NO,0.0,0.0
0.0,Marcus,0.0,Den@NO 01:00PM ET,7725620,Murphy,Marcus Murphy,Marcus Murphy (7725620),DEN,RB,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3000,NO,0.0,0.0
0.0,Juwan,0.0,Den@NO 01:00PM ET,7725621,Thompson,Juwan Thompson,Juwan Thompson (7725621),NO,RB,0.0,6.1,1.2,1.2,0.663283468286,0.635403600642,0.0,0.0,3000,DEN,0.0,0.0
0.0,Daniel,0.0,Den@NO 01:00PM ET,7725623,Lasco,Daniel Lasco,Daniel Lasco (7725623),DEN,RB,0.0,2.8,0.0,0.0,0.0,0.0,12.0,0.0114285714286,3000,NO,0.0,0.0
1.9,Andy,0.0,Den@NO 01:00PM ET,7725624,Janovich,Andy Janovich,Andy Janovich (7725624),NO,RB,0.0,6.5,0.0,0.0,0.0,0.0,9.0,0.0160256410256,3000,DEN,0.0,0.0
4.8,Jordan,0.0,Den@NO 01:00PM ET,7725721,Norwood,Jordan Norwood,Jordan Norwood (7725721),NO,WR,5.56,8.9,5.4,5.4,5.12523021297,5.11014404434,3.0,0.0865384615385,3000,DEN,0.0,0.0
0.0,Bennie,0.0,Den@NO 01:00PM ET,7725724,Fowler,Bennie Fowler,Bennie Fowler (7725724),NO,WR,2.79,6.7,2.0,2.0,2.17954948849,2.18846817331,7.0,0.0512820512821,3000,DEN,0.0,0.0
11.2,Jordan,0.0,Den@NO 01:00PM ET,7725725,Taylor,Jordan Taylor,Jordan Taylor (7725725),NO,WR,0.0,3.9,1.2,1.2,0.663283468286,0.635403600642,8.0,0.0288461538462,3000,DEN,0.0,0.0
2.9,Brandon,0.0,Den@NO 01:00PM ET,7725726,Coleman,Brandon Coleman,Brandon Coleman (7725726),DEN,WR,5.22,10.4,1.1,1.1,2.61757334263,2.69564059059,7.0,0.06,3000,NO,0.0,0.0
0.0,Tommylee,0.0,Den@NO 01:00PM ET,7725729,Lewis,Tommylee Lewis,Tommylee Lewis (7725729),DEN,WR,0.0,5.4,0.0,0.0,0.0,0.0,10.0,0.0257142857143,3000,NO,0.0,0.0
0.0,Cody,0.0,Den@NO 01:00PM ET,7725730,Latimer,Cody Latimer,Cody Latimer (7725730),NO,WR,0.0,2.9,0.0,0.0,0.0,0.0,9.0,0.0160256410256,3000,DEN,0.0,0.0
0.0,Jake,0.0,Den@NO 01:00PM ET,7725732,Lampman,Jake Lampman,Jake Lampman (7725732),DEN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,NO,0.0,0.0
0.0,Chase,0.0,LA@NYJ 01:00PM ET,7725627,Reynolds,Chase Reynolds,Chase Reynolds (7725627),NYJ,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,LA,0.0,0.0
0.4,C.J.,0.0,LA@NYJ 01:00PM ET,7725628,Spiller,C.J. Spiller,C.J. Spiller (7725628),LA,RB,0.0,10.3,0.0,0.0,0.0,0.0,13.0,0.0,3000,NYJ,0.0,0.0
0.0,Malcolm,0.0,LA@NYJ 01:00PM ET,7725631,Brown,Malcolm Brown,Malcolm Brown (7725631),NYJ,RB,0.0,3.9,0.0,0.0,0.0,0.0,9.0,0.00704225352113,3000,LA,0.0,0.0
2.9,Charone,0.0,LA@NYJ 01:00PM ET,7725738,Peake,Charone Peake,Charone Peake (7725738),LA,WR,0.0,10.3,2.0,2.0,1.10547244714,1.05900600107,8.0,0.0504731861199,3000,NYJ,0.0,0.0
0.0,Bradley,0.0,LA@NYJ 01:00PM ET,7725739,Marquez,Bradley Marquez,Bradley Marquez (7725739),NYJ,WR,1.64,2.1,0.0,0.0,0.631357113907,0.6639132482,8.0,0.0176056338028,3000,LA,0.0,0.0
0.0,Devin,0.0,LA@NYJ 01:00PM ET,7725740,Smith,Devin Smith,Devin Smith (7725740),LA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,NYJ,0.0,0.0
0.0,Nelson,0.0,LA@NYJ 01:00PM ET,7725741,Spruce,Nelson Spruce,Nelson Spruce (7725741),NYJ,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,LA,0.0,0.0
9.9,Robby,0.0,LA@NYJ 01:00PM ET,7725742,Anderson,Robby Anderson,Robby Anderson (7725742),LA,WR,4.74,8.9,7.8,7.8,6.13611859259,6.04899462153,4.0,0.0977917981073,3000,NYJ,0.0,0.0
1.6,Pharoh,0.0,LA@NYJ 01:00PM ET,7725744,Cooper,Pharoh Cooper,Pharoh Cooper (7725744),NYJ,WR,0.0,1.6,0.0,0.0,0.0,0.0,11.0,0.00352112676056,3000,LA,0.0,0.0
0.0,Mike,0.0,LA@NYJ 01:00PM ET,7725745,Thomas,Mike Thomas,Mike Thomas (7725745),NYJ,WR,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.00704225352113,3000,LA,0.0,0.0
1.0,Lance,1.0,LA@NYJ 01:00PM ET,7725859,Kendricks,Lance Kendricks,Lance Kendricks (7725859),NYJ,TE,10.55,14.6,9.1,9.1,9.09137375141,9.08938265152,3.0,0.19014084507,3000,LA,5.0,0.0
0.0,Stevan,0.0,Atl@Phi 01:00PM ET,7725634,Ridley,Stevan Ridley,Stevan Ridley (7725634),PHI,RB,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,3000,ATL,0.0,0.0
0.0,Patrick,0.0,Atl@Phi 01:00PM ET,7725636,DiMarco,Patrick DiMarco,Patrick DiMarco (7725636),PHI,RB,0.0,5.0,0.0,0.0,0.0,0.0,11.0,0.021875,3000,ATL,0.0,0.0
0.0,Kenjon,0.0,Atl@Phi 01:00PM ET,7725637,Barner,Kenjon Barner,Kenjon Barner (7725637),ATL,RB,0.0,7.8,1.7,1.7,0.939651580072,0.900155100909,11.0,0.00374531835206,3000,PHI,0.0,0.0
0.0,Eric,0.0,Atl@Phi 01:00PM ET,7725746,Weems,Eric Weems,Eric Weems (7725746),PHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,ATL,0.0,0.0
1.2,Aldrick,0.0,Atl@Phi 01:00PM ET,7725747,Robinson,Aldrick Robinson,Aldrick Robinson (7725747),PHI,WR,2.37,8.1,1.1,1.1,1.52039787029,1.54188890927,8.0,0.046875,3000,ATL,0.0,0.0
0.0,Justin,0.0,Atl@Phi 01:00PM ET,7725751,Hardy,Justin Hardy,Justin Hardy (7725751),PHI,WR,3.29,8.2,1.6,1.6,2.15094192403,2.17907954877,9.0,0.040625,3000,ATL,0.0,0.0
0.0,Dorial,0.0,Atl@Phi 01:00PM ET,7725752,Green-Beckham,Dorial Green-Beckham,Dorial Green-Beckham (7725752),ATL,WR,7.21,8.9,8.2,8.2,7.30809849138,7.26071394556,3.0,0.14606741573,3000,PHI,0.0,0.0
0.0,Bryce,0.0,Atl@Phi 01:00PM ET,7725753,Treggs,Bryce Treggs,Bryce Treggs (7725753),ATL,WR,0.0,8.9,4.6,4.6,2.54258662843,2.43571380246,9.0,0.0149812734082,3000,PHI,0.0,0.0
0.0,Mike,0.0,KC@Car 01:00PM ET,7725642,Tolbert,Mike Tolbert,Mike Tolbert (7725642),KC,RB,0.0,2.7,2.3,2.3,1.27129331422,1.21785690123,8.0,0.023569023569,3000,CAR,0.0,0.0
0.0,Anthony,0.0,KC@Car 01:00PM ET,7725645,Sherman,Anthony Sherman,Anthony Sherman (7725645),CAR,RB,0.0,1.7,0.0,0.0,0.0,0.0,10.0,0.0137931034483,3000,KC,0.0,0.0
0.0,Bishop,0.0,KC@Car 01:00PM ET,7725648,Sankey,Bishop Sankey,Bishop Sankey (7725648),CAR,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,KC,0.0,0.0
0.0,Brenton,0.0,KC@Car 01:00PM ET,7725758,Bersin,Brenton Bersin,Brenton Bersin (7725758),KC,WR,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.003367003367,3000,CAR,0.0,0.0
1.3,Corey,0.0,KC@Car 01:00PM ET,7725760,Brown,Corey Brown,Corey Brown (7725760),KC,WR,0.0,10.3,4.4,4.4,2.43203938372,2.32981320235,4.0,0.117845117845,3000,CAR,0.0,0.0
0.0,De'Anthony,0.0,KC@Car 01:00PM ET,7725763,Thomas,De'Anthony Thomas,De'Anthony Thomas (7725763),CAR,WR,0.0,3.6,0.0,0.0,0.0,0.0,9.0,0.0172413793103,3000,KC,0.0,0.0
0.0,Demarcus,0.0,KC@Car 01:00PM ET,7725765,Robinson,Demarcus Robinson,Demarcus Robinson (7725765),CAR,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,KC,0.0,0.0
0.0,Antone,0.0,Chi@TB 01:00PM ET,7725651,Smith,Antone Smith,Antone Smith (7725651),CHI,RB,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,3000,TB,0.0,0.0
0.0,Deonte,0.0,Chi@TB 01:00PM ET,7725768,Thompson,Deonte Thompson,Deonte Thompson (7725768),TB,WR,0.0,0.7,0.0,0.0,0.0,0.0,11.0,0.0101351351351,3000,CHI,0.0,0.0
0.0,Joshua,0.0,Chi@TB 01:00PM ET,7725771,Bellamy,Joshua Bellamy,Joshua Bellamy (7725771),TB,WR,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3000,CHI,0.0,0.0
0.0,Cecil,0.0,Chi@TB 01:00PM ET,7725772,Shorts III,Cecil Shorts III,Cecil Shorts III (7725772),CHI,WR,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3000,TB,0.0,0.0
11.3,Freddie,0.0,Chi@TB 01:00PM ET,7725773,Martino,Freddie Martino,Freddie Martino (7725773),CHI,WR,4.73,2.3,2.9,2.9,3.42386135859,3.45038166739,12.0,0.00943396226415,3000,TB,0.0,0.0
0.5,Zach,0.0,Min@Was 01:00PM ET,7725660,Line,Zach Line,Zach Line (7725660),WAS,RB,0.0,0.6,0.0,0.0,0.0,0.0,12.0,0.00352112676056,3000,MIN,0.0,0.0
0.0,Mack,0.0,Min@Was 01:00PM ET,7725663,Brown,Mack Brown,Mack Brown (7725663),MIN,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,WAS,0.0,0.0
0.0,Charles,0.0,Min@Was 01:00PM ET,7725778,Johnson,Charles Johnson,Charles Johnson (7725778),WAS,WR,3.19,5.2,1.7,1.7,2.16771816139,2.19154733369,6.0,0.0704225352113,3000,MIN,0.0,0.0
1.9,Jarius,0.0,Min@Was 01:00PM ET,7725780,Wright,Jarius Wright,Jarius Wright (7725780),WAS,WR,0.0,7.2,0.0,0.0,0.0,0.0,9.0,0.0176056338028,3000,MIN,0.0,0.0
0.0,Ryan,0.0,Min@Was 01:00PM ET,7725781,Grant,Ryan Grant,Ryan Grant (7725781),MIN,WR,1.64,2.1,6.7,6.7,4.33468981184,4.21158335178,8.0,0.0302114803625,3000,WAS,0.0,0.0
0.0,Rashad,0.0,Min@Was 01:00PM ET,7725782,Ross,Rashad Ross,Rashad Ross (7725782),MIN,WR,0.0,1.8,3.5,3.5,1.9345767825,1.85326050187,12.0,0.00604229607251,3000,WAS,0.0,0.0
5.8,Maurice,0.0,Min@Was 01:00PM ET,7725784,Harris,Maurice Harris,Maurice Harris (7725784),MIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.00604229607251,3000,WAS,0.0,0.0
0.0,Laquon,0.0,Min@Was 01:00PM ET,7725788,Treadwell,Laquon Treadwell,Laquon Treadwell (7725788),WAS,WR,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.00352112676056,3000,MIN,0.0,0.0
0.0,Jalston,0.0,GB@Ten 01:00PM ET,7725669,Fowler,Jalston Fowler,Jalston Fowler (7725669),GB,RB,0.0,2.4,0.0,0.0,0.0,0.0,12.0,0.00331125827815,3000,TEN,0.0,0.0
0.0,Antonio,0.0,GB@Ten 01:00PM ET,7725670,Andrews,Antonio Andrews,Antonio Andrews (7725670),GB,RB,1.47,1.4,0.0,0.0,0.565911559417,0.595092972472,0.0,0.0,3000,TEN,0.0,0.0
0.0,Aaron,0.0,GB@Ten 01:00PM ET,7725671,Ripkowski,Aaron Ripkowski,Aaron Ripkowski (7725671),TEN,RB,2.37,3.5,1.1,1.1,1.52039787029,1.54188890927,11.0,0.0151057401813,3000,GB,0.0,0.0
0.0,Don,0.0,GB@Ten 01:00PM ET,7725673,Jackson,Don Jackson,Don Jackson (7725673),TEN,RB,3.28,1.6,2.6,2.6,2.6998284091,2.70453429779,14.0,0.00604229607251,3000,GB,0.0,0.0
0.0,Harry,0.0,GB@Ten 01:00PM ET,7725790,Douglas,Harry Douglas,Harry Douglas (7725790),GB,WR,3.21,6.6,2.1,2.1,2.39651212782,2.41144503693,9.0,0.0331125827815,3000,TEN,0.0,0.0
0.0,Marc,0.0,GB@Ten 01:00PM ET,7725791,Mariani,Marc Mariani,Marc Mariani (7725791),GB,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,TEN,0.0,0.0
0.0,Tre,0.0,GB@Ten 01:00PM ET,7725795,McBride,Tre McBride,Tre McBride (7725795),GB,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,TEN,0.0,0.0
-1.0,Trevor,0.0,GB@Ten 01:00PM ET,7725798,Davis,Trevor Davis,Trevor Davis (7725798),TEN,WR,0.0,5.9,0.0,0.0,0.0,0.0,9.0,0.0211480362538,3000,GB,0.0,0.0
15.8,Tajae,0.0,GB@Ten 01:00PM ET,7725799,Sharpe,Tajae Sharpe,Tajae Sharpe (7725799),GB,WR,8.14,11.1,9.2,9.2,8.2188603954,8.16670433684,1.0,0.201986754967,3000,TEN,7.0,0.0
2.7,Geronimo,0.0,GB@Ten 01:00PM ET,7725801,Allison,Geronimo Allison,Geronimo Allison (7725801),TEN,WR,0.0,12.2,0.0,0.0,0.0,0.0,11.0,0.0151057401813,3000,GB,0.0,0.0
0.9,Kenyan,0.0,Mia@SD 04:05PM ET,7725679,Drake,Kenyan Drake,Kenyan Drake (7725679),SD,RB,0.0,9.2,2.5,2.5,1.38184055893,1.32375750134,11.0,0.0331950207469,3000,MIA,0.0,0.0
2.0,Griff,0.0,Mia@SD 04:05PM ET,7725803,Whalen,Griff Whalen,Griff Whalen (7725803),MIA,WR,1.61,2.0,7.6,7.6,4.82060319755,4.67599129772,10.0,0.00909090909091,3000,SD,0.0,0.0
0.0,Isaiah,0.0,Mia@SD 04:05PM ET,7725806,Burse,Isaiah Burse,Isaiah Burse (7725806),MIA,WR,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,3000,SD,0.0,0.0
-1.0,Jakeem,0.0,Mia@SD 04:05PM ET,7725809,Grant,Jakeem Grant,Jakeem Grant (7725809),SD,WR,1.6,3.1,0.0,0.0,0.615958159909,0.647720242146,13.0,0.00414937759336,3000,MIA,0.0,0.0
0.0,Jeremy,0.0,Mia@SD 04:05PM ET,7725810,Butler,Jeremy Butler,Jeremy Butler (7725810),MIA,WR,0.0,1.5,0.0,0.0,0.0,0.0,13.0,0.0030303030303,3000,SD,0.0,0.0
0.0,Leonte,0.0,Mia@SD 04:05PM ET,7725812,Carroo,Leonte Carroo,Leonte Carroo (7725812),SD,WR,0.0,3.1,2.4,2.4,1.32656693657,1.27080720128,12.0,0.0124481327801,3000,MIA,0.0,0.0
9.1,Hunter,1.0,Mia@SD 04:05PM ET,7725913,Henry,Hunter Henry,Hunter Henry (7725913),MIA,TE,7.6,17.9,5.2,5.2,5.80002962214,5.83008675297,6.0,0.1,3000,SD,0.0,0.0
0.0,Stepfan,0.0,SF@Ari 04:25PM ET,7725683,Taylor,Stepfan Taylor,Stepfan Taylor (7725683),SF,RB,0.0,1.7,1.9,1.9,1.05019882479,1.00605570102,0.0,0.0,3000,ARI,0.0,0.0
0.0,Kerwynn,0.0,SF@Ari 04:25PM ET,7725684,Williams,Kerwynn Williams,Kerwynn Williams (7725684),SF,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,ARI,0.0,0.0
0.0,Keshawn,0.0,SF@Ari 04:25PM ET,7725817,Martin,Keshawn Martin,Keshawn Martin (7725817),ARI,WR,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,SF,0.0,0.0
