"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,938594496,"cemrick83 (5/9)",0,328.5,"SF LeBron James PG Lou Williams C Jusuf Nurkic G Gary Harris F John Collins PF Dario Saric UTIL John Henson SG Alec Burks",NA,"Dario Saric","F","75.68%",38.5
1,938594532,"cemrick83 (8/9)",0,328.5,"SF LeBron James PG Lou Williams C Jusuf Nurkic G Gary Harris F John Collins PF Dario Saric UTIL John Henson SG Alec Burks",NA,"Lou Williams","PG","73.42%",34.5
1,938604442,"cemrick83 (9/9)",0,328.5,"SF LeBron James PG Lou Williams C Jusuf Nurkic G Gary Harris F John Collins PF Dario Saric UTIL John Henson SG Alec Burks",NA,"Ben Simmons","SF","67.24%",40.5
4,938255524,"rollherd (10/13)",0,324.75,"SF LeBron James PF Kevin Love UTIL Jusuf Nurkic PG Ricky Rubio G Austin Rivers F Joe Ingles C Amir Johnson SG Alec Burks",NA,"John Collins","PF","64.37%",27.75
4,938264133,"rollherd (11/13)",0,324.75,"SF LeBron James PF Kevin Love UTIL Jusuf Nurkic PG Ricky Rubio G Austin Rivers F Joe Ingles C Amir Johnson SG Alec Burks",NA,"LeBron James","PF","49.25%",59
6,938249594,"Larry250 (2/2)",0,322.5,"SF LeBron James PG Kyrie Irving PF Kevin Love SG Dwyane Wade C Dario Saric UTIL Emmanuel Mudiay F Evan Turner G Alec Burks",NA,"Juancho Hernangómez","UTIL","39.46%",4.75
7,938111609,"howdawg626",0,322.25,"SF LeBron James UTIL Kevin Love PG Dennis Schroder PF John Collins G J.J. Redick F Dario Saric C Amir Johnson SG Alec Burks",NA,"Amir Johnson","PF","37.92%",25
8,938694516,"leftey (1/11)",0,320.25,"SF Ben Simmons G Lou Williams PG Eric Bledsoe C Jusuf Nurkic F Derrick Favors SG Kris Dunn PF Ersan Ilyasova UTIL Alec Burks",NA,"Jerryd Bayless","PG","31.72%",18.5
8,938694556,"leftey (5/11)",0,320.25,"SF Ben Simmons G Lou Williams PG Eric Bledsoe C Jusuf Nurkic F Derrick Favors SG Kris Dunn PF Ersan Ilyasova UTIL Alec Burks",NA,"Damian Lillard","PG","22.06%",35.75
8,938695063,"leftey (7/11)",0,320.25,"SF Ben Simmons G Lou Williams PG Eric Bledsoe C Jusuf Nurkic F Derrick Favors SG Kris Dunn PF Ersan Ilyasova UTIL Alec Burks",NA,"Alec Burks","SG","22.04%",53.25
8,938702849,"leftey (8/11)",0,320.25,"SF Ben Simmons G Lou Williams PG Eric Bledsoe C Jusuf Nurkic F Derrick Favors SG Kris Dunn PF Ersan Ilyasova UTIL Alec Burks",NA,"Ricky Rubio","UTIL","20.95%",31.25
8,938708597,"leftey (10/11)",0,320.25,"SF Ben Simmons G Lou Williams PG Eric Bledsoe C Jusuf Nurkic F Derrick Favors SG Kris Dunn PF Ersan Ilyasova UTIL Alec Burks",NA,"Austin Rivers","SG","16.60%",36.5
13,938097158,"82700",0,318.25,"SF LeBron James UTIL Kevin Love SG Lou Williams PG Austin Rivers C John Collins F Dario Saric G Alec Burks PF Montrezl Harrell",NA,"Montrezl Harrell","UTIL","16.60%",19.75
13,938411875,"spiggott7 (1/20)",0,318.25,"SF LeBron James UTIL Kevin Love SG Lou Williams PG Austin Rivers C John Collins F Dario Saric G Alec Burks PF Montrezl Harrell",NA,"Jusuf Nurkic","C","15.92%",46.75
