"Player","Pos","Team","Opp","Def v Pos","VegasPts","Salary","Floor","Ceiling","FPG","FPPM","USG","FGA","MPG","Proj Mins","FC Proj","My Proj","Exposure","Con.","Value","Mins","Score","Val"
"Luke Kennard","SG","DET","@ WAS","7th",101.5,3300,1.3,29.5,11.8,0.76,18.4,5.7,15.6,18.33,13.38,13.38,"%",32,4.1,18,10.5,3.2
"Raulzinho Neto","PG","UTA","vs NOP","23rd",101,3200,0,31.3,10.6,0.79,16.6,4.2,13.4,16.73,13.38,13.38,"%",16,4.2,NA,NA,NA
"Zaza Pachulia","C","GSW","@ ORL","22nd",119.25,3200,7.4,27.8,14.8,1.05,17,3.7,14.1,15.21,16.11,16.11,"%",61,5,15,23.5,7.3
"Bismack Biyombo","PF/CPFC","ORL","vs GSW","9th",109.25,3200,3.1,22.6,12.7,0.84,14.8,3.4,15.2,15.43,11.45,11.45,"%",56,3.6,16,17.25,5.4
"Mike Scott","PF","WAS","vs DET","11th",102.5,3200,0,23.3,14.1,0.8,19,6.2,17.6,10.39,8.6,8.6,"%",48,2.7,14,10.25,3.2
"Deyonta Davis","PF/CPFC","MEM","vs SAS","14th",94.75,3200,0,14.2,9.8,0.88,14.8,2.4,11.1,0,0,0,"%",28,0,13,17.5,5.5
"Jordan Bell","PF/CPFC","GSW","@ ORL","19th",119.25,3200,1.4,29.8,11.1,1.25,13.3,2.3,8.9,10.4,13.59,13.59,"%",27,4.2,15,29,9.1
"Patrick Patterson","PF/CPFC","OKC","vs MIN","5th",106.75,3100,0,12.3,6.6,0.5,10.3,2.6,13.3,8.73,3.91,3.91,"%",37,1.3,13,9.25,3
"Tony Allen","SG/SFSGSF","NOP","@ UTA","1st",104,3100,1.3,19.4,10,0.76,20.5,4.6,13.1,12.57,9.06,9.06,"%",48,2.9,5,2.5,0.8
"Marreese Speights","PF/CPFC","ORL","vs GSW","15th",109.25,3100,1.2,28.6,14,1.21,30.9,6.8,11.6,10.39,12.97,12.97,"%",44,4.2,0,0,NA
"Antonio Blakeney","PG","CHI","vs SAC","10th",97.25,3100,0,19,11.5,0.75,27,7.5,15.4,10.2,7.63,7.63,"%",51,2.5,4,2.5,0.8
"Royce O'Neale","SF","UTA","vs NOP","15th",101,3000,0,13.8,7.3,0.78,17.5,2.4,9.3,0,0,0,"%",6,0,12,3.5,1.2
"Cristiano Da Silva Felicio","PF/CPFC","CHI","vs SAC","29th",97.25,3000,0,15.5,9.2,0.62,11.5,2.7,14.8,9.46,6.64,6.64,"%",52,2.2,16,14.5,4.8
"Ekpe Udoh","PF/CPFC","UTA","vs NOP","28th",101,3000,5.7,23.8,11.4,0.78,8.4,2,14.7,16.77,13.43,13.43,"%",55,4.5,14,12.5,4.2
"Nick Collison","PF/CPFC","OKC","vs MIN","5th",106.75,3000,0,6.2,4.6,0.84,6.7,1,5.5,0,0,0,"%",0,0,2,4.25,1.4
"Davis Bertans","SF/PFSFPF","SAS","@ MEM","18th",97.75,3000,0,15.2,5.7,0.85,22.3,2.1,6.7,4.23,3.28,3.28,"%",0,1.1,2,1.5,0.5
"Joffrey Lauvergne","PF/CPFC","SAS","@ MEM","9th",97.75,3000,0,15.4,8.6,0.88,17,3.4,9.8,5.45,4.64,4.64,"%",37,1.5,9,4.75,1.6
"Terrance Ferguson","SG/SFSGSF","OKC","vs MIN","9th",106.75,3000,1.9,12.9,2.1,0.35,11.9,1.3,6,19.4,6.62,6.62,"%",0,2.2,2,0,NA
"Boban Marjanovic","C","DET","@ WAS","8th",101.5,3000,0,11.4,8.4,1.47,37.4,3,5.7,0,0,0,"%",32,0,6,7.25,2.4
"Vince Carter","SG/SFSGSF","SAC","@ CHI","30th",98.25,3000,0.6,15.5,6.9,0.6,16.5,3.3,11.5,10.45,7,7,"%",38,2.3,11,11.5,3.8
"Langston Galloway","PG/SGPGSG","DET","@ WAS","12th",101.5,3000,1.1,22.9,11.4,0.84,18.8,5.1,13.6,13.33,10.46,10.46,"%",45,3.5,12,1.5,0.5
"Josh Huestis","SF/PFSFPF","OKC","vs MIN","17th",106.75,3000,0,9,6.5,0.6,16.1,2.5,10.9,0,0,0,"%",31,0,13,4.75,1.6
"Eric Moreland","PF/CPFC","DET","@ WAS","22nd",101.5,3000,2.4,25.5,8.3,0.81,6.9,1.1,10.2,12.62,12.29,12.29,"%",21,4.1,5,0.75,0.3
"TJ Leaf","SF/PFSFPF","IND","@ TOR","12th",105.25,3000,0,11.9,7.5,0.71,15.3,3.4,10.6,0,0,0,"%",21,0,4,6.5,2.2
"Kevon Looney","SF/PFSFPF","GSW","@ ORL","19th",119.25,3000,1.1,22,10.5,0.94,13.7,2.6,11.2,10.43,10.06,10.06,"%",43,3.4,2,2,0.7
