"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,937006777,"mikeh0429",0,300.5,"SF Courtney Lee UTIL Dion Waiters F Enes Kanter C Dwight Howard PG Kyle Lowry PF Serge Ibaka SG DeMar DeRozan G Jeremy Lamb",NA,"Kristaps Porzingis","PF","91.15%",3.5
2,936875443,"bubs86",0,299.5,"SF Courtney Lee F Dion Waiters PF Enes Kanter C Dwight Howard PG Kyle Lowry SG DeMar DeRozan G Jeremy Lamb UTIL Michael Carter-Williams",NA,"Kyle Lowry","G","76.27%",55.75
3,937505721,"cubs4lifebaby (3/7)",0,295.75,"UTIL Courtney Lee PF Kelly Olynyk SG Dion Waiters F Enes Kanter C Dwight Howard PG Kyle Lowry SF Nicolas Batum G DeMar DeRozan",NA,"Tim Hardaway Jr.","SF","72.87%",16.5
4,937120025,"iplaypokeher (8/8)",0,289.75,"UTIL Courtney Lee F James Johnson PF Enes Kanter C Dwight Howard G Kyle Lowry SG DeMar DeRozan SF Jeremy Lamb PG Michael Carter-Williams",NA,"Dwight Howard","C","61.80%",42
5,936916137,"bkopec12",0,288.5,"G Courtney Lee F James Johnson PF Enes Kanter C Dwight Howard PG Kyle Lowry SG DeMar DeRozan SF Jeremy Lamb UTIL Jonas Valanciunas",NA,"Jeremy Lamb","SF","55.58%",30.75
6,937278618,"jjones0962",0,287.5,"SG Courtney Lee F Tim Hardaway Jr. PF Enes Kanter C Dwight Howard PG Kyle Lowry SF DeMar DeRozan G Jeremy Lamb UTIL Jonas Valanciunas",NA,"Courtney Lee","SG","50.88%",34.75
6,937279899,"KnowledgeBorn19",0,287.5,"F Courtney Lee G Tim Hardaway Jr. PF Enes Kanter C Dwight Howard PG Kyle Lowry SG DeMar DeRozan SF Jeremy Lamb UTIL Jonas Valanciunas",NA,"Goran Dragic","PG","43.60%",13
8,937021723,"compuchef (2/2)",0,287,"G Courtney Lee PF Kyle O'Quinn F Tim Hardaway Jr. C Enes Kanter UTIL Dwight Howard PG Kyle Lowry SG DeMar DeRozan SF Jeremy Lamb",NA,"Dion Waiters","G","43.48%",27.25
8,937113858,"htwonjoe (16/20)",0,287,"SF Courtney Lee F Kyle O'Quinn G Tim Hardaway Jr. PF Enes Kanter C Dwight Howard PG Kyle Lowry SG DeMar DeRozan UTIL Jeremy Lamb",NA,"Nicolas Batum","UTIL","30.46%",19.75
8,937475857,"LightningStrikes937",0,287,"G Courtney Lee PF Kyle O'Quinn UTIL Tim Hardaway Jr. F Enes Kanter C Dwight Howard PG Kyle Lowry SF DeMar DeRozan SG Jeremy Lamb",NA,"DeMar DeRozan","SF","29.89%",43.5
11,936891866,"gchild37 (1/2)",0,286,"SF Courtney Lee PF James Johnson F Kelly Olynyk UTIL Enes Kanter C Dwight Howard PG Kyle Lowry G Nicolas Batum SG DeMar DeRozan",NA,"Michael Carter-Williams","UTIL","28.19%",21.5
12,937077457,"RocnRol (1/6)",0,285,"UTIL Jarrett Jack G Courtney Lee SF Tim Hardaway Jr. PF Enes Kanter C Dwight Howard PG Kyle Lowry SG DeMar DeRozan F Jeremy Lamb",NA,"Serge Ibaka","F","26.63%",22.5
13,937391552,"ogmula (4/5)",0,284,"F Dion Waiters PF Enes Kanter C Dwight Howard G Kyle Lowry UTIL Nicolas Batum SG DeMar DeRozan SF Jeremy Lamb PG Malik Monk",NA,"Enes Kanter","C","25.72%",44
14,936941350,"rowley1",0,282.5,"UTIL Courtney Lee SF Tim Hardaway Jr. SG Dion Waiters F Enes Kanter PF Bam Adebayo C Dwight Howard PG Kyle Lowry G DeMar DeRozan",NA,"James Johnson","F","25.48%",17.5
14,937273044,"horsebot9000 (13/20)",0,282.5,"PG Jarrett Jack UTIL Courtney Lee F James Johnson SF Dion Waiters PF Enes Kanter C Dwight Howard G Kyle Lowry SG DeMar DeRozan",NA,"Norman Powell","SG","18.99%",15.5
16,936873369,"omahaviking (11/20)",0,282.25,"G Courtney Lee SF Tim Hardaway Jr. UTIL Enes Kanter C Dwight Howard PG Kyle Lowry SG DeMar DeRozan F Jeremy Lamb PF Pascal Siakam",NA,"Bam Adebayo","C","17.17%",18.75
17,937106211,"andrewyuhanna",0,280.25,"G Courtney Lee PF James Johnson SG Dion Waiters C Enes Kanter UTIL Dwight Howard PG Kyle Lowry SF DeMar DeRozan F Norman Powell",NA,"Pascal Siakam","PF","14.90%",15
18,937124214,"ljones187 (9/10)",0,279.75,"SF Courtney Lee G Goran Dragic C Enes Kanter SG Tyler Johnson UTIL Dwight Howard PG Kyle Lowry PF Serge Ibaka F DeMar DeRozan",NA,"Kyle O'Quinn","F","10.14%",19.75
19,936880993,"perilous (5/20)",0,279,"G Dion Waiters PF Enes Kanter SG Tyler Johnson C Dwight Howard PG Kyle Lowry UTIL Serge Ibaka F Nicolas Batum SF DeMar DeRozan",NA,"Jonas Valanciunas","C","9.03%",20.25
19,937170908,"FalconerFrenzy (2/20)",0,279,"F Courtney Lee G Tim Hardaway Jr. SG Dion Waiters PF Enes Kanter C Dwight Howard UTIL Marvin Williams PG Kyle Lowry SF DeMar DeRozan",NA,"Tyler Johnson","SG","7.59%",24.25
19,937407820,"daltonbrodygavin (2/4)",0,279,"SF Courtney Lee G Tim Hardaway Jr. SG Dion Waiters UTIL Enes Kanter C Dwight Howard PF Marvin Williams PG Kyle Lowry F DeMar DeRozan",NA,"Jarrett Jack","G","7.49%",17.75
22,937116514,"thiscandle",0,278.75,"SF Courtney Lee PF James Johnson UTIL Enes Kanter C Dwight Howard G Kyle Lowry SG Nicolas Batum F DeMar DeRozan PG Michael Carter-Williams",NA,"Kelly Olynyk","UTIL","7.47%",28.75
