"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"C","Zaza Pachulia",3100,"SAC@GS 11/27/2017 10:30PM ET",14.275,"GS"
"SG","Sindarius Thornwell",3100,"LAL@LAC 11/27/2017 10:30PM ET",8.583,"LAC"
"SG/SF","Vince Carter",3000,"SAC@GS 11/27/2017 10:30PM ET",6.125,"SAC"
"C","JaVale McGee",3000,"SAC@GS 11/27/2017 10:30PM ET",9.042,"GS"
"PF","Jack Cooley",3000,"SAC@GS 11/27/2017 10:30PM ET",4.75,"SAC"
"PG","Quinn Cook",3000,"SAC@GS 11/27/2017 10:30PM ET",5.167,"GS"
"SF/PF","Jakarr Sampson",3000,"SAC@GS 11/27/2017 10:30PM ET",6.875,"SAC"
"C","Damian Jones",3000,"SAC@GS 11/27/2017 10:30PM ET",0,"GS"
"PG/SG","Frank Mason III",3000,"SAC@GS 11/27/2017 10:30PM ET",13.25,"SAC"
"SF/PF","Kevon Looney",3000,"SAC@GS 11/27/2017 10:30PM ET",11.212,"GS"
"SG/SF","Malachi Richardson",3000,"SAC@GS 11/27/2017 10:30PM ET",7.25,"SAC"
"PF","Chris Boucher",3000,"SAC@GS 11/27/2017 10:30PM ET",0,"GS"
"C","Georgios Papagiannis",3000,"SAC@GS 11/27/2017 10:30PM ET",5.313,"SAC"
"PF/C","Harry Giles",3000,"SAC@GS 11/27/2017 10:30PM ET",0,"SAC"
"SF/PF","Luol Deng",3000,"LAL@LAC 11/27/2017 10:30PM ET",5,"LAL"
"C","Andrew Bogut",3000,"LAL@LAC 11/27/2017 10:30PM ET",7.896,"LAL"
"SG/SF","Corey Brewer",3000,"LAL@LAC 11/27/2017 10:30PM ET",7.816,"LAL"
"SG","C.J. Williams",3000,"LAL@LAC 11/27/2017 10:30PM ET",2.95,"LAC"
"C","Willie Reed",3000,"LAL@LAC 11/27/2017 10:30PM ET",11.544,"LAC"
"SF/PF","Jamil Wilson",3000,"LAL@LAC 11/27/2017 10:30PM ET",1.25,"LAC"
"PG/SG","Vander Blue",3000,"LAL@LAC 11/27/2017 10:30PM ET",0.938,"LAL"
"SF/PF","Sam Dekker",3000,"LAL@LAC 11/27/2017 10:30PM ET",6.583,"LAC"
"PF/C","Brice Johnson",3000,"LAL@LAC 11/27/2017 10:30PM ET",6.125,"LAC"
"PG/SG","Alex Caruso",3000,"LAL@LAC 11/27/2017 10:30PM ET",4.75,"LAL"
"PF/C","Montrezl Harrell",3000,"LAL@LAC 11/27/2017 10:30PM ET",10.125,"LAC"
"PG/SG","Josh Hart",3000,"LAL@LAC 11/27/2017 10:30PM ET",7.589,"LAL"
"PG/SG","Tyler Ennis",3000,"LAL@LAC 11/27/2017 10:30PM ET",4.725,"LAL"
"PG","Jawun Evans",3000,"LAL@LAC 11/27/2017 10:30PM ET",8.091,"LAC"
"PF/C","Thomas Bryant",3000,"LAL@LAC 11/27/2017 10:30PM ET",0,"LAL"
