Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
WR,Antonio Brown (7545535),Antonio Brown,7545535,9800,NYJ@Pit 01:00PM ET,Pit
WR,Julio Jones (7545548),Julio Jones,7545548,9600,Atl@Den 04:05PM ET,Atl
WR,A.J. Green (7545557),A.J. Green,7545557,8900,Cin@Dal 04:25PM ET,Cin
WR,Odell Beckham Jr. (7545594),Odell Beckham Jr.,7545594,8500,NYG@GB 08:30PM ET,NYG
WR,Jordy Nelson (7545588),Jordy Nelson,7545588,7900,NYG@GB 08:30PM ET,GB
WR,Alshon Jeffery (7545488),Alshon Jeffery,7545488,7800,Chi@Ind 01:00PM ET,Chi
WR,DeAndre Hopkins (7545523),DeAndre Hopkins,7545523,7700,Hou@Min 01:00PM ET,Hou
WR,Dez Bryant (7545556),Dez Bryant,7545556,7700,Cin@Dal 04:25PM ET,Dal
QB,Aaron Rodgers (7545358),Aaron Rodgers,7545358,7700,NYG@GB 08:30PM ET,GB
WR,Marvin Jones Jr. (7545478),Marvin Jones Jr.,7545478,7600,Phi@Det 01:00PM ET,Det
QB,Tom Brady (7545300),Tom Brady,7545300,7500,NE@Cle 01:00PM ET,NE
RB,Le'Veon Bell (7545420),Le'Veon Bell,7545420,7500,NYJ@Pit 01:00PM ET,Pit
WR,T.Y. Hilton (7545487),T.Y. Hilton,7545487,7400,Chi@Ind 01:00PM ET,Ind
QB,Andrew Luck (7545313),Andrew Luck,7545313,7300,Chi@Ind 01:00PM ET,Ind
RB,DeMarco Murray (7545391),DeMarco Murray,7545391,7200,Ten@Mia 01:00PM ET,Ten
QB,Ben Roethlisberger (7545330),Ben Roethlisberger,7545330,7200,NYJ@Pit 01:00PM ET,Pit
WR,Amari Cooper (7545585),Amari Cooper,7545585,7200,SD@Oak 04:25PM ET,Oak
WR,Brandon Marshall (7545531),Brandon Marshall,7545531,7100,NYJ@Pit 01:00PM ET,NYJ
QB,Matt Ryan (7545336),Matt Ryan,7545336,7100,Atl@Den 04:05PM ET,Atl
WR,Jarvis Landry (7545503),Jarvis Landry,7545503,7000,Ten@Mia 01:00PM ET,Mia
RB,Melvin Gordon (7545453),Melvin Gordon,7545453,7000,SD@Oak 04:25PM ET,SD
RB,C.J. Anderson (7545426),C.J. Anderson,7545426,6900,Atl@Den 04:05PM ET,Den
WR,Demaryius Thomas (7545546),Demaryius Thomas,7545546,6900,Atl@Den 04:05PM ET,Den
QB,Philip Rivers (7545354),Philip Rivers,7545354,6900,SD@Oak 04:25PM ET,SD
WR,Michael Crabtree (7545579),Michael Crabtree,7545579,6900,SD@Oak 04:25PM ET,Oak
WR,Jordan Matthews (7545480),Jordan Matthews,7545480,6800,Phi@Det 01:00PM ET,Phi
WR,Emmanuel Sanders (7545545),Emmanuel Sanders,7545545,6800,Atl@Den 04:05PM ET,Den
RB,Ezekiel Elliott (7545438),Ezekiel Elliott,7545438,6800,Cin@Dal 04:25PM ET,Dal
QB,Derek Carr (7545356),Derek Carr,7545356,6800,SD@Oak 04:25PM ET,Oak
WR,Julian Edelman (7545467),Julian Edelman,7545467,6700,NE@Cle 01:00PM ET,NE
QB,Matthew Stafford (7545308),Matthew Stafford,7545308,6600,Phi@Det 01:00PM ET,Det
TE,Jordan Reed (7545634),Jordan Reed,7545634,6600,Was@Bal 01:00PM ET,Was
RB,LeSean McCoy (7545442),LeSean McCoy,7545442,6600,Buf@LA 04:25PM ET,Buf
TE,Rob Gronkowski (7545604),Rob Gronkowski,7545604,6500,NE@Cle 01:00PM ET,NE
RB,Todd Gurley (7545447),Todd Gurley,7545447,6500,Buf@LA 04:25PM ET,LA
WR,Travis Benjamin (7545582),Travis Benjamin,7545582,6500,SD@Oak 04:25PM ET,SD
QB,Carson Wentz (7545309),Carson Wentz,7545309,6400,Phi@Det 01:00PM ET,Phi
RB,Lamar Miller (7545410),Lamar Miller,7545410,6300,Hou@Min 01:00PM ET,Hou
WR,Stefon Diggs (7545526),Stefon Diggs,7545526,6300,Hou@Min 01:00PM ET,Min
QB,Joe Flacco (7545319),Joe Flacco,7545319,6200,Was@Bal 01:00PM ET,Bal
RB,Matt Forte (7545417),Matt Forte,7545417,6200,NYJ@Pit 01:00PM ET,NYJ
WR,Randall Cobb (7545592),Randall Cobb,7545592,6200,NYG@GB 08:30PM ET,GB
QB,Kirk Cousins (7545322),Kirk Cousins,7545322,6100,Was@Bal 01:00PM ET,Was
RB,DeAngelo Williams (7545416),DeAngelo Williams,7545416,6100,NYJ@Pit 01:00PM ET,Pit
WR,Eric Decker (7545533),Eric Decker,7545533,6000,NYJ@Pit 01:00PM ET,NYJ
QB,Tony Romo (7545341),Tony Romo,7545341,6000,Cin@Dal 04:25PM ET,Dal
QB,Eli Manning (7545359),Eli Manning,7545359,6000,NYG@GB 08:30PM ET,NYG
WR,DeSean Jackson (7545510),DeSean Jackson,7545510,5900,Was@Bal 01:00PM ET,Was
QB,Andy Dalton (7545343),Andy Dalton,7545343,5900,Cin@Dal 04:25PM ET,Cin
RB,Eddie Lacy (7545460),Eddie Lacy,7545460,5900,NYG@GB 08:30PM ET,GB
WR,Terrelle Pryor Sr. (7545468),Terrelle Pryor Sr.,7545468,5800,NE@Cle 01:00PM ET,Cle
WR,Will Fuller (7545530),Will Fuller,7545530,5800,Hou@Min 01:00PM ET,Hou
RB,Frank Gore (7545381),Frank Gore,7545381,5700,Chi@Ind 01:00PM ET,Ind
WR,Donte Moncrief (7545494),Donte Moncrief,7545494,5700,Chi@Ind 01:00PM ET,Ind
QB,Ryan Tannehill (7545317),Ryan Tannehill,7545317,5700,Ten@Mia 01:00PM ET,Mia
RB,LeGarrette Blount (7545365),LeGarrette Blount,7545365,5600,NE@Cle 01:00PM ET,NE
QB,Dak Prescott (7545345),Dak Prescott,7545345,5600,Cin@Dal 04:25PM ET,Dal
QB,Brian Hoyer (7545311),Brian Hoyer,7545311,5500,Chi@Ind 01:00PM ET,Chi
WR,Sterling Shepard (7545598),Sterling Shepard,7545598,5500,NYG@GB 08:30PM ET,NYG
QB,Marcus Mariota (7545318),Marcus Mariota,7545318,5400,Ten@Mia 01:00PM ET,Ten
QB,Jay Cutler (7545310),Jay Cutler,7545310,5300,Chi@Ind 01:00PM ET,Chi
WR,Steve Smith Sr. (7545508),Steve Smith Sr.,7545508,5300,Was@Bal 01:00PM ET,Bal
QB,Brock Osweiler (7545327),Brock Osweiler,7545327,5300,Hou@Min 01:00PM ET,Hou
QB,Jimmy Garoppolo (7545303),Jimmy Garoppolo,7545303,5200,NE@Cle 01:00PM ET,NE
RB,Jordan Howard (7545389),Jordan Howard,7545389,5200,Chi@Ind 01:00PM ET,Chi
QB,Trevor Siemian (7545339),Trevor Siemian,7545339,5200,Atl@Den 04:05PM ET,Den
QB,Paxton Lynch (7545340),Paxton Lynch,7545340,5200,Atl@Den 04:05PM ET,Den
QB,Tyrod Taylor (7545348),Tyrod Taylor,7545348,5200,Buf@LA 04:25PM ET,Buf
WR,Mike Wallace (7545511),Mike Wallace,7545511,5100,Was@Bal 01:00PM ET,Bal
QB,Sam Bradford (7545325),Sam Bradford,7545325,5100,Hou@Min 01:00PM ET,Min
