"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,939811278,"anilprao88 (45/150)",0,339.5,"PF Kevin Durant PG Victor Oladipo UTIL Donovan Mitchell F Otto Porter C Steven Adams SF Evan Fournier G Michael Carter-Williams SG Alec Burks",NA,"Michael Carter-Williams","PG","45.00%",29
2,940296371,"juicesflowing",0,339,"C Andre Drummond SG Victor Oladipo UTIL Donovan Mitchell F Otto Porter PG Kris Dunn PF Zach Randolph SF Bojan Bogdanovic G Alec Burks",NA,"Kyle Lowry","G","30.31%",31.75
3,939811362,"anilprao88 (129/150)",0,336.75,"SG Victor Oladipo UTIL Marc Gasol C Nikola Vucevic PG Donovan Mitchell PF Derrick Favors SF Evan Fournier F Markieff Morris G Alec Burks",NA,"Alec Burks","SG","29.89%",35.75
4,939355710,"pianoclub (4/150)",0,332,"C Andre Drummond SG Bradley Beal UTIL Marc Gasol G Donovan Mitchell F Evan Fournier PF Zach Randolph SF Markieff Morris PG Alec Burks",NA,"Russell Westbrook","G","24.78%",49.25
5,939355798,"pianoclub (92/150)",0,331.5,"C Andre Drummond SF Paul George UTIL Marc Gasol PG Kris Dunn G Ricky Rubio PF Zach Randolph F Markieff Morris SG Alec Burks",NA,"Elfrid Payton","PG","23.37%",33.5
6,939577593,"bellaedward4eva (111/150)",0,331,"UTIL Russell Westbrook G Victor Oladipo SG Donovan Mitchell F Lauri Markkanen C Willie Cauley-Stein PF Zach Randolph SF Wayne Ellington PG Alec Burks",NA,"Bam Adebayo","F","21.74%",17.75
7,940233940,"mzuck80 (15/16)",0,330.5,"PG Stephen Curry C Karl-Anthony Towns SF Aaron Gordon SG Donovan Mitchell PF Zach Randolph F Kelly Olynyk UTIL Tomas Satoransky G Alec Burks",NA,"Karl-Anthony Towns","UTIL","21.56%",39.75
8,939355781,"pianoclub (75/150)",0,330.25,"SG Stephen Curry C Marc Gasol G Donovan Mitchell UTIL Steven Adams SF Evan Fournier PF Zach Randolph F Serge Ibaka PG Michael Carter-Williams",NA,"Kelly Olynyk","C","20.86%",23
9,939355805,"pianoclub (99/150)",0,329.75,"PG Russell Westbrook C Andre Drummond UTIL Steven Adams SF Evan Fournier PF Zach Randolph SG Jonathon Simmons F Markieff Morris G Alec Burks",NA,"Otto Porter","SF","18.68%",38.25
10,939927974,"billcabro",0,329.5,"F Paul George PG Kyle Lowry SG Donovan Mitchell SF Otto Porter C Steven Adams PF Zach Randolph UTIL Robin Lopez G Michael Carter-Williams",NA,"Dwight Howard","C","18.46%",18.75
10,940261781,"wakeywakey (80/97)",0,329.5,"C Andre Drummond PG Victor Oladipo UTIL Marc Gasol PF Draymond Green SF Evan Fournier F Kelly Olynyk G Michael Carter-Williams SG Alec Burks",NA,"Lauri Markkanen","PF","18.12%",22.75
12,940010614,"cmacbb07 (2/6)",0,329.25,"PF Kevin Durant F Paul George UTIL Kyle Lowry PG Donovan Mitchell SF Otto Porter SG Tomas Satoransky G Alec Burks C Jakob Poeltl",NA,"JaMychal Green","SF","16.77%",9.75
13,939577500,"bellaedward4eva (18/150)",0,328.75,"SF Paul George G Kyle Lowry C Marc Gasol SG Donovan Mitchell PF Lauri Markkanen F Zach Randolph PG Michael Carter-Williams UTIL Alec Burks",NA,"Aaron Gordon","SF","16.64%",46.25
14,939591348,"petteytheft89 (43/100)",0,327.75,"F Paul George UTIL Marc Gasol SF Aaron Gordon PF Derrick Favors SG Evan Fournier G Jonathon Simmons C Marcin Gortat PG Michael Carter-Williams",NA,"Nikola Vucevic","UTIL","16.35%",17.75
15,939729593,"mrcse13 (5/10)",0,327.25,"PF DeMarcus Cousins G Victor Oladipo UTIL Donovan Mitchell SF Otto Porter C Steven Adams PG Michael Carter-Williams F Bam Adebayo SG Alec Burks",NA,"Evan Fournier","SF","16.27%",33.75
16,939248936,"lumac1981",0,326.5,"PF LaMarcus Aldridge SG Victor Oladipo SF Aaron Gordon G Tyreke Evans PG Donovan Mitchell C Zach Randolph F E'Twaun Moore UTIL Alec Burks",NA,"Draymond Green","PF","14.90%",41.25
16,939355808,"pianoclub (102/150)",0,326.5,"PG Stephen Curry UTIL Karl-Anthony Towns C Marc Gasol SG Evan Fournier PF Zach Randolph F Serge Ibaka SF Markieff Morris G Alec Burks",NA,"Andre Drummond","C","14.71%",55.75
18,939284204,"ThatStunna (39/40)",0,326.25,"SF Kevin Durant F Paul George C Marc Gasol SG Jimmy Butler UTIL Rajon Rondo PF Kelly Olynyk PG Michael Carter-Williams G Alec Burks",NA,"Ricky Rubio","G","14.48%",16.75
19,939390495,"creepers1",0,325.75,"SF Paul George PG Kyle Lowry G Victor Oladipo PF Aaron Gordon SG Donovan Mitchell C Frank Kaminsky F Jonas Jerebko UTIL Alec Burks",NA,"Donovan Mitchell","PG","13.36%",53.5
19,939470406,"wildwoody (1/3)",0,325.75,"PG Stephen Curry C Andre Drummond SF Paul George PF Aaron Gordon F Kelly Olynyk G Tomas Satoransky SG Alec Burks UTIL Andre Roberson",NA,"Bradley Beal","SG","13.05%",18
21,939355791,"pianoclub (85/150)",0,325.5,"PG Russell Westbrook C Marc Gasol G Elfrid Payton UTIL Steven Adams F Evan Fournier PF Zach Randolph SF Markieff Morris SG Alec Burks",NA,"Kevin Durant","F","13.01%",45.5
22,939242249,"sonic999 (9/12)",0,324.75,"PF DeMarcus Cousins SF Paul George PG Donovan Mitchell F Derrick Favors G Evan Fournier UTIL Michael Carter-Williams C Bam Adebayo SG Alec Burks",NA,"Joe Ingles","SF","12.96%",32.25
23,939282413,"ChipotleAddict (109/150)",0,324,"C Andre Drummond UTIL Karl-Anthony Towns SF Paul George G Donovan Mitchell SG Jonathon Simmons F Joe Ingles PF Bam Adebayo PG Alec Burks",NA,"Marc Gasol","UTIL","12.86%",45.25
23,939327012,"frankieraffo333",0,324,"F Paul George UTIL Victor Oladipo SF DeMar DeRozan PF Draymond Green C Zach Randolph SG Kelly Oubre Jr. G De'Aaron Fox PG Patty Mills",NA,"Victor Oladipo","SG","12.33%",65.75
25,939608068,"Kobe4MVP (52/150)",0,323.5,"UTIL Russell Westbrook PG Kyle Lowry SG Donovan Mitchell F Zach Randolph C Marcin Gortat PF Serge Ibaka SF Markieff Morris G Michael Carter-Williams",NA,"Kelly Oubre Jr.","UTIL","12.27%",19.75
25,940054420,"oneputt4bogey",0,323.5,"C Andre Drummond SF Paul George PG Victor Oladipo PF Aaron Gordon SG Kelly Oubre Jr. UTIL Josh Richardson F Frank Kaminsky G Garrett Temple",NA,"Willie Cauley-Stein","F","11.78%",28.75
27,939896977,"Broseidon13",0,322.5,"SF Paul George PG Kyle Lowry SG Victor Oladipo PF Draymond Green G Ricky Rubio C Zach Randolph F Jonas Jerebko UTIL Alec Burks",NA,"Taj Gibson","PF","10.94%",16
28,940069933,"theDamSon (4/5)",0,322.25,"F Paul George UTIL Victor Oladipo G Jimmy Butler PF Carmelo Anthony SF Thaddeus Young C Zach Randolph SG Jerian Grant PG Tim Frazier",NA,"Jonathon Simmons","SF","10.68%",27.25
29,939322321,"19D1999",0,322,"SF Paul George PG Victor Oladipo PF Aaron Gordon SG Kris Dunn G Denzel Valentine C Robin Lopez UTIL Markieff Morris F Josh Richardson",NA,"Serge Ibaka","UTIL","10.02%",29.5
29,939811291,"anilprao88 (58/150)",0,322,"F DeMarcus Cousins PG Victor Oladipo SF Aaron Gordon UTIL Donovan Mitchell C Jonas Valanciunas G Michael Carter-Williams PF Bam Adebayo SG Alec Burks",NA,"LaMarcus Aldridge","C","9.80%",32
31,939303370,"spondulix01 (2/4)",0,321.25,"SF Paul George SG Victor Oladipo UTIL Marc Gasol PF Aaron Gordon F Domantas Sabonis G Jerian Grant C Kelly Olynyk PG Tomas Satoransky",NA,"Steven Adams","C","9.73%",38
31,939494299,"cheddabisque (99/150)",0,321.25,"F Paul George UTIL DeMar DeRozan C Marc Gasol SG Donovan Mitchell G Ricky Rubio SF Evan Fournier PF Serge Ibaka PG Alec Burks",NA,"Tobias Harris","F","8.93%",20
33,939591401,"petteytheft89 (96/100)",0,321,"G Victor Oladipo UTIL Marc Gasol SG Jimmy Butler SF Otto Porter PG Elfrid Payton C Marcin Gortat PF Serge Ibaka F Kelly Olynyk",NA,"Anthony Davis","PF","8.63%",39.5
34,939838599,"knelso12",0,320.75,"SG Stephen Curry PG Victor Oladipo F Aaron Gordon C Steven Adams UTIL Robin Lopez SF Joe Ingles PF Serge Ibaka G Garrett Temple",NA,"Jimmy Butler","SG","8.58%",45.25
34,940097838,"Nelie23",0,320.75,"SG Stephen Curry PG Victor Oladipo F Aaron Gordon C Steven Adams UTIL Robin Lopez SF Joe Ingles PF Serge Ibaka G Garrett Temple",NA,"Nicolas Batum","SF","8.40%",25.75
36,939282327,"ChipotleAddict (23/150)",0,320.25,"PG Stephen Curry C Karl-Anthony Towns UTIL Donovan Mitchell PF Derrick Favors SF Evan Fournier F Joe Ingles G Michael Carter-Williams SG Alec Burks",NA,"Paul George","SF","8.36%",62
36,939494316,"cheddabisque (116/150)",0,320.25,"G Russell Westbrook C Marc Gasol PG Elfrid Payton PF Zach Randolph UTIL Marcin Gortat SG Joe Ingles F Serge Ibaka SF Markieff Morris",NA,"Stephen Curry","UTIL","8.21%",52.5
38,939248521,"sonic999 (11/12)",0,320,"PF DeMarcus Cousins SF Paul George PG Donovan Mitchell F Derrick Favors G Evan Fournier UTIL Michael Carter-Williams C Bam Adebayo SG Tomas Satoransky",NA,"Kris Dunn","PG","7.91%",26
38,939516800,"bcalicore (23/50)",0,320,"G Russell Westbrook F Paul George C Marc Gasol SG Donovan Mitchell PF Kelly Olynyk UTIL Tim Frazier SF Wayne Ellington PG Alec Burks",NA,"Derrick Favors","C","7.86%",43.75
40,939233974,"Awesemo (144/150)",0,319.5,"SG Stephen Curry C Karl-Anthony Towns SF DeMar DeRozan UTIL Donovan Mitchell PF Markieff Morris F Kelly Olynyk PG Michael Carter-Williams G Alec Burks",NA,"Pascal Siakam","F","7.75%",10.75
40,939516792,"bcalicore (15/50)",0,319.5,"PF Anthony Davis UTIL Paul George SG Donovan Mitchell PG Ricky Rubio SF Evan Fournier F Zach Randolph C Serge Ibaka G Alec Burks",NA,"Jeremy Lamb","F","7.74%",24.5
40,939577580,"bellaedward4eva (98/150)",0,319.5,"C Andre Drummond PG Kyle Lowry SF DeMar DeRozan UTIL Donovan Mitchell PF Lauri Markkanen F Zach Randolph G Wayne Ellington SG Alec Burks",NA,"Carmelo Anthony","F","7.64%",18
43,939355790,"pianoclub (84/150)",0,319,"C Andre Drummond UTIL Karl-Anthony Towns F Draymond Green G Donovan Mitchell PF Lauri Markkanen SF Markieff Morris PG Michael Carter-Williams SG Alec Burks",NA,"DeMar DeRozan","SG","6.87%",44.75
44,939414715,"ps5555 (1/2)",0,318.75,"C Karl-Anthony Towns SF Paul George SG Victor Oladipo UTIL Aaron Gordon F Otto Porter PG Ish Smith G Alec Burks PF Skal Labissiere",NA,"DeMarcus Cousins","PF","6.35%",49.25
44,939900581,"Smashtron3000 (1/2)",0,318.75,"SG Victor Oladipo SF DeMar DeRozan UTIL Donovan Mitchell C Derrick Favors G Elfrid Payton PF Willie Cauley-Stein F Kelly Oubre Jr. PG Michael Carter-Williams",NA,"Tomas Satoransky","SG","5.93%",31
46,939330383,"CasBrM (130/150)",0,317.75,"G Kyle Lowry SG Victor Oladipo PG Donovan Mitchell SF Otto Porter PF Derrick Favors C Steven Adams UTIL Michael Carter-Williams F Bam Adebayo",NA,"Tyreke Evans","SG","5.42%",14.25
46,940298752,"NILKNARF (64/70)",0,317.75,"G Victor Oladipo C Marc Gasol SF Aaron Gordon SG Jimmy Butler UTIL Steven Adams PF Serge Ibaka F Kelly Olynyk PG Tim Frazier",NA,"Bojan Bogdanovic","G","5.37%",15.25
48,939577521,"bellaedward4eva (39/150)",0,316.75,"F Paul George G Kyle Lowry SG Victor Oladipo UTIL Lauri Markkanen C Zach Randolph SF Jonathon Simmons PF Serge Ibaka PG Michael Carter-Williams",NA,"Domantas Sabonis","F","5.33%",17
49,939941801,"dunkelb1",0,316.5,"C Andre Drummond PG Victor Oladipo SG Klay Thompson UTIL Donovan Mitchell SF Otto Porter G Bojan Bogdanovic PF Kelly Olynyk F Michael Kidd-Gilchrist",NA,"Frank Mason III","SG","5.10%",12.25
50,939282421,"ChipotleAddict (117/150)",0,316.25,"C Andre Drummond SF Paul George UTIL Marc Gasol SG Jimmy Butler PF Lauri Markkanen PG Michael Carter-Williams F Jonas Jerebko G Alec Burks",NA,"Lance Stephenson","F","5.01%",13.5
50,939799812,"fallfromgrace (27/79)",0,316.25,"F Kevin Durant G DeMar DeRozan UTIL Draymond Green PG Donovan Mitchell PF Lauri Markkanen C Zach Randolph SF Marvin Williams SG E'Twaun Moore",NA,"James Johnson","F","4.83%",24
50,939904435,"RipeAvocado (2/13)",0,316.25,"UTIL Andre Drummond SF Paul George G Klay Thompson PF Otto Porter C Steven Adams F Kelly Oubre Jr. PG Rajon Rondo SG Norman Powell",NA,"Thaddeus Young","SF","4.78%",26.75
53,940170350,"gettinthisluchy (2/2)",0,316,"SG Victor Oladipo SF DeMar DeRozan UTIL Jimmy Butler G Donovan Mitchell PF Tobias Harris F Lauri Markkanen PG Rajon Rondo C Zaza Pachulia",NA,"Zach Randolph","UTIL","4.74%",48.75
54,939587800,"NILKNARF (59/70)",0,315.75,"C Andre Drummond PG Victor Oladipo F Aaron Gordon UTIL Myles Turner SF Evan Fournier PF Serge Ibaka G Rajon Rondo SG Danny Green",NA,"Tyus Jones","G","4.68%",2.5
55,939905470,"drewdogg76 (1/2)",0,315.5,"SG Victor Oladipo UTIL Marc Gasol SF Aaron Gordon PF Otto Porter F Thaddeus Young C Willie Cauley-Stein G Josh Richardson PG Michael Carter-Williams",NA,"Klay Thompson","SG","4.55%",39.75
56,939494289,"cheddabisque (89/150)",0,315.25,"SF Kevin Durant F Paul George C Marc Gasol G Evan Fournier PF Zach Randolph UTIL Robin Lopez PG Michael Carter-Williams SG George Hill",NA,"Frank Kaminsky","F","4.49%",10.25
56,939811367,"anilprao88 (134/150)",0,315.25,"PG Stephen Curry C Andre Drummond UTIL Donovan Mitchell PF Otto Porter SG Jonathon Simmons SF Markieff Morris G Michael Carter-Williams F Bam Adebayo",NA,"Jrue Holiday","PG","4.47%",24.5
58,939355723,"pianoclub (17/150)",0,315,"PG Russell Westbrook C Karl-Anthony Towns SG Kris Dunn F Evan Fournier PF Zach Randolph UTIL Marcin Gortat SF Markieff Morris G Alec Burks",NA,"Goran Dragic","G","4.34%",17
58,939390033,"jt4005 (3/4)",0,315,"C Andre Drummond PG Victor Oladipo UTIL Marc Gasol SG Donovan Mitchell F Jeremy Lamb SF Joe Ingles PF JaMychal Green G Garrett Temple",NA,"Jonas Jerebko","F","4.32%",20.5
58,940071216,"Jszczech1",0,315,"SG Victor Oladipo SF DeMar DeRozan PG Donovan Mitchell PF Otto Porter G Kris Dunn UTIL Elfrid Payton F Josh Richardson C Bam Adebayo",NA,"Denzel Valentine","F","4.15%",17
61,939577543,"bellaedward4eva (61/150)",0,314.25,"G Russell Westbrook SF Paul George F Derrick Favors UTIL Lauri Markkanen C Zach Randolph PF Kelly Olynyk PG Michael Carter-Williams SG Alec Burks",NA,"Danny Green","G","4.07%",15.75
62,939608075,"Kobe4MVP (59/150)",0,313.75,"PF Kevin Durant G Kyle Lowry C Marc Gasol SF Nicolas Batum F Zach Randolph UTIL Marcin Gortat PG Rajon Rondo SG Alec Burks",NA,"Markieff Morris","PF","3.83%",41.25
63,939282333,"ChipotleAddict (29/150)",0,313.25,"C Andre Drummond UTIL Marc Gasol SF Aaron Gordon PF Draymond Green SG Evan Fournier G Joe Ingles F Kelly Olynyk PG Alec Burks",NA,"Marcin Gortat","UTIL","3.70%",40.5
63,939524153,"chess_is_ok (37/80)",0,313.25,"PG Russell Westbrook G Victor Oladipo F Otto Porter C Derrick Favors SF Evan Fournier UTIL Michael Carter-Williams PF Bam Adebayo SG Alec Burks",NA,"Justin Holiday","SG","3.66%",27.5
63,939599853,"papagates (44/150)",0,313.25,"C Andre Drummond UTIL Marc Gasol SF Aaron Gordon PF Draymond Green SG Joe Ingles G Rajon Rondo F Kelly Olynyk PG Michael Carter-Williams",NA,"Myles Turner","C","3.50%",28.5
66,939330393,"CasBrM (140/150)",0,313,"C Andre Drummond G Kyle Lowry SG Victor Oladipo PG Donovan Mitchell F Jonathon Simmons SF Joe Ingles UTIL Michael Carter-Williams PF Bam Adebayo",NA,"Rajon Rondo","UTIL","3.45%",40.5
66,939671956,"mazwa (4/50)",0,313,"PG Russell Westbrook UTIL Andre Drummond SF Paul George G Elfrid Payton F Josh Richardson PF Bam Adebayo SG Alec Burks C Zaza Pachulia",NA,"Garrett Temple","G","3.07%",28.25
66,939811383,"anilprao88 (150/150)",0,313,"PF Kevin Durant G Victor Oladipo SF Aaron Gordon F Otto Porter SG Evan Fournier C Jonas Valanciunas UTIL Kelly Olynyk PG Alec Burks",NA,"Andre Roberson","SG","2.97%",19.5
66,940044429,"cmacbb07 (3/6)",0,313,"PG Stephen Curry PF Kevin Durant F Paul George UTIL Kyle Lowry SG Tomas Satoransky G Alec Burks SF Darius Miller C Jakob Poeltl",NA,"Robin Lopez","C","2.90%",28.25
66,940044530,"cmacbb07 (5/6)",0,313,"PG Stephen Curry PF Kevin Durant F Paul George UTIL Kyle Lowry SG Tomas Satoransky G Alec Burks SF Darius Miller C Jakob Poeltl",NA,"Reggie Jackson","PG","2.83%",16.5
71,939217285,"totoroll33 (3/5)",0,312.75,"C Andre Drummond PF LaMarcus Aldridge SG Victor Oladipo G Elfrid Payton SF Evan Fournier F Jonathon Simmons PG Michael Carter-Williams UTIL Alec Burks",NA,"De'Aaron Fox","UTIL","2.82%",24.25
71,939282389,"ChipotleAddict (85/150)",0,312.75,"C Andre Drummond UTIL Karl-Anthony Towns PF Draymond Green SG Donovan Mitchell PG Elfrid Payton SF Evan Fournier G Alec Burks F Andre Roberson",NA,"Marvin Williams","SF","2.68%",29.5
71,939355718,"pianoclub (12/150)",0,312.75,"PG Russell Westbrook C Andre Drummond SG Kris Dunn PF Zach Randolph SF Jonathon Simmons UTIL Marcin Gortat F Serge Ibaka G Alec Burks",NA,"Jonas Valanciunas","C","2.58%",24.75
71,939355747,"pianoclub (41/150)",0,312.75,"PG Russell Westbrook G Donovan Mitchell SG Kris Dunn C Steven Adams PF Zach Randolph SF Jonathon Simmons UTIL Marcin Gortat F Serge Ibaka",NA,"Dion Waiters","SF","2.31%",26.75
71,939799792,"fallfromgrace (7/79)",0,312.75,"F Kevin Durant SF Paul George PF Andrew Wiggins G Elfrid Payton UTIL Steven Adams C Zach Randolph PG Michael Carter-Williams SG Norman Powell",NA,"Cory Joseph","PG","1.97%",18.5
76,939282399,"ChipotleAddict (95/150)",0,312.5,"SG Stephen Curry SF Paul George PF Aaron Gordon C Steven Adams UTIL Ricky Rubio F Joe Ingles PG Michael Carter-Williams G Alec Burks",NA,"Kyle Anderson","G","1.89%",12
76,940207896,"DirtyCop",0,312.5,"C Andre Drummond PF LaMarcus Aldridge G Victor Oladipo SF Otto Porter F Derrick Favors PG Michael Carter-Williams SG Frank Mason III UTIL Alec Burks",NA,"Pau Gasol","UTIL","1.67%",25.5
78,939729067,"danmarino1935",0,312.25,"SF Paul George UTIL Kyle Lowry G Victor Oladipo PF Otto Porter C Taj Gibson F Evan Fournier PG Michael Carter-Williams SG Alec Burks",NA,"Andrew Wiggins","PF","1.60%",33.75
78,939811371,"anilprao88 (138/150)",0,312.25,"PF DeMarcus Cousins SG Victor Oladipo UTIL Donovan Mitchell F Nicolas Batum C Steven Adams SF Bojan Bogdanovic PG Michael Carter-Williams G Alec Burks",NA,"Michael Kidd-Gilchrist","SF","1.52%",25.25
80,939355773,"pianoclub (67/150)",0,312,"C Andre Drummond UTIL Karl-Anthony Towns PF Draymond Green G Donovan Mitchell SG Evan Fournier SF Markieff Morris PG Michael Carter-Williams F Bam Adebayo",NA,"Josh Richardson","SG","1.48%",35.5
80,939811254,"anilprao88 (21/150)",0,312,"C Andre Drummond PG Kyle Lowry UTIL Marc Gasol G Donovan Mitchell SF Nicolas Batum PF Markieff Morris F Kelly Olynyk SG Alec Burks",NA,"Stanley Johnson","UTIL","1.44%",10
82,939355712,"pianoclub (6/150)",0,311.75,"G Russell Westbrook C Andre Drummond SF Otto Porter F Evan Fournier UTIL Marcin Gortat PF Serge Ibaka PG Michael Carter-Williams SG Alec Burks",NA,"Tyler Johnson","SG","1.42%",16
