"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,936328191,"Callowhill1 (8/20)",0,324,"UTIL Giannis Antetokounmpo PF Kevin Love SF Otto Porter C Derrick Favors F Justin Holiday G Ricky Rubio PG Malcolm Brogdon SG Frank Mason III",NA,"Tim Frazier","PG","51.55%",9.25
2,936352418,"hugem (19/20)",0,319.5,"UTIL Devin Booker F Kevin Love SF Otto Porter PF Derrick Favors PG Kris Dunn SG Denzel Valentine G Dwyane Wade C Marcin Gortat",NA,"Bradley Beal","SG","44.69%",21
3,936595925,"GoinBananas2015",0,315,"PF T.J. Warren C Kevin Love UTIL Andrew Wiggins F Otto Porter SG Dion Waiters PG Kris Dunn SF Justin Holiday G Tyler Ulis",NA,"Willie Cauley-Stein","C","40.42%",23.5
4,936578381,"fisherc02 (4/6)",0,313.75,"SG Devin Booker PF Kevin Love PG Eric Bledsoe SF Otto Porter F Denzel Valentine UTIL Justin Holiday G Ricky Rubio C Willie Cauley-Stein",NA,"Giannis Antetokounmpo","PF","35.48%",57.25
5,936544280,"slipperywhendry (20/20)",0,310.25,"PF Giannis Antetokounmpo C Kevin Love F Derrick Favors SG Kris Dunn SF Justin Holiday G Dwyane Wade UTIL Tyler Johnson PG Tim Frazier",NA,"Denzel Valentine","UTIL","33.86%",24.5
6,936266311,"chrisn671 (3/20)",0,310,"SF Devin Booker SG Jimmy Butler PF Otto Porter F Will Barton C Derrick Favors G Justin Holiday PG Dwyane Wade UTIL Tyus Jones",NA,"Nikola Jokic","C","31.79%",27
7,936328199,"Callowhill1 (16/20)",0,307.5,"SF LeBron James F T.J. Warren PF Kevin Love UTIL Otto Porter SG Justin Holiday C Marcin Gortat PG Tyus Jones G Frank Mason III",NA,"Eric Bledsoe","PG","31.57%",42.25
8,936530466,"Blackghosts",0,306,"SF LeBron James C Kevin Love UTIL Otto Porter G Justin Holiday SG Dwyane Wade PF Willie Cauley-Stein PG Jerian Grant F Alex Len",NA,"LeBron James","PF","29.93%",58
9,936604819,"4daughers",0,305,"PF LeBron James SF Giannis Antetokounmpo PG Kris Dunn UTIL John Henson F Alex Len G Tyler Ulis SG Tyus Jones C Skal Labissiere",NA,"Otto Porter","UTIL","29.07%",33.5
10,936441091,"Proise",0,304.5,"SG Devin Booker PF Kevin Love SF Will Barton C Derrick Favors G Dion Waiters PG Kris Dunn F Zach Randolph UTIL Kelly Oubre Jr.",NA,"Kevin Love","PF","22.15%",56.75
11,936157919,"ahitspat (2/20)",0,303.5,"PF T.J. Warren UTIL Kevin Love F Otto Porter SG Will Barton PG Kris Dunn C Taj Gibson SF Justin Holiday G Ricky Rubio",NA,"Joe Ingles","G","22.05%",18
12,936612646,"bigdogggxr6",0,302.5,"SF Giannis Antetokounmpo C Kevin Love PG Eric Bledsoe PF Otto Porter SG Kris Dunn G Ricky Rubio F J.R. Smith UTIL Ekpe Udoh",NA,"Kenneth Faried","F","21.85%",20
13,936467558,"dinosgorawr",0,301,"UTIL Karl-Anthony Towns PF Kevin Love SG Eric Bledsoe SF Otto Porter F James Johnson G Justin Holiday C Marcin Gortat PG Tyus Jones",NA,"Gary Harris","G","19.88%",26.25
