"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,937836558,"coacht2212",0,324,"C Draymond Green UTIL Jordan Clarkson SG Kentavious Caldwell-Pope F Brandon Ingram SF Harrison Barnes PF LaMarcus Aldridge G Tyreke Evans PG Kyle Anderson",NA,"Harrison Barnes","SF","69.39%",39.5
2,937465888,"BBWC_10",0,316.5,"PG Stephen Curry G Jordan Clarkson SG Brandon Ingram C Dwight Powell SF Harrison Barnes PF LaMarcus Aldridge UTIL Tyreke Evans F Kyle Anderson",NA,"LaMarcus Aldridge","PF","54.42%",53
3,937826614,"treybrooks11",0,312.75,"UTIL Zaza Pachulia SG Klay Thompson PF Draymond Green G Brandon Ingram PG Lonzo Ball F Trevor Booker SF Harrison Barnes C LaMarcus Aldridge",NA,"Tyreke Evans","UTIL","48.61%",32.75
4,937123163,"B_Hughes94",0,312,"C Draymond Green PG Jordan Clarkson SG Brandon Ingram UTIL Lonzo Ball F Dirk Nowitzki G Spencer Dinwiddie PF LaMarcus Aldridge SF Kyle Anderson",NA,"Dennis Smith Jr.","SG","39.36%",16
5,937329580,"McGurk13",0,309.5,"C Draymond Green SG Brandon Ingram G Lonzo Ball UTIL J.J. Barea F DeMarre Carroll SF Harrison Barnes PF LaMarcus Aldridge PG Kyle Anderson",NA,"Marc Gasol","C","38.02%",27
6,937426106,"gfay63 (8/20)",0,309.25,"PF Kevin Durant PG Jordan Clarkson SG Kentavious Caldwell-Pope UTIL Larry Nance Jr. G Brandon Ingram SF Harrison Barnes C LaMarcus Aldridge F JaMychal Green",NA,"Stephen Curry","PG","37.17%",43.75
7,937453927,"PowerTron (9/20)",0,307.5,"UTIL Jordan Clarkson SG Brandon Ingram F Trevor Booker SF Harrison Barnes PG Spencer Dinwiddie G Caris LeVert PF LaMarcus Aldridge C Marc Gasol",NA,"Spencer Dinwiddie","PG","36.92%",34.25
8,937845710,"ZEUSMAN1711 (2/2)",0,306.25,"SG Klay Thompson F Draymond Green UTIL Jordan Clarkson PF Julius Randle G Brandon Ingram PG Lonzo Ball C LaMarcus Aldridge SF Danny Green",NA,"Klay Thompson","SG","31.20%",28.75
9,937191874,"chefcurry68 (4/20)",0,305.75,"UTIL Kevin Durant F Draymond Green G Brandon Ingram SG Wesley Matthews SF Harrison Barnes C LaMarcus Aldridge PG Patty Mills PF JaMychal Green",NA,"Draymond Green","F","29.86%",50.25
10,937199841,"deridk (1/2)",0,303,"C Zaza Pachulia SG Klay Thompson UTIL Draymond Green G Brandon Ingram F Harrison Barnes PF LaMarcus Aldridge SF Tyreke Evans PG Kyle Anderson",NA,"Kyle Anderson","G","29.35%",25.5
11,937815868,"sbolt22 (2/2)",0,302.25,"G Klay Thompson UTIL Draymond Green SG Jordan Clarkson SF Brandon Ingram PG J.J. Barea PF Dwight Powell F LaMarcus Aldridge C Marc Gasol",NA,"Trevor Booker","C","27.25%",31.5
12,937786604,"cly88",0,301.5,"PG Stephen Curry C Draymond Green UTIL Jordan Clarkson G Kentavious Caldwell-Pope F Trevor Booker PF Harrison Barnes SG Caris LeVert SF Tyreke Evans",NA,"Dirk Nowitzki","PF","27.17%",21.25
12,937816157,"dtrain0209 (2/2)",0,301.5,"C Draymond Green UTIL Kentavious Caldwell-Pope SF Brandon Ingram F Harrison Barnes PG Spencer Dinwiddie PF LaMarcus Aldridge SG Danny Green G Kyle Anderson",NA,"Wesley Matthews","SF","23.63%",15.25
14,937817406,"ASIANYOSHI1104",0,300.5,"F Andre Iguodala UTIL Klay Thompson PF Draymond Green SG Brandon Ingram PG Lonzo Ball SF Harrison Barnes C LaMarcus Aldridge G Patty Mills",NA,"Kentavious Caldwell-Pope","G","22.54%",31.75
15,937069073,"matthewbeck23",0,300,"C Draymond Green UTIL Brandon Ingram PF Harrison Barnes SG Spencer Dinwiddie G Dennis Smith Jr. F LaMarcus Aldridge SF Tyreke Evans PG Andrew Harrison",NA,"Kevin Durant","UTIL","22.54%",47.75
