"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","ValueWR"
"WR","Larry Fitzgerald (0000000)","Larry Fitzgerald",0,6900,"Ari@Buf 00:00PM ET","Ari","Larry","Fitzgerald","Buf",18.99,16.2,1,0.27027027027027,0
"WR","Eric Decker (0000000)","Eric Decker",0,6900,"NYJ@KC 00:00PM ET","NYJ","Eric","Decker","KC",15.75,14.3,2,0.205479452054795,0
"WR","T.Y. Hilton (0000000)","T.Y. Hilton",0,6800,"SD@Ind 00:00PM ET","Ind","T.Y.","Hilton","SD",19.22,19.3,1,0.284090909090909,0
"TE","Rob Gronkowski (0000000)","Rob Gronkowski",0,6800,"Hou@NE 00:00PM ET","NE","Rob","Gronkowski","Hou",13.2,13.4,10,0,0
"QB","Matthew Stafford (0000000)","Matthew Stafford",0,6800,"Det@GB 00:00PM ET","Det","Matthew","Stafford","GB",19.08,17.8,0,0,0
"RB","Adrian Peterson (0000000)","Adrian Peterson",0,6700,"Min@Car 00:00PM ET","Min","Adrian","Peterson","Car",0,0,5,0.0757575757575758,0
"QB","Philip Rivers (0000000)","Philip Rivers",0,6700,"SD@Ind 00:00PM ET","SD","Philip","Rivers","Ind",19.37,20,0,0,0
"WR","Donte Moncrief (0000000)","Donte Moncrief",0,6700,"SD@Ind 00:00PM ET","Ind","Donte","Moncrief","SD",0,0,3,0.113636363636364,0
"WR","Jarvis Landry (0000000)","Jarvis Landry",0,6600,"Cle@Mia 00:00PM ET","Mia","Jarvis","Landry","Cle",18.74,19,1,0.319444444444444,0
"WR","Willie Snead (0000000)","Willie Snead",0,6500,"Atl@NO 00:00PM ET","NO","Willie","Snead","Atl",17.13,0,2,0.195402298850575,0
"TE","Jordan Reed (0000000)","Jordan Reed",0,6500,"Was@NYG 00:00PM ET","Was","Jordan","Reed","NYG",19.94,15.9,1,0.197674418604651,0
"RB","LeSean McCoy (0000000)","LeSean McCoy",0,6500,"Ari@Buf 00:00PM ET","Buf","LeSean","McCoy","Ari",15.37,15.5,3,0.173076923076923,0
"QB","Blake Bortles (0000000)","Blake Bortles",0,6500,"Bal@Jax 00:00PM ET","Jax","Blake","Bortles","Bal",19.97,19.9,0,0,0
"WR","Demaryius Thomas (0000000)","Demaryius Thomas",0,6400,"Den@Cin 00:00PM ET","Den","Demaryius","Thomas","Cin",12.92,14.8,1,0.266666666666667,0
"WR","Julian Edelman (0000000)","Julian Edelman",0,6400,"Hou@NE 00:00PM ET","NE","Julian","Edelman","Hou",13.96,12.8,1,0.256756756756757,0
"QB","Kirk Cousins (0000000)","Kirk Cousins",0,6400,"Was@NYG 00:00PM ET","Was","Kirk","Cousins","NYG",17.69,20.1,0,0,0
"RB","DeMarco Murray (0000000)","DeMarco Murray",0,6300,"Oak@Ten 00:00PM ET","Ten","DeMarco","Murray","Oak",15.85,14.6,2,0.186666666666667,0
"WR","Doug Baldwin (0000000)","Doug Baldwin",0,6300,"SF@Sea 00:00PM ET","Sea","Doug","Baldwin","SF",17.26,17.5,1,0.228915662650602,0
"QB","Ryan Tannehill (0000000)","Ryan Tannehill",0,6200,"Cle@Mia 00:00PM ET","Mia","Ryan","Tannehill","Cle",19.39,21.3,0,0,0
"WR","Marvin Jones (0000000)","Marvin Jones",0,6200,"Det@GB 00:00PM ET","Det","Marvin","Jones","GB",15.77,18.4,1,0.27710843373494,0
"RB","Eddie Lacy (0000000)","Eddie Lacy",0,6100,"Det@GB 00:00PM ET","GB","Eddie","Lacy","Det",13.21,13.3,6,0.038961038961039,0
"WR","Sammy Watkins (0000000)","Sammy Watkins",0,6100,"Ari@Buf 00:00PM ET","Buf","Sammy","Watkins","Ari",0,0,1,0.192307692307692,0
"QB","Joe Flacco (0000000)","Joe Flacco",0,6100,"Bal@Jax 00:00PM ET","Bal","Joe","Flacco","Jax",17.63,18.2,0,0,0
"WR","Emmanuel Sanders (0000000)","Emmanuel Sanders",0,6000,"Den@Cin 00:00PM ET","Den","Emmanuel","Sanders","Cin",12.48,12.2,2,0.233333333333333,0
"WR","Michael Crabtree (0000000)","Michael Crabtree",0,6000,"Oak@Ten 00:00PM ET","Oak","Michael","Crabtree","Ten",14.09,14.4,2,0.172413793103448,0
"QB","Tony Romo (0000000)","Tony Romo",0,6000,"Chi@Dal 00:00PM ET","Dal","Tony","Romo","Chi",0,0,0,0,0
"QB","Jameis Winston (0000000)","Jameis Winston",0,6000,"LA@TB 00:00PM ET","TB","Jameis","Winston","LA",18.3,18.2,0,0,0
"QB","Brock Osweiler (0000000)","Brock Osweiler",0,6000,"Hou@NE 00:00PM ET","Hou","Brock","Osweiler","NE",16.24,16.8,0,0,0
"WR","Jeremy Maclin (0000000)","Jeremy Maclin",0,6000,"NYJ@KC 00:00PM ET","KC","Jeremy","Maclin","NYJ",14.78,14.9,1,0.265060240963855,0
"QB","Ryan Fitzpatrick (0000000)","Ryan Fitzpatrick",0,5900,"NYJ@KC 00:00PM ET","NYJ","Ryan","Fitzpatrick","KC",16.42,18.5,0,0,0
"WR","Golden Tate (0000000)","Golden Tate",0,5900,"Det@GB 00:00PM ET","Det","Golden","Tate","GB",12.48,13.4,2,0.228915662650602,0
"RB","Mark Ingram (0000000)","Mark Ingram",0,5900,"Atl@NO 00:00PM ET","NO","Mark","Ingram","Atl",15.31,17.4,6,0.0804597701149425,0
"WR","DeSean Jackson (0000000)","DeSean Jackson",0,5900,"Was@NYG 00:00PM ET","Was","DeSean","Jackson","NYG",13.85,13,1,0.197674418604651,0
"QB","Marcus Mariota (0000000)","Marcus Mariota",0,5900,"Oak@Ten 00:00PM ET","Ten","Marcus","Mariota","Oak",18.45,17.2,0,0,0
"QB","Alex Smith (0000000)","Alex Smith",0,5800,"NYJ@KC 00:00PM ET","KC","Alex","Smith","NYJ",16.38,15.5,9,0.0120481927710843,0
"QB","Tyrod Taylor (0000000)","Tyrod Taylor",0,5800,"Ari@Buf 00:00PM ET","Buf","Tyrod","Taylor","Ari",16.86,16.8,0,0,0
"RB","Ryan Mathews (0000000)","Ryan Mathews",0,5800,"Pit@Phi 00:00PM ET","Phi","Ryan","Mathews","Pit",12.4,11.5,8,0.0144927536231884,0
"RB","Devonta Freeman (0000000)","Devonta Freeman",0,5800,"Atl@NO 00:00PM ET","Atl","Devonta","Freeman","NO",12.95,15.7,6,0.0555555555555556,0
"WR","Michael Floyd (0000000)","Michael Floyd",0,5800,"Ari@Buf 00:00PM ET","Ari","Michael","Floyd","Buf",13.31,12,2,0.189189189189189,0
"TE","Greg Olsen (0000000)","Greg Olsen",0,5800,"Min@Car 00:00PM ET","Car","Greg","Olsen","Min",15.99,13.1,2,0.243243243243243,0
"RB","Melvin Gordon (0000000)","Melvin Gordon",0,5800,"SD@Ind 00:00PM ET","SD","Melvin","Gordon","Ind",17.72,16.8,7,0.0454545454545455,0
"RB","Doug Martin (0000000)","Doug Martin",0,5700,"LA@TB 00:00PM ET","TB","Doug","Martin","LA",0,0,6,0.0632911392405063,0
"RB","Spencer Ware (0000000)","Spencer Ware",0,5700,"NYJ@KC 00:00PM ET","KC","Spencer","Ware","NYJ",12.84,11.1,3,0.132530120481928,0
"QB","Dak Prescott (0000000)","Dak Prescott",0,5700,"Chi@Dal 00:00PM ET","Dal","Dak","Prescott","Chi",17.62,17.7,0,0,0
"RB","Latavius Murray (0000000)","Latavius Murray",0,5700,"Oak@Ten 00:00PM ET","Oak","Latavius","Murray","Ten",15.52,12.4,5,0.0919540229885057,0
"QB","Andy Dalton (0000000)","Andy Dalton",0,5700,"Den@Cin 00:00PM ET","Cin","Andy","Dalton","Den",18.06,16.2,0,0,0
"WR","Mohamed Sanu (0000000)","Mohamed Sanu",0,5700,"Atl@NO 00:00PM ET","Atl","Mohamed","Sanu","NO",14.09,11.8,2,0.194444444444444,0
"QB","Josh McCown (0000000)","Josh McCown",0,5600,"Cle@Mia 00:00PM ET","Cle","Josh","McCown","Mia",0,0,0,0,0
"RB","Jamaal Charles (0000000)","Jamaal Charles",0,5600,"NYJ@KC 00:00PM ET","KC","Jamaal","Charles","NYJ",0,9.1,11,0,0
"QB","Jay Cutler (0000000)","Jay Cutler",0,5600,"Chi@Dal 00:00PM ET","Chi","Jay","Cutler","Dal",0,0,0,0,0
"QB","Jimmy Garoppolo (0000000)","Jimmy Garoppolo",0,5600,"Hou@NE 00:00PM ET","NE","Jimmy","Garoppolo","Hou",0,0,8,0.0135135135135135,0
"RB","T.J. Yeldon (0000000)","T.J. Yeldon",0,5600,"Bal@Jax 00:00PM ET","Jax","T.J.","Yeldon","Bal",11.48,9.7,2,0.181818181818182,0
"RB","Thomas Rawls (0000000)","Thomas Rawls",0,5500,"SF@Sea 00:00PM ET","Sea","Thomas","Rawls","SF",0,0,6,0.072289156626506,0
"RB","Arian Foster (0000000)","Arian Foster",0,5500,"Cle@Mia 00:00PM ET","Mia","Arian","Foster","Cle",0,0,5,0.0694444444444444,0
"WR","Sterling Shepard (0000000)","Sterling Shepard",0,5500,"Was@NYG 00:00PM ET","NYG","Sterling","Shepard","Was",14.79,12,2,0.164383561643836,0
"QB","Carson Wentz (0000000)","Carson Wentz",0,5500,"Pit@Phi 00:00PM ET","Phi","Carson","Wentz","Pit",17.23,16.6,0,0,0
"RB","Danny Woodhead (0000000)","Danny Woodhead",0,5400,"SD@Ind 00:00PM ET","SD","Danny","Woodhead","Ind",0,0,3,0.136363636363636,0
"WR","Corey Coleman (0000000)","Corey Coleman",0,5300,"Cle@Mia 00:00PM ET","Cle","Corey","Coleman","Mia",0,0,2,0.2,0
"QB","Sam Bradford (0000000)","Sam Bradford",0,5300,"Min@Car 00:00PM ET","Min","Sam","Bradford","Car",15.09,13.3,9,0,0
"RB","Jeremy Langford (0000000)","Jeremy Langford",0,5200,"Chi@Dal 00:00PM ET","Chi","Jeremy","Langford","Dal",11.41,13.6,5,0.11864406779661,0
"WR","Allen Hurns (0000000)","Allen Hurns",0,5200,"Bal@Jax 00:00PM ET","Jax","Allen","Hurns","Bal",12.82,12.4,3,0.170454545454545,0
"WR","Travis Benjamin (0000000)","Travis Benjamin",0,5200,"SD@Ind 00:00PM ET","SD","Travis","Benjamin","Ind",15.51,17.6,1,0.227272727272727,0
"RB","Rashad Jennings (0000000)","Rashad Jennings",0,5100,"Was@NYG 00:00PM ET","NYG","Rashad","Jennings","Was",0,0,7,0.0547945205479452,0
"QB","Trevor Siemian (0000000)","Trevor Siemian",0,5100,"Den@Cin 00:00PM ET","Den","Trevor","Siemian","Cin",11.23,11.1,0,0,0
"WR","Stefon Diggs (0000000)","Stefon Diggs",0,5100,"Min@Car 00:00PM ET","Min","Stefon","Diggs","Car",16.24,15.7,1,0.318181818181818,0
"QB","Tom Savage (0000000)","Tom Savage",0,5000,"Hou@NE 00:00PM ET","Hou","Tom","Savage","NE",0,0,0,0,0
"QB","Jacoby Brissett (0000000)","Jacoby Brissett",0,5000,"Hou@NE 00:00PM ET","NE","Jacoby","Brissett","Hou",16.02,16,0,0,0
"QB","Drew Stanton (0000000)","Drew Stanton",0,5000,"Ari@Buf 00:00PM ET","Ari","Drew","Stanton","Buf",0,0,0,0,0
"QB","EJ Manuel (0000000)","EJ Manuel",0,5000,"Ari@Buf 00:00PM ET","Buf","EJ","Manuel","Ari",0,0,0,0,0
"QB","Cardale Jones (0000000)","Cardale Jones",0,5000,"Ari@Buf 00:00PM ET","Buf","Cardale","Jones","Ari",0,0,0,0,0
"QB","Matt Cassel (0000000)","Matt Cassel",0,5000,"Oak@Ten 00:00PM ET","Ten","Matt","Cassel","Oak",0,0,0,0,0
"QB","Matt McGloin (0000000)","Matt McGloin",0,5000,"Oak@Ten 00:00PM ET","Oak","Matt","McGloin","Ten",0,0,0,0,0
"QB","Connor Cook (0000000)","Connor Cook",0,5000,"Oak@Ten 00:00PM ET","Oak","Connor","Cook","Ten",0,0,0,0,0
"TE","Delanie Walker (0000000)","Delanie Walker",0,5000,"Oak@Ten 00:00PM ET","Ten","Delanie","Walker","Oak",0,0,3,0.146666666666667,0
"QB","Josh Johnson (0000000)","Josh Johnson",0,5000,"Was@NYG 00:00PM ET","NYG","Josh","Johnson","Was",0,0,0,0,0
"QB","Colt McCoy (0000000)","Colt McCoy",0,5000,"Was@NYG 00:00PM ET","Was","Colt","McCoy","NYG",0,0,0,0,0
"QB","Ryan Nassib (0000000)","Ryan Nassib",0,5000,"Was@NYG 00:00PM ET","NYG","Ryan","Nassib","Was",0,0,0,0,0
"QB","Nate Sudfeld (0000000)","Nate Sudfeld",0,5000,"Was@NYG 00:00PM ET","Was","Nate","Sudfeld","NYG",0,0,0,0,0
"QB","Matt Moore (0000000)","Matt Moore",0,5000,"Cle@Mia 00:00PM ET","Mia","Matt","Moore","Cle",0,0,0,0,0
"QB","Cody Kessler (0000000)","Cody Kessler",0,5000,"Cle@Mia 00:00PM ET","Cle","Cody","Kessler","Mia",11.67,14.4,0,0,0
"QB","Chad Henne (0000000)","Chad Henne",0,5000,"Bal@Jax 00:00PM ET","Jax","Chad","Henne","Bal",0,0,0,0,0
"QB","Ryan Mallett (0000000)","Ryan Mallett",0,5000,"Bal@Jax 00:00PM ET","Bal","Ryan","Mallett","Jax",0,0,0,0,0
"QB","Brandon Allen (0000000)","Brandon Allen",0,5000,"Bal@Jax 00:00PM ET","Jax","Brandon","Allen","Bal",0,0,0,0,0
"WR","Mike Wallace (0000000)","Mike Wallace",0,5000,"Bal@Jax 00:00PM ET","Bal","Mike","Wallace","Jax",13.34,15.75,3,0.180555555555556,1
"QB","Dan Orlovsky (0000000)","Dan Orlovsky",0,5000,"Det@GB 00:00PM ET","Det","Dan","Orlovsky","GB",0,0,0,0,0
"QB","Brett Hundley (0000000)","Brett Hundley",0,5000,"Det@GB 00:00PM ET","GB","Brett","Hundley","Det",0,0,0,0,0
"QB","Joe Callahan (0000000)","Joe Callahan",0,5000,"Det@GB 00:00PM ET","GB","Joe","Callahan","Det",0,0,0,0,0
"QB","Austin Davis (0000000)","Austin Davis",0,5000,"Den@Cin 00:00PM ET","Den","Austin","Davis","Cin",0,0,0,0,0
"QB","AJ McCarron (0000000)","AJ McCarron",0,5000,"Den@Cin 00:00PM ET","Cin","AJ","McCarron","Den",0,0,0,0,0
"QB","Jeff Driskel (0000000)","Jeff Driskel",0,5000,"Den@Cin 00:00PM ET","Cin","Jeff","Driskel","Den",0,0,0,0,0
"QB","Paxton Lynch (0000000)","Paxton Lynch",0,5000,"Den@Cin 00:00PM ET","Den","Paxton","Lynch","Cin",0,0,0,0,0
"QB","Derek Anderson (0000000)","Derek Anderson",0,5000,"Min@Car 00:00PM ET","Car","Derek","Anderson","Min",0,0,0,0,0
"QB","Shaun Hill (0000000)","Shaun Hill",0,5000,"Min@Car 00:00PM ET","Min","Shaun","Hill","Car",0,0,0,0,0
"QB","Joe Webb (0000000)","Joe Webb",0,5000,"Min@Car 00:00PM ET","Car","Joe","Webb","Min",0,0,10,0,0
"QB","Case Keenum (0000000)","Case Keenum",0,5000,"LA@TB 00:00PM ET","LA","Case","Keenum","TB",11.39,13,0,0,0
"QB","Mike Glennon (0000000)","Mike Glennon",0,5000,"LA@TB 00:00PM ET","TB","Mike","Glennon","LA",0,0,0,0,0
"QB","Ryan Griffin (0000000)","Ryan Griffin",0,5000,"LA@TB 00:00PM ET","TB","Ryan","Griffin","LA",0,0,0,0,0
"QB","Sean Mannion (0000000)","Sean Mannion",0,5000,"LA@TB 00:00PM ET","LA","Sean","Mannion","TB",0,0,0,0,0
"QB","Jared Goff (0000000)","Jared Goff",0,5000,"LA@TB 00:00PM ET","LA","Jared","Goff","TB",0,0,0,0,0
"QB","Brandon Weeden (0000000)","Brandon Weeden",0,5000,"Hou@NE 00:00PM ET","Hou","Brandon","Weeden","NE",0,0,0,0,0
"QB","Christian Ponder (0000000)","Christian Ponder",0,5000,"SF@Sea 00:00PM ET","SF","Christian","Ponder","Sea",0,0,0,0,0
"QB","Blaine Gabbert (0000000)","Blaine Gabbert",0,5000,"SF@Sea 00:00PM ET","SF","Blaine","Gabbert","Sea",14.52,12.4,10,0.0136986301369863,0
"QB","Trevone Boykin (0000000)","Trevone Boykin",0,5000,"SF@Sea 00:00PM ET","Sea","Trevone","Boykin","SF",0,0,0,0,0
"RB","Christine Michael (0000000)","Christine Michael",0,5000,"SF@Sea 00:00PM ET","Sea","Christine","Michael","SF",16.12,15.6,5,0.0963855421686747,0
"QB","Nick Foles (0000000)","Nick Foles",0,5000,"NYJ@KC 00:00PM ET","KC","Nick","Foles","NYJ",0,0,0,0,0
"QB","Bryce Petty (0000000)","Bryce Petty",0,5000,"NYJ@KC 00:00PM ET","NYJ","Bryce","Petty","KC",0,0,0,0,0
"QB","Geno Smith (0000000)","Geno Smith",0,5000,"NYJ@KC 00:00PM ET","NYJ","Geno","Smith","KC",0,0,0,0,0
"QB","Tyler Bray (0000000)","Tyler Bray",0,5000,"NYJ@KC 00:00PM ET","KC","Tyler","Bray","NYJ",0,0,0,0,0
"QB","Christian Hackenberg (0000000)","Christian Hackenberg",0,5000,"NYJ@KC 00:00PM ET","NYJ","Christian","Hackenberg","KC",0,0,0,0,0
"QB","Kellen Clemens (0000000)","Kellen Clemens",0,5000,"SD@Ind 00:00PM ET","SD","Kellen","Clemens","Ind",0,0,0,0,0
"QB","Scott Tolzien (0000000)","Scott Tolzien",0,5000,"SD@Ind 00:00PM ET","Ind","Scott","Tolzien","SD",0,0,0,0,0
"RB","Frank Gore (0000000)","Frank Gore",0,5000,"SD@Ind 00:00PM ET","Ind","Frank","Gore","SD",11.92,12,6,0.102272727272727,0
"QB","Chase Daniel (0000000)","Chase Daniel",0,5000,"Pit@Phi 00:00PM ET","Phi","Chase","Daniel","Pit",0,0,0,0,0
"QB","Landry Jones (0000000)","Landry Jones",0,5000,"Pit@Phi 00:00PM ET","Pit","Landry","Jones","Phi",0,0,0,0,0
"QB","Zach Mettenberger (0000000)","Zach Mettenberger",0,5000,"Pit@Phi 00:00PM ET","Pit","Zach","Mettenberger","Phi",0,0,0,0,0
"QB","Brian Hoyer (0000000)","Brian Hoyer",0,5000,"Chi@Dal 00:00PM ET","Chi","Brian","Hoyer","Dal",14.01,16.8,0,0,0
"QB","Mark Sanchez (0000000)","Mark Sanchez",0,5000,"Chi@Dal 00:00PM ET","Dal","Mark","Sanchez","Chi",0,1.6,0,0,0
"QB","Matt Schaub (0000000)","Matt Schaub",0,5000,"Atl@NO 00:00PM ET","Atl","Matt","Schaub","NO",0,0,0,0,0
"QB","Luke McCown (0000000)","Luke McCown",0,5000,"Atl@NO 00:00PM ET","NO","Luke","McCown","Atl",0,0,0,0,0
"QB","Colin Kaepernick (0000000)","Colin Kaepernick",0,5000,"SF@Sea 00:00PM ET","SF","Colin","Kaepernick","Sea",0,1.1,0,0,0
"WR","DeVante Parker (0000000)","DeVante Parker",0,4900,"Cle@Mia 00:00PM ET","Mia","DeVante","Parker","Cle",12.78,21.15,2,0.180555555555556,1
"RB","Charles Sims (0000000)","Charles Sims",0,4900,"LA@TB 00:00PM ET","TB","Charles","Sims","LA",13.14,16,5,0.0886075949367089,0
"RB","Theo Riddick (0000000)","Theo Riddick",0,4900,"Det@GB 00:00PM ET","Det","Theo","Riddick","GB",14.37,13.9,5,0.120481927710843,0
"WR","John Brown (0000000)","John Brown",0,4800,"Ari@Buf 00:00PM ET","Ari","John","Brown","Buf",9.96,9.2,4,0.108108108108108,0
"RB","Jonathan Stewart (0000000)","Jonathan Stewart",0,4800,"Min@Car 00:00PM ET","Car","Jonathan","Stewart","Min",0,0,7,0.0540540540540541,0
"WR","Will Fuller (0000000)","Will Fuller",0,4800,"Hou@NE 00:00PM ET","Hou","Will","Fuller","NE",14.74,19.2,2,0.26865671641791,1
"WR","Quincy Enunwa (0000000)","Quincy Enunwa",0,4800,"NYJ@KC 00:00PM ET","NYJ","Quincy","Enunwa","KC",9.92,8.8,3,0.191780821917808,0
"WR","Victor Cruz (0000000)","Victor Cruz",0,4700,"Was@NYG 00:00PM ET","NYG","Victor","Cruz","Was",10.38,8.7,2,0.164383561643836,0
"TE","Martellus Bennett (0000000)","Martellus Bennett",0,4700,"Hou@NE 00:00PM ET","NE","Martellus","Bennett","Hou",7.19,7.2,2,0.162162162162162,0
"RB","Isaiah Crowell (0000000)","Isaiah Crowell",0,4700,"Cle@Mia 00:00PM ET","Cle","Isaiah","Crowell","Mia",10.5,13.1,6,0.0666666666666667,0
"WR","Tajae Sharpe (0000000)","Tajae Sharpe",0,4700,"Oak@Ten 00:00PM ET","Ten","Tajae","Sharpe","Oak",14.03,12.8,1,0.253333333333333,0
"TE","Travis Kelce (0000000)","Travis Kelce",0,4700,"NYJ@KC 00:00PM ET","KC","Travis","Kelce","NYJ",12.74,12.3,2,0.168674698795181,0
"WR","Markus Wheaton (0000000)","Markus Wheaton",0,4600,"Pit@Phi 00:00PM ET","Pit","Markus","Wheaton","Phi",10.26,9.5,10,0,0
"TE","Antonio Gates (0000000)","Antonio Gates",0,4600,"SD@Ind 00:00PM ET","SD","Antonio","Gates","Ind",0,0,3,0.136363636363636,0
"TE","Julius Thomas (0000000)","Julius Thomas",0,4600,"Bal@Jax 00:00PM ET","Jax","Julius","Thomas","Bal",12.85,9.5,4,0.147727272727273,0
"RB","Ameer Abdullah (0000000)","Ameer Abdullah",0,4600,"Det@GB 00:00PM ET","Det","Ameer","Abdullah","GB",0,0,6,0.0602409638554217,0
"RB","Tevin Coleman (0000000)","Tevin Coleman",0,4500,"Atl@NO 00:00PM ET","Atl","Tevin","Coleman","NO",10.4,12.4,4,0.111111111111111,0
"TE","Tyler Eifert (0000000)","Tyler Eifert",0,4500,"Den@Cin 00:00PM ET","Cin","Tyler","Eifert","Den",0,0,10,0,0
"RB","LeGarrette Blount (0000000)","LeGarrette Blount",0,4400,"Hou@NE 00:00PM ET","NE","LeGarrette","Blount","Hou",11.69,12.8,10,0,0
"RB","Carlos Hyde (0000000)","Carlos Hyde",0,4400,"SF@Sea 00:00PM ET","SF","Carlos","Hyde","Sea",10.98,10.4,4,0.0821917808219178,0
"WR","Phillip Dorsett (0000000)","Phillip Dorsett",0,4400,"SD@Ind 00:00PM ET","Ind","Phillip","Dorsett","SD",12.56,11.9,3,0.113636363636364,0
