"player","salary","team","pos","opp","ceil","floor","fpts"
"Drew Brees","7600","NOS","QB","SDC","","","21.25"
"Philip Rivers","6900","SDC","QB","NOS","","","20.52"
"Jameis Winston","5400","TBB","QB","DEN","","","17.24"
"Trevor Siemian","5400","DEN","QB","TBB","","","14.62"
"Derek Carr","6700","OAK","QB","BAL","","","19.57"
"Joe Flacco","5900","BAL","QB","OAK","","","18.32"
"Dak Prescott","5700","DAL","QB","SFO","","","19.22"
"Blaine Gabbert","5000","SFO","QB","DAL","","","16.24"
"Case Keenum","5000","LAR","QB","ARI","","","10.67"
"Carson Palmer","6300","ARI","QB","LAR","","","19.68"
"Sam Bradford","5100","MIN","QB","NYG","","","16.34"
"Eli Manning","6100","NYG","QB","MIN","","","16.71"
"Alex Smith","5600","KCC","QB","PIT","","","16.93"
"Ben Roethlisberger","7100","PIT","QB","KCC","","","20.96"
"Kirk Cousins","6500","WAS","QB","CLE","","","19.5"
"Cody Kessler","5000","CLE","QB","WAS","","","12.6"
"Cam Newton","7800","CAR","QB","ATL","","","23.46"
"Matt Ryan","7000","ATL","QB","CAR","","","18.75"
"Blake Bortles","6400","JAC","QB","IND","","","19.81"
"Andrew Luck","7400","IND","QB","JAC","","","24.05"
"Ryan Tannehill","5800","MIA","QB","CIN","","","18.51"
"Andy Dalton","6100","CIN","QB","MIA","","","18.9"
"Marcus Mariota","5500","TEN","QB","HOU","","","15.42"
"Brock Osweiler","5800","HOU","QB","TEN","","","16.49"
"Tyrod Taylor","5400","BUF","QB","NEP","","","17.4"
"Jacoby Brissett","5100","NEP","QB","BUF","","","15.42"
"Brian Hoyer","5000","CHI","QB","DET","","","14.08"
"Matthew Stafford","7300","DET","QB","CHI","","","20.31"
"Russell Wilson","6600","SEA","QB","NYJ","","","19.22"
"Ryan Fitzpatrick","5300","NYJ","QB","SEA","","","15.36"
"Mark Ingram","5900","NOS","RB","SDC","","","15.99"
"Brandon Myers","2500","TBB","TE","DEN","","","1.9"
"Tim Hightower","3300","NOS","RB","SDC","","","3.1"
"Brandin Cooks","7400","NOS","WR","SDC","","","18.28"
"Michael Thomas","3800","NOS","WR","SDC","","","9.04"
"Willie Snead","6600","NOS","WR","SDC","","","14.4"
"Cameron Brate","2800","TBB","TE","DEN","","","10.34"
