"player","salary","team","pos","opp","ceil","floor","fpts"
"Russell Wilson",7400,"SEA","QB","WAS",32.1175,12.1825,22.15
"Kirk Cousins",5700,"WAS","QB","SEA",24.099,9.141,16.62
"Drew Stanton",4800,"ARI","QB","SFO",19.343,7.337,13.34
"C.J. Beathard",4900,"SFO","QB","ARI",22.6098,6.0102,14.31
"Brock Osweiler",4500,"DEN","QB","PHI",23.1415,6.7185,14.93
"Dak Prescott",6700,"DAL","QB","KCC",29.8944,11.6256,20.76
"Alex Smith",6500,"KCC","QB","DAL",29.7395,11.2805,20.51
"Matthew Stafford",6500,"DET","QB","GBP",27.027,10.773,18.9
"Brett Hundley",5400,"GBP","QB","DET",25.6496,5.6304,15.64
"Jay Cutler",5100,"MIA","QB","OAK",22.5848,7.9352,15.26
"Derek Carr",6700,"OAK","QB","MIA",28.6229,9.7971,19.21
"Matthew Moore",4700,"MIA","QB","OAK",20.511,5.289,12.9
"Carson Wentz",6100,"PHI","QB","DEN",29.2744,10.2856,19.78
"Matt Ryan",6200,"ATL","QB","CAR",23.7992,9.7208,16.76
"Joe Flacco",4600,"BAL","QB","TEN",19.2428,7.1172,13.18
"Marcus Mariota",6000,"TEN","QB","BAL",21.6383,7.0217,14.33
"Drew Brees",7000,"NOS","QB","TBB",29.8812,10.4988,20.19
"Jameis Winston",5800,"TBB","QB","NOS",24.8358,10.1442,17.49
"Josh McCown",5500,"NYJ","QB","BUF",22.1823,7.9977,15.09
"Jared Goff",5500,"LAR","QB","NYG",23.5752,7.4448,15.51
"Eli Manning",4800,"NYG","QB","LAR",22.194,10.686,16.44
"Tom Savage",4600,"HOU","QB","IND",22.8152,6.0648,14.44
"Cam Newton",6300,"CAR","QB","ATL",30.384,11.816,21.1
"Jacoby Brissett",5200,"IND","QB","HOU",23.2272,9.0328,16.13
"Blake Bortles",4700,"JAC","QB","CIN",23.16,7.72,15.44
"Andy Dalton",5000,"CIN","QB","JAC",21.5072,8.5728,15.04
"Tyrod Taylor",5900,"BUF","QB","NYJ",25.636,9.724,17.68
"Larry Fitzgerald",5400,"ARI","WR","SFO",20.646,5.994,13.32
"Elijhaa Penny",3000,"ARI","RB","SFO",0.693,0.147,0.42
"John Brown",4000,"ARI","WR","SFO",16.4384,2.2416,9.34
"Jaron Brown",3700,"ARI","WR","SFO",12.576,3.144,7.86
"Jermaine Gresham",2500,"ARI","TE","SFO",8.6112,2.4288,5.52
"J.J. Nelson",3300,"ARI","WR","SFO",11.1628,1.8172,6.49
"Kerwynn Williams",3600,"ARI","RB","SFO",1.19,0.21,0.7
"Andre Ellington",3800,"ARI","RB","SFO",14.8,3.7,9.25
"Trent Taylor",3000,"SFO","WR","ARI",11.3615,3.2985,7.33
"Marquise Goodwin",3800,"SFO","WR","ARI",18.8428,4.2772,11.56
"Aldrick Robinson",4000,"SFO","WR","ARI",20.709,0.531,10.62
"George Kittle",3200,"SFO","TE","ARI",12.245,3.555,7.9
"Adrian Peterson",5900,"ARI","RB","SFO",22.083,3.897,12.99
"Garrett Celek",2500,"SFO","TE","ARI",3.173,0.167,1.67
"Troy Niklas",2500,"ARI","TE","SFO",1.4935,0.5665,1.03
"Victor Bolden",3000,"SFO","WR","ARI",4.464,1.296,2.88
"Robert Kelley",3700,"WAS","RB","SEA",13.2748,3.9652,8.62
"Luke Willson",2500,"SEA","TE","WAS",5.225,0.275,2.75
"Chris Thompson",6100,"WAS","RB","SEA",27.744,6.936,17.34
"Samaje Perine",3600,"WAS","RB","SEA",1.9344,0.5456,1.24
"Terrelle Pryor",4100,"WAS","WR","SEA",13.3485,2.8315,8.09
"Josh Doctson",4400,"WAS","WR","SEA",20.2566,2.0034,11.13
"Jimmy Graham",5700,"SEA","TE","WAS",24.6862,7.3738,16.03
"Tanner McEvoy",3000,"SEA","WR","WAS",2.262,0.058,1.16
"Thomas Rawls",3400,"SEA","RB","WAS",11.373,2.007,6.69
"Eddie Lacy",3500,"SEA","RB","WAS",8.2732,2.9068,5.59
"J.D. McKissic",3300,"SEA","RB","WAS",13.6242,2.0358,7.83
"Doug Baldwin",6400,"SEA","WR","WAS",29.3216,8.7584,19.04
"Paul Richardson",5200,"SEA","WR","WAS",16.3856,5.1744,10.78
"Tyler Lockett",4900,"SEA","WR","WAS",20.0233,3.9567,11.99
"Kyle Juszczyk",3000,"SFO","RB","ARI",3.859,0.681,2.27
"Matt Breida",4200,"SFO","RB","ARI",9.435,3.145,6.29
"Nelson Agholor",4800,"PHI","WR","DEN",17.986,3.174,10.58
"Alshon Jeffery",5300,"PHI","WR","DEN",24.6676,5.0524,14.86
"Torrey Smith",3300,"PHI","WR","DEN",10.7325,2.7675,6.75
"Mack Hollins",3000,"PHI","WR","DEN",3.776,0.944,2.36
"Brent Celek",2500,"PHI","TE","DEN",1.349,0.071,0.71
"Zach Ertz",6800,"PHI","TE","DEN",27.4907,7.5293,17.51
"Kenjon Barner",3100,"PHI","RB","DEN",3.1977,0.5423,1.87
"Corey Clement",3400,"PHI","RB","DEN",4.4814,1.3386,2.91
"Levine Toilolo",2500,"ATL","TE","CAR",3.477,0.183,1.83
"Austin Hooper",3700,"ATL","TE","CAR",11.951,0.969,6.46
"Cameron Artis-Payne",3000,"CAR","RB","ATL",1.926,0.214,1.07
"Jay Ajayi",5700,"PHI","RB","DEN",16.1259,5.8141,10.97
"LeGarrette Blount",4200,"PHI","RB","DEN",8.051,1.649,4.85
"Wendell Smallwood",3900,"PHI","RB","DEN",6.5709,2.2491,4.41
"Trey Burton",2500,"PHI","TE","DEN",2.108,0.612,1.36
"C.J. Anderson",4800,"DEN","RB","PHI",16.907,6.413,11.66
"AJ Derby",2900,"DEN","TE","PHI",9.1572,2.5828,5.87
"Virgil Green",2500,"DEN","TE","PHI",4.0506,1.1094,2.58
"Jeff Heuerman",2500,"DEN","TE","PHI",0.9086,0.2714,0.59
"Jordan Taylor",3000,"DEN","WR","PHI",1.7028,0.2772,0.99
"Carlos Hyde",5200,"SFO","RB","ARI",27.3337,7.4863,17.41
"Marcus Johnson",3000,"PHI","WR","DEN",2.88,0.72,1.8
"Isaiah McKenzie",3000,"DEN","WR","PHI",0.912,0.228,0.57
"Cody Latimer",3000,"DEN","WR","PHI",4.2658,1.2742,2.77
"Devontae Booker",3500,"DEN","RB","PHI",9.536,2.384,5.96
"Jamaal Charles",4100,"DEN","RB","PHI",10.0555,1.8445,5.95
"Demaryius Thomas",6000,"DEN","WR","PHI",24.428,7.092,15.76
"Emmanuel Sanders",5700,"DEN","WR","PHI",19.4864,6.1536,12.82
"Bennie Fowler",4000,"DEN","WR","PHI",8.0032,1.7568,4.88
"Ryan Grant",3500,"WAS","WR","SEA",14.2584,4.0216,9.14
"Vernon Davis",4100,"WAS","TE","SEA",26.391,1.389,13.89
"Ameer Abdullah",4100,"DET","RB","GBP",23.085,5.415,14.25
"Senorise Perry",3000,"MIA","RB","OAK",1.1534,0.3066,0.73
"Theo Riddick",4000,"DET","RB","GBP",14.5722,3.3078,8.94
"Zach Zenner",3800,"DET","RB","GBP",3.621,0.639,2.13
"Marvin Jones",6100,"DET","WR","GBP",20.1096,3.8304,11.97
"Golden Tate",6700,"DET","WR","GBP",25.1328,7.5072,16.32
"Kenyan Drake",4500,"MIA","RB","OAK",12.733,2.247,7.49
