"player","salary","team","pos","opp","ceil","floor","fpts"
"Arizona Cardinals",2600,"ARI","DST","SFO",NA,NA,9.1
"Washington Redskins",2400,"WAS","DST","SEA",NA,NA,7.19
"San Francisco 49ers",3200,"SFO","DST","ARI",NA,NA,7.14
"Denver Broncos",2600,"DEN","DST","PHI",NA,NA,8.27
"Philadelphia Eagles",3300,"PHI","DST","DEN",NA,NA,11.51
"Seattle Seahawks",3900,"SEA","DST","WAS",NA,NA,10.92
"Kansas City Chiefs",2500,"KCC","DST","DAL",NA,NA,7.26
"Detroit Lions",3100,"DET","DST","GBP",NA,NA,9.04
"Green Bay Packers",2900,"GBP","DST","DET",NA,NA,8.07
"Oakland Raiders",3300,"OAK","DST","MIA",NA,NA,8.32
"Miami Dolphins",2600,"MIA","DST","OAK",NA,NA,7.9
"Dallas Cowboys",2300,"DAL","DST","KCC",NA,NA,7.54
"Atlanta Falcons",2600,"ATL","DST","CAR",NA,NA,7.73
"Carolina Panthers",2700,"CAR","DST","ATL",NA,NA,8.73
"Baltimore Ravens",2900,"BAL","DST","TEN",NA,NA,10.05
"Tennessee Titans",3700,"TEN","DST","BAL",NA,NA,9.94
"Tampa Bay Buccaneers",2100,"TBB","DST","NOS",NA,NA,5.72
"New Orleans Saints",3400,"NOS","DST","TBB",NA,NA,9.84
"New York Jets",3200,"NYJ","DST","BUF",NA,NA,7.29
"Los Angeles Rams",3100,"LAR","DST","NYG",NA,NA,10.12
"New York Giants",3000,"NYG","DST","LAR",NA,NA,7.94
"Indianapolis Colts",2000,"IND","DST","HOU",NA,NA,3.86
"Houston Texans",3600,"HOU","DST","IND",NA,NA,10.86
"Jacksonville Jaguars",3800,"JAC","DST","CIN",NA,NA,12.11
"Cincinnati Bengals",2800,"CIN","DST","JAC",NA,NA,8.34
"Buffalo Bills",3100,"BUF","DST","NYJ",NA,NA,10.45
