"player","salary","team","pos","opp","ceil","floor","fpts"
"Kansas City Chiefs","2800","KCC","DST","OAK","","","7.12"
"Oakland Raiders","2600","OAK","DST","KCC","","","6.71"
"Tennessee Titans","3300","TEN","DST","CLE","","","10.14"
"Cleveland Browns","2600","CLE","DST","TEN","","","8.27"
"San Francisco 49ers","2300","SFO","DST","BUF","","","6.01"
"Buffalo Bills","3700","BUF","DST","SFO","","","10.92"
"Atlanta Falcons","2500","ATL","DST","SEA","","","6.12"
"Seattle Seahawks","3600","SEA","DST","ATL","","","9.46"
"New York Jets","2400","NYJ","DST","ARI","","","4.97"
"Arizona Cardinals","3800","ARI","DST","NYJ","","","12.06"
"Houston Texans","2900","HOU","DST","IND","","","8.39"
"Indianapolis Colts","2200","IND","DST","HOU","","","5.52"
"Dallas Cowboys","2400","DAL","DST","GBP","","","4.94"
"Green Bay Packers","2800","GBP","DST","DAL","","","8.38"
"Detroit Lions","3000","DET","DST","LAR","","","9.23"
"Los Angeles Rams","2900","LAR","DST","DET","","","7.82"
"Pittsburgh Steelers","3400","PIT","DST","MIA","","","8.34"
"Miami Dolphins","2500","MIA","DST","PIT","","","6.3"
"New England Patriots","3200","NEP","DST","CIN","","","10.03"
"Cincinnati Bengals","2500","CIN","DST","NEP","","","5.76"
"Denver Broncos","3700","DEN","DST","SDC","","","10.34"
"San Diego Chargers","2500","SDC","DST","DEN","","","6.08"
"Philadelphia Eagles","3100","PHI","DST","WAS","","","9.06"
"Washington Redskins","2700","WAS","DST","PHI","","","6.2"
"Carolina Panthers","2400","CAR","DST","NOS","","","7.43"
"New Orleans Saints","2000","NOS","DST","CAR","","","3.72"
"Chicago Bears","2300","CHI","DST","JAC","","","6.27"
"Jacksonville Jaguars","2700","JAC","DST","CHI","","","7.81"
"Baltimore Ravens","2600","BAL","DST","NYG","","","8.53"
"New York Giants","3000","NYG","DST","BAL","","","7.75"
