"player","salary","team","pos","opp","ceil","floor","fpts"
"Jameis Winston","5900","TBB","QB","SFO","24.1552","14.8048","19.48"
"Colin Kaepernick","5300","SFO","QB","TBB","23.1418","11.3982","17.27"
"Andy Dalton","6000","CIN","QB","CLE","24.6003","13.5397","19.07"
"Cody Kessler","5000","CLE","QB","CIN","18.3032","8.4168","13.36"
"Tyrod Taylor","5500","BUF","QB","MIA","22.4672","15.6128","19.04"
"Ryan Tannehill","5100","MIA","QB","BUF","20.1375","12.0825","16.11"
"Philip Rivers","6500","SDC","QB","ATL","21.5265","16.5735","19.05"
"Matt Ryan","7200","ATL","QB","SDC","25.1488","18.2112","21.68"
"Brock Osweiler","5100","HOU","QB","DEN","16.9548","6.9252","11.94"
"Trevor Siemian","5200","DEN","QB","HOU","22.4218","9.1582","15.79"
"Carson Palmer","5700","ARI","QB","SEA","24.6086","10.0514","17.33"
"Russell Wilson","6700","SEA","QB","ARI","27.1078","11.0722","19.09"
"Tom Brady","7900","NEP","QB","PIT","32.4702","19.0698","25.77"
"Landry Jones","5000","PIT","QB","NEP","16.6692","12.0708","14.37"
"Marcus Mariota","6000","TEN","QB","IND","25.3912","11.9488","18.67"
"Andrew Luck","7000","IND","QB","TEN","25.7355","14.1645","19.95"
"Sam Bradford","5100","MIN","QB","PHI","20.7672","9.7728","15.27"
"Carson Wentz","5200","PHI","QB","MIN","17.0404","13.1196","15.08"
"Case Keenum","5200","LAR","QB","NYG","18.6846","6.3954","12.54"
"Eli Manning","6100","NYG","QB","LAR","20.5314","15.4886","18.01"
"Brian Hoyer","5900","CHI","QB","GBP","24.38","18.02","21.2"
"Aaron Rodgers","7100","GBP","QB","CHI","25.527","12.573","19.05"
"Drew Brees","7400","NOS","QB","KCC","24.9031","13.1169","19.01"
"Alex Smith","6100","KCC","QB","NOS","23.5176","14.7224","19.12"
"Kirk Cousins","5900","WAS","QB","DET","21.7564","18.1636","19.96"
"Matthew Stafford","6400","DET","QB","WAS","23.58","15.72","19.65"
"Geno Smith","5000","NYJ","QB","BAL","","","13.59"
"Joe Flacco","5800","BAL","QB","NYJ","20.0448","17.0752","18.56"
"Derek Carr","6300","OAK","QB","JAC","23.4738","13.7862","18.63"
"Blake Bortles","6200","JAC","QB","OAK","23.4192","18.4008","20.91"
"Adam Humphries","3000","TBB","WR","SFO","14.136","4.104","9.12"
"Mike Evans","7800","TBB","WR","SFO","31.4109","9.6491","20.53"
"Cameron Brate","2900","TBB","TE","SFO","16.6648","5.8552","11.26"
"Shaun Draughn","3000","SFO","RB","TBB","12.173","0.987","6.58"
"Torrey Smith","3800","SFO","WR","TBB","14.688","1.632","8.16"
"Jacquizz Rodgers","4300","TBB","RB","SFO","29.74","0","14.87"
"Tyler Kroft","2500","CIN","TE","CLE","5.7","0","2.85"
"Brandon LaFell","3900","CIN","WR","CLE","18.0783","4.6617","11.37"
"A.J. Green","8600","CIN","WR","CLE","31.668","8.932","20.3"
"Tyler Boyd","3000","CIN","WR","CLE","12.996","4.104","8.55"
"James Wright","3000","CIN","WR","CLE","2.98","0","1.49"
"Tyler Eifert","4400","CIN","TE","CLE","13.5603","1.2597","7.41"
"Quinton Patton","3000","SFO","WR","TBB","11.1556","2.2044","6.68"
"Jeremy Kerley","4000","SFO","WR","TBB","18.802","4.998","11.9"
"Griff Whalen","3000","SDC","WR","ATL","3.62","0","1.81"
"Tyrell Williams","4400","SDC","WR","ATL","20.2216","4.8984","12.56"
"Antonio Gates","2900","SDC","TE","ATL","15.228","3.572","9.4"
"Hunter Henry","3600","SDC","TE","ATL","13.4439","8.4161","10.93"
"Devonta Freeman","5900","ATL","RB","SDC","20.13","10.37","15.25"
"Dontrelle Inman","3300","SDC","WR","ATL","15.8886","1.5714","8.73"
"Travis Benjamin","6100","SDC","WR","ATL","20.5674","4.2126","12.39"
"Garrett Celek","2500","SFO","TE","TBB","10.3008","1.5392","5.92"
"Vance McDonald","2500","SFO","TE","TBB","6.5884","0.6516","3.62"
"Mike Davis","3000","SFO","RB","TBB","","","7.27"
"Melvin Gordon","6400","SDC","RB","ATL","24.2784","9.4416","16.86"
"Dexter McCluster","3200","SDC","RB","ATL","4.7585","1.3815","3.07"
"Giovani Bernard","4800","CIN","RB","CLE","17.1504","6.6696","11.91"
"Jeremy Hill","4000","CIN","RB","CLE","18.6914","3.4286","11.06"
"Charles Clay","3000","BUF","TE","MIA","16.8462","6.0738","11.46"
"Walter Powell","3000","BUF","WR","MIA","7.871","1.389","4.63"
"Justin Hunter","3000","BUF","WR","MIA","18.8","0","9.4"
"Jay Ajayi","4500","MIA","RB","BUF","17.9424","2.2176","10.08"
"Arian Foster","4200","MIA","RB","BUF","14.7175","2.1025","8.41"
"Marquise Goodwin","3000","BUF","WR","MIA","17.22","2.46","9.84"
"Mike Gillislee","3000","BUF","RB","MIA","22.5792","4.3008","13.44"
"Andre Johnson","3100","TEN","WR","IND","11.0356","0.7044","5.87"
"Kendall Wright","3700","TEN","WR","IND","18.8743","2.9457","10.91"
"Rishard Matthews","3600","TEN","WR","IND","15.317","2.703","9.01"
"Delanie Walker","4900","TEN","TE","IND","22.0932","6.7868","14.44"
"Anthony Fasano","2500","TEN","TE","IND","2.76","0","1.38"
"Jarvis Landry","6800","MIA","WR","BUF","22.896","11.024","16.96"
"DeVante Parker","4500","MIA","WR","BUF","16.4106","3.8494","10.13"
"Andrew Hawkins","3000","CLE","WR","CIN","11.346","3.294","7.32"
"Terrelle Pryor","6200","CLE","WR","CIN","17.931","7.869","12.9"
"Ricardo Louis","3000","CLE","WR","CIN","9.765","3.255","6.51"
"Rashard Higgins","3000","CLE","WR","CIN","3.44","0","1.72"
"Gary Barnidge","3200","CLE","TE","CIN","16.6592","7.6608","12.16"
"Duke Johnson","3900","CLE","RB","CIN","14.9352","5.3848","10.16"
"Isaiah Crowell","4000","CLE","RB","CIN","17.8502","6.1098","11.98"
"Kenny Stills","3100","MIA","WR","BUF","10.832","2.708","6.77"
"Leonte Carroo","3000","MIA","WR","BUF","4.56","0","2.28"
"MarQueis Gray","2500","MIA","TE","BUF","5.609","2.291","3.95"
"LeSean McCoy","7600","BUF","RB","MIA","","","6.71"
"Tevin Coleman","4900","ATL","RB","SDC","17.0409","9.3791","13.21"
"Julio Jones","9200","ATL","WR","SDC","36.7505","10.6695","23.71"
"J.J. Nelson","3000","ARI","WR","SEA","","","2.74"
"Alex Collins","3000","SEA","RB","ARI","5.9696","0.5904","3.28"
"Lamar Miller","6000","HOU","RB","DEN","22.0565","6.4035","14.23"
"Alfred Blue","3000","HOU","RB","DEN","3.72","0","1.86"
"DeAndre Hopkins","6900","HOU","WR","DEN","20.672","6.528","13.6"
"Jermaine Gresham","2500","ARI","TE","SEA","2.66","0","1.33"
"Darren Fells","2500","ARI","TE","SEA","6.22","0","3.11"
"Andre Ellington","3000","ARI","RB","SEA","4.76","0","2.38"
"David Johnson","7400","ARI","RB","SEA","27.1722","12.2078","19.69"
"Larry Fitzgerald","7100","ARI","WR","SEA","24.6297","8.4303","16.53"
"Michael Floyd","3900","ARI","WR","SEA","17.8062","2.3138","10.06"
"Jaron Brown","3100","ARI","WR","SEA","10.4346","0.7254","5.58"
"Will Fuller","5700","HOU","WR","DEN","21.063","2.737","11.9"
"Braxton Miller","3000","HOU","WR","DEN","3.88","0","1.94"
"Bennie Fowler","3000","DEN","WR","HOU","2.5725","0.9275","1.75"
"Emmanuel Sanders","6600","DEN","WR","HOU","23.5872","9.1728","16.38"
"Jordan Norwood","3000","DEN","WR","HOU","5.22","0","2.61"
"Jeff Heuerman","2500","DEN","TE","HOU","4.26","0","2.13"
"Virgil Green","2700","DEN","TE","HOU","11.4372","2.6828","7.06"
"Demaryius Thomas","6300","DEN","WR","HOU","23.2831","6.3769","14.83"
"Devontae Booker","3700","DEN","RB","HOU","15.2208","2.8992","9.06"
"Jaelen Strong","3000","HOU","WR","DEN","10.18","0","5.09"
"C.J. Fiedorowicz","2500","HOU","TE","DEN","12.6586","2.5014","7.58"
