"player","salary","team","pos","opp","ceil","floor","fpts"
"Arizona Cardinals","3000","ARI","DST","NOS","","","7.34"
"San Francisco 49ers","2300","SFO","DST","ATL","","","4.28"
"Atlanta Falcons","3900","ATL","DST","SFO","","","8.93"
"New Orleans Saints","2400","NOS","DST","ARI","","","5.4"
"Houston Texans","3800","HOU","DST","JAC","","","9.16"
"Minnesota Vikings","3500","MIN","DST","IND","","","8.11"
"Jacksonville Jaguars","2600","JAC","DST","HOU","","","6.74"
"New England Patriots","2800","NEP","DST","DEN","","","6.12"
"Denver Broncos","3600","DEN","DST","NEP","","","7.24"
"Carolina Panthers","2900","CAR","DST","WAS","","","7.12"
"Washington Redskins","2600","WAS","DST","CAR","","","6.66"
"Cincinnati Bengals","2800","CIN","DST","PIT","","","6.55"
"Pittsburgh Steelers","2800","PIT","DST","CIN","","","5.78"
"Oakland Raiders","2700","OAK","DST","SDC","","","6.22"
"San Diego Chargers","2700","SDC","DST","OAK","","","7.56"
"Indianapolis Colts","2500","IND","DST","MIN","","","5.43"
"Chicago Bears","2400","CHI","DST","GBP","","","5.26"
"Philadelphia Eagles","2900","PHI","DST","BAL","","","6.23"
"Baltimore Ravens","3100","BAL","DST","PHI","","","9.16"
"Cleveland Browns","2200","CLE","DST","BUF","","","4.94"
"New York Jets","3300","NYJ","DST","MIA","","","7.52"
"Miami Dolphins","3200","MIA","DST","NYJ","","","8.27"
"Los Angeles Rams","2600","LAR","DST","SEA","","","5.6"
"Seattle Seahawks","4000","SEA","DST","LAR","","","11.44"
"Buffalo Bills","3700","BUF","DST","CLE","","","11.4"
"Detroit Lions","2600","DET","DST","NYG","","","5.35"
"Kansas City Chiefs","3400","KCC","DST","TEN","","","7.12"
"Green Bay Packers","3200","GBP","DST","CHI","","","7.1"
"Tennessee Titans","2700","TEN","DST","KCC","","","6.78"
"Dallas Cowboys","2700","DAL","DST","TBB","","","7.56"
"New York Giants","2900","NYG","DST","DET","","","8.8"
"Tampa Bay Buccaneers","2500","TBB","DST","DAL","","","5.23"
