"player","salary","team","pos","opp","ceil","floor","fpts"
"Dallas Cowboys","2700","DAL","DST","CIN","","","6.3"
"San Diego Chargers","2100","SDC","DST","OAK","","","6.74"
"Cincinnati Bengals","2800","CIN","DST","DAL","","","6.42"
"Denver Broncos","3800","DEN","DST","ATL","","","11.22"
"Detroit Lions","2500","DET","DST","PHI","","","7.49"
"Atlanta Falcons","2300","ATL","DST","DEN","","","6.52"
"Oakland Raiders","2400","OAK","DST","SDC","","","6.22"
"Buffalo Bills","3100","BUF","DST","LAR","","","9.2"
"Tampa Bay Buccaneers","2400","TBB","DST","CAR","","","4.72"
"Carolina Panthers","3300","CAR","DST","TBB","","","12.08"
"Green Bay Packers","3200","GBP","DST","NYG","","","8.91"
"New York Giants","2600","NYG","DST","GBP","","","5.99"
"Los Angeles Rams","3200","LAR","DST","BUF","","","9.58"
"Philadelphia Eagles","2900","PHI","DST","DET","","","9.22"
"Indianapolis Colts","2600","IND","DST","CHI","","","8.28"
"New England Patriots","3700","NEP","DST","CLE","","","10.43"
"Cleveland Browns","2200","CLE","DST","NEP","","","4.79"
"Pittsburgh Steelers","3500","PIT","DST","NYJ","","","9.88"
"New York Jets","2800","NYJ","DST","PIT","","","5.82"
"Arizona Cardinals","3700","ARI","DST","SFO","","","9.58"
"San Francisco 49ers","2600","SFO","DST","ARI","","","5.97"
"Tennessee Titans","2400","TEN","DST","MIA","","","6.96"
"Miami Dolphins","2900","MIA","DST","TEN","","","8.86"
"Baltimore Ravens","3000","BAL","DST","WAS","","","9.86"
"Chicago Bears","2200","CHI","DST","IND","","","4.85"
"Washington Redskins","2700","WAS","DST","BAL","","","5.25"
"Minnesota Vikings","3400","MIN","DST","HOU","","","13.18"
"Houston Texans","3000","HOU","DST","MIN","","","8.61"
