"player","salary","team","pos","opp","ceil","floor","fpts"
"Blaine Gabbert",4800,"ARI","QB","TEN",27.0197,7.4003,17.21
"Josh McCown",6000,"NYJ","QB","DEN",22.4322,8.0878,15.26
"Trevor Siemian",5100,"DEN","QB","NYJ",21.3219,7.2981,14.31
"Marcus Mariota",5800,"TEN","QB","ARI",28.322,4.998,16.66
"Kirk Cousins",5900,"WAS","QB","LAC",24.94,9.46,17.2
"Blake Bortles",5000,"JAC","QB","SEA",21.21,7.07,14.14
"Philip Rivers",6800,"LAC","QB","WAS",26.3884,9.2716,17.83
"Dak Prescott",5600,"DAL","QB","NYG",25.8336,10.0464,17.94
"Eli Manning",4800,"NYG","QB","DAL",19.305,9.295,14.3
"Tom Brady",7800,"NEP","QB","MIA",29.9135,11.3465,20.63
"Jay Cutler",5000,"MIA","QB","NEP",20.4388,7.1812,13.81
"Ben Roethlisberger",6300,"PIT","QB","BAL",24.5526,7.9674,16.26
"Joe Flacco",4700,"BAL","QB","PIT",17.7098,6.5502,12.13
"Carson Wentz",7100,"PHI","QB","LAR",29.082,10.218,19.65
"Jared Goff",6600,"LAR","QB","PHI",27.0864,8.5536,17.82
"Russell Wilson",6200,"SEA","QB","JAC",28.5505,10.8295,19.69
"Nathan Peterman",4400,"BUF","QB","IND",15.8355,4.8645,10.35
"Tom Savage",4800,"HOU","QB","SFO",22.1042,5.8758,13.99
"Case Keenum",6100,"MIN","QB","CAR",24.0786,8.6814,16.38
"Jimmy Garoppolo",5500,"SFO","QB","HOU",26.5815,5.6385,16.11
"Alex Smith",6500,"KCC","QB","OAK",29.261,11.099,20.18
"Matt Ryan",6400,"ATL","QB","NOS",26.2132,10.7068,18.46
"Derek Carr",6400,"OAK","QB","KCC",25.1512,8.6088,16.88
"Cam Newton",6200,"CAR","QB","MIN",24.1344,9.3856,16.76
"Mitchell Trubisky",4400,"CHI","QB","CIN",17.7625,6.7375,12.25
"Jameis Winston",5900,"TBB","QB","DET",25.0914,10.2486,17.67
"Jacoby Brissett",5000,"IND","QB","BUF",20.3904,7.9296,14.16
"Matthew Stafford",6300,"DET","QB","TBB",25.1823,10.0377,17.61
"DeShone Kizer",4900,"CLE","QB","GBP",22.4656,7.0944,14.78
"Andy Dalton",5400,"CIN","QB","CHI",21.9362,8.7438,15.34
"Brett Hundley",5700,"GBP","QB","CLE",25.0592,5.5008,15.28
"Drew Brees",6700,"NOS","QB","ATL",27.2616,9.5784,18.42
"J.J. Nelson",3200,"ARI","WR","TEN",14.6544,2.3856,8.52
"Jaron Brown",3400,"ARI","WR","TEN",12.512,3.128,7.82
"Larry Fitzgerald",6500,"ARI","WR","TEN",23.87,6.93,15.4
"Chad Williams",3000,"ARI","WR","TEN",6.64,1.66,4.15
"Brittan Golden",3000,"ARI","WR","TEN",3.1659,0.2941,1.73
"Troy Niklas",2500,"ARI","TE","TEN",2.2475,0.8525,1.55
"Ricky Seals-Jones",3400,"ARI","TE","TEN",18.2,0,9.1
"Jermaine Gresham",2500,"ARI","TE","TEN",10.2024,2.8776,6.54
"Kerwynn Williams",3900,"ARI","RB","TEN",17.051,3.009,10.03
"D.J. Foster",3200,"ARI","RB","TEN",10.22,0,5.11
"Taywan Taylor",3000,"TEN","WR","ARI",4.947,0.873,2.91
"Eric Decker",3400,"TEN","WR","ARI",12.8945,1.0455,6.97
"Corey Davis",4200,"TEN","WR","ARI",16.8493,3.0907,9.97
"Eric Weems",3000,"TEN","WR","ARI",0.735,0.245,0.49
"Delanie Walker",5700,"TEN","TE","ARI",22.477,4.123,13.3
"Phillip Supernaw",2500,"TEN","TE","ARI",1.4938,0.4462,0.97
"Jonnu Smith",2900,"TEN","TE","ARI",4.305,1.435,2.87
"Matt Forte",4300,"NYJ","RB","DEN",16.896,3.584,10.24
"Bilal Powell",4000,"NYJ","RB","DEN",16.6749,3.7851,10.23
"Emmanuel Sanders",5200,"DEN","WR","NYJ",19.532,6.168,12.85
"Demaryius Thomas",5600,"DEN","WR","NYJ",22.103,6.417,14.26
"Jamaal Charles",3600,"DEN","RB","NYJ",6.1178,1.1222,3.62
"Cody Latimer",3000,"DEN","WR","NYJ",10.2256,3.0544,6.64
"Bennie Fowler",3400,"DEN","WR","NYJ",4.9364,1.0836,3.01
"Jeff Heuerman",2500,"DEN","TE","NYJ",1.5708,0.4692,1.02
"Virgil Green",2500,"DEN","TE","NYJ",6.3742,1.7458,4.06
"Austin Traylor",2500,"DEN","TE","NYJ",8.155,1.165,4.66
"Devontae Booker",4100,"DEN","RB","NYJ",12.416,3.104,7.76
"C.J. Anderson",4300,"DEN","RB","NYJ",16.0225,6.0775,11.05
"Jermaine Kearse",4800,"NYJ","WR","DEN",18.615,3.285,10.95
"Robby Anderson",6500,"NYJ","WR","DEN",19.4215,5.6385,12.53
"Elijah McGuire",3500,"NYJ","RB","DEN",4.981,0.879,2.93
"Chad Hansen",3000,"NYJ","WR","DEN",9.864,1.096,5.48
"ArDarius Stewart",3000,"NYJ","WR","DEN",4.192,1.048,2.62
"Eric Tomlinson",2500,"NYJ","TE","DEN",4.488,0.612,2.55
"Austin Seferian-Jenkins",3600,"NYJ","TE","DEN",17.76,4.44,11.1
"Rishard Matthews",4900,"TEN","WR","ARI",19.95,2.85,11.4
"Derrick Henry",4900,"TEN","RB","ARI",15.6978,3.6822,9.69
"Marqise Lee",5500,"JAC","WR","SEA",17.4898,4.7902,11.14
"Chris Ivory",4300,"JAC","RB","SEA",4.3344,0.8256,2.58
"T.J. Yeldon",4100,"JAC","RB","SEA",9.075,3.025,6.05
"Dede Westbrook",4200,"JAC","WR","SEA",18.954,0.486,9.72
"Keelan Cole",3500,"JAC","WR","SEA",8.806,1.554,5.18
"Ben Koyack",2500,"JAC","TE","SEA",1.824,0.096,0.96
"Marcedes Lewis",2700,"JAC","TE","SEA",9.0405,3.2595,6.15
"Jaydon Mickens",3000,"JAC","WR","SEA",1.3,0,0.65
"Leonard Fournette",7000,"JAC","RB","SEA",27.5125,7.9875,17.75
"Luke Willson",2500,"SEA","TE","JAC",7.125,0.375,3.75
"Doug Baldwin",5400,"SEA","WR","JAC",20.8978,6.2422,13.57
"Thomas Rawls",3400,"SEA","RB","JAC",0.374,0.066,0.22
"Eddie Lacy",3500,"SEA","RB","JAC",1.5244,0.5356,1.03
"Paul Richardson",3900,"SEA","WR","JAC",15.8384,5.0016,10.42
"Tyler Lockett",3400,"SEA","WR","JAC",15.4809,3.0591,9.27
"Jimmy Graham",5000,"SEA","TE","JAC",21.3444,6.3756,13.86
"Tanner McEvoy",3000,"SEA","WR","JAC",2.4765,0.0635,1.27
"James O'Shaughnessy",2500,"JAC","TE","SEA",1.6432,0.4368,1.04
"Samaje Perine",5600,"WAS","RB","LAC",20.9352,5.9048,13.42
"Tyrell Williams",3700,"LAC","WR","WAS",15.1632,4.2768,9.72
"Keenan Allen",8300,"LAC","WR","WAS",28.241,8.199,18.22
"Austin Ekeler",4000,"LAC","RB","WAS",12.795,4.265,8.53
"Travis Benjamin",3800,"LAC","WR","WAS",16.1655,0.4145,8.29
"Hunter Henry",4600,"LAC","TE","WAS",17.958,3.942,10.95
"DeMarco Murray",4800,"TEN","RB","ARI",16.6204,5.8396,11.23
"Mike Williams",3000,"LAC","WR","WAS",5.58,0,2.79
"Antonio Gates",2800,"LAC","TE","WAS",6.825,0.975,3.9
"Melvin Gordon",7800,"LAC","RB","WAS",28.832,7.208,18.02
"Niles Paul",2500,"WAS","TE","LAC",2.541,0.539,1.54
"Josh Doctson",4200,"WAS","WR","LAC",18.3456,1.8144,10.08
"Jamison Crowder",5900,"WAS","WR","LAC",19.7055,6.3945,13.05
"Byron Marshall",3400,"WAS","RB","LAC",12.1365,4.6035,8.37
"Ryan Grant",3900,"WAS","WR","LAC",13.1976,3.7224,8.46
"Maurice Harris",3000,"WAS","WR","LAC",5.96,0,2.98
"Jeremy Sprinkle",2500,"WAS","TE","LAC",1.716,0.364,1.04
"Vernon Davis",3800,"WAS","TE","LAC",20.406,1.074,10.74
"Alfred Morris",5500,"DAL","RB","NYG",23.239,4.101,13.67
"Rod Smith",3900,"DAL","RB","NYG",12.54,4.18,8.36
"Terrell Watson",3000,"PIT","RB","BAL",0.2516,0.0884,0.17
"James Conner",4500,"PIT","RB","BAL",1.8352,0.6448,1.24
"Le'Veon Bell",9100,"PIT","RB","BAL",32.1398,9.6002,20.87
"Antonio Brown",9000,"PIT","WR","BAL",30.615,8.385,19.5
"Martavis Bryant",4500,"PIT","WR","BAL",18.6732,1.8468,10.26
"Jesse James",2900,"PIT","TE","BAL",11.232,2.808,7.02
"Darrius Heyward-Bey",3000,"PIT","WR","BAL",5.694,0.146,2.92
"Eli Rogers",3000,"PIT","WR","BAL",16.4736,0.1664,8.32
"Nick Boyle",2500,"BAL","TE","PIT",4.56,0.24,2.4
"Benjamin Watson",3200,"BAL","TE","PIT",11.31,3.77,7.54
"Javorius Allen",3800,"BAL","RB","PIT",8.715,2.905,5.81
"Danny Woodhead",4400,"BAL","RB","PIT",14.875,2.625,8.75
"Alex Collins",4800,"BAL","RB","PIT",21.1344,4.0256,12.58
"Jeremy Maclin",4100,"BAL","WR","PIT",13.7864,4.3536,9.07
"Mike Wallace",4400,"BAL","WR","PIT",13.125,4.375,8.75
"Michael Campanaro",3000,"BAL","WR","PIT",4.845,0.855,2.85
"Chris Moore",3000,"BAL","WR","PIT",6.165,2.055,4.11
"Vance McDonald",2500,"PIT","TE","BAL",5.32,0.28,2.8
"Dion Lewis",6000,"NEP","RB","MIA",22.168,3.912,13.04
"Jakeem Grant",3000,"MIA","WR","NEP",3.0294,0.9306,1.98
"Kenny Stills",5100,"MIA","WR","NEP",17.4952,5.5248,11.51
"DeVante Parker",4400,"MIA","WR","NEP",16.816,4.204,10.51
"Leonte Carroo",3000,"MIA","WR","NEP",1.8525,0.0475,0.95
"Julius Thomas",3600,"MIA","TE","NEP",12.0852,2.8348,7.46
"Danny Amendola",5200,"NEP","WR","MIA",17.2216,5.4384,11.33
"Chris Hogan",5700,"NEP","WR","MIA",18.4462,6.3138,12.38
"Anthony Fasano",2500,"MIA","TE","NEP",3.648,0.192,1.92
"Jarvis Landry",6200,"MIA","WR","NEP",18.9392,5.9808,12.46
"Senorise Perry",3500,"MIA","RB","NEP",6.3042,1.6758,3.99
"Brandin Cooks",8000,"NEP","WR","MIA",31.382,5.538,18.46
"James White",3700,"NEP","RB","MIA",16,4,10
"Rex Burkhead",6400,"NEP","RB","MIA",21.344,8.096,14.72
"Phillip Dorsett",3500,"NEP","WR","MIA",14.937,0.383,7.66
"Dwayne Allen",3000,"NEP","TE","MIA",7.695,0.405,4.05
"Kenyan Drake",5700,"MIA","RB","NEP",29.937,5.283,17.61
"Jacob Hollister",2500,"NEP","TE","MIA",8.712,1.848,5.28
"Derek Carrier",2500,"LAR","TE","PHI",0.952,0.168,0.56
"Gerald Everett",2500,"LAR","TE","PHI",5.31,1.77,3.54
"Tavarres King",3100,"NYG","WR","DAL",11.375,1.625,6.5
"Roger Lewis",3000,"NYG","WR","DAL",12.558,0.322,6.44
"Sterling Shepard",5300,"NYG","WR","DAL",19.7448,6.2352,12.99
"Evan Engram",6000,"NYG","TE","DAL",20.8,5.2,13
"Rhett Ellison",2500,"NYG","TE","DAL",4.921,0.259,2.59
"Jay Ajayi",4500,"PHI","RB","LAR",19.647,1.593,10.62
"Darius Powe",3000,"NYG","WR","DAL",3.12,0,1.56
"Jerell Adams",2500,"NYG","TE","DAL",3.1845,0.6755,1.93
"Shane Vereen",3000,"NYG","RB","DAL",9.4792,2.0808,5.78
"Wayne Gallman",3500,"NYG","RB","DAL",10.659,1.881,6.27
"Cole Beasley",3400,"DAL","WR","NYG",12.075,4.025,8.05
"Terrance Williams",3700,"DAL","WR","NYG",13.957,2.463,8.21
"Dez Bryant",5900,"DAL","WR","NYG",21.886,6.354,14.12
"Noah Brown",3000,"DAL","WR","NYG",0.8976,0.1224,0.51
"Jason Witten",4700,"DAL","TE","NYG",15.9154,5.1646,10.54
"Orleans Darkwa",4200,"NYG","RB","DAL",19.839,3.501,11.67
"James Hanna",2500,"DAL","TE","NYG",2.355,0.785,1.57
"LeGarrette Blount",3900,"PHI","RB","LAR",9.3458,1.9142,5.63
"Corey Clement",3600,"PHI","RB","LAR",10.0408,2.9992,6.52
"Cooper Kupp",6200,"LAR","WR","PHI",22.62,6.38,14.5
"Sammy Watkins",5600,"LAR","WR","PHI",20.272,5.068,12.67
"Lance Dunbar",3000,"LAR","RB","PHI",2.9045,0.2355,1.57
"Josh Reynolds",3400,"LAR","WR","PHI",15.827,0.833,8.33
"Tavon Austin",3000,"LAR","WR","PHI",8.814,0.226,4.52
"Tyler Higbee",2500,"LAR","TE","PHI",10.199,2.961,6.58
"Pharoh Cooper",3000,"LAR","WR","PHI",2.7105,0.0695,1.39
"Malcolm Brown",3900,"LAR","RB","PHI",3.8304,0.6496,2.24
