"player","salary","team","pos","opp","ceil","floor","fpts"
"Alex Smith","5700","KCC","QB","OAK","","","16.68"
"Derek Carr","6500","OAK","QB","KCC","","","19.99"
"Marcus Mariota","6100","TEN","QB","CLE","","","18.05"
"Cody Kessler","5000","CLE","QB","TEN","","","12.5"
"Tyrod Taylor","5300","BUF","QB","SFO","","","17.87"
"Colin Kaepernick","5000","SFO","QB","BUF","","","16.05"
"Matt Ryan","6700","ATL","QB","SEA","","","17.9"
"Russell Wilson","6900","SEA","QB","ATL","","","25.18"
"Ryan Fitzpatrick","5200","NYJ","QB","ARI","","","16.14"
"Carson Palmer","6000","ARI","QB","NYJ","","","20.19"
"Brock Osweiler","5400","HOU","QB","IND","","","16.11"
"Andrew Luck","7100","IND","QB","HOU","","","19.98"
"Dak Prescott","5900","DAL","QB","GBP","","","18.51"
"Aaron Rodgers","7300","GBP","QB","DAL","","","22.87"
"Matthew Stafford","6200","DET","QB","LAR","","","19.69"
"Case Keenum","5000","LAR","QB","DET","","","12.14"
"Ben Roethlisberger","7500","PIT","QB","MIA","","","24.48"
"Ryan Tannehill","5400","MIA","QB","PIT","","","16.34"
"Tom Brady","7700","NEP","QB","CIN","","","25.09"
"Andy Dalton","5500","CIN","QB","NEP","","","17.87"
"Trevor Siemian","5200","DEN","QB","SDC","","","15.52"
"Philip Rivers","5900","SDC","QB","DEN","","","17.07"
"Carson Wentz","6000","PHI","QB","WAS","","","18.14"
"Kirk Cousins","5600","WAS","QB","PHI","","","17.41"
"Cam Newton","8100","CAR","QB","NOS","","","27.67"
"Drew Brees","7900","NOS","QB","CAR","","","27.41"
"Brian Hoyer","5800","CHI","QB","JAC","","","17.65"
"Blake Bortles","6300","JAC","QB","CHI","","","19.64"
"Joe Flacco","5800","BAL","QB","NYG","","","17.58"
"Eli Manning","5900","NYG","QB","BAL","","","16.42"
"Delanie Walker","5500","TEN","TE","CLE","","","14.8"
"Rishard Matthews","3400","TEN","WR","CLE","","","8.96"
"Anthony Fasano","2500","TEN","TE","CLE","","","1.68"
"Jamaal Charles","5100","KCC","RB","OAK","","","15.01"
