"player","salary","team","pos","opp","ceil","floor","fpts"
"Washington Redskins","2400","WAS","DST","ARI","","","6.79"
"Arizona Cardinals","2700","ARI","DST","WAS","","","8.74"
"Oakland Raiders","3200","OAK","DST","BUF","","","8.16"
"Buffalo Bills","2700","BUF","DST","OAK","","","7.48"
"Houston Texans","2500","HOU","DST","GBP","","","5.54"
"Green Bay Packers","2900","GBP","DST","HOU","","","8"
"Tampa Bay Buccaneers","2500","TBB","DST","SDC","","","6.48"
"San Diego Chargers","2900","SDC","DST","TBB","","","6.74"
"Indianapolis Colts","2600","IND","DST","NYJ","","","6.12"
"New York Jets","3200","NYJ","DST","IND","","","7"
"Seattle Seahawks","3500","SEA","DST","CAR","","","10.2"
"Carolina Panthers","2600","CAR","DST","SEA","","","6.83"
"New York Giants","2700","NYG","DST","PIT","","","6.3"
"Pittsburgh Steelers","2800","PIT","DST","NYG","","","5.78"
"Chicago Bears","3300","CHI","DST","SFO","","","6.04"
"San Francisco 49ers","2800","SFO","DST","CHI","","","5.28"
"Los Angeles Rams","2200","LAR","DST","NEP","","","5.15"
"New England Patriots","3700","NEP","DST","LAR","","","9.66"
"Atlanta Falcons","2900","ATL","DST","KCC","","","6.8"
"Kansas City Chiefs","2800","KCC","DST","ATL","","","6.94"
"Dallas Cowboys","2900","DAL","DST","MIN","","","6.54"
"Minnesota Vikings","3400","MIN","DST","DAL","","","7.68"
"Philadelphia Eagles","3100","PHI","DST","CIN","","","8.25"
"Cincinnati Bengals","2600","CIN","DST","PHI","","","7.71"
"Detroit Lions","2300","DET","DST","NOS","","","3.66"
"New Orleans Saints","2100","NOS","DST","DET","","","4.54"
"Jacksonville Jaguars","2600","JAC","DST","DEN","","","6.16"
"Denver Broncos","3900","DEN","DST","JAC","","","11.5"
"Miami Dolphins","2600","MIA","DST","BAL","","","7.1"
"Baltimore Ravens","3000","BAL","DST","MIA","","","9.88"
