"player","salary","team","pos","opp","ceil","floor","fpts"
"Dak Prescott","5600","DAL","QB","CIN","","","18.05"
"Philip Rivers","6900","SDC","QB","OAK","","","18.27"
"Andy Dalton","5900","CIN","QB","DAL","","","18.07"
"Paxton Lynch","5200","DEN","QB","ATL","","","14.67"
"Matthew Stafford","6600","DET","QB","PHI","","","19.04"
"Matt Ryan","7100","ATL","QB","DEN","","","17"
"Derek Carr","6800","OAK","QB","SDC","","","20.28"
"Tyrod Taylor","5200","BUF","QB","LAR","","","17.17"
"Jameis Winston","5800","TBB","QB","CAR","","","17.46"
"Derek Anderson","5500","CAR","QB","TBB","","","14.85"
"Aaron Rodgers","7700","GBP","QB","NYG","","","22.81"
"Eli Manning","6000","NYG","QB","GBP","","","16.93"
"Case Keenum","5000","LAR","QB","BUF","","","12.13"
"Carson Wentz","6400","PHI","QB","DET","","","17.89"
"Andrew Luck","7300","IND","QB","CHI","","","21.08"
"Tom Brady","7500","NEP","QB","CLE","","","21.63"
"Cody Kessler","5000","CLE","QB","NEP","","","11.63"
"Ben Roethlisberger","7200","PIT","QB","NYJ","","","20.22"
"Ryan Fitzpatrick","5100","NYJ","QB","PIT","","","16.62"
"Blaine Gabbert","5000","SFO","QB","ARI","","","14.59"
"Drew Stanton","5000","ARI","QB","SFO","","","14.39"
"Marcus Mariota","5400","TEN","QB","MIA","","","17.14"
"Ryan Tannehill","5700","MIA","QB","TEN","","","17.45"
"Joe Flacco","6200","BAL","QB","WAS","","","18.09"
"Brian Hoyer","5500","CHI","QB","IND","","","15.76"
"Kirk Cousins","6100","WAS","QB","BAL","","","17.69"
"Sam Bradford","5100","MIN","QB","HOU","","","15.62"
"Brock Osweiler","5300","HOU","QB","MIN","","","13.99"
"Virgil Green","2800","DEN","TE","ATL","","","7.22"
"Jeff Heuerman","2500","DEN","TE","ATL","","","3.29"
"Jeremy Hill","4200","CIN","RB","DAL","","","11.56"
"Giovani Bernard","4400","CIN","RB","DAL","","","11.1"
"A.J. Green","8900","CIN","WR","DAL","","","21"
"John Phillips","2500","DEN","TE","ATL","","","4.67"
"Jordan Norwood","3000","DEN","WR","ATL","","","3.13"
"Devontae Booker","3000","DEN","RB","ATL","","","3.26"
"C.J. Anderson","6900","DEN","RB","ATL","","","17.57"
"Demaryius Thomas","6900","DEN","WR","ATL","","","15.58"
"Emmanuel Sanders","6800","DEN","WR","ATL","","","17.52"
"Bennie Fowler","3000","DEN","WR","ATL","","","1.82"
"Brandon LaFell","3200","CIN","WR","DAL","","","9.21"
"Tyler Boyd","3100","CIN","WR","DAL","","","6.52"
"Jason Witten","4400","DAL","TE","CIN","","","10.25"
"Brice Butler","3500","DAL","WR","CIN","","","6.71"
"Tyler Kroft","2500","CIN","TE","DAL","","","2.52"
"Melvin Gordon","7000","SDC","RB","OAK","","","17.47"
"Dexter McCluster","3400","SDC","RB","OAK","","","3.9"
"Cole Beasley","4300","DAL","WR","CIN","","","12.1"
"Terrance Williams","3800","DAL","WR","CIN","","","8.62"
"James Wright","3000","CIN","WR","DAL","","","1.84"
"C.J. Uzomah","2500","CIN","TE","DAL","","","8.61"
"Ezekiel Elliott","6800","DAL","RB","CIN","","","17.68"
"Alfred Morris","3600","DAL","RB","CIN","","","3.87"
"Taylor Gabriel","3000","ATL","WR","DEN","","","5.65"
"Jacob Tamme","3000","ATL","TE","DEN","","","8.72"
"Trey Burton","2700","PHI","TE","DET","","","5.34"
"Brent Celek","2700","PHI","TE","DET","","","3.96"
"Theo Riddick","4900","DET","RB","PHI","","","12.69"
"Golden Tate","4900","DET","WR","PHI","","","9.39"
"Marvin Jones","7600","DET","WR","PHI","","","18.59"
"Josh Huff","3000","PHI","WR","DET","","","5.12"
"Dorial Green-Beckham","3200","PHI","WR","DET","","","7.94"
"Ryan Mathews","4600","PHI","RB","DET","","","11.49"
"Darren Sproles","4300","PHI","RB","DET","","","9.76"
"Jordan Matthews","6800","PHI","WR","DET","","","15.45"
"Nelson Agholor","3500","PHI","WR","DET","","","8.77"
