"player","salary","team","pos","opp","ceil","floor","fpts"
"Philip Rivers","6700","SDC","QB","MIA","21.7616","15.7584","18.76"
"Colin Kaepernick","5800","SFO","QB","ARI","21.2852","12.2348","16.76"
"Ryan Tannehill","5300","MIA","QB","SDC","18.3375","11.0025","14.67"
"Marcus Mariota","5700","TEN","QB","GBP","24.6648","13.5752","19.12"
"Kirk Cousins","5400","WAS","QB","MIN","21.8655","12.0345","16.95"
"Aaron Rodgers","7600","GBP","QB","TEN","29.7792","15.3408","22.56"
"Carson Palmer","6500","ARI","QB","SFO","27.8452","13.7148","20.78"
"Dak Prescott","6100","DAL","QB","PIT","25.0668","12.9132","18.99"
"Andy Dalton","5800","CIN","QB","NYG","24.622","13.258","18.94"
"Eli Manning","5900","NYG","QB","CIN","22.7416","11.9784","17.36"
"Tom Brady","7400","NEP","QB","SEA","24.8406","18.7394","21.79"
"Russell Wilson","6200","SEA","QB","NEP","21.4484","15.5316","18.49"
"Ben Roethlisberger","6800","PIT","QB","DAL","26.3418","14.4982","20.42"
"Sam Bradford","5000","MIN","QB","WAS","19.4304","10.9296","15.18"
"Jameis Winston","6300","TBB","QB","CHI","23.1068","14.7732","18.94"
"Trevor Siemian","5600","DEN","QB","NOS","22.617","13.283","17.95"
"Drew Brees","6900","NOS","QB","DEN","25.75","15.45","20.6"
"Carson Wentz","5400","PHI","QB","ATL","20.8128","11.7072","16.26"
"Matt Ryan","7300","ATL","QB","PHI","25.15","15.09","20.12"
"Joe Flacco","6200","BAL","QB","CLE","21.1715","15.6485","18.41"
"Cody Kessler","5000","CLE","QB","BAL","18.6024","8.3576","13.48"
"Brock Osweiler","5400","HOU","QB","JAC","19.0619","7.5981","13.33"
"Blake Bortles","5500","JAC","QB","HOU","20.648","14.952","17.8"
"Cam Newton","6800","CAR","QB","KCC","24.9305","16.9695","20.95"
"Jay Cutler","5300","CHI","QB","TBB","22.545","10.855","16.7"
"Alex Smith","5400","KCC","QB","CAR","21.843","10.517","16.18"
"Bryce Petty","5000","NYJ","QB","LAR","","","14.22"
"Case Keenum","5000","LAR","QB","NYJ","21.4744","10.1056","15.79"
"Dominique Jones","2500","MIA","TE","SDC","11.441","2.019","6.73"
"Jakeem Grant","3000","MIA","WR","SDC","3.2","0","1.6"
"MarQueis Gray","2500","MIA","TE","SDC","3.422","1.298","2.36"
"Melvin Gordon","7100","SDC","RB","MIA","28.684","11.716","20.2"
"Dontrelle Inman","3400","SDC","WR","MIA","19.8191","4.8009","12.31"
"Kenneth Farrow","3700","SDC","RB","MIA","7.553","0.747","4.15"
"Kenny Stills","3700","MIA","WR","SDC","14.96","2.04","8.5"
"DeVante Parker","4300","MIA","WR","SDC","14.5624","2.8776","8.72"
"Derrick Henry","5000","TEN","RB","GBP","","","5.64"
"James Starks","4200","GBP","RB","TEN","","","4.8"
"Damien Williams","3900","MIA","RB","SDC","7.1504","1.5696","4.36"
"Jay Ajayi","7000","MIA","RB","SDC","26.3232","10.2368","18.28"
"Jarvis Landry","7200","MIA","WR","SDC","23.664","11.136","17.4"
"Tyrell Williams","5700","SDC","WR","MIA","23.3772","5.6628","14.52"
"Griff Whalen","3000","SDC","WR","MIA","3.22","0","1.61"
