"player","salary","team","pos","opp","ceil","floor","fpts"
"Blake Bortles",4600,"JAC","QB","LAR",23.205,7.735,15.47
"Philip Rivers",6600,"LAC","QB","OAK",22.8604,11.2596,17.06
"Jared Goff",5000,"LAR","QB","JAC",23.8032,9.2568,16.53
"Carson Palmer",6100,"ARI","QB","TBB",24.4485,11.7715,18.11
"Kirk Cousins",6800,"WAS","QB","SFO",28.8522,13.2678,21.06
"Jameis Winston",6200,"TBB","QB","ARI",24.1736,11.9064,18.04
"Derek Carr",5900,"OAK","QB","LAC",25.628,8.772,17.2
"Ben Roethlisberger",5700,"PIT","QB","KCC",25.5794,8.3006,16.94
"Jacoby Brissett",5800,"IND","QB","TEN",21.2296,9.9904,15.61
"Marcus Mariota",6300,"TEN","QB","IND",25.2774,8.2026,16.74
"Trevor Siemian",5500,"DEN","QB","NYG",24.3084,10.1716,17.24
"Eli Manning",4800,"NYG","QB","DEN",18.447,9.933,14.19
"Alex Smith",6400,"KCC","QB","PIT",24.2764,11.1636,17.72
"Brian Hoyer",5100,"SFO","QB","WAS",20.996,7.964,14.48
"Joe Flacco",5400,"BAL","QB","CHI",21.4314,9.6286,15.53
"Deshaun Watson",6700,"HOU","QB","CLE",27.748,11.892,19.82
"Kevin Hogan",4600,"CLE","QB","HOU",20.586,7.614,14.1
"Case Keenum",5000,"MIN","QB","GBP",25.952,6.488,16.22
"Aaron Rodgers",7300,"GBP","QB","MIN",28.8593,15.2007,22.03
"Cam Newton",6700,"CAR","QB","PHI",26.52,12.48,19.5
"Matthew Stafford",6500,"DET","QB","NOS",26.5545,12.7855,19.67
"Drew Brees",7200,"NOS","QB","DET",30.562,10.738,20.65
"Josh McCown",5200,"NYJ","QB","NEP",22.4763,8.1037,15.29
"Mitchell Trubisky",5000,"CHI","QB","BAL",17.284,6.556,11.92
"Tom Brady",8300,"NEP","QB","NYJ",33.3732,15.3468,24.36
"Matt Ryan",7000,"ATL","QB","MIA",25.2858,12.4542,18.87
"Jay Cutler",4900,"MIA","QB","ATL",19.194,8.226,13.71
"Carson Wentz",6600,"PHI","QB","CAR",21.8484,12.8316,17.34
"Robert Woods",3700,"LAR","WR","JAC",16.6848,4.4352,10.56
"Sammy Watkins",4100,"LAR","WR","JAC",19.264,4.816,12.04
"Malcolm Brown",3900,"LAR","RB","JAC",3.42,0.58,2
"Cooper Kupp",4000,"LAR","WR","JAC",17.472,4.928,11.2
"Tavon Austin",3100,"LAR","WR","JAC",9.204,0.236,4.72
"Tyler Higbee",2500,"LAR","TE","JAC",10.2765,2.9835,6.63
"Pharoh Cooper",3000,"LAR","WR","JAC",1.209,0.031,0.62
"Todd Gurley",7700,"LAR","RB","JAC",37.6,9.4,23.5
"Adrian Peterson",3400,"ARI","RB","TBB",11.73,2.07,6.9
"Jaron Brown",4900,"ARI","WR","TBB",17.312,4.328,10.82
"John Brown",4500,"ARI","WR","TBB",20.2928,2.7672,11.53
"J.J. Nelson",4400,"ARI","WR","TBB",15.1016,2.4584,8.78
"Brittan Golden",3000,"ARI","WR","TBB",3.5868,0.3332,1.96
"Troy Niklas",2500,"ARI","TE","TBB",1.8125,0.6875,1.25
