"player","salary","team","pos","opp","ceil","floor","fpts"
"Ben Roethlisberger","6500","PIT","QB","KCC","24.908","13.412","19.16"
"Aaron Rodgers","8200","GBP","QB","DAL","30.6933","16.1667","23.43"
"Dak Prescott","6000","DAL","QB","GBP","24.9242","12.5558","18.74"
"Alex Smith","5400","KCC","QB","PIT","20.6063","10.8537","15.73"
"Tom Brady","7600","NEP","QB","HOU","27.1803","14.9597","21.07"
"Russell Wilson","6900","SEA","QB","ATL","25.5319","13.4481","19.49"
"Matt Ryan","7000","ATL","QB","SEA","25.3747","13.3653","19.37"
"Brock Osweiler","5000","HOU","QB","NEP","20.2264","10.6536","15.44"
"Jesse James","2800","PIT","TE","KCC","13.728","2.912","8.32"
"Darrius Heyward-Bey","3000","PIT","WR","KCC","7.4938","0.9262","4.21"
"Eli Rogers","3900","PIT","WR","KCC","13.9445","2.7555","8.35"
"Cobi Hamilton","3000","PIT","WR","KCC","4.2","0","2.1"
"Demarcus Ayers","3000","PIT","WR","KCC","4.36","0","2.18"
"Randall Cobb","5700","GBP","WR","DAL","21.6972","4.7628","13.23"
"Xavier Grimble","2500","PIT","TE","KCC","4.54","0","2.27"
"Antonio Brown","9600","PIT","WR","KCC","30.9694","9.2506","20.11"
"DeAngelo Williams","3200","PIT","RB","KCC","5.32","0","2.66"
"Albert Wilson","3000","KCC","WR","PIT","8.244","0.916","4.58"
"Chris Conley","3000","KCC","WR","PIT","12.1396","1.5004","6.82"
"Jeremy Maclin","4300","KCC","WR","PIT","17.2872","3.2928","10.29"
"Tyreek Hill","5500","KCC","WR","PIT","21.402","3.198","12.3"
"Travis Kelce","6100","KCC","TE","PIT","26.6586","7.3014","16.98"
"Le'Veon Bell","10500","PIT","RB","KCC","35.6088","12.5112","24.06"
"Demetrius Harris","2500","KCC","TE","PIT","3.72","0","1.86"
"Christine Michael","4300","GBP","RB","DAL","7.3788","1.2012","4.29"
"Ty Montgomery","5300","GBP","RB","DAL","18.2574","4.4226","11.34"
"Gavin Escobar","2500","DAL","TE","GBP","4.66","0","2.33"
"Jason Witten","3500","DAL","TE","GBP","13.4505","4.8495","9.15"
"Brice Butler","3200","DAL","WR","GBP","7.02","0","3.51"
"Aaron Ripkowski","3200","GBP","RB","DAL","7.7715","1.6485","4.71"
"Darren McFadden","3000","DAL","RB","GBP","5.34","0","2.67"
"Jeff Janis","3000","GBP","WR","DAL","3.34","0","1.67"
"Lance Dunbar","3000","DAL","RB","GBP","5.36","0","2.68"
"Cole Beasley","5000","DAL","WR","GBP","17.1946","5.8854","11.54"
"Terrance Williams","3100","DAL","WR","GBP","15.4504","1.9096","8.68"
