"player","salary","team","pos","opp","ceil","floor","fpts"
"Matt Ryan","7400","ATL","QB","NOS","27.7608","15.2792","21.52"
"Eli Manning","5900","NYG","QB","WAS","14.5148","7.6452","11.08"
"Kirk Cousins","6500","WAS","QB","NYG","23.675","14.205","18.94"
"Drew Brees","7600","NOS","QB","ATL","25.6","14.4","20"
"Andrew Luck","6700","IND","QB","JAC","24.0834","15.0766","19.58"
"Joe Flacco","5500","BAL","QB","CIN","21.609","12.691","17.15"
"Andy Dalton","5100","CIN","QB","BAL","21.7728","12.7872","17.28"
"Blake Bortles","5600","JAC","QB","IND","21.7853","11.4747","16.63"
"Colin Kaepernick","5100","SFO","QB","SEA","21.4668","10.5732","16.02"
"Russell Wilson","6800","SEA","QB","SFO","25.805","13.895","19.85"
"Trevor Siemian","5300","DEN","QB","OAK","13.42","8.58","11"
"Matt McGloin","5000","OAK","QB","DEN","17.4117","10.0083","13.71"
"Paxton Lynch","5000","DEN","QB","OAK","9.282","0.238","4.76"
"Jared Goff","5000","LAR","QB","ARI","14.606","7.194","10.9"
"Carson Palmer","5700","ARI","QB","LAR","19.4068","14.0532","16.73"
"Alex Smith","5000","KCC","QB","SDC","18.624","10.476","14.55"
"Philip Rivers","6300","SDC","QB","KCC","22.061","11.879","16.97"
"Sam Bradford","5200","MIN","QB","CHI","18.306","14.094","16.2"
"Matt Barkley","5100","CHI","QB","MIN","19.9526","9.8274","14.89"
"Aaron Rodgers","7700","GBP","QB","DET","29.7732","16.3868","23.08"
"Matthew Stafford","6000","DET","QB","GBP","24.2944","13.6656","18.98"
"Jameis Winston","6100","TBB","QB","CAR","21.7526","13.9074","17.83"
"Robert Griffin III","5000","CLE","QB","PIT","19.98","6.66","13.32"
"Landry Jones","5000","PIT","QB","CLE","21.6","7.2","14.4"
"Matthew Moore","5100","MIA","QB","NEP","21.4795","10.8205","16.15"
"Tom Brady","7200","NEP","QB","MIA","23.6716","14.5084","19.09"
"Cam Newton","6200","CAR","QB","TBB","23.6928","13.3272","18.51"
"Dak Prescott","5800","DAL","QB","PHI","11.1853","5.6347","8.41"
"Matt Cassel","5000","TEN","QB","HOU","15.9894","9.3906","12.69"
"Ryan Fitzpatrick","5000","NYJ","QB","BUF","18.8002","9.2598","14.03"
"E.J. Manuel","5000","BUF","QB","NYJ","19.2764","7.6836","13.48"
"Tom Savage","5400","HOU","QB","TEN","18.688","10.512","14.6"
"Tony Romo","5300","DAL","QB","PHI","9.2075","3.4925","6.35"
"Carson Wentz","5200","PHI","QB","DAL","19.285","9.715","14.5"
"Mark Sanchez","5000","DAL","QB","PHI","10.721","4.379","7.55"
"Devonta Freeman","7000","ATL","RB","NOS","23.9612","8.4188","16.19"
"John Phillips","2500","NOS","TE","ATL","3.7536","0.3264","2.04"
"Tevin Coleman","5100","ATL","RB","NOS","16.5852","5.0948","10.84"
"Julio Jones","8400","ATL","WR","NOS","33.0318","7.7482","20.39"
"Justin Hardy","3000","ATL","WR","NOS","8.3076","1.3524","4.83"
"Mohamed Sanu","4600","ATL","WR","NOS","17.8524","4.1876","11.02"
"Coby Fleener","3100","NOS","TE","ATL","11.917","2.103","7.01"
"Brandon Coleman","3000","NOS","WR","ATL","7.5402","0.9798","4.26"
"Mark Ingram","5600","NOS","RB","ATL","19.9096","4.3704","12.14"
"Chris Ivory","4100","JAC","RB","IND","13.515","4.505","9.01"
"Tim Hightower","4000","NOS","RB","ATL","12.6824","2.5976","7.64"
"Brandin Cooks","6900","NOS","WR","ATL","25.62","4.88","15.25"
"Michael Thomas","6700","NOS","WR","ATL","23.5161","7.2239","15.37"
"Willie Snead","5400","NOS","WR","ATL","18.9895","4.3105","11.65"
"Aldrick Robinson","3400","ATL","WR","NOS","8.9262","1.5138","5.22"
"Levine Toilolo","2500","ATL","TE","NOS","7.805","1.115","4.46"
"Will Tye","2800","NYG","TE","WAS","11.8422","2.7778","7.31"
"Jerell Adams","2500","NYG","TE","WAS","5.64","0","2.82"
"Robert Kelley","4400","WAS","RB","NYG","17.0324","4.5276","10.78"
"Chris Thompson","3700","WAS","RB","NYG","13.6812","3.8588","8.77"
"Pierre Garcon","5000","WAS","WR","NYG","19.8747","6.1053","12.99"
"DeSean Jackson","5600","WAS","WR","NYG","20.0244","4.3956","12.21"
"Roger Lewis","3000","NYG","WR","WAS","5.6","0","2.8"
"Victor Cruz","3800","NYG","WR","WAS","13.4316","1.3284","7.38"
"Travaris Cadet","3000","NOS","RB","ATL","12.44","0","6.22"
"John Kuhn","3000","NOS","RB","ATL","5.08","0","2.54"
"Rashad Jennings","4200","NYG","RB","WAS","15.52","3.88","9.7"
"Paul Perkins","3400","NYG","RB","WAS","17.6814","2.9986","10.34"
"Sterling Shepard","4900","NYG","WR","WAS","17.8715","5.1885","11.53"
"Odell Beckham","9000","NYG","WR","WAS","18.0236","4.9364","11.48"
"Chester Rogers","3000","IND","WR","JAC","6.125","0.875","3.5"
"Erik Swoope","2700","IND","TE","JAC","9.98","0","4.99"
"Dennis Pitta","3400","BAL","TE","CIN","15.3594","3.7206","9.54"
"Breshad Perriman","3000","BAL","WR","CIN","13.588","2.212","7.9"
"Darren Waller","2500","BAL","TE","CIN","4.628","0.572","2.6"
"Rex Burkhead","3500","CIN","RB","BAL","21.9672","5.1528","13.56"
"Brandon LaFell","4500","CIN","WR","BAL","19.404","4.116","11.76"
"James Wright","3000","CIN","WR","BAL","5.2332","0.6468","2.94"
"Kamar Aiken","3000","BAL","WR","CIN","7.8822","1.1778","4.53"
"Steve Smith","4900","BAL","WR","CIN","20.128","5.032","12.58"
"Jeremy Langford","4000","CHI","RB","MIN","7.0666","0.8734","3.97"
"Rhett Ellison","2500","MIN","TE","CHI","4.14","0","2.07"
"Daniel Brown","2500","CHI","TE","MIN","8.3881","2.0319","5.21"
"Terrance West","4400","BAL","RB","CIN","16.3557","5.0243","10.69"
"Mike Wallace","4600","BAL","WR","CIN","19.1856","3.6544","11.42"
"Kenneth Dixon","4200","BAL","RB","CIN","15.5832","5.0568","10.32"
"Tyler Boyd","4000","CIN","WR","BAL","15.5983","5.0617","10.33"
"Cody Core","3000","CIN","WR","BAL","9.38","0","4.69"
"T.Y. Hilton","7600","IND","WR","JAC","30.0426","7.2774","18.66"
"Josh Ferguson","3000","IND","RB","JAC","2.8","0","1.4"
"Phillip Dorsett","3700","IND","WR","JAC","17.3712","3.3088","10.34"
"Dwayne Allen","2600","IND","TE","JAC","11.4408","2.1792","6.81"
"Robert Turbin","3600","IND","RB","JAC","7.3416","1.7784","4.56"
"Jack Doyle","3200","IND","TE","JAC","13.113","3.807","8.46"
"Frank Gore","4700","IND","RB","JAC","16.8597","6.7203","11.79"
"Ben Koyack","2500","JAC","TE","IND","7.548","1.332","4.44"
"Kyle Juszczyk","3000","BAL","RB","CIN","6.794","1.106","3.95"
"C.J. Uzomah","2500","CIN","TE","BAL","12.2276","3.6524","7.94"
"Corey Grant","3000","JAC","RB","IND","12.5129","3.4271","7.97"
"Allen Robinson","5500","JAC","WR","IND","20.5335","3.7665","12.15"
"Bryan Walters","3000","JAC","WR","IND","9.0459","1.5341","5.29"
"Marqise Lee","4600","JAC","WR","IND","17.8178","5.3222","11.57"
"Jamison Crowder","5000","WAS","WR","NYG","16.8221","5.7579","11.29"
"Jordan Reed","5100","WAS","TE","NYG","18.7779","4.8421","11.81"
"Tavon Austin","4300","LAR","WR","ARI","16.7501","3.3099","10.03"
"Todd Gurley","5300","LAR","RB","ARI","18.9336","4.5864","11.76"
"Brian Quick","3600","LAR","WR","ARI","12.2077","2.4123","7.31"
"Lance Kendricks","2700","LAR","TE","ARI","11.8069","2.3331","7.07"
"Devontae Booker","3500","DEN","RB","OAK","15.215","2.685","8.95"
"Pharoh Cooper","3000","LAR","WR","ARI","6.5325","0.1675","3.35"
"Kerwynn Williams","3000","ARI","RB","LAR","6.12","0","3.06"
"Jermaine Gresham","2600","ARI","TE","LAR","13.8672","3.2528","8.56"
"Andre Ellington","3500","ARI","RB","LAR","3.32","0","1.66"
"David Johnson","9800","ARI","RB","LAR","35.532","14.868","25.2"
"Larry Fitzgerald","6000","ARI","WR","LAR","21.0192","6.8208","13.92"
"Brittan Golden","3000","ARI","WR","LAR","8.6688","1.6512","5.16"
"J.J. Nelson","4600","ARI","WR","LAR","18.3996","3.1204","10.76"
"John Brown","3600","ARI","WR","LAR","11.481","1.419","6.45"
"Justin Forsett","3800","DEN","RB","OAK","12.2472","2.8728","7.56"
