"player","salary","team","pos","opp","ceil","floor","fpts"
"Tampa Bay Buccaneers","2300","TBB","DST","OAK","","","6.65"
"San Diego Chargers","2400","SDC","DST","DEN","","","5.78"
"Oakland Raiders","2600","OAK","DST","TBB","","","6.16"
"New Orleans Saints","2000","NOS","DST","SEA","","","3.12"
"Seattle Seahawks","3000","SEA","DST","NOS","","","6.74"
"Denver Broncos","3700","DEN","DST","SDC","","","12.84"
"Arizona Cardinals","2700","ARI","DST","CAR","","","7.54"
"Minnesota Vikings","4100","MIN","DST","CHI","","","11.67"
"Chicago Bears","2600","CHI","DST","MIN","","","8.32"
"Dallas Cowboys","3000","DAL","DST","PHI","","","7.83"
"Philadelphia Eagles","3200","PHI","DST","DAL","","","8.74"
"Carolina Panthers","2900","CAR","DST","ARI","","","6.69"
"Buffalo Bills","2800","BUF","DST","NEP","","","6.65"
"New England Patriots","3300","NEP","DST","BUF","","","7.3"
"Cincinnati Bengals","3000","CIN","DST","WAS","","","8.4"
"Detroit Lions","2500","DET","DST","HOU","","","7.95"
"Washington Redskins","2400","WAS","DST","CIN","","","5.25"
"Tennessee Titans","2800","TEN","DST","JAC","","","9.54"
"Jacksonville Jaguars","2900","JAC","DST","TEN","","","6.69"
"Houston Texans","3100","HOU","DST","DET","","","8.61"
"Green Bay Packers","2500","GBP","DST","ATL","","","6.29"
"New York Jets","3400","NYJ","DST","CLE","","","7.62"
"Cleveland Browns","2500","CLE","DST","NYJ","","","6.49"
"Indianapolis Colts","2200","IND","DST","KCC","","","5.3"
"Kansas City Chiefs","2800","KCC","DST","IND","","","9.18"
"Atlanta Falcons","2400","ATL","DST","GBP","","","6.44"
