"player","salary","team","pos","opp","ceil","floor","fpts"
"Los Angeles Rams","2400","LAR","DST","CAR","","","8.02"
"Tennessee Titans","2600","TEN","DST","SDC","","","6.78"
"Carolina Panthers","3400","CAR","DST","LAR","","","8.72"
"San Francisco 49ers","2100","SFO","DST","NOS","","","4.28"
"New Orleans Saints","2300","NOS","DST","SFO","","","5.4"
"San Diego Chargers","3000","SDC","DST","TEN","","","8.56"
"Indianapolis Colts","2100","IND","DST","GBP","","","5.43"
"Buffalo Bills","2800","BUF","DST","SEA","","","7.8"
"Seattle Seahawks","3900","SEA","DST","BUF","","","10.98"
"Oakland Raiders","2700","OAK","DST","DEN","","","6.16"
"Denver Broncos","3700","DEN","DST","OAK","","","9.76"
"Green Bay Packers","2700","GBP","DST","IND","","","8.12"
"Baltimore Ravens","3300","BAL","DST","PIT","","","7.38"
"Pittsburgh Steelers","2900","PIT","DST","BAL","","","6.27"
"Cleveland Browns","2200","CLE","DST","DAL","","","5.55"
"New York Jets","2800","NYJ","DST","MIA","","","6.52"
"Dallas Cowboys","3400","DAL","DST","CLE","","","7.56"
"Tampa Bay Buccaneers","2500","TBB","DST","ATL","","","5.23"
"Atlanta Falcons","2700","ATL","DST","TBB","","","7.76"
"Miami Dolphins","3100","MIA","DST","NYJ","","","9"
"Philadelphia Eagles","3100","PHI","DST","NYG","","","9.69"
"Detroit Lions","2500","DET","DST","MIN","","","6.48"
"Minnesota Vikings","4000","MIN","DST","DET","","","13.06"
"Kansas City Chiefs","3500","KCC","DST","JAC","","","10.08"
"Jacksonville Jaguars","2300","JAC","DST","KCC","","","4.74"
"New York Giants","3200","NYG","DST","PHI","","","6.3"
