"player","salary","team","pos","opp","ceil","floor","fpts"
"Cleveland Browns","2200","CLE","DST","NYG","","","4.5"
"Seattle Seahawks","3500","SEA","DST","TBB","","","10.18"
"Tampa Bay Buccaneers","2300","TBB","DST","SEA","","","4.54"
"New York Giants","3600","NYG","DST","CLE","","","10.75"
"New Orleans Saints","2800","NOS","DST","LAR","","","6.4"
"Chicago Bears","2700","CHI","DST","TEN","","","5.39"
"Los Angeles Rams","2400","LAR","DST","NOS","","","4.32"
"Carolina Panthers","2600","CAR","DST","OAK","","","7"
"Oakland Raiders","3000","OAK","DST","CAR","","","5.62"
"Green Bay Packers","2800","GBP","DST","PHI","","","7.6"
"Philadelphia Eagles","3000","PHI","DST","GBP","","","7.76"
"New York Jets","2500","NYJ","DST","NEP","","","4.46"
"New England Patriots","3400","NEP","DST","NYJ","","","9.66"
"Kansas City Chiefs","3200","KCC","DST","DEN","","","7.12"
"Denver Broncos","3700","DEN","DST","KCC","","","7.56"
"Tennessee Titans","2800","TEN","DST","CHI","","","10.06"
"Buffalo Bills","3800","BUF","DST","JAC","","","10.24"
"Pittsburgh Steelers","2800","PIT","DST","IND","","","9.33"
"Indianapolis Colts","2400","IND","DST","PIT","","","5.08"
"San Diego Chargers","2700","SDC","DST","HOU","","","6.74"
"Washington Redskins","2500","WAS","DST","DAL","","","5.66"
"Dallas Cowboys","2900","DAL","DST","WAS","","","7.83"
"Detroit Lions","3000","DET","DST","MIN","","","7.92"
"Minnesota Vikings","3400","MIN","DST","DET","","","8.75"
"Houston Texans","2600","HOU","DST","SDC","","","8.4"
"Arizona Cardinals","2700","ARI","DST","ATL","","","7.06"
"Miami Dolphins","3300","MIA","DST","SFO","","","7.26"
"Jacksonville Jaguars","2400","JAC","DST","BUF","","","4.96"
"San Francisco 49ers","2400","SFO","DST","MIA","","","5.28"
"Baltimore Ravens","3100","BAL","DST","CIN","","","7.26"
"Atlanta Falcons","2900","ATL","DST","ARI","","","6.12"
"Cincinnati Bengals","2800","CIN","DST","BAL","","","7.38"
