"player","salary","team","pos","opp","ceil","floor","fpts"
"Carson Palmer","6000","ARI","QB","NOS","21.8196","15.8004","18.81"
"Colin Kaepernick","5800","SFO","QB","ATL","24.6149","12.9651","18.79"
"Matt Ryan","7300","ATL","QB","SFO","27.2664","16.0136","21.64"
"Drew Brees","6600","NOS","QB","ARI","24.5322","14.4078","19.47"
"Brock Osweiler","5100","HOU","QB","JAC","19.1232","10.7568","14.94"
"Sam Bradford","5000","MIN","QB","IND","18.1252","13.9548","16.04"
"Blake Bortles","5000","JAC","QB","HOU","21.222","11.178","16.2"
"Tom Brady","6700","NEP","QB","DEN","23.4856","14.3944","18.94"
"Trevor Siemian","5200","DEN","QB","NEP","20.3862","13.0338","16.71"
"Cam Newton","6400","CAR","QB","WAS","25.1136","14.1264","19.62"
"Kirk Cousins","6800","WAS","QB","CAR","24.0625","14.4375","19.25"
"Andy Dalton","5500","CIN","QB","PIT","23.2722","13.6678","18.47"
"Ben Roethlisberger","6600","PIT","QB","CIN","23.3172","13.4028","18.36"
"Derek Carr","6300","OAK","QB","SDC","25.2857","14.5343","19.91"
"Philip Rivers","6200","SDC","QB","OAK","24.1152","13.5648","18.84"
"Andrew Luck","6400","IND","QB","MIN","24.0834","15.0766","19.58"
"Matt Barkley","5000","CHI","QB","GBP","17.8622","8.7978","13.33"
"Carson Wentz","5000","PHI","QB","BAL","19.781","10.419","15.1"
"Joe Flacco","5700","BAL","QB","PHI","22.5288","13.2312","17.88"
"Robert Griffin III","5000","CLE","QB","BUF","20.5128","10.5672","15.54"
"Bryce Petty","5000","NYJ","QB","MIA","16.0908","8.2892","12.19"
"Matthew Moore","5100","MIA","QB","NYJ","18.5136","9.3264","13.92"
"Jared Goff","5000","LAR","QB","SEA","15.9326","7.8474","11.89"
"Russell Wilson","6300","SEA","QB","LAR","24.759","13.041","18.9"
"Tyrod Taylor","5700","BUF","QB","CLE","24.6804","12.9996","18.84"
"Matthew Stafford","6300","DET","QB","NYG","22.656","12.744","17.7"
"Alex Smith","5400","KCC","QB","TEN","19.9424","11.2176","15.58"
"Aaron Rodgers","7100","GBP","QB","CHI","28.0575","15.4425","21.75"
"Marcus Mariota","6500","TEN","QB","KCC","24.2676","14.2524","19.26"
"Dak Prescott","6200","DAL","QB","TBB","24.2991","12.2409","18.27"
"Eli Manning","5600","NYG","QB","DET","23.9075","12.5925","18.25"
"Jameis Winston","6100","TBB","QB","DAL","22.1588","13.5812","17.87"
"Brandon Coleman","3000","NOS","WR","ARI","8.6199","1.1201","4.87"
"Michael Thomas","6400","NOS","WR","ARI","20.9457","6.4343","13.69"
"Willie Snead","5600","NOS","WR","ARI","16.8053","3.8147","10.31"
"Coby Fleener","3200","NOS","TE","ARI","13.821","2.439","8.13"
"John Phillips","2500","NOS","TE","ARI","5.704","0.496","3.1"
"Andre Ellington","3500","ARI","RB","NOS","5.12","0","2.56"
"David Johnson","10100","ARI","RB","NOS","36.2088","15.1512","25.68"
"Brandin Cooks","6200","NOS","WR","ARI","19.656","3.744","11.7"
"Tim Hightower","4100","NOS","RB","ARI","12.0848","2.4752","7.28"
"Ryan Griffin","2500","HOU","TE","JAC","14.3836","4.2964","9.34"
"Will Fuller","4100","HOU","WR","JAC","16.1226","2.9574","9.54"
"Stephen Anderson","2500","HOU","TE","JAC","6.48","0","3.24"
"Jonathan Grimes","3000","HOU","RB","JAC","3.08","0","1.54"
"Mark Ingram","4700","NOS","RB","ARI","18.0892","3.9708","11.03"
"Keith Mumphery","3000","HOU","WR","JAC","10.353","1.547","5.95"
"Larry Fitzgerald","7000","ARI","WR","NOS","23.5258","7.6342","15.58"
"John Brown","3800","ARI","WR","NOS","10.5554","1.3046","5.93"
"Jeremy Kerley","3400","SFO","WR","ATL","16.1207","3.6593","9.89"
"Quinton Patton","3200","SFO","WR","ATL","13.6286","2.7914","8.21"
"Rod Streater","3000","SFO","WR","ATL","9.48","0","4.74"
"Garrett Celek","2700","SFO","TE","ATL","10.9858","5.5342","8.26"
"Tevin Coleman","5000","ATL","RB","SFO","21.3435","6.5565","13.95"
"Devonta Freeman","6700","ATL","RB","SFO","25.53","8.97","17.25"
"Blake Bell","2500","SFO","TE","ATL","8.084","1.316","4.7"
"Shaun Draughn","3000","SFO","RB","ATL","7.856","1.964","4.91"
"Jermaine Gresham","2500","ARI","TE","NOS","15.39","3.61","9.5"
"J.J. Nelson","3900","ARI","WR","NOS","18.9382","2.2218","10.58"
"Darren Fells","2500","ARI","TE","NOS","4.6","0","2.3"
"John Kuhn","3000","NOS","RB","ARI","5.44","0","2.72"
"Carlos Hyde","5900","SFO","RB","ATL","22.1472","8.6128","15.38"
"Travaris Cadet","3000","NOS","RB","ARI","8.56","0","4.28"
"DeAndre Hopkins","5000","HOU","WR","JAC","20.4402","4.6398","12.54"
"Alfred Blue","4400","HOU","RB","JAC","6.5392","3.2208","4.88"
"Matt Asiata","3400","MIN","RB","IND","8.2296","1.9304","5.08"
"Jack Doyle","2700","IND","TE","MIN","10.54","3.06","6.8"
"Jerick McKinnon","4000","MIN","RB","IND","12.506","4.394","8.45"
"Stefon Diggs","6200","MIN","WR","IND","22.1616","6.9984","14.58"
"Charles Johnson","3000","MIN","WR","IND","6.46","0","3.23"
"Adam Thielen","4800","MIN","WR","IND","18.735","6.245","12.49"
"Dwayne Allen","2600","IND","TE","MIN","12.096","2.304","7.2"
"Devin Street","3000","IND","WR","MIN","9.84","0","4.92"
"Deonte Thompson","3000","CHI","WR","GBP","5.46","0","2.73"
"Jeremy Langford","4000","CHI","RB","GBP","7.0666","0.8734","3.97"
"Frank Gore","4400","IND","RB","MIN","16.8597","6.7203","11.79"
"Josh Ferguson","3000","IND","RB","MIN","6.461","0.639","3.55"
"Phillip Dorsett","3800","IND","WR","MIN","15.372","2.928","9.15"
"T.Y. Hilton","7200","IND","WR","MIN","26.6546","7.0854","16.87"
"Cordarrelle Patterson","3200","MIN","WR","IND","11.5184","1.0016","6.26"
"Kyle Rudolph","4300","MIN","TE","IND","18.876","5.324","12.1"
"Marqise Lee","4000","JAC","WR","HOU","17.0786","5.1014","11.09"
"Arrelious Benn","3000","JAC","WR","HOU","3.74","0","1.87"
"Bryan Walters","3000","JAC","WR","HOU","5.9","0","2.95"
"Neal Sterling","2500","JAC","TE","HOU","12.0204","2.8196","7.42"
"Lamar Miller","5400","HOU","RB","JAC","19.6926","8.8474","14.27"
"Ben Koyack","2500","JAC","TE","HOU","7.344","1.296","4.32"
"Allen Robinson","4400","JAC","WR","HOU","19.8068","3.6332","11.72"
"Chris Ivory","3700","JAC","RB","HOU","12.896","3.224","8.06"
"Robert Turbin","3300","IND","RB","MIN","6.8586","1.6614","4.26"
"Rhett Ellison","2500","MIN","TE","IND","4.8195","0.2805","2.55"
"Erik Swoope","2500","IND","TE","MIN","4.22","0","2.11"
"Chester Rogers","3000","IND","WR","MIN","6.48","0","3.24"
"T.J. Yeldon","4100","JAC","RB","HOU","17.4113","4.7687","11.09"
"Adrian Peterson","5000","MIN","RB","IND","13.4196","3.4604","8.44"
"Mohamed Sanu","4900","ATL","WR","SFO","20.646","7.254","13.95"
"Justin Hardy","3300","ATL","WR","SFO","10.0448","1.6352","5.84"
"Rex Burkhead","3500","CIN","RB","PIT","12.231","2.869","7.55"
"Jeremy Hill","5600","CIN","RB","PIT","20.4204","5.7596","13.09"
