"player","salary","team","pos","opp","ceil","floor","fpts"
"Kirk Cousins","6400","WAS","QB","ARI","21.8845","16.1755","19.03"
"Carson Palmer","6000","ARI","QB","WAS","22.8942","13.4458","18.17"
"Derek Carr","6500","OAK","QB","BUF","24.2679","15.1921","19.73"
"Tyrod Taylor","5700","BUF","QB","OAK","23.7258","13.9342","18.83"
"Brock Osweiler","5200","HOU","QB","GBP","19.8792","10.2408","15.06"
"Aaron Rodgers","6700","GBP","QB","HOU","29.6704","18.9696","24.32"
"Jameis Winston","6200","TBB","QB","SDC","23.0125","13.8075","18.41"
"Philip Rivers","6500","SDC","QB","TBB","22.9848","14.6952","18.84"
"Andrew Luck","7300","IND","QB","NYJ","26.2691","17.1509","21.71"
"Ryan Fitzpatrick","5200","NYJ","QB","IND","20.8444","12.7756","16.81"
"Russell Wilson","6300","SEA","QB","CAR","25.0368","14.0832","19.56"
"Cam Newton","6600","CAR","QB","SEA","23.4192","14.6608","19.04"
"Eli Manning","5900","NYG","QB","PIT","21.9008","15.2192","18.56"
"Ben Roethlisberger","7400","PIT","QB","NYG","32.8734","19.3066","26.09"
"Matt Barkley","5000","CHI","QB","SFO","21.138","11.382","16.26"
"Colin Kaepernick","6100","SFO","QB","CHI","25.2544","14.2056","19.73"
"Jared Goff","5000","LAR","QB","NEP","19.6308","9.8892","14.76"
"Tom Brady","7500","NEP","QB","LAR","32.5376","19.9424","26.24"
"Matt Ryan","6800","ATL","QB","KCC","25.4487","15.9313","20.69"
"Alex Smith","5400","KCC","QB","ATL","20.7303","11.4097","16.07"
"Dak Prescott","5900","DAL","QB","MIN","23.2791","13.3809","18.33"
"Sam Bradford","5100","MIN","QB","DAL","19.5899","12.7901","16.19"
"Carson Wentz","5300","PHI","QB","CIN","20.3616","11.9584","16.16"
"Andy Dalton","5200","CIN","QB","PHI","22.4598","14.0602","18.26"
"Matthew Stafford","7000","DET","QB","NOS","32.6644","18.7756","25.72"
"Drew Brees","7600","NOS","QB","DET","34.831","22.269","28.55"
"Paxton Lynch","5000","DEN","QB","JAC","20.196","9.724","14.96"
"Blake Bortles","5000","JAC","QB","DEN","21.8817","13.6983","17.79"
"Ryan Tannehill","5500","MIA","QB","BAL","21.3632","12.0168","16.69"
"Joe Flacco","5300","BAL","QB","MIA","22.6296","13.2904","17.96"
"Marquise Goodwin","3400","BUF","WR","OAK","15.9936","3.0464","9.52"
"Mychal Rivera","2500","OAK","TE","BUF","6.04","0","3.02"
"DeAndre Washington","3900","OAK","RB","BUF","5.2923","0.6877","2.99"
"Robert Kelley","4700","WAS","RB","ARI","16.0728","5.6472","10.86"
"DeSean Jackson","5000","WAS","WR","ARI","19.1912","4.6488","11.92"
"Chris Thompson","3700","WAS","RB","ARI","12.1365","3.5235","7.83"
"Clive Walford","2500","OAK","TE","BUF","10.276","4.404","7.34"
"Andre Holmes","3000","OAK","WR","BUF","7.7488","1.5312","4.64"
