"player","salary","team","pos","opp","ceil","floor","fpts"
"Tom Brady",6900,"NEP","QB","BUF",28.362,10.758,19.56
"Jimmy Garoppolo",5300,"SFO","QB","JAC",23.8425,5.0575,14.45
"Blake Bortles",6500,"JAC","QB","SFO",25.59,8.53,17.06
"Tyrod Taylor",5500,"BUF","QB","NEP",20.3725,7.7275,14.05
"Matthew Stafford",6200,"DET","QB","CIN",26.5265,10.5735,18.55
"Bryce Petty",4400,"NYJ","QB","LAC",16.2345,7.4655,11.85
"Andy Dalton",4800,"CIN","QB","DET",21.5787,8.6013,15.09
"Drew Stanton",4700,"ARI","QB","NYG",21.2425,8.0575,14.65
"Eli Manning",5500,"NYG","QB","ARI",20.4255,9.8345,15.13
"Derek Carr",5500,"OAK","QB","PHI",24.7489,8.4711,16.61
"Nick Foles",6300,"PHI","QB","OAK",22.9416,14.9784,18.96
"T.J. Yates",4500,"HOU","QB","PIT",16.848,4.212,10.53
"Ben Roethlisberger",6700,"PIT","QB","HOU",26.0324,8.4476,17.24
"Russell Wilson",7400,"SEA","QB","DAL",30.305,11.495,20.9
"Dak Prescott",6300,"DAL","QB","SEA",26.136,10.164,18.15
"Philip Rivers",6400,"LAC","QB","NYJ",26.0332,9.1468,17.59
"Jared Goff",6100,"LAR","QB","TEN",27.3144,8.6256,17.97
"Mitchell Trubisky",4700,"CHI","QB","CLE",19.053,7.227,13.14
"Drew Brees",6500,"NOS","QB","ATL",26.9656,9.4744,18.22
"DeShone Kizer",4800,"CLE","QB","CHI",21.0368,6.6432,13.84
"Brett Hundley",5000,"GBP","QB","MIN",21.44,5.36,13.4
"Jacoby Brissett",4600,"IND","QB","BAL",18.36,7.14,12.75
"Case Keenum",6700,"MIN","QB","GBP",27.6801,9.9799,18.83
"Matt Ryan",6300,"ATL","QB","NOS",23.3874,9.5526,16.47
"Kirk Cousins",5400,"WAS","QB","DEN",24.6645,9.3555,17.01
"Alex Smith",6600,"KCC","QB","MIA",27.0135,10.2465,18.63
"Marcus Mariota",5300,"TEN","QB","LAR",25.704,4.536,15.12
"Jay Cutler",4800,"MIA","QB","KCC",20.3796,7.1604,13.77
"Jameis Winston",5700,"TBB","QB","CAR",24.6938,10.0862,17.39
"Brock Osweiler",4800,"DEN","QB","WAS",18.0561,7.9239,12.99
"Cam Newton",6800,"CAR","QB","TBB",30.2112,11.7488,20.98
"Joe Flacco",5600,"BAL","QB","IND",22.8344,8.4456,15.64
"Rob Gronkowski",7400,"NEP","TE","BUF",25.136,6.284,15.71
"James White",4100,"NEP","RB","BUF",14.08,3.52,8.8
"Kelvin Benjamin",4200,"BUF","WR","NEP",14.2428,2.9172,8.58
"Logan Thomas",2500,"BUF","TE","NEP",0.78,0.22,0.5
"Chris Hogan",5400,"NEP","WR","BUF",19.158,5.562,12.36
"Zay Jones",3400,"BUF","WR","NEP",10.035,3.345,6.69
"Danny Amendola",4800,"NEP","WR","BUF",12.6464,3.9936,8.32
"Kenny Britt",3000,"NEP","WR","BUF",2.8424,0.8976,1.87
"Travaris Cadet",3000,"BUF","RB","NEP",4.743,0.837,2.79
"Mike Gillislee",3900,"NEP","RB","BUF",5.491,0.969,3.23
"Deonte Thompson",3000,"BUF","WR","NEP",10.285,1.815,6.05
"Dwayne Allen",2700,"NEP","TE","BUF",2.227,0.393,1.31
"Nick O'Leary",2500,"BUF","TE","NEP",3.757,0.663,2.21
"Brandon Tate",3000,"BUF","WR","NEP",1.479,0.261,0.87
"Charles Clay",3800,"BUF","TE","NEP",13.9653,1.8147,7.89
"Dion Lewis",6000,"NEP","RB","BUF",29.121,5.139,17.13
"Brandin Cooks",7000,"NEP","WR","BUF",24.531,4.329,14.43
"Mike Tolbert",3900,"BUF","RB","NEP",1.9126,0.7074,1.31
"LeSean McCoy",7800,"BUF","RB","NEP",27.3615,10.3785,18.87
"James O'Shaughnessy",2500,"JAC","TE","SFO",1.7064,0.4536,1.08
"Marquise Goodwin",5200,"SFO","WR","JAC",23.0482,5.2318,14.14
"Chris Ivory",4000,"JAC","RB","SFO",5.8632,1.1168,3.49
"Carlos Hyde",5000,"SFO","RB","JAC",25.4654,6.9746,16.22
"Leonard Fournette",7500,"JAC","RB","SFO",31.403,9.117,20.26
"Trent Taylor",3100,"SFO","WR","JAC",10.1215,2.9385,6.53
"George Kittle",2500,"SFO","TE","JAC",8.4475,2.4525,5.45
"Kyle Juszczyk",3000,"SFO","RB","JAC",3.468,0.612,2.04
"Keelan Cole",4700,"JAC","WR","SFO",20.264,3.576,11.92
"Dede Westbrook",6100,"JAC","WR","SFO",19.873,3.507,11.69
"Jaydon Mickens",3700,"JAC","WR","SFO",7.786,1.374,4.58
"Louis Murphy",3000,"SFO","WR","JAC",7.633,1.347,4.49
"Aldrick Robinson",3000,"SFO","WR","JAC",4.964,0.876,2.92
"Garrett Celek",2800,"SFO","TE","JAC",11.254,1.986,6.62
"Kendrick Bourne",3000,"SFO","WR","JAC",5.44,0.96,3.2
"Ben Koyack",2500,"JAC","TE","SFO",1.785,0.315,1.05
"Phillip Dorsett",3400,"NEP","WR","BUF",4.471,0.789,2.63
"Andy Jones",3000,"DET","WR","CIN",4,0,2
"ArDarius Stewart",3000,"NYJ","WR","LAC",2.704,0.676,1.69
"Austin Seferian-Jenkins",2700,"NYJ","TE","LAC",13.728,3.432,8.58
"Melvin Gordon",7200,"LAC","RB","NYJ",33.232,8.308,20.77
"Tyrell Williams",4500,"LAC","WR","NYJ",15.1164,4.2636,9.69
"Keenan Allen",7700,"LAC","WR","NYJ",26.3655,7.6545,17.01
"Branden Oliver",3500,"LAC","RB","NYJ",6.78,2.26,4.52
"Robby Anderson",5000,"NYJ","WR","LAC",17.949,5.211,11.58
"Bilal Powell",4000,"NYJ","RB","LAC",16.8053,3.8147,10.31
"Matt Forte",3800,"NYJ","RB","LAC",15.807,3.353,9.58
"Chad Hansen",3000,"NYJ","WR","LAC",7.752,1.368,4.56
"Travis Benjamin",3800,"LAC","WR","NYJ",13.515,2.385,7.95
"Mike Williams",3500,"LAC","WR","NYJ",6.171,1.089,3.63
"Eric Tomlinson",2500,"NYJ","TE","LAC",2.9744,0.4056,1.69
"Antonio Gates",2500,"LAC","TE","NYJ",16.8,2.4,9.6
"Elijah McGuire",3600,"NYJ","RB","LAC",4.947,0.873,2.91
