"player","salary","team","pos","opp","ceil","floor","fpts"
"E.J. Manuel",4900,"OAK","QB","BAL",18.9854,7.7546,13.37
"Russell Wilson",7100,"SEA","QB","LAR",27.6329,12.7071,20.17
"Joe Flacco",4700,"BAL","QB","OAK",20.7,9.3,15
"Eli Manning",6100,"NYG","QB","LAC",24.739,13.321,19.03
"Jay Cutler",5200,"MIA","QB","TEN",23.03,9.87,16.45
"Philip Rivers",5800,"LAC","QB","NYG",21.0648,10.3752,15.72
"Jared Goff",5300,"LAR","QB","SEA",22.9824,8.9376,15.96
"Aaron Rodgers",8100,"GBP","QB","DAL",34.0993,17.9607,26.03
"Case Keenum",5100,"MIN","QB","CHI",20.6535,7.4465,14.05
"Mitchell Trubisky",4900,"CHI","QB","MIN",19.0385,7.2215,13.13
"Deshaun Watson",6200,"HOU","QB","KCC",22.778,9.762,16.27
"Alex Smith",5900,"KCC","QB","HOU",24.2079,11.1321,17.67
"Dak Prescott",6800,"DAL","QB","GBP",28.3152,13.3248,20.82
"Marcus Mariota",6400,"TEN","QB","MIA",26.0324,8.4476,17.24
"Josh McCown",4500,"NYJ","QB","CLE",22.7703,8.2097,15.49
"Cam Newton",6500,"CAR","QB","DET",24.752,11.648,18.2
"Matthew Stafford",6300,"DET","QB","CAR",23.9085,11.5115,17.71
"Carson Wentz",6600,"PHI","QB","ARI",21.7602,12.7798,17.27
"Carson Palmer",5900,"ARI","QB","PHI",23.3955,11.2645,17.33
"Jameis Winston",6000,"TBB","QB","NEP",32.093,15.807,23.95
"Brian Hoyer",4700,"SFO","QB","IND",21.721,8.239,14.98
"Jacoby Brissett",5600,"IND","QB","SFO",22.2904,10.4896,16.39
"Andy Dalton",6000,"CIN","QB","BUF",21.945,11.055,16.5
"DeShone Kizer",5500,"CLE","QB","NYJ",22.032,8.568,15.3
"Tyrod Taylor",5000,"BUF","QB","CIN",21.7282,9.9918,15.86
"Ben Roethlisberger",6400,"PIT","QB","JAC",26.727,8.673,17.7
"Blake Bortles",4800,"JAC","QB","PIT",21.51,7.17,14.34
"Tom Brady",8000,"NEP","QB","TBB",34.798,16.002,25.4
"Benjamin Watson",3600,"BAL","TE","OAK",15.45,5.15,10.3
"Michael Campanaro",3000,"BAL","WR","OAK",2.584,0.456,1.52
"Breshad Perriman",3000,"BAL","WR","OAK",8.9658,2.7542,5.86
"Nick Boyle",2500,"BAL","TE","OAK",4.332,0.228,2.28
"Marshawn Lynch",5100,"OAK","RB","BAL",18.64,4.66,11.65
"Jalen Richard",3900,"OAK","RB","BAL",8.211,1.449,4.83
"DeAndre Washington",3800,"OAK","RB","BAL",10.268,1.812,6.04
"Mike Wallace",4000,"BAL","WR","OAK",16.035,5.345,10.69
"Jeremy Maclin",4200,"BAL","WR","OAK",19.532,6.168,12.85
"Rhett Ellison",2500,"NYG","TE","LAC",2.451,0.129,1.29
"Evan Engram",4000,"NYG","TE","LAC",17.424,4.356,10.89
"Wayne Gallman",3900,"NYG","RB","LAC",14.467,2.553,8.51
"Javorius Allen",4500,"BAL","RB","OAK",20.025,6.675,13.35
"Terrance West",4000,"BAL","RB","OAK",10.187,2.013,6.1
