"player","salary","team","pos","opp","ceil","floor","fpts"
"Joe Flacco",5700,"BAL","QB","CIN",21.0532,7.7868,14.42
"Jameis Winston",5800,"TBB","QB","NOS",23.8134,9.7266,16.77
"Drew Brees",6500,"NOS","QB","TBB",27.0544,9.5056,18.28
"Andy Dalton",4600,"CIN","QB","BAL",19.4051,7.7349,13.57
"Blake Bortles",6500,"JAC","QB","TEN",26.325,8.775,17.55
"Jay Cutler",4900,"MIA","QB","BUF",19.388,6.812,13.1
"Marcus Mariota",5000,"TEN","QB","JAC",23.426,4.134,13.78
"Derek Carr",5100,"OAK","QB","LAC",23.9741,8.2059,16.09
"Philip Rivers",6600,"LAC","QB","OAK",24.9676,8.7724,16.87
"Paxton Lynch",4500,"DEN","QB","KCC",20.4105,4.3295,12.37
"Patrick Mahomes",4700,"KCC","QB","DEN",20.56,5.14,12.85
"Drew Stanton",4600,"ARI","QB","SEA",18.705,7.095,12.9
"Russell Wilson",6900,"SEA","QB","ARI",28.826,10.934,19.88
"Jimmy Garoppolo",6700,"SFO","QB","LAR",28.4955,6.0445,17.27
"Sean Mannion",4500,"LAR","QB","SFO",15.465,5.155,10.31
"Tyrod Taylor",5300,"BUF","QB","MIA",21.3585,8.1015,14.73
"Mitchell Trubisky",4400,"CHI","QB","MIN",16.791,6.369,11.58
"Matt Ryan",5900,"ATL","QB","CAR",23.6572,9.6628,16.66
"Jacoby Brissett",5500,"IND","QB","HOU",20.88,8.12,14.5
"Cam Newton",6800,"CAR","QB","ATL",27.72,10.78,19.25
"Bryce Petty",4300,"NYJ","QB","NEP",18.255,6.085,12.17
"Eli Manning",5000,"NYG","QB","WAS",20.8305,10.0295,15.43
"Tom Brady",6800,"NEP","QB","NYJ",28.8115,10.9285,19.87
"T.J. Yates",4500,"HOU","QB","IND",17.5972,6.1828,11.89
"DeShone Kizer",4400,"CLE","QB","PIT",20.8848,6.5952,13.74
"Nick Foles",6400,"PHI","QB","DAL",25.56,8.52,17.04
"Case Keenum",6000,"MIN","QB","CHI",25.1076,9.0524,17.08
"Dak Prescott",5900,"DAL","QB","PHI",23.6304,9.1896,16.41
"Matthew Stafford",6300,"DET","QB","GBP",26.4264,10.5336,18.48
"Ben Roethlisberger",7000,"PIT","QB","CLE",26.8931,8.7269,17.81
"Brett Hundley",4800,"GBP","QB","DET",24.1244,5.2956,14.71
"Kirk Cousins",6200,"WAS","QB","NYG",25.868,9.812,17.84
"Mike Wallace",5700,"BAL","WR","CIN",16.02,5.34,10.68
"Jeremy Maclin",4400,"BAL","WR","CIN",17.1456,5.4144,11.28
"Ryan Hewitt",2500,"CIN","TE","BAL",NA,NA,0
"C.J. Uzomah",2500,"CIN","TE","BAL",3.7888,1.3312,2.56
"Chris Moore",3300,"BAL","WR","CIN",6.705,2.235,4.47
"Breshad Perriman",3000,"BAL","WR","CIN",2.2491,0.6909,1.47
"Nick Boyle",2700,"BAL","TE","CIN",2.812,0.148,1.48
"Benjamin Watson",3800,"BAL","TE","CIN",11.985,3.995,7.99
"Michael Campanaro",3200,"BAL","WR","CIN",3.808,0.672,2.24
"Tyler Kroft",2600,"CIN","TE","BAL",11.1445,3.2355,7.19
"Tyler Boyd",3000,"CIN","WR","BAL",1.8054,0.2346,1.02
"Giovani Bernard",5700,"CIN","RB","BAL",10.6053,2.7347,6.67
"Danny Woodhead",3900,"BAL","RB","CIN",14.79,2.61,8.7
"Javorius Allen",3800,"BAL","RB","CIN",10.86,3.62,7.24
"Brian Hill",3000,"CIN","RB","BAL",0.09,0.03,0.06
"A.J. Green",6300,"CIN","WR","BAL",27.1444,7.2156,17.18
"Alex Erickson",3000,"CIN","WR","BAL",2.864,0.716,1.79
"Josh Malone",3000,"CIN","WR","BAL",10.1752,0.8848,5.53
"Brandon LaFell",3300,"CIN","WR","BAL",15.6275,2.2325,8.93
"Maxx Williams",2600,"BAL","TE","CIN",1.485,0.495,0.99
"Mark Ingram",7500,"NOS","RB","TBB",32.4648,7.6152,20.04
"Michael Hoomanawanui",2500,"NOS","TE","TBB",2.752,0.688,1.72
"Josh Hill",2500,"NOS","TE","TBB",9.215,0.485,4.85
"Tommylee Lewis",3000,"NOS","WR","TBB",2.0587,0.3213,1.19
"Mike Evans",7200,"TBB","WR","NOS",25.972,8.428,17.2
"DeSean Jackson",4200,"TBB","WR","NOS",12.9709,4.2091,8.59
"Freddie Martino",3000,"TBB","WR","NOS",0.9,0.3,0.6
"Chris Godwin",4000,"TBB","WR","NOS",15.27,5.09,10.18
"Adam Humphries",3400,"TBB","WR","NOS",5.9307,1.5293,3.73
"Willie Snead",3500,"NOS","WR","TBB",6.44,0.92,3.68
"Brandon Coleman",3500,"NOS","WR","TBB",10.4041,2.0559,6.23
"Doug Martin",3700,"TBB","RB","NOS",7.0686,2.1714,4.62
"Peyton Barber",3900,"TBB","RB","NOS",20.689,3.651,12.17
"Alvin Kamara",7900,"NOS","RB","TBB",32.6819,6.4581,19.57
"Jacquizz Rodgers",3700,"TBB","RB","NOS",0.988,0.312,0.65
"Charles Sims",3500,"TBB","RB","NOS",7.0392,1.3408,4.19
"Ted Ginn",5100,"NOS","WR","TBB",16.048,2.832,9.44
"Michael Thomas",7700,"NOS","WR","TBB",25.1868,8.1732,16.68
"Zach Line",3000,"NOS","RB","TBB",1.965,0.655,1.31
"Joe Mixon",5000,"CIN","RB","BAL",20.24,5.06,12.65
"Alex Collins",5600,"BAL","RB","CIN",26.88,5.12,16
"DeVante Parker",4400,"MIA","WR","BUF",17.84,4.46,11.15
"Logan Thomas",2500,"BUF","TE","MIA",NA,NA,0
"Nick O'Leary",2500,"BUF","TE","MIA",5.358,0.282,2.82
"Charles Clay",3700,"BUF","TE","MIA",16.0185,2.0815,9.05
