"player","salary","team","pos","opp","ceil","floor","fpts"
"Ben Roethlisberger","7600","PIT","QB","MIA","26.429","14.231","20.33"
"Aaron Rodgers","7900","GBP","QB","NYG","30.6147","16.1253","23.37"
"Eli Manning","6100","NYG","QB","GBP","22.5582","11.8818","17.22"
"Matthew Moore","5100","MIA","QB","PIT","21.2613","11.1987","16.23"
"Matthew Stafford","5700","DET","QB","SEA","22.3224","11.7576","17.04"
"Brock Osweiler","5100","HOU","QB","OAK","19.5228","10.0572","14.79"
"Connor Cook","5000","OAK","QB","HOU","18.9342","9.3258","14.13"
"Russell Wilson","7000","SEA","QB","DET","25.0932","12.9268","19.01"
"Sammie Coates","3000","PIT","WR","MIA","10.92","0","5.46"
"Cobi Hamilton","3000","PIT","WR","MIA","6.44","0","3.22"
"Antonio Brown","9400","PIT","WR","MIA","32.1244","9.5956","20.86"
"Eli Rogers","4000","PIT","WR","MIA","15.54","2.96","9.25"
"Jesse James","3000","PIT","TE","MIA","7.1344","0.7056","3.92"
"DeAngelo Williams","5600","PIT","RB","MIA","","","3.42"
"Ladarius Green","4500","PIT","TE","MIA","17.7669","3.0131","10.39"
"Fitzgerald Toussaint","4000","PIT","RB","MIA","2.36","0","1.18"
"Le'Veon Bell","10300","PIT","RB","MIA","38.0666","15.1734","26.62"
"DeVante Parker","4200","MIA","WR","PIT","19.6344","4.6056","12.12"
"Jarvis Landry","5100","MIA","WR","PIT","21.7102","8.0298","14.87"
"Jay Ajayi","6800","MIA","RB","PIT","20.739","6.021","13.38"
"Kenny Stills","3800","MIA","WR","PIT","17.7066","4.1534","10.93"
"MarQueis Gray","2500","MIA","TE","PIT","6.66","0","3.33"
"Kenyan Drake","3000","MIA","RB","PIT","5.8","0","2.9"
"Dion Sims","2500","MIA","TE","PIT","10.2336","2.8864","6.56"
"Aaron Ripkowski","4100","GBP","RB","NYG","9.7299","1.6501","5.69"
"Christine Michael","3400","GBP","RB","NYG","7.735","1.105","4.42"
"Roger Lewis","3000","NYG","WR","GBP","5.84","0","2.92"
"Victor Cruz","3800","NYG","WR","GBP","12.3032","1.2168","6.76"
"Sterling Shepard","4800","NYG","WR","GBP","18.755","5.445","12.1"
"Jerell Adams","2500","NYG","TE","GBP","5.54","0","2.77"
"Will Tye","2800","NYG","TE","GBP","13.5594","3.1806","8.37"
"Geronimo Allison","3300","GBP","WR","NYG","14.0244","2.0956","8.06"
"Randall Cobb","4000","GBP","WR","NYG","16.2279","2.7521","9.49"
"Odell Beckham","9100","NYG","WR","GBP","34.1318","9.3482","21.74"
"Paul Perkins","4100","NYG","RB","GBP","17.9424","2.2176","10.08"
"Jordy Nelson","8000","GBP","WR","NYG","29.8928","8.1872","19.04"
"Davante Adams","5600","GBP","WR","NYG","23.2146","5.4454","14.33"
"Ty Montgomery","5500","GBP","RB","NYG","19.4649","4.7151","12.09"
"Jeff Janis","3000","GBP","WR","NYG","4.14","0","2.07"
"Richard Rodgers","2500","GBP","TE","NYG","6.56","1.64","4.1"
"Rashad Jennings","4200","NYG","RB","GBP","14.8433","4.8167","9.83"
"Jared Cook","3600","GBP","TE","NYG","13.8976","2.2624","8.08"
"Damien Williams","3600","MIA","RB","PIT","5.9285","1.1715","3.55"
"Marcel Reece","3000","SEA","RB","DET","5.76","0","2.88"
"Seth Roberts","3000","OAK","WR","HOU","9.1015","1.7985","5.45"
"Michael Crabtree","5300","OAK","WR","HOU","19.106","4.194","11.65"
"Amari Cooper","5200","OAK","WR","HOU","20.3958","4.7842","12.59"
"Andre Holmes","3000","OAK","WR","HOU","3.96","0.54","2.25"
"Clive Walford","2500","OAK","TE","HOU","9.7848","2.2952","6.04"
"Stephen Anderson","2500","HOU","TE","OAK","3.92","0","1.96"
"Mychal Rivera","2500","OAK","TE","HOU","7.3179","1.1421","4.23"
"Jalen Richard","3400","OAK","RB","HOU","8.3076","1.3524","4.83"
"Latavius Murray","5000","OAK","RB","HOU","17.8871","4.3329","11.11"
"DeAndre Hopkins","6700","HOU","WR","OAK","23.0645","5.2355","14.15"
"Alfred Blue","4300","HOU","RB","OAK","7.701","1.359","4.53"
"Lamar Miller","6100","HOU","RB","OAK","22.8735","7.0265","14.95"
"Will Fuller","4400","HOU","WR","OAK","14.9227","2.7373","8.83"
"Wendall Williams","3000","HOU","WR","OAK","8.092","1.428","4.76"
"Ryan Griffin","2900","HOU","TE","OAK","7.7321","1.5279","4.63"
"C.J. Fiedorowicz","4200","HOU","TE","OAK","16.3093","3.9507","10.13"
"Jonathan Grimes","3000","HOU","RB","OAK","5.36","0","2.68"
"DeAndre Washington","3300","OAK","RB","HOU","14.2284","2.8116","8.52"
"Golden Tate","6300","DET","WR","SEA","21.4173","5.5227","13.47"
"Marvin Jones","4100","DET","WR","SEA","15.4878","3.1722","9.33"
"Zach Zenner","4500","DET","RB","SEA","16.0522","3.2878","9.67"
"Anquan Boldin","4000","DET","WR","SEA","14.5382","3.9818","9.26"
