"player","salary","team","pos","opp","ceil","floor","fpts"
"Philip Rivers",5800,"LAC","QB","MIA",23.814,10.206,17.01
"Russell Wilson",6800,"SEA","QB","SFO",29.764,12.756,21.26
"Brian Hoyer",4500,"SFO","QB","SEA",17.92,7.68,12.8
"Jay Cutler",5400,"MIA","QB","LAC",22.246,9.534,15.89
"Josh McCown",4500,"NYJ","QB","OAK",17.36,7.44,12.4
"Blake Bortles",4400,"JAC","QB","TEN",14.322,6.138,10.23
"Derek Carr",7200,"OAK","QB","NYJ",28.112,12.048,20.08
"Kirk Cousins",6100,"WAS","QB","LAR",28.7472,7.4128,18.08
"Jared Goff",5100,"LAR","QB","WAS",18.5858,9.1542,13.87
"Matthew Stafford",5800,"DET","QB","NYG",23.128,9.912,16.52
"Eli Manning",5300,"NYG","QB","DET",22.148,9.492,15.82
"Aaron Rodgers",7400,"GBP","QB","ATL",32.144,13.776,22.96
"Matt Ryan",7500,"ATL","QB","GBP",27.244,11.676,19.46
"Dak Prescott",5600,"DAL","QB","DEN",23.548,10.092,16.82
"Trevor Siemian",4900,"DEN","QB","DAL",20.188,8.652,14.42
"Marcus Mariota",6400,"TEN","QB","JAC",26.5482,9.5718,18.06
"Cam Newton",6500,"CAR","QB","BUF",25.648,10.992,18.32
"Scott Tolzien",4300,"IND","QB","ARI",17.3444,9.1356,13.24
"Ben Roethlisberger",6700,"PIT","QB","MIN",25.0839,10.4961,17.79
"Carson Palmer",6000,"ARI","QB","IND",25.0679,9.9921,17.53
"Carson Wentz",5900,"PHI","QB","KCC",21.9537,9.1863,15.57
"Deshaun Watson",4400,"HOU","QB","CIN",19.8468,6.7932,13.32
"Alex Smith",5700,"KCC","QB","PHI",26.1273,10.9327,18.53
"Sam Bradford",5500,"MIN","QB","PIT",22.9472,9.3728,16.16
"DeShone Kizer",5100,"CLE","QB","BAL",20.5465,7.7935,14.17
"Mike Glennon",4600,"CHI","QB","TBB",17.164,7.356,12.26
"Tyrod Taylor",5300,"BUF","QB","CAR",24.0832,9.8368,16.96
"Jameis Winston",6300,"TBB","QB","CHI",25.696,9.504,17.6
"Drew Brees",7700,"NOS","QB","NEP",28.238,12.102,20.17
"Joe Flacco",5200,"BAL","QB","CLE",23.989,8.211,16.1
"Tom Brady",7900,"NEP","QB","NOS",35.7159,16.4241,26.07
"Andy Dalton",5500,"CIN","QB","HOU",23.9525,9.5475,16.75
"Travis Benjamin",3500,"LAC","WR","MIA",11.4219,4.1181,7.77
"Tyrell Williams",4700,"LAC","WR","MIA",16.212,6.948,11.58
"Keenan Allen",5800,"LAC","WR","MIA",22.8228,9.0972,15.96
"Dontrelle Inman",3400,"LAC","WR","MIA",7.14,3.06,5.1
"Hunter Henry",3600,"LAC","TE","MIA",12.726,5.454,9.09
"Thomas Rawls",4600,"SEA","RB","SFO",10.99,4.71,7.85
"Eddie Lacy",4200,"SEA","RB","SFO",8.274,3.546,5.91
"Antonio Gates",3000,"LAC","TE","MIA",9.492,4.068,6.78
"Branden Oliver",4000,"LAC","RB","MIA",3.514,1.506,2.51
"Melvin Gordon",7000,"LAC","RB","MIA",27.37,11.73,19.55
"Kenny Stills",3900,"MIA","WR","LAC",14.266,6.114,10.19
"Jarvis Landry",5500,"MIA","WR","LAC",20.1201,8.0199,14.07
"DeVante Parker",5400,"MIA","WR","LAC",18.7511,8.2289,13.49
"Leonte Carroo",3000,"MIA","WR","LAC",4.382,1.878,3.13
"Jakeem Grant",3000,"MIA","WR","LAC",1.1704,0.5896,0.88
"Anthony Fasano",2500,"MIA","TE","LAC",2.2477,1.1323,1.69
"Julius Thomas",2800,"MIA","TE","LAC",10.136,4.344,7.24
"C.J. Prosise",3900,"SEA","RB","SFO",10.444,4.476,7.46
"Doug Baldwin",6700,"SEA","WR","SFO",27.468,11.772,19.62
"Aldrick Robinson",3000,"SFO","WR","SEA",6.566,2.814,4.69
