player,salary,team,pos,opp,ceil,floor,fpts
"Philly Brown",3000,CAR,WR,DEN,,,5.84
"Devontae Booker",3300,DEN,RB,CAR,,,6.9
"Jordan Norwood",3000,DEN,WR,CAR,,,3.73
"Rishard Matthews",3300,TEN,WR,MIN,,,10.47
"Derrick Henry",4000,TEN,RB,MIN,,,6.69
"Tajae Sharpe",3000,TEN,WR,MIN,,,11.83
"Delanie Walker",4500,TEN,TE,MIN,,,13.8
"Jace Amaro",2700,NYJ,TE,CIN,,,5.44
"Anthony Fasano",2500,TEN,TE,MIN,,,4.02
"DeMarco Murray",5300,TEN,RB,MIN,,,12.56
"Kyle Rudolph",3000,MIN,TE,TEN,,,8.39
"Adrian Peterson",7600,MIN,RB,TEN,,,18.29
"Fozzy Whittaker",3000,CAR,RB,DEN,,,3.82
"Jerick McKinnon",4600,MIN,RB,TEN,,,5.03
"Stefon Diggs",4800,MIN,WR,TEN,,,13.3
"Laquon Treadwell",4500,MIN,WR,TEN,,,6.78
"Julius Thomas",3800,JAC,TE,GBP,,,10.5
"Marcedes Lewis",2700,JAC,TE,GBP,,,2.39
"Tim Hightower",4300,NOS,RB,OAK,,,4.92
"Mark Ingram",6600,NOS,RB,OAK,,,17.07
"Brandin Cooks",7700,NOS,WR,OAK,,,16.81
"Brandon Coleman",3000,NOS,WR,OAK,,,4.45
"Michael Thomas",4000,NOS,WR,OAK,,,7.31
"Willie Snead",4800,NOS,WR,OAK,,,12.5
"Clive Walford",3000,OAK,TE,NOS,,,8.36
"Andre Holmes",3200,OAK,WR,NOS,,,4.48
"Latavius Murray",5600,OAK,RB,NOS,,,14.77
"Braxton Miller",3000,HOU,WR,CHI,,,4.36
"Amari Cooper",7200,OAK,WR,NOS,,,19.09
"Michael Crabtree",5500,OAK,WR,NOS,,,16.12
"Seth Roberts",3800,OAK,WR,NOS,,,7.56
"Coby Fleener",4900,NOS,TE,OAK,,,14.87
"DeAndre Washington",3700,OAK,RB,NOS,7.1712,1.4688,4.32
"Tevin Coleman",4200,ATL,RB,TBB,,,6.8
"Devonta Freeman",6900,ATL,RB,TBB,,,16.35
"Julio Jones",9400,ATL,WR,TBB,,,27.81
"Mohamed Sanu",5100,ATL,WR,TBB,,,11.65
"Jacob Tamme",2800,ATL,TE,TBB,,,8.68
"Justin Hardy",3100,ATL,WR,TBB,,,6.01
"Austin Seferian-Jenkins",2800,TBB,TE,ATL,,,8.85
"Cameron Brate",2900,TBB,TE,ATL,,,6.74
"Charles Sims",4400,TBB,RB,ATL,,,10.45
"Doug Martin",6200,TBB,RB,ATL,,,17.35
"Vincent Jackson",4400,TBB,WR,ATL,,,12.38
"Mike Evans",7400,TBB,WR,ATL,,,18.54
"Adam Humphries",3000,TBB,WR,ATL,,,6.64
"Jordan Howard",3700,CHI,RB,HOU,9.22,0,4.61
"Josh Bellamy",3000,CHI,WR,HOU,,,2.9
"Charcandrick West",3500,KCC,RB,SDC,,,6.32
"Antonio Gates",4200,SDC,TE,KCC,,,11.85
"Jeremy Maclin",6500,KCC,WR,SDC,,,17.26
"Albert Wilson",3600,KCC,WR,SDC,,,7.29
"Travis Kelce",5000,KCC,TE,SDC,,,13.35
"Chris Conley",3700,KCC,WR,SDC,,,6.21
"Tyrell Williams",3000,SDC,WR,KCC,,,6.53
"Dontrelle Inman",3400,SDC,WR,KCC,,,5.81
"Melvin Gordon",4600,SDC,RB,KCC,,,10.54
"Denard Robinson",3100,JAC,RB,GBP,,,3.63
"Danny Woodhead",5000,SDC,RB,KCC,,,12.14
"Keenan Allen",8000,SDC,WR,KCC,,,17.39
"Travis Benjamin",4100,SDC,WR,KCC,,,10.28
"Nick Williams",3000,KCC,WR,SDC,,,2.12
"Spencer Ware",4400,KCC,RB,SDC,,,16.67
"DeAndre Hopkins",8800,HOU,WR,CHI,,,22.49
"Alfred Blue",3600,HOU,RB,CHI,,,4.43
"Jaelen Strong",3800,HOU,WR,CHI,,,3.91
"Will Fuller",3700,HOU,WR,CHI,,,10.52
"Ryan Griffin",2600,HOU,TE,CHI,,,6.88
"C.J. Fiedorowicz",2500,HOU,TE,CHI,,,3.32
"Lamar Miller",7000,HOU,RB,CHI,,,18.88
"Zach Miller",3700,CHI,TE,HOU,,,10.2
"Ka'Deem Carey",3500,CHI,RB,HOU,,,4.37
"Jeremy Langford",4700,CHI,RB,HOU,,,11.37
"Alshon Jeffery",7900,CHI,WR,HOU,,,17.28
"Kevin White",5200,CHI,WR,HOU,,,10.67
"Eddie Royal",3200,CHI,WR,HOU,,,6.9
