"player","salary","team","pos","opp","ceil","floor","fpts"
"Eli Manning",5700,"NYG","QB","TBB",21.931,11.809,16.87
"Carson Wentz",6600,"PHI","QB","LAC",21.9492,12.8908,17.42
"Philip Rivers",6300,"LAC","QB","PHI",22.5522,11.1078,16.83
"Jameis Winston",5900,"TBB","QB","NYG",23.3026,11.4774,17.39
"Josh McCown",4500,"NYJ","QB","JAC",18.375,6.625,12.5
"Andy Dalton",5800,"CIN","QB","CLE",22.9159,11.5441,17.23
"Blake Bortles",5300,"JAC","QB","NYJ",23.985,7.995,15.99
"Brian Hoyer",4800,"SFO","QB","ARI",17.864,6.776,12.32
"Carson Palmer",6100,"ARI","QB","SFO",23.5035,11.3165,17.41
"Alex Smith",6900,"KCC","QB","WAS",24.112,11.088,17.6
"Kirk Cousins",7200,"WAS","QB","KCC",23.6736,10.8864,17.28
"Russell Wilson",8000,"SEA","QB","IND",27.6055,12.6945,20.15
"Jacoby Brissett",5500,"IND","QB","SEA",19.2168,9.0432,14.13
"Trevor Siemian",5200,"DEN","QB","OAK",25.1403,10.5197,17.83
"Derek Carr",5800,"OAK","QB","DEN",23.7655,8.1345,15.95
"DeShone Kizer",5200,"CLE","QB","CIN",22.9248,8.9152,15.92
"Dak Prescott",6200,"DAL","QB","LAR",26.5744,12.5056,19.54
"Ben Roethlisberger",6000,"PIT","QB","BAL",26.1985,8.5015,17.35
"Cam Newton",5900,"CAR","QB","NEP",24.5072,11.5328,18.02
"Joe Flacco",4900,"BAL","QB","PIT",20.2584,9.1016,14.68
"Jay Cutler",5800,"MIA","QB","NOS",24.78,10.62,17.7
"Aaron Rodgers",7600,"GBP","QB","CHI",29.5405,15.5595,22.55
"Drew Brees",7200,"NOS","QB","MIA",27.6612,9.7188,18.69
"Tom Brady",8000,"NEP","QB","CAR",27.4,12.6,20
"Deshaun Watson",5100,"HOU","QB","TEN",21.462,9.198,15.33
"Matt Ryan",7400,"ATL","QB","BUF",25.6208,12.6192,19.12
"Jared Goff",5600,"LAR","QB","DAL",20.0448,7.7952,13.92
"Tyrod Taylor",5300,"BUF","QB","ATL",23.6599,10.8801,17.27
"Matthew Stafford",6000,"DET","QB","MIN",24.7455,11.9145,18.33
"Marcus Mariota",6400,"TEN","QB","HOU",26.3646,8.5554,17.46
"Case Keenum",5000,"MIN","QB","DET",21.7413,7.8387,14.79
"Mike Glennon",4500,"CHI","QB","GBP",18.984,8.136,13.56
"Odell Beckham",8900,"NYG","WR","TBB",29.792,7.448,18.62
"Orleans Darkwa",3400,"NYG","RB","TBB",5.27,0.93,3.1
