"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","ValueWR"
"RB","David Johnson (0000000)","David Johnson",0,7600,"TB@Ari 00:00PM ET","Ari","David","Johnson","TB",20.28,18.5,3,0.153846153846154,0
"WR","Amari Cooper (0000000)","Amari Cooper",0,7600,"Atl@Oak 00:00PM ET","Oak","Amari","Cooper","Atl",16.16,16,1,0.317073170731707,0
"WR","Jordy Nelson (0000000)","Jordy Nelson",0,7500,"GB@Min 00:00PM ET","GB","Jordy","Nelson","Min",17.52,15.7,2,0.243243243243243,0
"WR","Keenan Allen (0000000)","Keenan Allen",0,7500,"Jax@SD 00:00PM ET","SD","Keenan","Allen","Jax",0,0,2,0.205128205128205,0
"RB","Todd Gurley (0000000)","Todd Gurley",0,7500,"Sea@LA 00:00PM ET","LA","Todd","Gurley","Sea",14.26,13.9,6,0.0588235294117647,0
"QB","Ben Roethlisberger (0000000)","Ben Roethlisberger",0,7500,"Cin@Pit 00:00PM ET","Pit","Ben","Roethlisberger","Cin",24.15,18.2,0,0,0
"WR","Brandon Marshall (0000000)","Brandon Marshall",0,7500,"NYJ@Buf 00:00PM ET","NYJ","Brandon","Marshall","Buf",18.4,17.6,1,0.27027027027027,0
"QB","Russell Wilson (0000000)","Russell Wilson",0,7400,"Sea@LA 00:00PM ET","Sea","Russell","Wilson","LA",20.49,19.2,10,0,0
"WR","Randall Cobb (0000000)","Randall Cobb",0,7400,"GB@Min 00:00PM ET","GB","Randall","Cobb","Min",16.67,14.4,1,0.27027027027027,0
"WR","Sammy Watkins (0000000)","Sammy Watkins",0,7300,"NYJ@Buf 00:00PM ET","Buf","Sammy","Watkins","NYJ",16.01,14.7,1,0.272727272727273,0
"QB","Matthew Stafford (0000000)","Matthew Stafford",0,7300,"Ten@Det 00:00PM ET","Det","Matthew","Stafford","Ten",24.55,22,0,0,0
"RB","Ezekiel Elliott (0000000)","Ezekiel Elliott",0,7300,"Dal@Was 00:00PM ET","Dal","Ezekiel","Elliott","Was",16.07,16.4,5,0.0444444444444444,0
"RB","Lamar Miller (0000000)","Lamar Miller",0,7200,"KC@Hou 00:00PM ET","Hou","Lamar","Miller","KC",18.29,16.1,3,0.114285714285714,0
"WR","Mike Evans (0000000)","Mike Evans",0,7200,"TB@Ari 00:00PM ET","TB","Mike","Evans","Ari",15.24,16,1,0.225806451612903,0
"QB","Derek Carr (0000000)","Derek Carr",0,7200,"Atl@Oak 00:00PM ET","Oak","Derek","Carr","Atl",20.63,18.1,0,0,0
"RB","DeAngelo Williams (0000000)","DeAngelo Williams",0,7100,"Cin@Pit 00:00PM ET","Pit","DeAngelo","Williams","Cin",22.74,18.5,2,0.25,0
"RB","Adrian Peterson (0000000)","Adrian Peterson",0,7000,"GB@Min 00:00PM ET","Min","Adrian","Peterson","GB",16.36,16.3,5,0.0588235294117647,0
"QB","Kirk Cousins (0000000)","Kirk Cousins",0,7000,"Dal@Was 00:00PM ET","Was","Kirk","Cousins","Dal",19.92,19.1,0,0,0
"WR","T.Y. Hilton (0000000)","T.Y. Hilton",0,7000,"Ind@Den 00:00PM ET","Ind","T.Y.","Hilton","Den",13.12,13.9,1,0.282608695652174,0
"QB","Carson Palmer (0000000)","Carson Palmer",0,6900,"TB@Ari 00:00PM ET","Ari","Carson","Palmer","TB",22.82,22,0,0,0
"WR","Jordan Matthews (0000000)","Jordan Matthews",0,6900,"Phi@Chi 00:00PM ET","Phi","Jordan","Matthews","Chi",15.49,17.1,1,0.4,0
"TE","Rob Gronkowski (0000000)","Rob Gronkowski",0,6900,"Mia@NE 00:00PM ET","NE","Rob","Gronkowski","Mia",0,0,8,0,0
"RB","C.J. Anderson (0000000)","C.J. Anderson",0,6800,"Ind@Den 00:00PM ET","Den","C.J.","Anderson","Ind",19.74,17.6,3,0.2,0
"TE","Jordan Reed (0000000)","Jordan Reed",0,6800,"Dal@Was 00:00PM ET","Was","Jordan","Reed","Dal",18.08,15.1,2,0.238095238095238,0
"QB","Matt Ryan (0000000)","Matt Ryan",0,6800,"Atl@Oak 00:00PM ET","Atl","Matt","Ryan","Oak",17.21,16.1,0,0,0
"WR","Golden Tate (0000000)","Golden Tate",0,6800,"Ten@Det 00:00PM ET","Det","Golden","Tate","Ten",16.26,15,2,0.184210526315789,0
"QB","Blake Bortles (0000000)","Blake Bortles",0,6700,"Jax@SD 00:00PM ET","Jax","Blake","Bortles","SD",19.75,20.2,0,0,0
"WR","Doug Baldwin (0000000)","Doug Baldwin",0,6600,"Sea@LA 00:00PM ET","Sea","Doug","Baldwin","LA",16.6,14.3,1,0.27906976744186,0
"RB","Matt Forte (0000000)","Matt Forte",0,6600,"NYJ@Buf 00:00PM ET","NYJ","Matt","Forte","Buf",17.54,14,3,0.189189189189189,0
"WR","Kelvin Benjamin (0000000)","Kelvin Benjamin",0,6500,"SF@Car 00:00PM ET","Car","Kelvin","Benjamin","SF",16.12,15.4,1,0.375,0
"RB","LeSean McCoy (0000000)","LeSean McCoy",0,6500,"NYJ@Buf 00:00PM ET","Buf","LeSean","McCoy","NYJ",18.52,13.1,3,0.181818181818182,0
"QB","Joe Flacco (0000000)","Joe Flacco",0,6500,"Bal@Cle 00:00PM ET","Bal","Joe","Flacco","Cle",17.63,19.9,0,0,0
"WR","Eric Decker (0000000)","Eric Decker",0,6500,"NYJ@Buf 00:00PM ET","NYJ","Eric","Decker","Buf",15.65,14.7,4,0.162162162162162,0
"QB","Andy Dalton (0000000)","Andy Dalton",0,6400,"Cin@Pit 00:00PM ET","Cin","Andy","Dalton","Pit",19.43,19.6,0,0,0
"WR","Demaryius Thomas (0000000)","Demaryius Thomas",0,6400,"Ind@Den 00:00PM ET","Den","Demaryius","Thomas","Ind",13.81,16.1,1,0.28,0
"WR","Jarvis Landry (0000000)","Jarvis Landry",0,6400,"Mia@NE 00:00PM ET","Mia","Jarvis","Landry","NE",17.33,16.9,1,0.37037037037037,0
"WR","Donte Moncrief (0000000)","Donte Moncrief",0,6400,"Ind@Den 00:00PM ET","Ind","Donte","Moncrief","Den",11.96,12.3,2,0.152173913043478,0
"WR","Larry Fitzgerald (0000000)","Larry Fitzgerald",0,6400,"TB@Ari 00:00PM ET","Ari","Larry","Fitzgerald","TB",16.63,16.4,1,0.256410256410256,0
"QB","Philip Rivers (0000000)","Philip Rivers",0,6400,"Jax@SD 00:00PM ET","SD","Philip","Rivers","Jax",17.1,19.6,0,0,0
"RB","Jamaal Charles (0000000)","Jamaal Charles",0,6300,"KC@Hou 00:00PM ET","KC","Jamaal","Charles","Hou",0,0,11,0,0
"QB","Alex Smith (0000000)","Alex Smith",0,6300,"KC@Hou 00:00PM ET","KC","Alex","Smith","Hou",16.89,16.6,8,0.0222222222222222,0
"QB","Tyrod Taylor (0000000)","Tyrod Taylor",0,6300,"NYJ@Buf 00:00PM ET","Buf","Tyrod","Taylor","NYJ",18.45,15.8,0,0,0
"WR","DeSean Jackson (0000000)","DeSean Jackson",0,6300,"Dal@Was 00:00PM ET","Was","DeSean","Jackson","Dal",13.45,12.5,1,0.261904761904762,0
"WR","Jeremy Maclin (0000000)","Jeremy Maclin",0,6300,"KC@Hou 00:00PM ET","KC","Jeremy","Maclin","Hou",14.27,15.7,4,0.133333333333333,0
"QB","Jameis Winston (0000000)","Jameis Winston",0,6200,"TB@Ari 00:00PM ET","TB","Jameis","Winston","Ari",18.93,16.3,0,0,0
"WR","Julian Edelman (0000000)","Julian Edelman",0,6200,"Mia@NE 00:00PM ET","NE","Julian","Edelman","Mia",17.42,18.5,1,0.222222222222222,0
"RB","Mark Ingram (0000000)","Mark Ingram",0,6200,"NO@NYG 00:00PM ET","NO","Mark","Ingram","NYG",16.36,16.5,6,0.0476190476190476,0
"RB","Spencer Ware (0000000)","Spencer Ware",0,6100,"KC@Hou 00:00PM ET","KC","Spencer","Ware","Hou",16.39,15.3,1,0.177777777777778,0
"WR","Michael Crabtree (0000000)","Michael Crabtree",0,6100,"Atl@Oak 00:00PM ET","Oak","Michael","Crabtree","Atl",14.67,13.8,2,0.24390243902439,0
"QB","Ryan Fitzpatrick (0000000)","Ryan Fitzpatrick",0,6100,"NYJ@Buf 00:00PM ET","NYJ","Ryan","Fitzpatrick","Buf",18.18,17.1,0,0,0
"RB","Devonta Freeman (0000000)","Devonta Freeman",0,6100,"Atl@Oak 00:00PM ET","Atl","Devonta","Freeman","Oak",14.91,15.2,5,0.105263157894737,0
"QB","Brock Osweiler (0000000)","Brock Osweiler",0,6100,"KC@Hou 00:00PM ET","Hou","Brock","Osweiler","KC",15.23,15.4,0,0,0
"RB","Eddie Lacy (0000000)","Eddie Lacy",0,6000,"GB@Min 00:00PM ET","GB","Eddie","Lacy","Min",12.7,12.9,6,0.0540540540540541,0
"QB","Marcus Mariota (0000000)","Marcus Mariota",0,6000,"Ten@Det 00:00PM ET","Ten","Marcus","Mariota","Det",18.28,19.2,0,0,0
"QB","Tony Romo (0000000)","Tony Romo",0,6000,"Dal@Was 00:00PM ET","Dal","Tony","Romo","Was",0,0,0,0,0
"RB","Arian Foster (0000000)","Arian Foster",0,6000,"Mia@NE 00:00PM ET","Mia","Arian","Foster","NE",15.14,13.4,2,0.185185185185185,0
"WR","Emmanuel Sanders (0000000)","Emmanuel Sanders",0,6000,"Ind@Den 00:00PM ET","Den","Emmanuel","Sanders","Ind",14.49,13.7,2,0.24,0
"QB","Jimmy Garoppolo (0000000)","Jimmy Garoppolo",0,5900,"Mia@NE 00:00PM ET","NE","Jimmy","Garoppolo","Mia",16.23,19.5,7,0.0277777777777778,0
"RB","Doug Martin (0000000)","Doug Martin",0,5900,"TB@Ari 00:00PM ET","TB","Doug","Martin","Ari",13.26,12.8,3,0.161290322580645,0
"WR","Michael Floyd (0000000)","Michael Floyd",0,5900,"TB@Ari 00:00PM ET","Ari","Michael","Floyd","TB",14.33,13.5,2,0.205128205128205,0
"RB","Ryan Mathews (0000000)","Ryan Mathews",0,5800,"Phi@Chi 00:00PM ET","Phi","Ryan","Mathews","Chi",13.75,12,7,0,0
"WR","Willie Snead (0000000)","Willie Snead",0,5800,"NO@NYG 00:00PM ET","NO","Willie","Snead","NYG",13.56,15.4,2,0.214285714285714,0
"QB","Dak Prescott (0000000)","Dak Prescott",0,5800,"Dal@Was 00:00PM ET","Dal","Dak","Prescott","Was",17.94,17.3,0,0,0
"RB","Latavius Murray (0000000)","Latavius Murray",0,5700,"Atl@Oak 00:00PM ET","Oak","Latavius","Murray","Atl",15.07,13.3,6,0.0487804878048781,0
"QB","Jay Cutler (0000000)","Jay Cutler",0,5700,"Phi@Chi 00:00PM ET","Chi","Jay","Cutler","Phi",17.92,17.5,0,0,0
"RB","DeMarco Murray (0000000)","DeMarco Murray",0,5700,"Ten@Det 00:00PM ET","Ten","DeMarco","Murray","Det",14.75,12.2,2,0.175,0
"QB","Sam Bradford (0000000)","Sam Bradford",0,5600,"GB@Min 00:00PM ET","Min","Sam","Bradford","GB",14,11.9,8,0,0
"TE","Greg Olsen (0000000)","Greg Olsen",0,5600,"SF@Car 00:00PM ET","Car","Greg","Olsen","SF",16.71,15,2,0.28125,0
"RB","Rashad Jennings (0000000)","Rashad Jennings",0,5600,"NO@NYG 00:00PM ET","NYG","Rashad","Jennings","NO",15.26,13.7,6,0.0714285714285714,0
"QB","Ryan Tannehill (0000000)","Ryan Tannehill",0,5600,"Mia@NE 00:00PM ET","Mia","Ryan","Tannehill","NE",15.6,16.8,0,0,0
"RB","Thomas Rawls (0000000)","Thomas Rawls",0,5500,"Sea@LA 00:00PM ET","Sea","Thomas","Rawls","LA",13.39,11.2,5,0.0697674418604651,0
"WR","Mohamed Sanu (0000000)","Mohamed Sanu",0,5500,"Atl@Oak 00:00PM ET","Atl","Mohamed","Sanu","Oak",12.29,10,1,0.210526315789474,0
"WR","Marvin Jones (0000000)","Marvin Jones",0,5500,"Ten@Det 00:00PM ET","Det","Marvin","Jones","Ten",15.23,15,1,0.289473684210526,0
"QB","Carson Wentz (0000000)","Carson Wentz",0,5500,"Phi@Chi 00:00PM ET","Phi","Carson","Wentz","Chi",17.63,16.7,0,0,0
"RB","Jonathan Stewart (0000000)","Jonathan Stewart",0,5400,"SF@Car 00:00PM ET","Car","Jonathan","Stewart","SF",15.39,12.8,4,0.0625,0
"WR","Allen Hurns (0000000)","Allen Hurns",0,5400,"Jax@SD 00:00PM ET","Jax","Allen","Hurns","SD",15.36,12.6,3,0.128205128205128,0
"QB","Robert Griffin (0000000)","Robert Griffin",0,5300,"Bal@Cle 00:00PM ET","Cle","Robert","Griffin","Bal",0,0,0,0,0
"WR","John Brown (0000000)","John Brown",0,5300,"TB@Ari 00:00PM ET","Ari","John","Brown","TB",11.84,11.8,4,0.128205128205128,0
"WR","Sterling Shepard (0000000)","Sterling Shepard",0,5200,"NO@NYG 00:00PM ET","NYG","Sterling","Shepard","NO",13.36,13.3,4,0.107142857142857,0
"RB","Danny Woodhead (0000000)","Danny Woodhead",0,5200,"Jax@SD 00:00PM ET","SD","Danny","Woodhead","Jax",15.82,0,2,0.205128205128205,0
"QB","Trevor Siemian (0000000)","Trevor Siemian",0,5200,"Ind@Den 00:00PM ET","Den","Trevor","Siemian","Ind",14.3,12.4,0,0,0
"QB","Case Keenum (0000000)","Case Keenum",0,5100,"Sea@LA 00:00PM ET","LA","Case","Keenum","Sea",10.85,9.3,0,0,0
"RB","Carlos Hyde (0000000)","Carlos Hyde",0,5100,"SF@Car 00:00PM ET","SF","Carlos","Hyde","Car",14.17,11.8,5,0.0769230769230769,0
"WR","Stefon Diggs (0000000)","Stefon Diggs",0,5100,"GB@Min 00:00PM ET","Min","Stefon","Diggs","GB",15.54,10.3,1,0.264705882352941,0
"QB","Matt Cassel (0000000)","Matt Cassel",0,5000,"Ten@Det 00:00PM ET","Ten","Matt","Cassel","Det",0,0,0,0,0
"RB","Frank Gore (0000000)","Frank Gore",0,5000,"Ind@Den 00:00PM ET","Ind","Frank","Gore","Den",9.73,9.1,3,0.130434782608696,0
"QB","Derek Anderson (0000000)","Derek Anderson",0,5000,"SF@Car 00:00PM ET","Car","Derek","Anderson","SF",0,0,0,0,0
"QB","Dan Orlovsky (0000000)","Dan Orlovsky",0,5000,"Ten@Det 00:00PM ET","Det","Dan","Orlovsky","Ten",0,0,0,0,0
"QB","Kellen Clemens (0000000)","Kellen Clemens",0,5000,"Jax@SD 00:00PM ET","SD","Kellen","Clemens","Jax",0,0,0,0,0
"QB","Shaun Hill (0000000)","Shaun Hill",0,5000,"GB@Min 00:00PM ET","Min","Shaun","Hill","GB",0,0,0,0,0
"QB","Matt Moore (0000000)","Matt Moore",0,5000,"Mia@NE 00:00PM ET","Mia","Matt","Moore","NE",0,0,0,0,0
"QB","Drew Stanton (0000000)","Drew Stanton",0,5000,"TB@Ari 00:00PM ET","Ari","Drew","Stanton","TB",0,0,0,0,0
"QB","Matt Schaub (0000000)","Matt Schaub",0,5000,"Atl@Oak 00:00PM ET","Atl","Matt","Schaub","Oak",0,0,0,0,0
"QB","Luke McCown (0000000)","Luke McCown",0,5000,"NO@NYG 00:00PM ET","NO","Luke","McCown","NYG",0,0,0,0,0
"QB","Brian Hoyer (0000000)","Brian Hoyer",0,5000,"Phi@Chi 00:00PM ET","Chi","Brian","Hoyer","Phi",0,0,0,0,0
"QB","Chad Henne (0000000)","Chad Henne",0,5000,"Jax@SD 00:00PM ET","Jax","Chad","Henne","SD",0,0,0,0,0
"QB","Josh Johnson (0000000)","Josh Johnson",0,5000,"NO@NYG 00:00PM ET","NYG","Josh","Johnson","NO",0,0,0,0,0
"QB","Joe Webb (0000000)","Joe Webb",0,5000,"SF@Car 00:00PM ET","Car","Joe","Webb","SF",0,0,9,0,0
"QB","Mark Sanchez (0000000)","Mark Sanchez",0,5000,"Dal@Was 00:00PM ET","Dal","Mark","Sanchez","Was",0,1.5,0,0,0
"QB","Chase Daniel (0000000)","Chase Daniel",0,5000,"Phi@Chi 00:00PM ET","Phi","Chase","Daniel","Chi",0,0,0,0,0
"QB","Colt McCoy (0000000)","Colt McCoy",0,5000,"Dal@Was 00:00PM ET","Was","Colt","McCoy","Dal",0,0,0,0,0
"QB","Colin Kaepernick (0000000)","Colin Kaepernick",0,5000,"SF@Car 00:00PM ET","SF","Colin","Kaepernick","Car",0,2,0,0,0
"QB","Christian Ponder (0000000)","Christian Ponder",0,5000,"SF@Car 00:00PM ET","SF","Christian","Ponder","Car",0,0,0,0,0
"QB","Scott Tolzien (0000000)","Scott Tolzien",0,5000,"Ind@Den 00:00PM ET","Ind","Scott","Tolzien","Den",0,0,0,0,0
"QB","Ryan Mallett (0000000)","Ryan Mallett",0,5000,"Bal@Cle 00:00PM ET","Bal","Ryan","Mallett","Cle",0,0,0,0,0
"QB","Brandon Weeden (0000000)","Brandon Weeden",0,5000,"KC@Hou 00:00PM ET","Hou","Brandon","Weeden","KC",0,0,0,0,0
"QB","Austin Davis (0000000)","Austin Davis",0,5000,"Ind@Den 00:00PM ET","Den","Austin","Davis","Ind",0,0,0,0,0
"QB","Nick Foles (0000000)","Nick Foles",0,5000,"KC@Hou 00:00PM ET","KC","Nick","Foles","Hou",0,0,0,0,0
"QB","Landry Jones (0000000)","Landry Jones",0,5000,"Cin@Pit 00:00PM ET","Pit","Landry","Jones","Cin",0,0,0,0,0
"TE","Travis Kelce (0000000)","Travis Kelce",0,5000,"KC@Hou 00:00PM ET","KC","Travis","Kelce","Hou",12.59,12.9,2,0.155555555555556,0
"QB","EJ Manuel (0000000)","EJ Manuel",0,5000,"NYJ@Buf 00:00PM ET","Buf","EJ","Manuel","NYJ",0,0,0,0,0
"QB","Blaine Gabbert (0000000)","Blaine Gabbert",0,5000,"SF@Car 00:00PM ET","SF","Blaine","Gabbert","Car",13.51,12.5,8,0.0256410256410256,0
"QB","Mike Glennon (0000000)","Mike Glennon",0,5000,"TB@Ari 00:00PM ET","TB","Mike","Glennon","Ari",0,0,0,0,0
"QB","Ryan Nassib (0000000)","Ryan Nassib",0,5000,"NO@NYG 00:00PM ET","NYG","Ryan","Nassib","NO",0,0,0,0,0
"QB","Ryan Griffin (0000000)","Ryan Griffin",0,5000,"TB@Ari 00:00PM ET","TB","Ryan","Griffin","Ari",0,0,0,0,0
"QB","Matt McGloin (0000000)","Matt McGloin",0,5000,"Atl@Oak 00:00PM ET","Oak","Matt","McGloin","Atl",0,0,0,0,0
"QB","Zach Mettenberger (0000000)","Zach Mettenberger",0,5000,"Cin@Pit 00:00PM ET","Pit","Zach","Mettenberger","Cin",0,0,0,0,0
"WR","Markus Wheaton (0000000)","Markus Wheaton",0,5000,"Cin@Pit 00:00PM ET","Pit","Markus","Wheaton","Cin",10.18,0,6,0,0
"QB","Bryce Petty (0000000)","Bryce Petty",0,5000,"NYJ@Buf 00:00PM ET","NYJ","Bryce","Petty","Buf",0,0,0,0,0
"QB","AJ McCarron (0000000)","AJ McCarron",0,5000,"Cin@Pit 00:00PM ET","Cin","AJ","McCarron","Pit",0,0,0,0,0
"QB","Tom Savage (0000000)","Tom Savage",0,5000,"KC@Hou 00:00PM ET","Hou","Tom","Savage","KC",0,0,0,0,0
"QB","Geno Smith (0000000)","Geno Smith",0,5000,"NYJ@Buf 00:00PM ET","NYJ","Geno","Smith","Buf",0,0,0,0,0
"QB","Josh McCown (0000000)","Josh McCown",0,5000,"Bal@Cle 00:00PM ET","Cle","Josh","McCown","Bal",17.01,15.3,0,0,0
"QB","Sean Mannion (0000000)","Sean Mannion",0,5000,"Sea@LA 00:00PM ET","LA","Sean","Mannion","Sea",0,0,0,0,0
"QB","Brandon Doughty (0000000)","Brandon Doughty",0,5000,"Mia@NE 00:00PM ET","Mia","Brandon","Doughty","NE",0,0,0,0,0
"QB","Brett Hundley (0000000)","Brett Hundley",0,5000,"GB@Min 00:00PM ET","GB","Brett","Hundley","Min",0,0,0,0,0
"QB","Cody Kessler (0000000)","Cody Kessler",0,5000,"Bal@Cle 00:00PM ET","Cle","Cody","Kessler","Bal",0,0,0,0,0
"QB","Jeff Driskel (0000000)","Jeff Driskel",0,5000,"Cin@Pit 00:00PM ET","Cin","Jeff","Driskel","Pit",0,0,0,0,0
"QB","Trevone Boykin (0000000)","Trevone Boykin",0,5000,"Sea@LA 00:00PM ET","Sea","Trevone","Boykin","LA",0,1.4,0,0,0
"QB","Brandon Allen (0000000)","Brandon Allen",0,5000,"Jax@SD 00:00PM ET","Jax","Brandon","Allen","SD",0,0,0,0,0
"QB","Connor Cook (0000000)","Connor Cook",0,5000,"Atl@Oak 00:00PM ET","Oak","Connor","Cook","Atl",0,0,0,0,0
"QB","Jacoby Brissett (0000000)","Jacoby Brissett",0,5000,"Mia@NE 00:00PM ET","NE","Jacoby","Brissett","Mia",0,0,0,0,0
"QB","Alex Tanney (0000000)","Alex Tanney",0,5000,"Ten@Det 00:00PM ET","Ten","Alex","Tanney","Det",0,0,0,0,0
"QB","Joe Callahan (0000000)","Joe Callahan",0,5000,"GB@Min 00:00PM ET","GB","Joe","Callahan","Min",0,0,0,0,0
"QB","Cardale Jones (0000000)","Cardale Jones",0,5000,"NYJ@Buf 00:00PM ET","Buf","Cardale","Jones","NYJ",0,0,0,0,0
"QB","Paxton Lynch (0000000)","Paxton Lynch",0,5000,"Ind@Den 00:00PM ET","Den","Paxton","Lynch","Ind",0,0,0,0,0
"QB","Nate Sudfeld (0000000)","Nate Sudfeld",0,5000,"Dal@Was 00:00PM ET","Was","Nate","Sudfeld","Dal",0,0,0,0,0
"QB","Jared Goff (0000000)","Jared Goff",0,5000,"Sea@LA 00:00PM ET","LA","Jared","Goff","Sea",0,0,0,0,0
"QB","Christian Hackenberg (0000000)","Christian Hackenberg",0,5000,"NYJ@Buf 00:00PM ET","NYJ","Christian","Hackenberg","Buf",0,0,0,0,0
"QB","Tyler Bray (0000000)","Tyler Bray",0,5000,"KC@Hou 00:00PM ET","KC","Tyler","Bray","Hou",0,0,0,0,0
"WR","Tavon Austin (0000000)","Tavon Austin",0,4900,"Sea@LA 00:00PM ET","LA","Tavon","Austin","Sea",11.96,11.7,1,0.352941176470588,0
"RB","Ameer Abdullah (0000000)","Ameer Abdullah",0,4900,"Ten@Det 00:00PM ET","Det","Ameer","Abdullah","Ten",12.04,11.6,3,0.131578947368421,0
"RB","Melvin Gordon (0000000)","Melvin Gordon",0,4800,"Jax@SD 00:00PM ET","SD","Melvin","Gordon","Jax",11.02,11.3,8,0,0
"WR","DeVante Parker (0000000)","DeVante Parker",0,4800,"Mia@NE 00:00PM ET","Mia","DeVante","Parker","NE",9.54,9.2,7,0,0
"RB","T.J. Yeldon (0000000)","T.J. Yeldon",0,4700,"Jax@SD 00:00PM ET","Jax","T.J.","Yeldon","SD",15.35,16.7,2,0.153846153846154,0
"WR","Corey Coleman (0000000)","Corey Coleman",0,4700,"Bal@Cle 00:00PM ET","Cle","Corey","Coleman","Bal",11.57,11.8,3,0.153846153846154,0
"WR","Mike Wallace (0000000)","Mike Wallace",0,4700,"Bal@Cle 00:00PM ET","Bal","Mike","Wallace","Cle",12.25,12.3,2,0.193548387096774,1
"WR","Torrey Smith (0000000)","Torrey Smith",0,4700,"SF@Car 00:00PM ET","SF","Torrey","Smith","Car",12.04,9.8,2,0.179487179487179,0
"WR","Tyler Lockett (0000000)","Tyler Lockett",0,4600,"Sea@LA 00:00PM ET","Sea","Tyler","Lockett","LA",12.91,11.3,2,0.209302325581395,0
"RB","Christine Michael (0000000)","Christine Michael",0,4600,"Sea@LA 00:00PM ET","Sea","Christine","Michael","LA",6.78,4.5,4,0.0930232558139535,0
"RB","Jeremy Langford (0000000)","Jeremy Langford",0,4600,"Phi@Chi 00:00PM ET","Chi","Jeremy","Langford","Phi",15.09,11.9,4,0.172413793103448,0
"TE","Tyler Eifert (0000000)","Tyler Eifert",0,4500,"Cin@Pit 00:00PM ET","Cin","Tyler","Eifert","Pit",0,0,7,0,0
"RB","Duke Johnson (0000000)","Duke Johnson",0,4500,"Bal@Cle 00:00PM ET","Cle","Duke","Johnson","Bal",11.46,11.7,2,0.230769230769231,0
"RB","Matt Jones (0000000)","Matt Jones",0,4500,"Dal@Was 00:00PM ET","Was","Matt","Jones","Dal",11.65,11.2,6,0.0238095238095238,0
"RB","Tevin Coleman (0000000)","Tevin Coleman",0,4500,"Atl@Oak 00:00PM ET","Atl","Tevin","Coleman","Oak",10.44,9,4,0.157894736842105,0
"WR","Anquan Boldin (0000000)","Anquan Boldin",0,4500,"Ten@Det 00:00PM ET","Det","Anquan","Boldin","Ten",9.62,7.8,6,0.0789473684210526,0
"TE","Antonio Gates (0000000)","Antonio Gates",0,4500,"Jax@SD 00:00PM ET","SD","Antonio","Gates","Jax",12.74,10.9,5,0.102564102564103,0
"TE","Delanie Walker (0000000)","Delanie Walker",0,4500,"Ten@Det 00:00PM ET","Ten","Delanie","Walker","Det",14.24,12.7,4,0.125,0
"RB","Charles Sims (0000000)","Charles Sims",0,4400,"TB@Ari 00:00PM ET","TB","Charles","Sims","Ari",10.3,9.8,6,0.0967741935483871,0
"WR","Quincy Enunwa (0000000)","Quincy Enunwa",0,4400,"NYJ@Buf 00:00PM ET","NYJ","Quincy","Enunwa","Buf",9.33,7.9,2,0.216216216216216,0
