Actual,FirstName,FreqInd,GameInfo,ID,LastName,Name,Name...ID,Opponent,Position,Projection,Projection_dfn,Projection_reg,Projection_reg_split,RankTargets,RollingTargetPctg,Salary,Team,TierRank,ValueWR
12.8,Cam,1.0,Ari@Car 01:00PM ET,7642369,Newton,Cam Newton,Cam Newton (7642369),ARI,QB,20.57,18.8,18.324919366,18.2782012434,0.0,0.0,7400,CAR,4.0,0.0
11.2,Christine,1.0,Sea@NO 01:00PM ET,7642397,Michael,Christine Michael,Christine Michael (7642397),NO,RB,19.98,14.7,15.7481876425,15.8850851174,0.0,0.0,7300,SEA,2.0,0.0
14.4,Brandin,1.0,Sea@NO 01:00PM ET,7642494,Cooks,Brandin Cooks,Brandin Cooks (7642494),SEA,WR,15.86,15.5,14.7077361406,14.6202839055,1.0,0.185873605948,7300,NO,4.0,0.0
10.2,Russell,1.0,Sea@NO 01:00PM ET,7642337,Wilson,Russell Wilson,Russell Wilson (7642337),NO,QB,20.67,21.0,19.628634751,19.473750102,11.0,0.00529100529101,7200,SEA,2.0,0.0
19.4,Jordy,1.0,GB@Atl 04:25PM ET,7642519,Nelson,Jordy Nelson,Jordy Nelson (7642519),ATL,WR,18.07,17.5,16.6651036467,16.5736474473,2.0,0.210317460317,7200,GB,2.0,0.0
9.3,Kelvin,1.0,Ari@Car 01:00PM ET,7642560,Benjamin,Kelvin Benjamin,Kelvin Benjamin (7642560),ARI,WR,16.66,13.3,13.7319701269,13.7927470305,2.0,0.216101694915,7200,CAR,5.0,0.0
18.8,Ezekiel,1.0,Phi@Dal 08:30PM ET,7642464,Elliott,Ezekiel Elliott,Ezekiel Elliott (7642464),PHI,RB,17.35,15.8,15.423484985,15.3870016401,6.0,0.0797872340426,7200,DAL,2.0,0.0
0.0,LeSean,1.0,NE@Buf 01:00PM ET,7642430,McCoy,LeSean McCoy,LeSean McCoy (7642430),NE,RB,0.0,0.0,0.0,0.0,4.0,0.127551020408,7100,BUF,0.0,0.0
24.3,Dez,0.0,Phi@Dal 08:30PM ET,7642563,Bryant,Dez Bryant,Dez Bryant (7642563),PHI,WR,15.46,14.6,14.0435495421,13.984362672,4.0,0.127659574468,7100,DAL,4.0,0.0
24.4,Matt,1.0,GB@Atl 04:25PM ET,7642352,Ryan,Matt Ryan,Matt Ryan (7642352),GB,QB,19.5,22.5,20.0663527725,19.7826017766,0.0,0.0,7000,ATL,1.0,0.0
24.9,Rob,0.0,NE@Buf 01:00PM ET,7642619,Gronkowski,Rob Gronkowski,Rob Gronkowski (7642619),BUF,TE,18.11,15.3,15.4124026083,15.4353448973,5.0,0.0991379310345,7000,NE,1.0,0.0
20.7,Drew,1.0,Sea@NO 01:00PM ET,7642335,Brees,Drew Brees,Drew Brees (7642335),SEA,QB,20.69,19.5,18.7718703108,18.6946608928,0.0,0.0,6900,NO,3.0,0.0
9.1,Doug,1.0,Sea@NO 01:00PM ET,7642487,Baldwin,Doug Baldwin,Doug Baldwin (7642487),NO,WR,19.46,16.7,16.710775389,16.7221456424,1.0,0.259259259259,6900,SEA,3.0,0.0
20.4,Andrew,1.0,KC@Ind 01:00PM ET,7642327,Luck,Andrew Luck,Andrew Luck (7642327),KC,QB,20.89,19.5,18.8447479488,18.7764413336,0.0,0.0,6800,IND,3.0,0.0
6.7,Spencer,1.0,KC@Ind 01:00PM ET,7642380,Ware,Spencer Ware,Spencer Ware (7642380),IND,RB,20.24,18.3,17.9166538618,17.8808410983,4.0,0.0990566037736,6800,KC,1.0,0.0
21.8,Michael,1.0,Oak@TB 01:00PM ET,7642477,Crabtree,Michael Crabtree,Michael Crabtree (7642477),TB,WR,16.3,12.8,13.312772977,13.3831198193,2.0,0.216911764706,6700,OAK,6.0,0.0
6.3,Marvin,1.0,Det@Hou 01:00PM ET,7642501,Jones,Marvin Jones,Marvin Jones Jr. (7642501),HOU,WR,14.17,14.6,13.5734887766,13.4568788288,1.0,0.236947791165,6600,DET,4.0,0.0
21.8,Devonta,1.0,GB@Atl 04:25PM ET,7642423,Freeman,Devonta Freeman,Devonta Freeman (7642423),GB,RB,18.88,18.7,17.6514998441,17.5346720352,3.0,0.113821138211,6500,ATL,1.0,0.0
10.8,Emmanuel,1.0,SD@Den 04:05PM ET,7642543,Sanders,Emmanuel Sanders,Emmanuel Sanders (7642543),SD,WR,16.02,16.0,15.0540556525,14.9481306759,1.0,0.27731092437,6500,DEN,3.0,0.0
2.1,Greg,1.0,Ari@Car 01:00PM ET,7642631,Olsen,Greg Olsen,Greg Olsen (7642631),ARI,TE,17.72,12.0,13.369376365,13.5438850805,1.0,0.262711864407,6500,CAR,2.0,0.0
13.6,Matthew,1.0,Det@Hou 01:00PM ET,7642340,Stafford,Matthew Stafford,Matthew Stafford (7642340),HOU,QB,19.05,18.0,17.3102214745,17.236794025,0.0,0.0,6400,DET,5.0,0.0
23.8,Matt,1.0,NYJ@Cle 01:00PM ET,7642413,Forte,Matt Forte,Matt Forte (7642413),CLE,RB,16.6,15.8,15.1501938423,15.0803249871,4.0,0.104,6400,NYJ,2.0,0.0
0.0,Randall,1.0,GB@Atl 04:25PM ET,7642523,Cobb,Randall Cobb,Randall Cobb (7642523),ATL,WR,0.0,0.0,0.0,0.0,1.0,0.230158730159,6400,GB,0.0,0.0
14.3,Lamar,1.0,Det@Hou 01:00PM ET,7642405,Miller,Lamar Miller,Lamar Miller (7642405),DET,RB,15.56,13.5,13.4463500781,13.4479235733,5.0,0.0977443609023,6300,HOU,3.0,0.0
13.7,Julian,1.0,NE@Buf 01:00PM ET,7642535,Edelman,Julian Edelman,Julian Edelman (7642535),BUF,WR,16.68,13.5,13.8544648512,13.9058940417,1.0,0.25,6300,NE,5.0,0.0
14.4,Ryan,1.0,NYJ@Cle 01:00PM ET,7642345,Fitzpatrick,Ryan Fitzpatrick,Ryan Fitzpatrick (7642345),CLE,QB,17.12,20.2,17.8742288333,17.6022714095,0.0,0.0,6200,NYJ,2.0,0.0
12.9,Demaryius,1.0,SD@Den 04:05PM ET,7642544,Thomas,Demaryius Thomas,Demaryius Thomas (7642544),SD,WR,14.78,15.9,14.5446108162,14.3886074595,2.0,0.273109243697,6200,DEN,3.0,0.0
0.0,Doug,0.0,Oak@TB 01:00PM ET,7642384,Martin,Doug Martin,Doug Martin (7642384),OAK,RB,0.0,0.0,0.0,0.0,9.0,0.0213675213675,6100,TB,0.0,0.0
6.4,Jimmy,1.0,Sea@NO 01:00PM ET,7642590,Graham,Jimmy Graham,Jimmy Graham (7642590),NO,TE,17.8,11.9,13.34092394,13.5241127733,2.0,0.216931216931,6100,SEA,2.0,0.0
21.1,Terrelle,1.0,NYJ@Cle 01:00PM ET,7642509,Pryor,Terrelle Pryor,Terrelle Pryor Sr. (7642509),NYJ,WR,17.1,15.9,15.3899914177,15.3372605726,1.0,0.264,6100,CLE,3.0,0.0
15.7,Philip,1.0,SD@Den 04:05PM ET,7642361,Rivers,Philip Rivers,Philip Rivers (7642361),DEN,QB,15.01,15.9,14.6284201,14.4826549664,0.0,0.0,6100,SD,0.0,0.0
13.3,Jeremy,1.0,KC@Ind 01:00PM ET,7642465,Maclin,Jeremy Maclin,Jeremy Maclin (7642465),IND,WR,13.59,15.2,13.7077645078,13.5346224519,1.0,0.212264150943,6000,KC,4.0,0.0
3.3,Will,1.0,Det@Hou 01:00PM ET,7642506,Fuller,Will Fuller,Will Fuller (7642506),DET,WR,16.3,13.4,13.6583938586,13.6980267206,2.0,0.176691729323,6000,HOU,5.0,0.0
27.5,Carson,1.0,Ari@Car 01:00PM ET,7642366,Palmer,Carson Palmer,Carson Palmer (7642366),CAR,QB,18.19,19.5,17.860899835,17.6724053829,0.0,0.0,6000,ARI,3.0,0.0
39.8,Derek,1.0,Oak@TB 01:00PM ET,7642332,Carr,Derek Carr,Derek Carr (7642332),TB,QB,18.78,19.0,17.7878714659,17.6512352654,0.0,0.0,5900,OAK,4.0,0.0
0.0,C.J.,1.0,SD@Den 04:05PM ET,7642442,Anderson,C.J. Anderson,C.J. Anderson (7642442),SD,RB,0.0,0.0,0.0,0.0,3.0,0.105042016807,5900,DEN,0.0,0.0
10.0,Alex,1.0,KC@Ind 01:00PM ET,7642324,Smith,Alex Smith,Alex Smith (7642324),IND,QB,16.33,19.5,17.183137801,16.9118472835,14.0,0.00471698113208,5800,KC,3.0,0.0
14.8,Jacquizz,0.0,Oak@TB 01:00PM ET,7642386,Rodgers,Jacquizz Rodgers,Jacquizz Rodgers (7642386),OAK,RB,14.91,15.0,14.0735499585,13.969404394,6.0,0.0512820512821,5800,TB,2.0,0.0
11.6,Willie,1.0,Sea@NO 01:00PM ET,7642491,Snead,Willie Snead,Willie Snead (7642491),SEA,WR,14.34,13.6,13.0593999662,13.001547368,4.0,0.130111524164,5800,NO,5.0,0.0
28.3,Dak,1.0,Phi@Dal 08:30PM ET,7642373,Prescott,Dak Prescott,Dak Prescott (7642373),PHI,QB,17.34,16.7,15.9382724256,15.85527297,0.0,0.0,5800,DAL,6.0,0.0
18.8,Jameis,1.0,Oak@TB 01:00PM ET,7642334,Winston,Jameis Winston,Jameis Winston (7642334),OAK,QB,18.79,21.8,19.4044127955,19.124889827,0.0,0.0,5700,TB,1.0,0.0
0.0,Geno,1.0,NYJ@Cle 01:00PM ET,7642347,Smith,Geno Smith,Geno Smith (7642347),CLE,QB,0.0,0.0,0.0,0.0,0.0,0.0,5700,NYJ,0.0,0.0
22.5,Melvin,1.0,SD@Den 04:05PM ET,7642440,Gordon,Melvin Gordon,Melvin Gordon (7642440),DEN,RB,17.29,13.9,14.3071555684,14.3652623203,6.0,0.108,5700,SD,3.0,0.0
23.5,Jordan,0.0,Phi@Dal 08:30PM ET,7642567,Matthews,Jordan Matthews,Jordan Matthews (7642567),DAL,WR,11.42,15.1,12.8594386546,12.5948201857,1.0,0.232954545455,5700,PHI,4.0,0.0
0.0,Tony,1.0,Phi@Dal 08:30PM ET,7642370,Romo,Tony Romo,Tony Romo (7642370),PHI,QB,0.0,0.0,0.0,0.0,0.0,0.0,5600,DAL,0.0,0.0
0.0,Jamaal,0.0,KC@Ind 01:00PM ET,7642376,Charles,Jamaal Charles,Jamaal Charles (7642376),IND,RB,0.0,0.0,0.0,0.0,11.0,0.0141509433962,5500,KC,0.0,0.0
14.0,Donte,0.0,KC@Ind 01:00PM ET,7642471,Moncrief,Donte Moncrief,Donte Moncrief (7642471),KC,WR,10.2,13.4,11.4356258978,11.2037232765,9.0,0.0347222222222,5400,IND,5.0,0.0
10.1,Brock,1.0,Det@Hou 01:00PM ET,7642342,Osweiler,Brock Osweiler,Brock Osweiler (7642342),DET,QB,16.79,17.6,16.2562902434,16.1027371098,13.0,0.0,5400,HOU,5.0,0.0
0.2,Kevin,1.0,NYJ@Cle 01:00PM ET,7642349,Hogan,Kevin Hogan,Kevin Hogan (7642349),NYJ,QB,0.0,0.0,0.0,0.0,0.0,0.0,5300,CLE,0.0,0.0
0.0,Ty,0.0,GB@Atl 04:25PM ET,7642527,Montgomery,Ty Montgomery,Ty Montgomery (7642527),ATL,WR,15.91,15.3,14.6107485896,14.5357600486,4.0,0.107142857143,5300,GB,4.0,0.0
10.3,LeGarrette,1.0,NE@Buf 01:00PM ET,7642431,Blount,LeGarrette Blount,LeGarrette Blount (7642431),BUF,RB,13.17,11.2,11.250582257,11.2635041841,8.0,0.0258620689655,5300,NE,5.0,0.0
25.6,Josh,1.0,NYJ@Cle 01:00PM ET,7642344,McCown,Josh McCown,Josh McCown (7642344),NYJ,QB,14.45,17.3,15.2308114372,14.9884525019,0.0,0.0,5200,CLE,5.0,0.0
18.1,Tyrod,1.0,NE@Buf 01:00PM ET,7642356,Taylor,Tyrod Taylor,Tyrod Taylor (7642356),NE,QB,18.83,16.1,16.1355899475,16.1496303526,0.0,0.0,5200,BUF,7.0,0.0
13.4,Travis,0.0,SD@Den 04:05PM ET,7642547,Benjamin,Travis Benjamin,Travis Benjamin (7642547),DEN,WR,10.33,10.1,9.58208151348,9.52489260576,1.0,0.208,5200,SD,8.0,0.0
11.2,Golden,0.0,Det@Hou 01:00PM ET,7642500,Tate,Golden Tate,Golden Tate (7642500),HOU,WR,12.75,12.8,12.0191949014,11.9315169953,2.0,0.228915662651,5100,DET,6.0,0.0
0.0,Tevin,1.0,GB@Atl 04:25PM ET,7642425,Coleman,Tevin Coleman,Tevin Coleman (7642425),GB,RB,0.0,0.0,0.0,0.0,5.0,0.0975609756098,5100,ATL,0.0,0.0
8.8,Trevor,1.0,SD@Den 04:05PM ET,7642363,Siemian,Trevor Siemian,Trevor Siemian (7642363),SD,QB,15.03,16.7,15.096535706,14.9107088789,0.0,0.0,5100,DEN,6.0,0.0
11.8,Carson,1.0,Phi@Dal 08:30PM ET,7642374,Wentz,Carson Wentz,Carson Wentz (7642374),DAL,QB,16.52,16.7,15.6394741095,15.5199731628,0.0,0.0,5100,PHI,6.0,0.0
0.0,Scott,1.0,KC@Ind 01:00PM ET,7642325,Tolzien,Scott Tolzien,Scott Tolzien (7642325),KC,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,IND,0.0,0.0
16.8,Nick,1.0,KC@Ind 01:00PM ET,7642326,Foles,Nick Foles,Nick Foles (7642326),IND,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,KC,0.0,0.0
0.0,Tyler,1.0,KC@Ind 01:00PM ET,7642328,Bray,Tyler Bray,Tyler Bray (7642328),IND,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,KC,0.0,0.0
0.0,Mike,1.0,Oak@TB 01:00PM ET,7642329,Glennon,Mike Glennon,Mike Glennon (7642329),OAK,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,TB,0.0,0.0
0.0,Ryan,1.0,Oak@TB 01:00PM ET,7642330,Griffin,Ryan Griffin,Ryan Griffin (7642330),OAK,QB,0.0,0.0,0.0,0.0,3.0,0.131578947368,5000,TB,0.0,0.0
0.0,Matt,1.0,Oak@TB 01:00PM ET,7642331,McGloin,Matt McGloin,Matt McGloin (7642331),TB,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,OAK,0.0,0.0
0.0,Connor,1.0,Oak@TB 01:00PM ET,7642333,Cook,Connor Cook,Connor Cook (7642333),TB,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,OAK,0.0,0.0
0.0,Luke,1.0,Sea@NO 01:00PM ET,7642336,McCown,Luke McCown,Luke McCown (7642336),SEA,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,NO,0.0,0.0
0.0,Trevone,1.0,Sea@NO 01:00PM ET,7642338,Boykin,Trevone Boykin,Trevone Boykin (7642338),NO,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,SEA,0.0,0.0
-0.5,Mark,1.0,Sea@NO 01:00PM ET,7642396,Ingram,Mark Ingram,Mark Ingram (7642396),SEA,RB,13.51,13.2,12.5265438471,12.4522206045,6.0,0.092936802974,5000,NO,3.0,0.0
12.3,Michael,1.0,Sea@NO 01:00PM ET,7642496,Thomas,Michael Thomas,Michael Thomas (7642496),SEA,WR,13.62,12.3,12.0481952256,12.0248394949,1.0,0.185873605948,5000,NO,6.0,1.0
0.0,Dan,1.0,Det@Hou 01:00PM ET,7642339,Orlovsky,Dan Orlovsky,Dan Orlovsky (7642339),HOU,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,DET,0.0,0.0
0.0,Brandon,1.0,Det@Hou 01:00PM ET,7642341,Weeden,Brandon Weeden,Brandon Weeden (7642341),DET,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,HOU,0.0,0.0
0.0,Tom,1.0,Det@Hou 01:00PM ET,7642343,Savage,Tom Savage,Tom Savage (7642343),DET,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,HOU,0.0,0.0
27.3,Theo,1.0,Det@Hou 01:00PM ET,7642406,Riddick,Theo Riddick,Theo Riddick (7642406),HOU,RB,11.51,13.8,12.1433883482,11.9493230979,4.0,0.132530120482,5000,DET,3.0,0.0
0.0,Bryce,1.0,NYJ@Cle 01:00PM ET,7642346,Petty,Bryce Petty,Bryce Petty (7642346),CLE,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,NYJ,0.0,0.0
0.0,Cody,1.0,NYJ@Cle 01:00PM ET,7642348,Kessler,Cody Kessler,Cody Kessler (7642348),NYJ,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,CLE,0.0,0.0
0.0,Christian,1.0,NYJ@Cle 01:00PM ET,7642350,Hackenberg,Christian Hackenberg,Christian Hackenberg (7642350),CLE,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,NYJ,0.0,0.0
0.0,Matt,1.0,GB@Atl 04:25PM ET,7642353,Schaub,Matt Schaub,Matt Schaub (7642353),GB,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,ATL,0.0,0.0
0.0,Brett,1.0,GB@Atl 04:25PM ET,7642354,Hundley,Brett Hundley,Brett Hundley (7642354),ATL,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,GB,0.0,0.0
3.4,EJ,1.0,NE@Buf 01:00PM ET,7642357,Manuel,EJ Manuel,EJ Manuel (7642357),NE,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,BUF,0.0,0.0
-0.1,Jimmy,1.0,NE@Buf 01:00PM ET,7642358,Garoppolo,Jimmy Garoppolo,Jimmy Garoppolo (7642358),BUF,QB,0.0,0.0,0.0,0.0,11.0,0.00431034482759,5000,NE,0.0,0.0
0.0,Cardale,1.0,NE@Buf 01:00PM ET,7642359,Jones,Cardale Jones,Cardale Jones (7642359),NE,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,BUF,0.0,0.0
0.0,Kellen,1.0,SD@Den 04:05PM ET,7642360,Clemens,Kellen Clemens,Kellen Clemens (7642360),DEN,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,SD,0.0,0.0
0.0,Austin,1.0,SD@Den 04:05PM ET,7642362,Davis,Austin Davis,Austin Davis (7642362),SD,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,DEN,0.0,0.0
0.0,Paxton,1.0,SD@Den 04:05PM ET,7642364,Lynch,Paxton Lynch,Paxton Lynch (7642364),SD,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,DEN,0.0,0.0
0.0,Derek,1.0,Ari@Car 01:00PM ET,7642365,Anderson,Derek Anderson,Derek Anderson (7642365),ARI,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,CAR,0.0,0.0
0.0,Drew,1.0,Ari@Car 01:00PM ET,7642367,Stanton,Drew Stanton,Drew Stanton (7642367),CAR,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,ARI,0.0,0.0
0.0,Joe,1.0,Ari@Car 01:00PM ET,7642368,Webb,Joe Webb,Joe Webb (7642368),ARI,QB,0.0,0.0,0.0,0.0,10.0,0.00423728813559,5000,CAR,0.0,0.0
0.0,Mark,1.0,Phi@Dal 08:30PM ET,7642371,Sanchez,Mark Sanchez,Mark Sanchez (7642371),PHI,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,DAL,0.0,0.0
0.0,Chase,1.0,Phi@Dal 08:30PM ET,7642372,Daniel,Chase Daniel,Chase Daniel (7642372),DAL,QB,0.0,0.0,0.0,0.0,0.0,0.0,5000,PHI,0.0,0.0
26.1,Travis,1.0,KC@Ind 01:00PM ET,7642574,Kelce,Travis Kelce,Travis Kelce (7642574),IND,TE,12.78,13.3,12.3181439485,12.2062064792,2.0,0.165094339623,4900,KC,2.0,0.0
19.4,Davante,1.0,GB@Atl 04:25PM ET,7642528,Adams,Davante Adams,Davante Adams (7642528),ATL,WR,16.41,12.7,13.2952521976,13.3756145782,3.0,0.190476190476,4900,GB,6.0,1.0
24.0,Jonathan,0.0,Ari@Car 01:00PM ET,7642447,Stewart,Jonathan Stewart,Jonathan Stewart (7642447),ARI,RB,12.05,10.9,10.669657043,10.648080265,9.0,0.021186440678,4900,CAR,5.0,0.0
19.3,Quincy,1.0,NYJ@Cle 01:00PM ET,7642510,Enunwa,Quincy Enunwa,Quincy Enunwa (7642510),CLE,WR,10.48,10.0,9.57913626175,9.5337434528,2.0,0.196,4800,NYJ,8.0,0.0
4.9,James,1.0,NE@Buf 01:00PM ET,7642435,White,James White,James White (7642435),BUF,RB,10.68,12.4,11.0344974264,10.8751514989,2.0,0.176724137931,4800,NE,4.0,0.0
9.3,Cole,1.0,Phi@Dal 08:30PM ET,7642566,Beasley,Cole Beasley,Cole Beasley (7642566),PHI,WR,9.83,9.2,8.88145609587,8.8480811518,2.0,0.223404255319,4800,DAL,8.0,1.0
14.2,Frank,1.0,KC@Ind 01:00PM ET,7642375,Gore,Frank Gore,Frank Gore (7642375),KC,RB,14.0,11.0,11.4378174944,11.4979240463,4.0,0.0972222222222,4700,IND,5.0,0.0
1.4,Tyrell,1.0,SD@Den 04:05PM ET,7642551,Williams,Tyrell Williams,Tyrell Williams (7642551),DEN,WR,11.33,11.0,10.4649010262,10.4061551617,2.0,0.184,4700,SD,7.0,1.0
14.9,John,0.0,Ari@Car 01:00PM ET,7642557,Brown,John Brown,John Brown (7642557),CAR,WR,12.82,12.5,11.8718916339,11.8026866989,2.0,0.164335664336,4700,ARI,6.0,1.0
12.1,Latavius,1.0,Oak@TB 01:00PM ET,7642387,Murray,Latavius Murray,Latavius Murray (7642387),TB,RB,12.28,10.2,10.3502419648,10.374736387,6.0,0.0625,4500,OAK,6.0,0.0
0.0,Corey,0.0,NYJ@Cle 01:00PM ET,7642516,Coleman,Corey Coleman,Corey Coleman (7642516),NYJ,WR,0.0,0.0,0.0,0.0,7.0,0.048,4500,CLE,0.0,1.0
19.1,Chris,0.0,NE@Buf 01:00PM ET,7642540,Hogan,Chris Hogan,Chris Hogan (7642540),BUF,WR,8.48,7.2,7.23746243348,7.24637350539,4.0,0.112068965517,4400,NE,0.0,1.0
0.0,James,0.0,GB@Atl 04:25PM ET,7642420,Starks,James Starks,James Starks (7642420),ATL,RB,0.0,0.0,0.0,0.0,7.0,0.0396825396825,4300,GB,0.0,0.0
1.4,Anquan,1.0,Det@Hou 01:00PM ET,7642498,Boldin,Anquan Boldin,Anquan Boldin (7642498),HOU,WR,10.26,9.6,9.26855693879,9.23384703371,3.0,0.172690763052,4200,DET,8.0,1.0
23.4,Mohamed,0.0,GB@Atl 04:25PM ET,7642524,Sanu,Mohamed Sanu,Mohamed Sanu (7642524),GB,WR,9.63,13.2,11.1127176687,10.8656800531,2.0,0.170731707317,4100,ATL,5.0,1.0
0.0,Michael,0.0,Ari@Car 01:00PM ET,7642554,Floyd,Michael Floyd,Michael Floyd (7642554),CAR,WR,7.11,9.6,8.12073413933,7.94580509125,4.0,0.15034965035,4100,ARI,8.0,0.0
9.0,Robert,0.0,NE@Buf 01:00PM ET,7642539,Woods,Robert Woods,Robert Woods (7642539),NE,WR,10.73,12.2,10.9375098753,10.790627642,2.0,0.198979591837,4000,BUF,6.0,0.0
7.5,Martellus,1.0,NE@Buf 01:00PM ET,7642618,Bennett,Martellus Bennett,Martellus Bennett (7642618),BUF,TE,9.58,0.0,3.49083886313,3.91728311391,3.0,0.172413793103,4000,NE,0.0,0.0
8.1,Ryan,1.0,Phi@Dal 08:30PM ET,7642457,Mathews,Ryan Mathews,Ryan Mathews (7642457),DAL,RB,10.53,8.7,8.84851042771,8.8718902768,8.0,0.0397727272727,4000,PHI,7.0,0.0
8.3,Phillip,0.0,KC@Ind 01:00PM ET,7642470,Dorsett,Phillip Dorsett,Phillip Dorsett (7642470),KC,WR,7.21,6.3,6.25625810933,6.25470735439,5.0,0.0902777777778,3900,IND,0.0,0.0
0.0,Thomas,0.0,Sea@NO 01:00PM ET,7642399,Rawls,Thomas Rawls,Thomas Rawls (7642399),NO,RB,0.0,0.0,0.0,0.0,7.0,0.031746031746,3900,SEA,0.0,0.0
7.2,Tyler,0.0,Sea@NO 01:00PM ET,7642493,Lockett,Tyler Lockett,Tyler Lockett (7642493),NO,WR,7.12,10.2,8.46999890287,8.26480101461,4.0,0.137566137566,3900,SEA,8.0,0.0
17.6,Duke,1.0,NYJ@Cle 01:00PM ET,7642418,Johnson,Duke Johnson,Duke Johnson Jr. (7642418),NYJ,RB,9.08,9.8,8.95378583478,8.85631140015,3.0,0.164,3900,CLE,6.0,0.0
10.3,Ted,0.0,Ari@Car 01:00PM ET,7642553,Ginn,Ted Ginn,Ted Ginn Jr. (7642553),ARI,WR,7.68,8.5,7.69479712479,7.60155002842,4.0,0.110169491525,3900,CAR,9.0,0.0
0.0,C.J.,0.0,Sea@NO 01:00PM ET,7642394,Spiller,C.J. Spiller,C.J. Spiller (7642394),NO,RB,0.0,0.0,0.0,0.0,13.0,0.0,3800,SEA,0.0,0.0
0.0,Dwayne,0.0,Det@Hou 01:00PM ET,7642412,Washington,Dwayne Washington,Dwayne Washington (7642412),HOU,RB,0.0,0.0,0.0,0.0,12.0,0.00803212851406,3800,DET,0.0,0.0
18.4,Mike,0.0,NE@Buf 01:00PM ET,7642434,Gillislee,Mike Gillislee,Mike Gillislee (7642434),NE,RB,12.52,10.2,10.4376951305,10.472872916,10.0,0.0255102040816,3800,BUF,6.0,0.0
6.8,Devin,0.0,Ari@Car 01:00PM ET,7642562,Funchess,Devin Funchess,Devin Funchess (7642562),ARI,WR,6.49,5.1,5.30265684903,5.3304839649,6.0,0.0932203389831,3800,CAR,0.0,0.0
