"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1385,718721534,"gehrenberg (16/20)",0,112.35,"P Garrett Richards P Rich Hill C J.T. Realmuto 1B Adrián González 2B Dee Gordon 3B Justin Turner SS Corey Seager OF Andrew Toles OF Giancarlo Stanton OF Christian Yelich",NA,"","",NA
1388,718187442,"nomoreiloveyous (4/58)",0,112.3,"P Michael Pineda P Wily Peralta C Matt Wieters 1B Eric Thames 2B Daniel Murphy 3B Manny Machado SS Trea Turner OF Mike Trout OF Bryce Harper OF Adam Eaton",NA,"","",NA
1389,718538420,"blastingcharge",0,112.2,"P Chris Sale P Wily Peralta C Gary Sánchez 1B Adrián González 2B Dustin Pedroia 3B José Reyes SS Jean Segura OF Andrew Benintendi OF Nelson Cruz OF Chris Davis",NA,"","",NA
1389,718751452,"salmonc (81/100)",0,112.2,"P Jameson Taillon P Rich Hill C Chris Iannetta 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Chris Owings OF Mike Trout OF Carlos González OF Yasmany Tomás",NA,"","",NA
1391,718003440,"windchimesRrude (5/50)",0,112.15,"P Michael Pineda P Jacob deGrom C Roberto Pérez 1B Joey Votto 2B José Peraza 3B José Ramírez SS Francisco Lindor OF Brandon Guyer OF Billy Hamilton OF Scott Schebler",NA,"","",NA
1391,718025291,"youdacao (17/150)",0,112.15,"P Michael Pineda P Jacob deGrom C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Chris Owings OF Gorkys Hernández OF A.J. Pollock OF Yasmany Tomás",NA,"","",NA
1391,718025315,"youdacao (41/150)",0,112.15,"P Michael Pineda P Jacob deGrom C Chris Iannetta 1B Brandon Belt 2B José Altuve 3B Eduardo Núñez SS Brandon Crawford OF Hunter Pence OF A.J. Pollock OF Jarrett Parker",NA,"","",NA
1391,718078987,"scout326 (131/150)",0,112.15,"P Michael Pineda P Jacob deGrom C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Chris Owings OF Gorkys Hernández OF A.J. Pollock OF Yasmany Tomás",NA,"","",NA
1391,718133765,"suidmach (86/150)",0,112.15,"P Michael Pineda P Tyler Chatwood C Gary Sánchez 1B Brandon Belt 2B Daniel Murphy 3B Josh Donaldson SS Jean Segura OF Mike Trout OF Hunter Pence OF Yasmany Tomás",NA,"","",NA
1391,718143877,"MoneyRamirez (6/7)",0,112.15,"P Michael Pineda P Jacob deGrom C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Chris Owings OF Gorkys Hernández OF A.J. Pollock OF Yasmany Tomás",NA,"","",NA
1391,718314247,"Awesemo (43/150)",0,112.15,"P Michael Pineda P Jacob deGrom C Martín Maldonado 1B Albert Pujols 2B Daniel Murphy 3B Jonathan Villar SS Yunel Escobar OF Mike Trout OF Kole Calhoun OF Eric Thames",NA,"","",NA
1391,718314287,"Awesemo (83/150)",0,112.15,"P Michael Pineda P Jacob deGrom C Matt Wieters 1B Eric Thames 2B Daniel Murphy 3B Anthony Rendón SS Jonathan Villar OF Matt Joyce OF Ryan Braun OF Jayson Werth",NA,"","",NA
1391,718392214,"papagates (16/150)",0,112.15,"P Michael Pineda P Jacob deGrom C Mike Zunino 1B Travis Shaw 2B Robinson Canó 3B Hernán Pérez SS Jonathan Villar OF Nelson Cruz OF Jarrod Dyson OF Eric Thames",NA,"","",NA
1391,718392298,"papagates (100/150)",0,112.15,"P Michael Pineda P Jacob deGrom C Welington Castillo 1B Eric Thames 2B Jonathan Schoop 3B Travis Shaw SS Jonathan Villar OF Kirk Nieuwenhuis OF Chris Davis OF Hernán Pérez",NA,"","",NA
1391,718440930,"ehafner (113/150)",0,112.15,"P Michael Pineda P Jacob deGrom C Buster Posey 1B Brandon Belt 2B DJ LeMahieu 3B Mark Reynolds SS Eduardo Núñez OF Gerardo Parra OF Hunter Pence OF Gorkys Hernández",NA,"","",NA
1391,718868451,"nicknc22 (2/20)",0,112.15,"P Michael Pineda P Jacob deGrom C Gary Sánchez 1B Greg Bird 2B Starlin Castro 3B Alex Bregman SS Francisco Lindor OF Brett Gardner OF A.J. Pollock OF Matt Holliday",NA,"","",NA
1403,717938591,"ocdobv (29/75)",0,112.05,"P Chris Sale P Jacob deGrom C Buster Posey 1B C.J. Cron 2B Joe Panik 3B Ryon Healy SS Andrelton Simmons OF Kole Calhoun OF Hunter Pence OF Gorkys Hernández",NA,"","",NA
1403,718133760,"suidmach (81/150)",0,112.05,"P Chris Sale P Tyler Chatwood C Buster Posey 1B Greg Bird 2B Dee Gordon 3B Kyle Seager SS Jean Segura OF Carlos González OF Hunter Pence OF Yasmany Tomás",NA,"","",NA
1403,718133774,"suidmach (95/150)",0,112.05,"P Chris Sale P Tyler Chatwood C J.T. Realmuto 1B Adrián González 2B José Altuve 3B Kyle Seager SS Eduardo Núñez OF Carlos González OF A.J. Pollock OF Joc Pederson",NA,"","",NA
1403,718261864,"Zeechamp (3/20)",0,112.05,"P Jacob deGrom P Danny Salazar C Buster Posey 1B Brandon Belt 2B Brandon Drury 3B Josh Donaldson SS Brandon Crawford OF Khris Davis OF Hunter Pence OF Gorkys Hernández",NA,"","",NA
1403,718314279,"Awesemo (75/150)",0,112.05,"P Jacob deGrom P Danny Salazar C Buster Posey 1B Paul Goldschmidt 2B Joe Panik 3B Jake Lamb SS Nick Ahmed OF Gorkys Hernández OF A.J. Pollock OF Bryce Harper",NA,"","",NA
1403,718314298,"Awesemo (94/150)",0,112.05,"P Jacob deGrom P Danny Salazar C Yasmani Grandal 1B Brandon Belt 2B Joe Panik 3B José Reyes SS Eduardo Núñez OF Hunter Pence OF Gorkys Hernández OF Bryce Harper",NA,"","",NA
1403,718509331,"forcewithme (4/39)",0,112.05,"P Chris Sale P James Paxton C Yasmani Grandal 1B Paul Goldschmidt 2B Brandon Drury 3B Jake Lamb SS Chris Owings OF Yasmany Tomás OF Joc Pederson OF Giancarlo Stanton",NA,"","",NA
1403,718544739,"jlmaatman",0,112.05,"P J.A. Happ P Charlie Morton C Gary Sánchez 1B Paul Goldschmidt 2B Neil Walker 3B Jonathan Villar SS Trea Turner OF Mike Trout OF A.J. Pollock OF Bryce Harper",NA,"","",NA
1403,718595229,"TheHaba (32/100)",0,112.05,"P Chris Sale P James Paxton C Jonathan Lucroy 1B Hanley Ramírez 2B Dustin Pedroia 3B Pablo Sandoval SS Elvis Andrus OF Andrew Benintendi OF Delino DeShields OF Nomar Mazara",NA,"","",NA
1403,718751447,"salmonc (76/100)",0,112.05,"P Jacob deGrom P Danny Salazar C Buster Posey 1B Greg Bird 2B Anthony Rendón 3B Travis Shaw SS Jonathan Villar OF Ryan Braun OF Kirk Nieuwenhuis OF Eric Thames",NA,"","",NA
1403,718813393,"sportsart (15/22)",0,112.05,"P Chris Sale P Jacob deGrom C Kurt Suzuki 1B Ryan Zimmerman 2B Anthony Rendón 3B Daniel Murphy SS Ronald Torreyes OF Matt Joyce OF Bryce Harper OF Adam Eaton",NA,"","",NA
1403,718829908,"alexcolon88",0,112.05,"P Chris Sale P Bartolo Colón C Gary Sánchez 1B Greg Bird 2B Dee Gordon 3B Justin Turner SS Corey Seager OF Adam Jones OF Joc Pederson OF Marcell Ozuna",NA,"","",NA
1403,718864153,"A_playa_named_gus (109/112)",0,112.05,"P Chris Sale P Jacob deGrom C Stephen Vogt 1B Greg Bird 2B José Altuve 3B Ryon Healy SS Chris Owings OF Matt Joyce OF A.J. Pollock OF Yasmany Tomás",NA,"","",NA
1416,718506069,"jjwd (10/150)",0,112,"P Jacob deGrom P Charlie Morton C Buster Posey 1B Brandon Belt 2B César Hernández 3B Maikel Franco SS Eduardo Núñez OF Hunter Pence OF Howie Kendrick OF Odúbel Herrera",NA,"","",NA
1416,718865514,"Primal1 (8/20)",0,112,"P J.A. Happ P Rich Hill C Buster Posey 1B Brandon Belt 2B Dustin Pedroia 3B Eduardo Núñez SS Trea Turner OF Curtis Granderson OF Hunter Pence OF Gorkys Hernández",NA,"","",NA
1418,717909406,"willadams",0,111.95,"P Tyler Chatwood P Rich Hill C Buster Posey 1B Carlos Santana 2B Dustin Pedroia 3B Justin Turner SS Brandon Crawford OF Andrew Benintendi OF Hunter Pence OF A.J. Pollock",NA,"","",NA
1418,717938620,"ocdobv (58/75)",0,111.95,"P Jacob deGrom P Rich Hill C Francisco Cervelli 1B Lucas Duda 2B Neil Walker 3B Yandy Díaz SS Francisco Lindor OF Curtis Granderson OF Austin Jackson OF José Ramírez",NA,"","",NA
1418,718392286,"papagates (88/150)",0,111.95,"P Jacob deGrom P Rich Hill C Mike Zunino 1B Logan Morrison 2B Jean Segura 3B Evan Longoria SS Brad Miller OF Corey Dickerson OF Kevin Kiermaier OF Leonys Martin",NA,"","",NA
1418,718392304,"papagates (106/150)",0,111.95,"P Jacob deGrom P Rich Hill C Derek Norris 1B Albert Pujols 2B Danny Espinosa 3B Evan Longoria SS Yunel Escobar OF Steven Souza Jr. OF Corey Dickerson OF Mike Trout",NA,"","",NA
1418,718506144,"jjwd (85/150)",0,111.95,"P Jacob deGrom P Rich Hill C J.T. Realmuto 1B Logan Morrison 2B Dee Gordon 3B Adeiny Hechavarria SS Brad Miller OF Corey Dickerson OF Kevin Kiermaier OF Giancarlo Stanton",NA,"","",NA
1418,718506188,"jjwd (129/150)",0,111.95,"P Jacob deGrom P Rich Hill C J.T. Realmuto 1B Justin Bour 2B Dee Gordon 3B Derek Dietrich SS Brad Miller OF Steven Souza Jr. OF Corey Dickerson OF Kevin Kiermaier",NA,"","",NA
1424,718612488,"lmccole",0,111.85,"P Cole Hamels P Brandon Finnegan C Gary Sánchez 1B Joey Votto 2B José Peraza 3B Jonathan Villar SS José Reyes OF Brett Gardner OF Ryan Braun OF Bryce Harper",NA,"","",NA
1425,718025381,"youdacao (107/150)",0,111.8,"P Chris Sale P Michael Pineda C Manny Piña 1B Paul Goldschmidt 2B Dee Gordon 3B Travis Shaw SS Jonathan Villar OF Kirk Nieuwenhuis OF Andrew Toles OF Eric Thames",NA,"","",NA
1425,718069077,"SaahilSud (117/150)",0,111.8,"P Chris Sale P Michael Pineda C Gary Sánchez 1B Paul Goldschmidt 2B Brandon Drury 3B Ryon Healy SS Chris Owings OF Matt Joyce OF A.J. Pollock OF Yasmany Tomás",NA,"","",NA
1425,718333919,"tomjk321 (15/150)",0,111.8,"P Michael Pineda P Danny Salazar C Matt Wieters 1B Brandon Belt 2B Daniel Murphy 3B Justin Turner SS Corey Seager OF Andrew Toles OF Bryce Harper OF Trea Turner",NA,"","",NA
1425,718440825,"ehafner (8/150)",0,111.8,"P Chris Sale P Michael Pineda C Buster Posey 1B Brandon Belt 2B Logan Forsythe 3B Justin Turner SS Eduardo Núñez OF Hunter Pence OF Gorkys Hernández OF Andrew Toles",NA,"","",NA
1425,718440934,"ehafner (117/150)",0,111.8,"P Michael Pineda P Danny Salazar C Matt Wieters 1B Paul Goldschmidt 2B Anthony Rendón 3B Ryan Zimmerman SS Trea Turner OF A.J. Pollock OF Yasmany Tomás OF Bryce Harper",NA,"","",NA
1425,718440966,"ehafner (149/150)",0,111.8,"P Chris Sale P Michael Pineda C Buster Posey 1B Eric Thames 2B Dee Gordon 3B Mark Reynolds SS Eduardo Núñez OF Hunter Pence OF Gorkys Hernández OF Jarrett Parker",NA,"","",NA
1425,718488699,"ThatStunna (2/30)",0,111.8,"P Michael Pineda P Danny Salazar C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Ryan Zimmerman SS Trea Turner OF Gorkys Hernández OF Bryce Harper OF Adam Eaton",NA,"","",NA
1425,718589601,"tomjk321 (94/150)",0,111.8,"P Michael Pineda P Danny Salazar C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Ryan Zimmerman SS Trea Turner OF Gorkys Hernández OF Bryce Harper OF Adam Eaton",NA,"","",NA
1425,718589633,"tomjk321 (116/150)",0,111.8,"P Michael Pineda P Danny Salazar C Matt Wieters 1B Brandon Belt 2B Daniel Murphy 3B Anthony Rendón SS Brandon Crawford OF Hunter Pence OF Bryce Harper OF Trea Turner",NA,"","",NA
1425,718651690,"craigraz",0,111.8,"P Garrett Richards P Jacob deGrom C Evan Gattis 1B Wil Myers 2B José Altuve 3B Evan Longoria SS Starlin Castro OF Nomar Mazara OF Nelson Cruz OF A.J. Pollock",NA,"","",NA
1425,718824229,"sportsart (16/22)",0,111.8,"P Chris Sale P Michael Pineda C Buster Posey 1B Brandon Belt 2B Anthony Rendón 3B Travis Shaw SS Brandon Crawford OF Gerardo Parra OF Hunter Pence OF Gorkys Hernández",NA,"","",NA
1436,718025348,"youdacao (74/150)",0,111.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Paul Goldschmidt 2B Daniel Murphy 3B Ryan Zimmerman SS Trea Turner OF A.J. Pollock OF Bryce Harper OF Adam Eaton",NA,"","",NA
1436,718078981,"scout326 (125/150)",0,111.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Paul Goldschmidt 2B Daniel Murphy 3B Ryan Zimmerman SS Trea Turner OF A.J. Pollock OF Bryce Harper OF Adam Eaton",NA,"","",NA
1438,717987427,"MommysMoney420",0,111.7,"P Michael Pineda P Rich Hill C Buster Posey 1B Brandon Belt 2B Howie Kendrick 3B Jake Lamb SS Brandon Crawford OF Matt Joyce OF Bryce Harper OF Eric Thames",NA,"","",NA
1438,717992164,"petteytheft89 (1/60)",0,111.7,"P Michael Pineda P Rich Hill C J.T. Realmuto 1B Justin Bour 2B Dee Gordon 3B Ryan Zimmerman SS Jonathan Villar OF Andrew Toles OF Giancarlo Stanton OF Christian Yelich",NA,"","",NA
1438,718133698,"suidmach (19/150)",0,111.7,"P Michael Pineda P Rich Hill C Chris Iannetta 1B Eric Thames 2B Anthony Rendón 3B Travis Shaw SS Chris Owings OF Charlie Blackmon OF Andrew Toles OF Bryce Harper",NA,"","",NA
1438,718133816,"suidmach (137/150)",0,111.7,"P Chris Sale P Danny Salazar C Chris Iannetta 1B Eric Thames 2B José Altuve 3B Travis Shaw SS Brad Miller OF Hunter Pence OF Gorkys Hernández OF Bryce Harper",NA,"","",NA
1438,718334015,"tomjk321 (29/150)",0,111.7,"P Michael Pineda P Rich Hill C Matt Wieters 1B Brandon Belt 2B Joe Panik 3B Anthony Rendón SS Brandon Crawford OF Hunter Pence OF Andrew Toles OF Bryce Harper",NA,"","",NA
1438,718334021,"tomjk321 (35/150)",0,111.7,"P Michael Pineda P Rich Hill C Buster Posey 1B Paul Goldschmidt 2B Joe Panik 3B Ryon Healy SS Chris Owings OF Hunter Pence OF Gorkys Hernández OF A.J. Pollock",NA,"","",NA
1438,718364695,"twomindsbluff (1/6)",0,111.7,"P Michael Pineda P Rich Hill C Chris Iannetta 1B Paul Goldschmidt 2B Brandon Drury 3B Travis Shaw SS Chris Owings OF A.J. Pollock OF Joc Pederson OF Giancarlo Stanton",NA,"","",NA
1438,718364696,"twomindsbluff (2/6)",0,111.7,"P Michael Pineda P Rich Hill C Chris Iannetta 1B Paul Goldschmidt 2B Brandon Drury 3B Travis Shaw SS Chris Owings OF A.J. Pollock OF Joc Pederson OF Giancarlo Stanton",NA,"","",NA
1438,718392270,"papagates (72/150)",0,111.7,"P Michael Pineda P Rich Hill C Mike Zunino 1B Travis Shaw 2B Jean Segura 3B Kyle Seager SS Jonathan Villar OF Ryan Braun OF Kirk Nieuwenhuis OF Jarrod Dyson",NA,"","",NA
1438,718400554,"Drolson22",0,111.7,"P Michael Pineda P Rich Hill C Buster Posey 1B Brandon Belt 2B Neil Walker 3B Travis Shaw SS Brandon Crawford OF Curtis Granderson OF Jay Bruce OF Yoenis Céspedes",NA,"","",NA
1438,718442278,"juiceman2006",0,111.7,"P Michael Pineda P Rich Hill C Buster Posey 1B Brandon Belt 2B Howie Kendrick 3B Jake Lamb SS Brandon Crawford OF Matt Joyce OF Bryce Harper OF Eric Thames",NA,"","",NA
1438,718704523,"hix30",0,111.7,"P Michael Pineda P Rich Hill C Buster Posey 1B Brandon Belt 2B Howie Kendrick 3B Jake Lamb SS Brandon Crawford OF Matt Joyce OF Bryce Harper OF Eric Thames",NA,"","",NA
1438,718846103,"fattynelson1 (2/2)",0,111.7,"P Chris Sale P Danny Salazar C Chris Iannetta 1B Paul Goldschmidt 2B Logan Forsythe 3B Justin Turner SS Brad Miller OF Corey Dickerson OF A.J. Pollock OF Joc Pederson",NA,"","",NA
1451,718595232,"TheHaba (35/100)",0,111.65,"P Danny Salazar P Tanner Roark C Chris Iannetta 1B Paul Goldschmidt 2B Anthony Rendón 3B Daniel Murphy SS Trea Turner OF Bryce Harper OF Brandon Drury OF Chris Owings",NA,"","",NA
1451,718852152,"canowhoopass (4/5)",0,111.65,"P Chris Sale P Charlie Morton C Yasmani Grandal 1B Eric Thames 2B Neil Walker 3B Travis Shaw SS Jonathan Villar OF Mike Trout OF Ryan Braun OF Kirk Nieuwenhuis",NA,"","",NA
1453,718334863,"underjones (14/150)",0,111.6,"P Danny Salazar P Rich Hill C Stephen Vogt 1B Paul Goldschmidt 2B Jed Lowrie 3B Ryon Healy SS Chris Owings OF Khris Davis OF Mike Trout OF A.J. Pollock",NA,"","",NA
1453,718334901,"underjones (52/150)",0,111.6,"P Danny Salazar P Rich Hill C Chris Iannetta 1B Eric Thames 2B Daniel Murphy 3B Jonathan Villar SS Brandon Crawford OF Ryan Braun OF Kirk Nieuwenhuis OF Hernán Pérez",NA,"","",NA
1453,718334978,"underjones (129/150)",0,111.6,"P Danny Salazar P Rich Hill C Stephen Vogt 1B Paul Goldschmidt 2B Jed Lowrie 3B Ryon Healy SS Chris Owings OF Khris Davis OF Mike Trout OF A.J. Pollock",NA,"","",NA
1453,718487699,"klink (1/6)",0,111.6,"P Chris Sale P Rich Hill C Matt Wieters 1B Logan Morrison 2B Robinson Canó 3B Mark Reynolds SS Brad Miller OF Steven Souza Jr. OF Corey Dickerson OF Kevin Kiermaier",NA,"","",NA
1453,718787704,"StealthFactor (61/75)",0,111.6,"P Chris Sale P Rich Hill C Chris Iannetta 1B Paul Goldschmidt 2B Tim Beckham 3B Evan Longoria SS Nick Ahmed OF Corey Dickerson OF Mallex Smith OF Yasmany Tomás",NA,"","",NA
1453,718787718,"StealthFactor (75/75)",0,111.6,"P Dylan Bundy P Rich Hill C Evan Gattis 1B Mitch Moreland 2B José Altuve 3B Pablo Sandoval SS Carlos Correa OF Andrew Benintendi OF Carlos Beltrán OF George Springer",NA,"","",NA
1459,717992178,"petteytheft89 (15/60)",0,111.55,"P Michael Pineda P Garrett Richards C J.T. Realmuto 1B Justin Bour 2B Dee Gordon 3B Daniel Murphy SS Jonathan Villar OF Giancarlo Stanton OF Bryce Harper OF Christian Yelich",NA,"","",NA
1459,718506099,"jjwd (40/150)",0,111.55,"P Charlie Morton P Rich Hill C Buster Posey 1B Brandon Belt 2B Howie Kendrick 3B Maikel Franco SS Eduardo Núñez OF Aaron Altherr OF Hunter Pence OF Odúbel Herrera",NA,"","",NA
1459,718506108,"jjwd (49/150)",0,111.55,"P Charlie Morton P Rich Hill C Cameron Rupp 1B Paul Goldschmidt 2B César Hernández 3B Maikel Franco SS Chris Owings OF A.J. Pollock OF Yasmany Tomás OF Odúbel Herrera",NA,"","",NA
1462,718383247,"fallfromgrace (38/150)",0,111.45,"P Michael Pineda P Matt Moore C Buster Posey 1B Brandon Belt 2B Anthony Rendón 3B Ryan Zimmerman SS Brandon Crawford OF Mike Trout OF Hunter Pence OF Bryce Harper",NA,"","",NA
1463,718075045,"nike1992",0,111.4,"P Jacob deGrom P James Paxton C Welington Castillo 1B Carlos Santana 2B Dustin Pedroia 3B Travis Shaw SS Asdrúbal Cabrera OF Mike Trout OF A.J. Pollock OF Manuel Margot",NA,"","",NA
1464,718392281,"papagates (83/150)",0,111.35,"P Garrett Richards P Rich Hill C Manny Piña 1B Justin Bour 2B Dee Gordon 3B Travis Shaw SS Jonathan Villar OF Ryan Braun OF Giancarlo Stanton OF Eric Thames",NA,"","",NA
1464,718531873,"emwin55 (8/11)",0,111.35,"P Garrett Richards P Rich Hill C J.T. Realmuto 1B Ryan Zimmerman 2B Daniel Murphy 3B Anthony Rendón SS Adeiny Hechavarria OF Billy Hamilton OF Bryce Harper OF Trea Turner",NA,"","",NA
1466,718055711,"Shark2152 (12/25)",0,111.15,"P Michael Pineda P James Paxton C Buster Posey 1B Paul Goldschmidt 2B Daniel Murphy 3B Yangervis Solarte SS Eduardo Núñez OF Mike Trout OF A.J. Pollock OF Adam Eaton",NA,"","",NA
1466,718078899,"scout326 (43/150)",0,111.15,"P Michael Pineda P Jacob deGrom C Matt Wieters 1B Ryan Zimmerman 2B Daniel Murphy 3B Justin Turner SS Corey Seager OF Andrew Toles OF Joc Pederson OF Adam Eaton",NA,"","",NA
1466,718078936,"scout326 (80/150)",0,111.15,"P Michael Pineda P Jacob deGrom C Matt Wieters 1B Brandon Belt 2B Anthony Rendón 3B Ryan Zimmerman SS Brandon Crawford OF Gorkys Hernández OF Bryce Harper OF Trea Turner",NA,"","",NA
1466,718314228,"Awesemo (24/150)",0,111.15,"P Michael Pineda P Jacob deGrom C Jonathan Lucroy 1B Brandon Belt 2B Joe Panik 3B Hernán Pérez SS Eduardo Núñez OF Ryan Braun OF Gorkys Hernández OF Eric Thames",NA,"","",NA
1466,718383325,"fallfromgrace (116/150)",0,111.15,"P Michael Pineda P Jacob deGrom C Buster Posey 1B Brandon Belt 2B Starlin Castro 3B Jonathan Villar SS Brandon Crawford OF Brett Gardner OF Hunter Pence OF Gorkys Hernández",NA,"","",NA
1466,718488721,"ThatStunna (24/30)",0,111.15,"P Michael Pineda P Jacob deGrom C Buster Posey 1B Brandon Belt 2B Neil Walker 3B Mark Reynolds SS Brandon Crawford OF Hunter Pence OF Gorkys Hernández OF Bryce Harper",NA,"","",NA
1466,718807066,"Sweet77 (7/29)",0,111.15,"P Michael Pineda P James Paxton C Gary Sánchez 1B Paul Goldschmidt 2B Dee Gordon 3B Jake Lamb SS Eduardo Núñez OF Ryan Braun OF A.J. Pollock OF Yasmany Tomás",NA,"","",NA
1473,718797421,"AntMacrillo (2/2)",0,111.1,"P Jacob deGrom P Jerad Eickhoff C Cameron Rupp 1B Brandon Belt 2B Neil Walker 3B Maikel Franco SS Jean Segura OF Aaron Judge OF Adam Eaton OF Odúbel Herrera",NA,"","",NA
1473,718871576,"Lunacy3 (37/76)",0,111.1,"P Wily Peralta P Rich Hill C Buster Posey 1B Paul Goldschmidt 2B Daniel Murphy 3B Justin Turner SS Corey Seager OF Andrew Benintendi OF Gorkys Hernández OF Bryce Harper",NA,"","",NA
1475,717992221,"petteytheft89 (58/60)",0,111.05,"P Jacob deGrom P Danny Salazar C J.T. Realmuto 1B Justin Bour 2B Dee Gordon 3B Daniel Murphy SS Eduardo Núñez OF Andrew Toles OF Giancarlo Stanton OF Christian Yelich",NA,"","",NA
1475,717993360,"taconuts1 (2/2)",0,111.05,"P Chris Sale P Jacob deGrom C Buster Posey 1B Brandon Belt 2B Derek Dietrich 3B Eduardo Núñez SS Brandon Crawford OF Joey Rickard OF Jarrett Parker OF Andrew Toles",NA,"","",NA
1475,718133789,"suidmach (110/150)",0,111.05,"P Chris Sale P Tyler Chatwood C Chris Iannetta 1B Greg Bird 2B Daniel Murphy 3B Nolan Arenado SS Chris Owings OF Carlos González OF Hunter Pence OF Bryce Harper",NA,"","",NA
1475,718518609,"forcewithme (24/39)",0,111.05,"P Chris Sale P Jacob deGrom C J.T. Realmuto 1B Justin Bour 2B Joe Panik 3B Eduardo Núñez SS Brandon Crawford OF Gorkys Hernández OF Jarrett Parker OF Yasmany Tomás",NA,"","",NA
1475,718595206,"TheHaba (9/100)",0,111.05,"P Chris Sale P James Paxton C Jonathan Lucroy 1B Mike Napoli 2B Brandon Drury 3B Ryan Zimmerman SS Elvis Andrus OF Carlos Gómez OF Adam Eaton OF Trea Turner",NA,"","",NA
1475,718595272,"TheHaba (75/100)",0,111.05,"P Chris Sale P Tyler Chatwood C J.T. Realmuto 1B Paul Goldschmidt 2B Dee Gordon 3B Adeiny Hechavarria SS Asdrúbal Cabrera OF Giancarlo Stanton OF Bryce Harper OF Christian Yelich",NA,"","",NA
1475,718751437,"salmonc (66/100)",0,111.05,"P Jacob deGrom P Danny Salazar C J.T. Realmuto 1B Justin Bour 2B Derek Dietrich 3B Mark Reynolds SS Trevor Story OF Giancarlo Stanton OF Marcell Ozuna OF Bryce Harper",NA,"","",NA
1475,718851840,"txchase71",0,111.05,"P J.A. Happ P Cole Hamels C Sandy León 1B Brandon Belt 2B DJ LeMahieu 3B Evan Longoria SS Trevor Story OF Starling Marte OF Ryan Braun OF Giancarlo Stanton",NA,"","",NA
1483,718252366,"ARaven52 (2/150)",0,111,"P Charlie Morton P James Paxton C Buster Posey 1B Edwin Encarnación 2B DJ LeMahieu 3B Nolan Arenado SS Francisco Lindor OF Carlos González OF Charlie Blackmon OF José Ramírez",NA,"","",NA
1483,718374519,"ARaven52 (8/150)",0,111,"P Charlie Morton P James Paxton C Buster Posey 1B Edwin Encarnación 2B DJ LeMahieu 3B Nolan Arenado SS Francisco Lindor OF Carlos González OF Charlie Blackmon OF José Ramírez",NA,"","",NA
1483,718374535,"ARaven52 (15/150)",0,111,"P Charlie Morton P James Paxton C Buster Posey 1B Edwin Encarnación 2B DJ LeMahieu 3B Nolan Arenado SS Francisco Lindor OF Carlos González OF Charlie Blackmon OF José Ramírez",NA,"","",NA
1483,718374558,"ARaven52 (22/150)",0,111,"P Charlie Morton P James Paxton C Buster Posey 1B Edwin Encarnación 2B DJ LeMahieu 3B Nolan Arenado SS Francisco Lindor OF Carlos González OF Charlie Blackmon OF José Ramírez",NA,"","",NA
1483,718374596,"ARaven52 (29/150)",0,111,"P Charlie Morton P James Paxton C Buster Posey 1B Edwin Encarnación 2B DJ LeMahieu 3B Nolan Arenado SS Francisco Lindor OF Carlos González OF Charlie Blackmon OF José Ramírez",NA,"","",NA
1483,718375029,"ARaven52 (36/150)",0,111,"P Charlie Morton P James Paxton C Buster Posey 1B Edwin Encarnación 2B DJ LeMahieu 3B Nolan Arenado SS Francisco Lindor OF Carlos González OF Charlie Blackmon OF José Ramírez",NA,"","",NA
1483,718375060,"ARaven52 (43/150)",0,111,"P Charlie Morton P James Paxton C Buster Posey 1B Edwin Encarnación 2B DJ LeMahieu 3B Nolan Arenado SS Francisco Lindor OF Carlos González OF Charlie Blackmon OF José Ramírez",NA,"","",NA
1483,718375076,"ARaven52 (50/150)",0,111,"P Charlie Morton P James Paxton C Buster Posey 1B Edwin Encarnación 2B DJ LeMahieu 3B Nolan Arenado SS Francisco Lindor OF Carlos González OF Charlie Blackmon OF José Ramírez",NA,"","",NA
1483,718375116,"ARaven52 (57/150)",0,111,"P Charlie Morton P James Paxton C Buster Posey 1B Edwin Encarnación 2B DJ LeMahieu 3B Nolan Arenado SS Francisco Lindor OF Carlos González OF Charlie Blackmon OF José Ramírez",NA,"","",NA
1483,718375136,"ARaven52 (64/150)",0,111,"P Charlie Morton P James Paxton C Buster Posey 1B Edwin Encarnación 2B DJ LeMahieu 3B Nolan Arenado SS Francisco Lindor OF Carlos González OF Charlie Blackmon OF José Ramírez",NA,"","",NA
1483,718375149,"ARaven52 (71/150)",0,111,"P Charlie Morton P James Paxton C Buster Posey 1B Edwin Encarnación 2B DJ LeMahieu 3B Nolan Arenado SS Francisco Lindor OF Carlos González OF Charlie Blackmon OF José Ramírez",NA,"","",NA
1483,718375174,"ARaven52 (78/150)",0,111,"P Charlie Morton P James Paxton C Buster Posey 1B Edwin Encarnación 2B DJ LeMahieu 3B Nolan Arenado SS Francisco Lindor OF Carlos González OF Charlie Blackmon OF José Ramírez",NA,"","",NA
