"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,936905139,"derikmoffett",0,287,"SG Courtney Lee UTIL Kyle O'Quinn G Tim Hardaway Jr. PF Enes Kanter C Dwight Howard PG Kyle Lowry F DeMar DeRozan SF Jeremy Lamb",NA,"Kristaps Porzingis","PF","92.03%",3.5
1,937122634,"htwonjoe (16/20)",0,287,"SF Courtney Lee F Kyle O'Quinn G Tim Hardaway Jr. PF Enes Kanter C Dwight Howard PG Kyle Lowry SG DeMar DeRozan UTIL Jeremy Lamb",NA,"Kyle Lowry","PG","80.13%",55.75
3,936881013,"perilous (5/20)",0,279,"G Dion Waiters PF Enes Kanter SG Tyler Johnson C Dwight Howard PG Kyle Lowry UTIL Serge Ibaka F Nicolas Batum SF DeMar DeRozan",NA,"Tim Hardaway Jr.","SG","69.02%",16.5
4,937125228,"thiscandle",0,278.75,"SF Courtney Lee PF James Johnson UTIL Enes Kanter C Dwight Howard G Kyle Lowry SG Nicolas Batum F DeMar DeRozan PG Michael Carter-Williams",NA,"Dwight Howard","C","60.94%",42
5,937242071,"nicktone88246 (5/10)",0,273.75,"SG Courtney Lee F Kelly Olynyk UTIL Enes Kanter PF Kristaps Porzingis C Dwight Howard PG Kyle Lowry SF DeMar DeRozan G Michael Carter-Williams",NA,"Courtney Lee","F","42.42%",34.75
5,937300318,"Hooligans (1/20)",0,273.75,"SF Courtney Lee F Kelly Olynyk PF Enes Kanter UTIL Kristaps Porzingis C Dwight Howard PG Kyle Lowry SG DeMar DeRozan G Michael Carter-Williams",NA,"Jeremy Lamb","G","42.20%",30.75
5,937300319,"Hooligans (2/20)",0,273.75,"SF Courtney Lee F Kelly Olynyk PF Enes Kanter UTIL Kristaps Porzingis C Dwight Howard PG Kyle Lowry SG DeMar DeRozan G Michael Carter-Williams",NA,"DeMar DeRozan","SF","41.86%",43.5
5,937300320,"Hooligans (3/20)",0,273.75,"SF Courtney Lee F Kelly Olynyk PF Enes Kanter UTIL Kristaps Porzingis C Dwight Howard PG Kyle Lowry SG DeMar DeRozan G Michael Carter-Williams",NA,"Goran Dragic","PG","36.92%",13
5,937300321,"Hooligans (4/20)",0,273.75,"SF Courtney Lee F Kelly Olynyk PF Enes Kanter UTIL Kristaps Porzingis C Dwight Howard PG Kyle Lowry SG DeMar DeRozan G Michael Carter-Williams",NA,"Enes Kanter","PF","35.69%",44
5,937300322,"Hooligans (5/20)",0,273.75,"SF Courtney Lee F Kelly Olynyk PF Enes Kanter UTIL Kristaps Porzingis C Dwight Howard PG Kyle Lowry SG DeMar DeRozan G Michael Carter-Williams",NA,"Dion Waiters","SF","35.58%",27.25
