"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,938200211,"tamsuKi",0,337.5,"SF Giannis Antetokounmpo C Al Horford UTIL Will Barton PG Kris Dunn G Dwyane Wade F John Collins PF Dario Saric SG Alec Burks",NA,"Dario Saric","C","43.57%",38.5
2,938287128,"notfamousblade",0,336.5,"SF LeBron James PG Donovan Mitchell C Jusuf Nurkic PF Lauri Markkanen SG Austin Rivers UTIL Dario Saric F Kenneth Faried G Alec Burks",NA,"LeBron James","SF","42.52%",59
3,938548579,"richarddd (1/2)",0,327,"F LeBron James PG Eric Bledsoe C Jusuf Nurkic SG Kris Dunn G Austin Rivers PF Dario Saric SF Taurean Prince UTIL Alec Burks",NA,"Ben Simmons","PG","37.89%",40.5
4,938267508,"Tcon1976 (1/5)",0,324.5,"SF LeBron James SG Eric Bledsoe C Jusuf Nurkic G Gary Harris PG Dwyane Wade PF Dario Saric F Kenneth Faried UTIL Marco Belinelli",NA,"Lou Williams","G","36.45%",34.5
4,938267577,"Tcon1976 (2/5)",0,324.5,"SF LeBron James SG Eric Bledsoe C Jusuf Nurkic G Gary Harris PG Dwyane Wade PF Dario Saric F Kenneth Faried UTIL Marco Belinelli",NA,"John Collins","F","32.56%",27.75
4,938267599,"Tcon1976 (3/5)",0,324.5,"SF LeBron James SG Eric Bledsoe C Jusuf Nurkic G Gary Harris PG Dwyane Wade PF Dario Saric F Kenneth Faried UTIL Marco Belinelli",NA,"Jerryd Bayless","UTIL","22.12%",18.5
4,938269048,"Tcon1976 (4/5)",0,324.5,"SF LeBron James SG Eric Bledsoe C Jusuf Nurkic G Gary Harris PG Dwyane Wade PF Dario Saric F Kenneth Faried UTIL Marco Belinelli",NA,"Jusuf Nurkic","C","20.43%",46.75
4,938269061,"Tcon1976 (5/5)",0,324.5,"SF LeBron James SG Eric Bledsoe C Jusuf Nurkic G Gary Harris PG Dwyane Wade PF Dario Saric F Kenneth Faried UTIL Marco Belinelli",NA,"Giannis Antetokounmpo","SF","19.00%",50.75
9,938092497,"par4andy (1/2)",0,323.25,"SF Ben Simmons PF Kevin Love UTIL Dennis Schroder SG Gary Harris PG Dwyane Wade F John Collins C Dario Saric G Alec Burks",NA,"Derrick Favors","PF","18.23%",35.5
10,938017017,"PackerFanKev (10/20)",0,321.5,"SF Giannis Antetokounmpo PG Dennis Schroder SG C.J. McCollum C Jusuf Nurkic UTIL Gary Harris F Dario Saric PF Amir Johnson G Alec Burks",NA,"Amir Johnson","C","18.16%",25
