"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,940254141,"pezdukie (1/2)",0,346.75,"C Andre Drummond SF Paul George SG Victor Oladipo PG Donovan Mitchell UTIL Elfrid Payton G Michael Carter-Williams PF Bam Adebayo F Marvin Williams",NA,"Michael Carter-Williams","G","34.34%",29
2,939921391,"irish8190 (2/2)",0,336.75,"C Andre Drummond F Paul George PG Victor Oladipo PF Andrew Wiggins SF Jeremy Lamb UTIL Robin Lopez G Tomas Satoransky SG Alec Burks",NA,"Kyle Lowry","PG","33.84%",31.75
3,940221740,"Flotastic (18/20)",0,335,"C Andre Drummond SF Paul George G Victor Oladipo PF Aaron Gordon PG Elfrid Payton UTIL Ish Smith F Omri Casspi SG Alec Burks",NA,"Alec Burks","PG","26.55%",35.75
4,940185715,"fav2177",0,331,"UTIL Paul George PG Victor Oladipo SF Aaron Gordon F Otto Porter C Steven Adams PF Taj Gibson G Michael Carter-Williams SG Alec Burks",NA,"Russell Westbrook","G","24.98%",49.25
5,940271922,"edlott0214",0,329.5,"F Paul George PG Kyle Lowry SG Donovan Mitchell SF Otto Porter C Steven Adams PF Zach Randolph UTIL Robin Lopez G Michael Carter-Williams",NA,"Dwight Howard","C","23.27%",18.75
6,939435470,"vsrovert",0,326.25,"PF DeMarcus Cousins SF Paul George SG DeMar DeRozan C Zach Randolph G Joe Ingles UTIL Serge Ibaka F Markieff Morris PG Cory Joseph",NA,"Bam Adebayo","F","21.65%",17.75
7,939572995,"dan.tsbi (4/4)",0,325.75,"UTIL Andre Drummond SG Victor Oladipo SF DeMar DeRozan PG Ricky Rubio F Willie Cauley-Stein PF Zach Randolph C Marcin Gortat G Tim Frazier",NA,"Elfrid Payton","PG","19.98%",33.5
8,940185352,"KingQoopa",0,324.25,"C Andre Drummond F Paul George SG Klay Thompson PF Andrew Wiggins PG Darren Collison UTIL Zach Randolph G De'Aaron Fox SF Justise Winslow",NA,"Aaron Gordon","SF","19.51%",46.25
9,940050609,"skt1979",0,322.25,"PG Stephen Curry UTIL Victor Oladipo SG DeMar DeRozan SF Otto Porter C Zach Randolph F Lance Stephenson PF Kelly Olynyk G Alec Burks",NA,"Kelly Oubre Jr.","G","18.98%",19.75
10,940113194,"mosyadig (15/20)",0,321.25,"SF Kevin Durant C Andre Drummond G Kyle Lowry F Derrick Favors PF Zach Randolph UTIL Michael Carter-Williams PG Tomas Satoransky SG Alec Burks",NA,"Otto Porter","PF","18.87%",38.25
11,940277748,"BlunTednRVA",0,321,"C Andre Drummond PF LaMarcus Aldridge SG Victor Oladipo PG Donovan Mitchell SF Otto Porter UTIL Michael Kidd-Gilchrist G Tomas Satoransky F Omri Casspi",NA,"Kelly Olynyk","PF","18.32%",23
12,939452129,"oxenduck (5/20)",0,320.25,"F Paul George PG Kyle Lowry C Marc Gasol SF Aaron Gordon G Elfrid Payton UTIL Rajon Rondo PF Justise Winslow SG Alec Burks",NA,"JaMychal Green","PF","18.12%",9.75
13,939943084,"Kanman",0,317,"PG Stephen Curry SG Victor Oladipo SF Otto Porter G Elfrid Payton C Zach Randolph PF Serge Ibaka F Kelly Oubre Jr. UTIL Michael Carter-Williams",NA,"Lauri Markkanen","PF","17.59%",22.75
14,939281043,"csmaniac (3/20)",0,316.75,"F Paul George SG Bradley Beal PF Aaron Gordon UTIL Donovan Mitchell PG Elfrid Payton SF Jonathon Simmons C Marcin Gortat G Alec Burks",NA,"Victor Oladipo","SG","15.62%",65.75
14,939762328,"pythagorean (18/20)",0,316.75,"UTIL Stephen Curry F Paul George G Victor Oladipo PF Derrick Favors C Pau Gasol PG Patty Mills SF Thabo Sefolosha SG Alec Burks",NA,"Karl-Anthony Towns","C","14.81%",39.75
16,940292805,"mfonti",0,316,"PG Victor Oladipo SG Jimmy Butler PF Andrew Wiggins C Derrick Favors G Ricky Rubio SF Evan Fournier F Zach Randolph UTIL Robin Lopez",NA,"LaMarcus Aldridge","PF","14.28%",32
17,940207006,"Needingthewire57",0,315.5,"PF Kevin Durant SF Paul George G Donovan Mitchell PG Kris Dunn SG Evan Fournier C Marcin Gortat F Serge Ibaka UTIL Tim Frazier",NA,"Taj Gibson","C","14.18%",16
18,940113193,"mosyadig (14/20)",0,315.25,"SF Kevin Durant C Andre Drummond G Kyle Lowry UTIL Derrick Favors F Zach Randolph PF Kelly Olynyk PG Tomas Satoransky SG Alec Burks",NA,"Evan Fournier","SF","13.12%",33.75
19,940275300,"badmutha99",0,314.25,"C Karl-Anthony Towns PG Kyle Lowry SG Victor Oladipo SF Aaron Gordon F Zach Randolph PF Serge Ibaka G Michael Carter-Williams UTIL Zaza Pachulia",NA,"Willie Cauley-Stein","C","13.10%",28.75
20,939843653,"Vargas2015 (1/2)",0,313.25,"PG Russell Westbrook SG Victor Oladipo SF Otto Porter PF Derrick Favors F Evan Fournier G Michael Carter-Williams C Bam Adebayo UTIL Alec Burks",NA,"Stephen Curry","PG","12.79%",52.5
20,939845525,"Vargas2015 (2/2)",0,313.25,"PG Russell Westbrook SG Victor Oladipo SF Otto Porter PF Derrick Favors F Evan Fournier G Michael Carter-Williams C Bam Adebayo UTIL Alec Burks",NA,"Nikola Vucevic","UTIL","12.49%",17.75
