"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,936297279,"tlholder86",0,317,"G Jimmy Butler C Kevin Love SG Eric Bledsoe PF Otto Porter SF Dion Waiters UTIL Kris Dunn F Justin Holiday PG Tim Frazier",NA,"Tim Frazier","PG","57.40%",9.25
2,935771978,"EmileHeskey (16/23)",0,299.25,"PF LeBron James SG Jimmy Butler UTIL Kevin Love SF Justin Holiday G Gary Harris C Robin Lopez F Joe Ingles PG Garrett Temple",NA,"Bradley Beal","SG","51.02%",21
3,936116745,"bjstahl",0,293.5,"SG Devin Booker UTIL Jimmy Butler PF Kevin Love C Derrick Favors SF Denzel Valentine PG Ricky Rubio F Willie Cauley-Stein G Tim Frazier",NA,"Nikola Jokic","C","44.52%",27
4,935801168,"GreyPoupon (18/23)",0,291.25,"C Nikola Jokic PF Kevin Love G Eric Bledsoe SF Otto Porter UTIL Justin Holiday PG Dwyane Wade SG Gary Harris F Willie Cauley-Stein",NA,"Eric Bledsoe","UTIL","37.76%",42.25
5,935810794,"marcusreyes30 (2/2)",0,289.75,"SF Giannis Antetokounmpo C Kevin Love SG Eric Bledsoe PF Derrick Favors PG Kris Dunn F Joe Ingles G Josh Jackson UTIL Jeff Green",NA,"Willie Cauley-Stein","C","37.24%",23.5
6,936222325,"mulligansmafia (1/3)",0,285.75,"C Nikola Jokic PF Kevin Love G Eric Bledsoe F Derrick Favors SF Denzel Valentine PG Ricky Rubio SG Dwyane Wade UTIL John Henson",NA,"Denzel Valentine","SF","35.84%",24.5
7,935707568,"ChipotleAddict (21/23)",0,283.5,"C Karl-Anthony Towns PF Kevin Love PG Eric Bledsoe G Donovan Mitchell SG Denzel Valentine SF Justin Holiday F Joe Ingles UTIL John Henson",NA,"Giannis Antetokounmpo","SF","32.78%",57.25
8,936005631,"rseid12345 (4/20)",0,283.25,"C Karl-Anthony Towns UTIL Hassan Whiteside PF Kevin Love SF Otto Porter F Derrick Favors SG Dwyane Wade G Tim Frazier PG Frank Mason III",NA,"Otto Porter","PF","31.63%",33.5
9,935707561,"ChipotleAddict (14/23)",0,282.5,"UTIL Nikola Jokic PF Kevin Love PG Eric Bledsoe G Donovan Mitchell F Derrick Favors SF Justin Holiday SG Joe Ingles C Tyson Chandler",NA,"Markieff Morris","SF","28.19%",7
9,935707566,"ChipotleAddict (19/23)",0,282.5,"C Karl-Anthony Towns SG Bradley Beal PF Kevin Love PG Eric Bledsoe SF Justin Holiday G Ricky Rubio F Joe Ingles UTIL Garrett Temple",NA,"Gary Harris","UTIL","25.13%",26.25
11,936005646,"rseid12345 (19/20)",0,282,"PG Goran Dragic SG Eric Bledsoe F Otto Porter PF Derrick Favors SF Dion Waiters UTIL Kris Dunn C Taj Gibson G Malcolm Brogdon",NA,"Joe Ingles","F","24.11%",18
12,935771972,"EmileHeskey (10/23)",0,281.25,"SG Bradley Beal UTIL Jimmy Butler F Kevin Love PF Lauri Markkanen G Kris Dunn SF Justin Holiday C Robin Lopez PG Tim Frazier",NA,"Will Barton","F","23.98%",14.5
13,936005644,"rseid12345 (17/20)",0,280.5,"UTIL Bradley Beal G Jimmy Butler C Kevin Love PF Andrew Wiggins F Derrick Favors PG Ricky Rubio SG Kelly Oubre Jr. SF J.R. Smith",NA,"Kevin Love","C","21.81%",56.75
