"id","last_name","first_name","team","position","opponent","games","pa","ab","singles","doubles","triples","home_runs","walks","strikeouts","sb","cs","runs","rbi","hbp","sac_flies","gidp","errors","outs","matchup","odds","weather","injury","bvp","price_fanduel","price_yahoo","price_draftkings","price_draftday","price_starstreet","price_fantasyfeud","price_fanthrowdown","price_starfantasyleagues","price_fantasyaces","positions_fanduel","positions_yahoo","positions_draftkings","positions_draftday","positions_starstreet","positions_fantasyfeud","positions_fanthrowdown","positions_starfantasyleagues","positions_fantasyaces","price_victiv","positions_victiv"
6234,"Goldschmidt","Paul","ARI","1B","CHW",1,4.69,3.69,0.7,0.25,0.02,0.22,0.95,0.88,0.26,0.05,0.84,0.88,0,0.05,0,0.03,2.54,"CHW (Covey R) R Ord 3","-1.5 (+111) (o/u 11.0) (-177)","89 O RF 4-8 0% H12% retractable","","",4700,29,5400,0,0,0,0,0,0,"1B","1B","1B","1B;DH",NA,NA,NA,NA,NA,0,NA
9075,"Betts","Mookie","BOS","OF","TEX",1,4.83,4.35,0.88,0.36,0.04,0.18,0.44,0.5,0.15,0.03,0.83,0.64,0,0.04,0,0.03,2.87,"TEX (Cashner R) R Ord 1","-1.5 (+105) (o/u 9.0) (-188)","60 O LF 4-8 15% H75%outdoor","","",4300,22,5000,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
6195,"Trout","Mike","LAA","OF","@ TB",1,4.54,3.82,0.68,0.25,0.05,0.23,0.68,1.01,0.17,0.04,0.6,0.58,0,0.04,0,0.02,2.59,"@TB (Cobb R) R Ord 2","+1.5 (-190) (o/u 8.5) (+105)","","","6ab .667/.667/1.167 1sb 1hr",5200,28,5500,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
9503,"Peralta","David","ARI","OF","CHW",1,4.8,4.34,0.83,0.26,0.11,0.15,0.42,0.88,0.08,0.03,0.82,0.64,0,0.04,0,0.03,3.03,"CHW (Covey R) L Ord 2","-1.5 (+111) (o/u 11.0) (-177)","89 O RF 4-8 0% H12% retractable","","",3300,20,4700,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
7531,"Altuve","Jose","HOU","2B","DET",1,4.49,4.1,0.93,0.27,0.03,0.13,0.35,0.48,0.24,0.08,0.64,0.73,0,0.04,0,0.05,2.7,"DET (Zimmermann R) R Ord 3","-1.5 (-107) (o/u 8.5) (-223)","70 I CF 7-12 80% H72% retractable","","6ab .167/.167/.167 0sb 0hr",4100,20,4900,0,0,0,0,0,0,"2B","2B","2B","2B;DH",NA,NA,NA,NA,NA,0,NA
6209,"Harper","Bryce","WAS","OF","SEA",1,4.19,3.38,0.56,0.23,0.01,0.24,0.77,0.75,0.08,0.05,0.79,0.72,0,0.04,0,0.04,2.25,"SEA (Bergman R) L Ord 3","-1.5 (+146) (o/u 9.0) (-144)","62 I RF 4-7 77% H84%outdoor","","",4700,27,5400,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
9988,"Turner","Trea","WAS","SS","SEA",1,4.39,4.11,0.85,0.24,0.07,0.13,0.26,0.88,0.3,0.08,0.78,0.45,0,0.02,0,0.05,2.69,"SEA (Bergman R) R Ord 1","-1.5 (+146) (o/u 9.0) (-144)","62 I RF 4-7 77% H84%outdoor","","",3500,19,4700,0,0,0,0,0,0,"SS","SS","SS","SS;DH;OF",NA,NA,NA,NA,NA,0,NA
8594,"Lamb","Jake","ARI","3B","CHW",1,4.58,3.94,0.59,0.2,0.06,0.19,0.6,1.16,0.08,0.02,0.73,0.84,0,0.03,0,0.09,2.93,"CHW (Covey R) L Ord 4","-1.5 (+111) (o/u 11.0) (-177)","89 O RF 4-8 0% H12% retractable","","",4100,24,5500,0,0,0,0,0,0,"3B","3B","3B","3B;DH",NA,NA,NA,NA,NA,0,NA
6873,"Fuentes","Reymond","ARI","OF","CHW",1,4.92,4.46,0.91,0.19,0.08,0.05,0.37,1.08,0.31,0.08,0.83,0.45,0.06,0.03,0.04,0.05,3.27,"CHW (Covey R) L Ord 1","-1.5 (+111) (o/u 11.0) (-177)","89 O RF 4-8 0% H12% retractable","","",2200,10,3600,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
543,"Braun","Ryan","MIL","OF","TOR",1,4.38,3.93,0.73,0.21,0.02,0.21,0.43,0.87,0.13,0.04,0.64,0.67,0,0.02,0,0.02,2.79,"TOR (Biagini R) R Ord 3","-1.5 (+192) (o/u 8.5) (-106)","52 N RL 6-9 92% H84% retractable","","",4000,16,4800,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
6428,"Dozier","Brian","MIN","2B","@ BAL",1,4.72,4.25,0.57,0.23,0.02,0.25,0.44,1.01,0.15,0.04,0.69,0.49,0,0.04,0,0.06,3.17,"@BAL (Bundy R) R Ord 1","+1.5 (-178) (o/u 9.0) (+113)","64 N RL 3-5 57% H70%outdoor","","",3800,18,4400,0,0,0,0,0,0,"2B","2B","2B","2B;DH",NA,NA,NA,NA,NA,0,NA
