id,last_name,first_name,team,position,opponent,games,innings,singles,doubles,triples,home_runs,walks,strikeouts,runs,earned_runs,opp_ba,cg,qs,wins,losses,saves,blown_saves,holds,hbp,outs,odds,weather,injury, price_fanduel,price_yahoo,price_draftkings,price_draftday,price_starstreet,price_fantasyfeud,price_fanthrowdown,price_starfantasyleagues,price_fantasyaces, positions_fanduel,positions_yahoo,positions_draftkings,positions_draftday,positions_starstreet,positions_fantasyfeud,positions_fanthrowdown,positions_starfantasyleagues,positions_fantasyaces,price_victiv,positions_victiv
5535,Carrasco,Carlos,CLE,SP,DET,1.00,6.00,3.64,1.42,0.07,0.64,1.27,7.31,2.18,2.01,0.24,0.040,0.698,0.49,0.51,0.00,0.00,0.00,0.000,18.00,-1.5 (-110) (o/u 9.0) (-235),66 N LR 12-15 15% H69%outdoor,,9900,51,8800,0,0,0,0,0,0,P,P,SP,P,,,,,,0,
2807,Lester,Jon,CHC,SP,PIT,1.00,6.40,3.81,1.55,0.19,0.43,1.35,6.10,2.32,2.13,0.27,0.055,0.702,0.50,0.46,0.00,0.00,0.00,0.000,19.20,-1.5 (+125) (o/u 8.0) (-180),66 N LR 6-17 1% H43%outdoor,,10300,52,11300,0,0,0,0,0,0,P,P,SP,P,,,,,,0,
2196,Hill,Rich,LAD,SP,ARI,1.00,5.40,2.49,1.23,0.15,0.43,2.10,6.60,1.93,1.77,0.23,0.040,0.705,0.39,0.42,0.00,0.00,0.00,0.000,16.20,-1.5 (+115) (o/u 7.5) (-200),68 O RF 5-9 1% H46%outdoor,Probable,9600,49,9800,0,0,0,0,0,0,P,P,SP,P,,,,,,0,
6463,Pomeranz,Drew,BOS,SP,TB,1.00,5.50,2.65,1.74,0.26,0.63,1.71,6.99,2.26,2.08,0.25,0.040,0.648,0.38,0.44,0.00,0.00,0.00,0.000,16.50,-1.5 (+110) (o/u 9.5) (-185),77 O CF 13-19 50% H42%outdoor,Probable,7800,39,7500,0,0,0,0,0,0,P,P,SP,P,,,,,,0,
6216,Pineda,Michael,NYY,SP,STL,1.00,5.60,3.40,1.19,0.15,0.81,1.29,6.13,2.38,2.19,0.25,0.040,0.633,0.39,0.29,0.00,0.00,0.00,0.000,16.80,-1.5 (+145) (o/u 8.5) (-165),70 O CF 6-12 40% H56%outdoor,,8600,42,9100,0,0,0,0,0,0,P,P,SP,P,,,,,,0,
1988,Hamels,Cole,TEX,SP,@ SEA,1.00,6.40,3.70,1.27,0.02,0.66,2.33,6.07,2.94,2.71,0.23,0.055,0.595,0.38,0.31,0.00,0.00,0.00,0.000,19.20,-1.5 (+150) (o/u 8.0) (-110),59 I CF 4-9 2% H47% retractable,,9500,46,10000,0,0,0,0,0,0,P,P,SP,P,,,,,,0,
2016,Happ,J.A.,TOR,SP,BAL,1.00,6.00,3.09,1.46,0.11,0.90,1.44,6.12,2.82,2.59,0.24,0.040,0.583,0.38,0.39,0.00,0.00,0.00,0.000,18.00,-1.5 (+180) (o/u 8.0) (-110),58 N LR 12-20 51% H69% retractable,,8500,40,8300,0,0,0,0,0,0,P,P,SP,P,,,,,,0,
7573,Iwakuma,Hisashi,SEA,SP,TEX,1.00,6.10,3.51,1.23,0.14,0.94,1.23,5.89,2.88,2.65,0.24,0.040,0.583,0.39,0.28,0.00,0.00,0.00,0.000,18.30,+1.5 (-170) (o/u 8.0) (-110),59 I CF 4-9 2% H47% retractable,,7600,34,7200,0,0,0,0,0,0,P,P,SP,P,,,,,,0,
4392,Samardzija,Jeff,SF,SP,COL,1.00,6.30,4.05,1.40,0.34,0.62,1.41,5.36,2.64,2.43,0.29,0.048,0.641,0.43,0.45,0.00,0.00,0.00,0.000,18.90,-1.5 (+165) (o/u 7.5) (-135),57 N RL 11-14 89% H72%outdoor,,8600,40,8600,0,0,0,0,0,0,P,P,SP,P,,,,,,0,
1818,Gonzalez,Gio,WAS,SP,PHI,1.00,5.50,3.96,1.27,0.12,0.43,1.73,5.53,2.19,2.01,0.30,0.040,0.663,0.39,0.40,0.00,0.00,0.00,0.000,16.50,-1.5 (+115) (o/u 9.0) (-185),78 O RF 10-15 19% H43%outdoor,,9300,38,8000,0,0,0,0,0,0,P,P,SP,P,,,,,,0,
7058,Santiago,Hector,MIN,SP,CHW,1.00,5.40,2.86,1.14,0.18,0.82,1.73,5.77,2.73,2.51,0.24,0.040,0.544,0.35,0.47,0.00,0.00,0.00,0.000,16.20,-1.5 (+140) (o/u 9.5) (-145),59 O CF 5-19 0% H32%outdoor,,7200,28,5800,0,0,0,0,0,0,P,P,SP,P,,,,,,0,
7734,Harvey,Matt,NYM,SP,@ MIA,1.00,6.10,4.49,1.43,0.32,0.43,1.40,5.01,2.49,2.29,0.32,0.040,0.652,0.39,0.37,0.00,0.00,0.00,0.000,18.30,-1.5 (+150) (o/u 8.5) (-115),75 I CF 11-16 15% H69% retractable,Probable,8700,42,7800,0,0,0,0,0,0,P,P,SP,P,,,,,,0,
2566,Kennedy,Ian,KC,SP,LAA,1.00,5.90,3.31,1.20,0.22,0.74,1.88,4.96,2.91,2.68,0.23,0.040,0.560,0.37,0.33,0.00,0.00,0.00,0.000,17.70,+1.5 (-180) (o/u 8.5) (-115),69 I CF 7-11 41% H44%outdoor,,7800,34,8100,0,0,0,0,0,0,P,P,SP,P,,,,,,0,
7527,Taillon,Jameson,PIT,SP,@ CHC,1.00,5.90,3.53,1.33,0.17,0.82,1.53,5.02,2.92,2.68,0.29,0.040,0.556,0.27,0.20,0.00,0.00,0.00,0.000,17.70,+1.5 (-145) (o/u 8.0) (+155),66 N LR 6-17 1% H43%outdoor,,7400,42,7700,0,0,0,0,0,0,P,P,SP,P,,,,,,0,
5165,Wainwright,Adam,STL,SP,@ NYY,1.00,6.30,4.35,1.29,0.09,0.72,1.68,4.84,3.13,2.88,0.27,0.048,0.552,0.31,0.31,0.00,0.00,0.00,0.000,18.90,+1.5 (-165) (o/u 8.5) (+145),70 O CF 6-12 40% H56%outdoor,,7500,34,6800,0,0,0,0,0,0,P,P,SP,P,,,,,,0,
7586,Walker,Taijuan,ARI,SP,@ LAD,1.00,5.80,2.93,1.27,0.09,0.94,1.57,5.04,3.01,2.77,0.26,0.040,0.528,0.24,0.31,0.00,0.00,0.00,0.000,17.40,+1.5 (-135) (o/u 7.5) (+170),68 O RF 5-9 1% H46%outdoor,,7300,37,8400,0,0,0,0,0,0,P,P,SP,P,,,,,,0,
983,Colon,Bartolo,ATL,SP,SD,1.00,5.90,4.36,1.34,0.21,0.61,0.75,4.21,2.54,2.33,0.32,0.040,0.629,0.39,0.42,0.00,0.00,0.00,0.000,17.70,-1.5 (+165) (o/u 8.0) (-130),76 O CF 4-10 1% H43%outdoor,,8000,30,6200,0,0,0,0,0,0,P,P,SP,P,,,,,,0,
10667,Romano,Sal,CIN,SP,MIL,1.00,5.30,2.86,1.19,0.14,0.96,1.58,5.09,2.87,2.64,0.28,0.040,0.504,0.30,0.40,0.00,0.00,0.00,0.000,15.90,-1.5 (+190) (o/u 9.0) (-115),72 O LF 6-12 68% H67%outdoor,,0,25,5000,0,0,0,0,0,0,,P,SP,P,,,,,,0,
7534,Bundy,Dylan,BAL,SP,@ TOR,1.00,5.50,2.63,1.31,0.17,0.87,2.24,5.16,3.03,2.79,0.24,0.040,0.492,0.30,0.32,0.00,0.00,0.00,0.000,16.50,+1.5 (-210) (o/u 8.0) (-110),58 N LR 12-20 51% H69% retractable,,7200,34,7900,0,0,0,0,0,0,P,P,SP,P,,,,,,0,
8384,Straily,Dan,MIA,SP,NYM,1.00,5.80,2.65,1.27,0.23,0.80,2.11,4.51,3.13,2.88,0.25,0.040,0.504,0.33,0.31,0.00,0.00,0.00,0.000,17.40,+1.5 (-170) (o/u 8.5) (-105),75 I CF 11-16 15% H69% retractable,,7400,31,7300,0,0,0,0,0,0,P,P,SP,P,,,,,,0,
4576,Shields,James,CHW,SP,@ MIN,1.00,5.70,3.47,1.37,0.31,0.99,2.86,5.24,3.63,3.34,0.28,0.040,0.394,0.28,0.35,0.00,0.00,0.00,0.000,17.10,+1.5 (-160) (o/u 9.5) (+125),59 O CF 5-19 0% H32%outdoor,,7200,36,6100,0,0,0,0,0,0,P,P,SP,P,,,,,,0,
