id,last_name,first_name,team,position,opponent,games,innings,singles,doubles,triples,home_runs,walks,strikeouts,runs,earned_runs,opp_ba,cg,qs,wins,losses,saves,blown_saves,holds,hbp,outs,odds,weather,injury, price_fanduel,price_yahoo,price_draftkings,price_draftday,price_starstreet,price_fantasyfeud,price_fanthrowdown,price_starfantasyleagues,price_fantasyaces, positions_fanduel,positions_yahoo,positions_draftkings,positions_draftday,positions_starstreet,positions_fantasyfeud,positions_fanthrowdown,positions_starfantasyleagues,positions_fantasyaces,price_victiv,positions_victiv
5944,Jansen,Kenley,LAD,RP,NYM,1.00,0.35,0.09,0.08,0.00,0.03,0.06,0.54,0.07,0.07,0.17,0.000,0.000,0.02,0.01,0.22,0.02,0.00,0.000,1.06,-1.5 (-115) (o/u 9.0) (-210),67 O CF 0-3 4% H82%outdoor,,5500,25,4100,0,0,0,0,0,0,P,P,RP,,,,,,,0,
6380,Betances,Dellin,NYY,RP,LAA,1.00,0.36,0.11,0.06,0.00,0.03,0.15,0.55,0.10,0.09,0.14,0.000,0.000,0.02,0.01,0.00,0.00,0.00,0.000,1.07,-1.5 (-160) (o/u 10.5) (-300),73 O LF 2-4 5% H58%outdoor,,5500,25,4000,0,0,0,0,0,0,P,P,RP,,,,,,,0,
3289,Miller,Andrew,CLE,RP,@ BAL,1.00,0.36,0.14,0.07,0.00,0.04,0.10,0.50,0.11,0.10,0.18,0.000,0.000,0.02,0.01,0.10,0.01,0.00,0.000,1.07,-1.5 (+100) (o/u 11.0) (-150),75 O RF 2-4 3% H68%outdoor,,5500,25,4000,0,0,0,0,0,0,P,P,RP,,,,,,,0,
10357,Barraclough,Kyle,MIA,RP,WAS,1.00,0.36,0.14,0.10,0.02,0.02,0.20,0.55,0.12,0.11,0.22,0.000,0.000,0.01,0.01,0.00,0.00,0.00,0.000,1.07,+1.5 (-150) (o/u 9.0) (+114),roof_closed ,,5500,25,4200,0,0,0,0,0,0,P,P,RP,,,,,,,0,
5729,Uehara,Koji,CHC,RP,SD,1.00,0.36,0.12,0.08,0.02,0.04,0.05,0.50,0.11,0.10,0.22,0.000,0.000,0.01,0.01,0.00,0.00,0.00,0.000,1.07,-1.5 (+105) (o/u 9.0) (-194),61 I CF 2-4 7% H82%outdoor,,5500,25,4300,0,0,0,0,0,0,P,P,RP,,,,,,,0,
7724,Zych,Tony,SEA,RP,DET,1.00,0.35,0.18,0.08,0.01,0.03,0.09,0.51,0.10,0.09,0.22,0.000,0.000,0.02,0.01,0.00,0.00,0.00,0.000,1.06,-1.5 (+160) (o/u 9.0) (-128),54 I CF 3-6 3% H81% retractable,,5500,25,4300,0,0,0,0,0,0,P,P,RP,,,,,,,0,
5550,Davis,Wade,CHC,RP,SD,1.00,0.36,0.17,0.09,0.02,0.02,0.09,0.47,0.10,0.09,0.25,0.000,0.000,0.01,0.01,0.12,0.01,0.00,0.000,1.07,-1.5 (+105) (o/u 9.0) (-194),61 I CF 2-4 7% H82%outdoor,,5500,25,4300,0,0,0,0,0,0,P,P,RP,,,,,,,0,
6043,Kimbrel,Craig,BOS,RP,@ KC,1.00,0.35,0.12,0.09,0.01,0.02,0.12,0.45,0.11,0.10,0.18,0.000,0.000,0.03,0.01,0.29,0.03,0.00,0.000,1.06,-1.5 (-105) (o/u 8.5) (-190),80 O CF 5-7 2% H63%outdoor,,5500,25,4000,0,0,0,0,0,0,P,P,RP,,,,,,,0,
4211,Robertson,David,CHW,RP,@ MIN,1.00,0.36,0.16,0.10,0.02,0.04,0.14,0.53,0.14,0.13,0.23,0.000,0.000,0.01,0.01,0.12,0.01,0.00,0.000,1.07,+1.5 (-135) (o/u 9.5) (+160),60 I RF 1-3 4% H70%outdoor,,5500,25,4200,0,0,0,0,0,0,P,P,RP,,,,,,,0,
9311,Giles,Ken,HOU,RP,@ OAK,1.00,0.35,0.16,0.11,0.02,0.03,0.11,0.50,0.11,0.10,0.23,0.000,0.000,0.01,0.01,0.09,0.01,0.00,0.000,1.06,+1.5 (-200) (o/u 9.0) (+100),59 N RL 8-13 6% H87%outdoor,,5500,25,4000,0,0,0,0,0,0,P,P,RP,,,,,,,0,
