"id","last_name","first_name","team","position","opponent","games","pa","ab","singles","doubles","triples","home_runs","walks","strikeouts","sb","cs","runs","rbi","hbp","sac_flies","gidp","errors","outs","matchup","odds","weather","injury","bvp","price_fanduel","price_yahoo","price_draftkings","price_draftday","price_starstreet","price_fantasyfeud","price_fanthrowdown","price_starfantasyleagues","price_fantasyaces","positions_fanduel","positions_yahoo","positions_draftkings","positions_draftday","positions_starstreet","positions_fantasyfeud","positions_fanthrowdown","positions_starfantasyleagues","positions_fantasyaces","price_victiv","positions_victiv"
9075,"Betts","Mookie","BOS","OF","BAL",1,4.49,4.12,0.86,0.31,0.04,0.16,0.35,0.48,0.17,0.03,0.67,0.76,0,0.02,0,0,2.72,"BAL (Gausman R) R Ord 3","-1.5 (+146) (o/u 9.0) (-142)","49 N LR 9-16 2% H55%outdoor","","21ab .429/.455/.714 0sb 2hr",3900,18,5200,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
6195,"Trout","Mike","LAA","OF","@ SEA",1,4.29,3.69,0.63,0.23,0.03,0.26,0.58,0.99,0.17,0.04,0.57,0.67,0,0.02,0,0,2.49,"@SEA (Iwakuma R) R Ord 3","+1.5 (-193) (o/u 8.0) (104)","61 N RL 3-5 11% H85% retractable","","48ab .188/.278/.250 1sb 1hr",5000,26,5300,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
7531,"Altuve","Jose","HOU","2B","TEX",1,4.5,4.1,0.95,0.27,0.03,0.12,0.38,0.47,0.24,0.07,0.63,0.72,0,0.02,0,0,2.7,"TEX (Martinez R) R Ord 3","-1.5 (+112) (o/u 8.5) (-182)","68 I CF 10-21 97% H70% retractable","","13ab .308/.308/.538 1sb 0hr",4200,19,5000,0,0,0,0,0,0,"2B","2B","2B","2B;DH",NA,NA,NA,NA,NA,0,NA
6428,"Dozier","Brian","MIN","2B","OAK",1,4.73,4.28,0.61,0.25,0.03,0.23,0.43,0.83,0.2,0.04,0.73,0.52,0,0.02,0,0,3.17,"OAK (Graveman R) R Ord 1","-1.5 (+183) (o/u 9.0) (-107)","52 O CF 5-10 31% H67%outdoor","","4ab .250/.400/.250 1sb 0hr",3900,14,4700,0,0,0,0,0,0,"2B","2B","2B","2B;DH",NA,NA,NA,NA,NA,0,NA
7662,"Springer","George","HOU","OF","TEX",1,4.72,4.17,0.66,0.18,0.03,0.24,0.53,1.06,0.07,0.06,0.8,0.53,0,0.02,0,0,3.03,"TEX (Martinez R) R Ord 1","-1.5 (+112) (o/u 8.5) (-182)","68 I CF 10-21 97% H70% retractable","","2ab .500/.500/.500 0sb 0hr",3500,18,4700,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
6209,"Harper","Bryce","WAS","OF","ARI",1,4.1,3.22,0.54,0.19,0.01,0.2,0.86,0.77,0.1,0.06,0.7,0.62,0,0.02,0,0,2.17,"ARI (Ray L) L Ord 3","-1.5 (+163) (o/u 8.0) (-134)","56 O RF 2-9 3% H55%outdoor","","",5100,26,5400,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
9988,"Turner","Trea","WAS","SS","ARI",1,4.3,3.98,0.83,0.2,0.06,0.11,0.3,0.89,0.33,0.09,0.7,0.38,0,0.02,0,0,2.64,"ARI (Ray L) R Ord 1","-1.5 (+163) (o/u 8.0) (-134)","56 O RF 2-9 3% H55%outdoor","","4ab .250/.250/.250 0sb 0hr",4200,23,4900,0,0,0,0,0,0,"SS","SS","SS","SS;DH;OF",NA,NA,NA,NA,NA,0,NA
7561,"Sano","Miguel","MIN","3B","OAK",1,4.51,3.87,0.49,0.23,0.02,0.24,0.62,1.43,0.01,0,0.65,0.7,0,0.02,0,0,2.9,"OAK (Graveman R) R Ord 3","-1.5 (+183) (o/u 9.0) (-107)","52 O CF 5-10 31% H67%outdoor","","5ab .200/.333/.200 0sb 0hr",3700,24,4200,0,0,0,0,0,0,"3B","3B","3B","3B;DH;OF",NA,NA,NA,NA,NA,0,NA
10656,"Benintendi","Andrew","BOS","OF","BAL",1,4.6,4.19,0.8,0.34,0.06,0.09,0.39,0.66,0.11,0.06,0.68,0.58,0,0.02,0,0,2.88,"BAL (Gausman R) L Ord 2","-1.5 (+146) (o/u 9.0) (-142)","49 N LR 9-16 2% H55%outdoor","","",4100,17,3800,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
5756,"McCutchen","Andrew","PIT","OF","@ CIN",1,4.41,3.83,0.63,0.2,0.02,0.22,0.53,0.98,0.05,0.04,0.7,0.66,0,0.04,0,0.03,2.72,"@CIN (Davis R) R Ord 3","-1.5 (+131) (o/u 8.5) (-128)","54 I RF 8-13 54% H68%outdoor","","",3900,16,4500,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
