id,last_name,first_name,team,position,opponent,games,pa,ab,singles,doubles,triples,home_runs,walks,strikeouts,sb,cs,runs,rbi,hbp,sac_flies,gidp,errors,outs,matchup,odds,weather,injury,bvp, price_fanduel,price_yahoo,price_draftkings,price_draftday,price_starstreet,price_fantasyfeud,price_fanthrowdown,price_starfantasyleagues,price_fantasyaces, positions_fanduel,positions_yahoo,positions_draftkings,positions_draftday,positions_starstreet,positions_fantasyfeud,positions_fanthrowdown,positions_starfantasyleagues,positions_fantasyaces,price_victiv,positions_victiv
6195,Trout,Mike,LAA,OF,@ OAK,1.00,4.26,3.59,0.61,0.21,0.04,0.23,0.65,0.94,0.21,0.05,0.56,0.64,0.00,0.02,0.00,0.00,2.43,@OAK (Manaea L) R Ord 3,-1.5 (+140) (o/u 7.5) (-120),56 O LF 3-9 5% H73%outdoor,,4ab .750/.833/1.500 0sb 1hr,4900,23,4800,10100,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
7531,Altuve,Jose,HOU,2B,SEA,1.00,4.31,4.00,0.93,0.28,0.03,0.13,0.29,0.42,0.20,0.07,0.63,0.69,0.00,0.02,0.00,0.00,2.54,SEA (Iwakuma R) R Ord 3,-1.5 (+120) (o/u 8.5) (-166),73 O LF 8-12 39% H83% retractable,,38ab .421/.436/.658 2sb 1hr,4100,17,4400,8200,0,0,0,0,0,2B,2B,2B,2B;DH,,,,,,0,
1431,Encarnacion,Edwin,CLE,1B,@ TEX,1.00,4.42,3.85,0.65,0.22,0.01,0.26,0.55,0.78,0.01,0.00,0.69,0.74,0.00,0.02,0.00,0.00,2.64,@TEX (Perez L) R Ord 4,-1.5 (Even) (o/u 9.0) (-160),65 O LF 11-18 3% H48%outdoor,,1ab .000/.500/.000 0sb 0hr,4400,20,4400,9500,0,0,0,0,0,1B,1B,1B,1B;DH,,,,,,0,
5700,Santana,Carlos,CLE,1B,@ TEX,1.00,4.73,4.00,0.64,0.24,0.02,0.21,0.71,0.74,0.02,0.01,0.85,0.55,0.00,0.02,0.00,0.00,2.82,@TEX (Perez L) S Ord 1,-1.5 (Even) (o/u 9.0) (-160),65 O LF 11-18 3% H48%outdoor,,5ab .400/.400/.600 0sb 0hr,3500,19,4300,8750,0,0,0,0,0,1B,1B,1B,1B;DH,,,,,,0,
5840,Brantley,Michael,CLE,OF,@ TEX,1.00,4.52,4.11,0.89,0.32,0.01,0.12,0.39,0.40,0.11,0.02,0.68,0.72,0.00,0.02,0.00,0.00,2.70,@TEX (Perez L) L Ord 3,-1.5 (Even) (o/u 9.0) (-160),65 O LF 11-18 3% H48%outdoor,,1ab 1.000/1.000/1.000 0sb 0hr,3200,14,4500,8100,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
7557,Lindor,Francisco,CLE,SS,@ TEX,1.00,4.63,4.23,0.96,0.24,0.04,0.12,0.37,0.60,0.13,0.05,0.72,0.58,0.00,0.02,0.00,0.00,2.78,@TEX (Perez L) S Ord 2,-1.5 (Even) (o/u 9.0) (-160),65 O LF 11-18 3% H48%outdoor,,3ab .000/.000/.000 0sb 0hr,3500,16,4300,7700,0,0,0,0,0,SS,SS,SS,SS;DH,,,,,,0,
6234,Goldschmidt,Paul,ARI,1B,SF,1.00,4.01,3.40,0.61,0.23,0.02,0.16,0.60,0.87,0.24,0.05,0.64,0.57,0.00,0.02,0.00,0.00,2.29,SF (Cueto R) R Ord 3,+1.5 (-120) (o/u 9.0) (+138),67 O CF 4-10 0% H18% retractable,,25ab .240/.240/.440 0sb 1hr,4300,22,4600,10600,0,0,0,0,0,1B,1B,1B,1B;DH,,,,,,0,
6207,Belt,Brandon,SF,1B,@ ARI,1.00,4.53,3.87,0.62,0.28,0.04,0.17,0.64,1.14,0.03,0.03,0.77,0.54,0.00,0.02,0.00,0.00,2.71,@ARI (Corbin L) L Ord 2,-1.5 (Even) (o/u 9.0) (-158),67 O CF 4-10 0% H18% retractable,,24ab .250/.308/.333 0sb 0hr,2900,17,3700,8450,0,0,0,0,0,1B,1B,1B,1B;DH,,,,,,0,
7662,Springer,George,HOU,OF,SEA,1.00,4.51,4.02,0.67,0.19,0.03,0.24,0.47,1.05,0.04,0.04,0.79,0.52,0.00,0.02,0.00,0.00,2.82,SEA (Iwakuma R) R Ord 1,-1.5 (+120) (o/u 8.5) (-166),73 O LF 8-12 39% H83% retractable,,21ab .190/.190/.381 0sb 1hr,3800,18,4100,8500,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
5675,Posey,Buster,SF,C/1B,@ ARI,1.00,4.32,3.89,0.84,0.24,0.02,0.15,0.42,0.47,0.04,0.01,0.63,0.73,0.00,0.02,0.00,0.00,2.58,@ARI (Corbin L) R Ord 4,-1.5 (Even) (o/u 9.0) (-158),67 O CF 4-10 0% H18% retractable,,34ab .324/.395/.382 0sb 0hr,3300,16,3900,8200,0,0,0,0,0,C,C,C;1B,C;1B;DH,,,,,,0,
6717,Villar,Jonathan,MIL,SS/3B,COL,1.00,4.36,3.86,0.67,0.22,0.03,0.11,0.48,1.13,0.40,0.13,0.62,0.35,0.00,0.02,0.00,0.00,2.79,COL (Anderson L) S Ord 1,+1.5 (-170) (o/u 8.0) (-110),45 N RL 3-7 9% H72% retractable,,3ab .667/.667/1.000 0sb 0hr,3600,21,4000,8400,0,0,0,0,0,3B,2B,SS;3B,2B;SS;DH,,,,,,0,
543,Braun,Ryan,MIL,OF,COL,1.00,4.14,3.74,0.71,0.20,0.03,0.19,0.39,0.80,0.14,0.05,0.60,0.60,0.00,0.02,0.00,0.00,2.56,COL (Anderson L) R Ord 3,+1.5 (-170) (o/u 8.0) (-110),45 N RL 3-7 9% H72% retractable,,3ab .333/.333/1.333 0sb 1hr,4000,19,4700,9250,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
3816,Pence,Hunter,SF,OF,@ ARI,1.00,4.43,4.04,0.75,0.21,0.04,0.17,0.37,1.04,0.02,0.01,0.74,0.69,0.00,0.02,0.00,0.00,2.82,@ARI (Corbin L) R Ord 3,-1.5 (Even) (o/u 9.0) (-158),67 O CF 4-10 0% H18% retractable,,24ab .458/.500/1.167 0sb 4hr,2500,12,4000,7700,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
6235,Pollock,AJ,ARI,OF,SF,1.00,4.21,3.89,0.77,0.27,0.05,0.11,0.30,0.59,0.24,0.05,0.66,0.38,0.00,0.02,0.00,0.00,2.58,SF (Cueto R) R Ord 1,+1.5 (-120) (o/u 9.0) (+138),67 O CF 4-10 0% H18% retractable,,4ab .500/.667/.750 0sb 0hr,3500,19,3700,8300,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
727,Cabrera,Miguel,DET,1B,@ CHW,1.00,4.22,3.72,0.77,0.22,0.01,0.20,0.48,0.83,0.01,0.00,0.57,0.64,0.00,0.02,0.00,0.00,2.45,@CHW (Quintana L) R Ord 3 Starting ,-1.5 (+125) (o/u 7.5) (-138),51 N RL 5-10 8% H68%outdoor,,43ab .349/.429/.605 0sb 2hr,4000,19,0,9200,0,0,0,0,0,1B,1B,1B,1B;DH,,,,,,0,
8805,Correa,Carlos,HOU,SS,SEA,1.00,4.20,3.74,0.64,0.24,0.02,0.18,0.44,0.80,0.09,0.03,0.61,0.65,0.00,0.02,0.00,0.00,2.59,SEA (Iwakuma R) R Ord 4,-1.5 (+120) (o/u 8.5) (-166),73 O LF 8-12 39% H83% retractable,,8ab .375/.545/.500 1sb 0hr,3900,18,4400,8700,0,0,0,0,0,SS,SS,SS,SS;DH,,,,,,0,
10655,Bregman,Alex,HOU,3B,SEA,1.00,4.41,4.06,0.67,0.24,0.04,0.17,0.33,0.69,0.06,0.03,0.69,0.53,0.00,0.02,0.00,0.00,2.86,SEA (Iwakuma R) R Ord 2,-1.5 (+120) (o/u 8.5) (-166),73 O LF 8-12 39% H83% retractable,,,3300,16,3600,7800,0,0,0,0,0,3B,3B,3B,3B;DH,,,,,,0,
1105,Cruz,Nelson,SEA,OF,@ HOU,1.00,4.11,3.71,0.65,0.16,0.01,0.25,0.38,1.18,0.04,0.01,0.52,0.58,0.00,0.02,0.00,0.00,2.57,@HOU (McCullers R) R Ord 4,+1.5 (-140) (o/u 8.5) (+143),73 O LF 8-12 39% H83% retractable,,7ab .143/.455/.143 0sb 0hr,3800,20,4100,8850,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
6197,Rizzo,Anthony,CHC,1B,@ STL,1.00,4.14,3.71,0.60,0.26,0.02,0.18,0.41,0.69,0.03,0.03,0.66,0.60,0.00,0.02,0.00,0.00,2.53,@STL (Wainwright R) L Ord 3,-1.5 (+115) (o/u 7.0) (-152),56 I RF 9-18 92% H74%outdoor,,36ab .306/.359/.417 0sb 1hr,4100,20,4500,8950,0,0,0,0,0,1B,1B,1B,1B;DH,,,,,,0,
8910,Ramirez,Jose,CLE,3B/OF,@ TEX,1.00,4.31,3.97,0.82,0.28,0.04,0.08,0.33,0.43,0.15,0.06,0.55,0.57,0.00,0.02,0.00,0.00,2.68,@TEX (Perez L) S Ord 5,-1.5 (Even) (o/u 9.0) (-160),65 O LF 11-18 3% H48%outdoor,,3ab .333/.333/.333 0sb 0hr,3300,13,3900,9000,0,0,0,0,0,3B,3B,3B;OF,P,,,,,,0,
9113,Bryant,Kris,CHC,3B/OF,@ STL,1.00,4.24,3.82,0.65,0.22,0.02,0.19,0.40,1.06,0.05,0.03,0.68,0.46,0.00,0.02,0.00,0.00,2.61,@STL (Wainwright R) R Ord 2,-1.5 (+115) (o/u 7.0) (-152),56 I RF 9-18 92% H74%outdoor,,8ab .250/.333/.500 0sb 0hr,4400,20,4700,8900,0,0,0,0,0,3B,3B,3B;OF,3B;DH;OF,,,,,,0,
1178,Davis,Rajai,OAK,OF,LAA,1.00,4.39,4.11,0.68,0.21,0.04,0.09,0.26,0.87,0.40,0.11,0.57,0.36,0.00,0.02,0.00,0.00,3.05,LAA (Shoemaker R) R Ord 1,+1.5 (-160) (o/u 7.5) (Even),56 O LF 3-9 5% H73%outdoor,,7ab .143/.143/.143 1sb 0hr,2600,14,3300,5850,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
8683,Seager,Corey,LAD,SS,SD,1.00,4.24,3.90,0.73,0.26,0.02,0.16,0.32,0.68,0.03,0.02,0.69,0.48,0.00,0.02,0.00,0.00,2.61,SD (Richard L) L Ord 2,-1.5 (-115) (o/u 7.5) (-235),60 O CF 0-7 6% H76%outdoor,,3ab .333/.500/.333 0sb 0hr,3600,18,4200,7350,0,0,0,0,0,SS,SS,SS,SS;DH,,,,,,0,
5850,Turner,Justin,LAD,3B,SD,1.00,4.13,3.77,0.70,0.25,0.02,0.15,0.35,0.65,0.04,0.01,0.67,0.61,0.00,0.02,0.00,0.00,2.56,SD (Richard L) R Ord 3,-1.5 (-115) (o/u 7.5) (-235),60 O CF 0-7 6% H76%outdoor,,7ab .429/.429/.429 0sb 0hr,3500,16,3200,7350,0,0,0,0,0,3B,3B,3B,3B;DH,,,,,,0,
