id,last_name,first_name,team,position,opponent,games,pa,ab,singles,doubles,triples,home_runs,walks,strikeouts,sb,cs,runs,rbi,hbp,sac_flies,gidp,errors,outs,matchup,odds,weather,injury,bvp, price_fanduel,price_yahoo,price_draftkings,price_draftday,price_starstreet,price_fantasyfeud,price_fanthrowdown,price_starfantasyleagues,price_fantasyaces, positions_fanduel,positions_yahoo,positions_draftkings,positions_draftday,positions_starstreet,positions_fantasyfeud,positions_fanthrowdown,positions_starfantasyleagues,positions_fantasyaces,price_victiv,positions_victiv
6234,Goldschmidt,Paul,ARI,1B,SD,1.00,4.65,3.84,0.66,0.26,0.02,0.22,0.79,0.90,0.20,0.04,0.81,0.85,0.00,0.02,0.00,0.00,2.73,SD (Weaver R) R Ord 3,-1.5 (+110) (o/u 10.5) (-175),79 N LR 7-13 0% H27% retractable,,4ab .750/.750/1.750 0sb 1hr,4300,24,5500,0,0,0,0,0,0,1B,1B,1B,1B;DH,,,,,,0,
6209,Harper,Bryce,WAS,OF,@ COL,1.00,4.46,3.67,0.63,0.23,0.01,0.29,0.77,0.82,0.10,0.06,0.91,0.84,0.00,0.02,0.00,0.00,2.42,@COL (Senzatela R) L Ord 3,-1.5 (+140) (o/u 11.0) (-120),50 O RF 7-17 64% H48%outdoor,,,5400,26,6200,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
9988,Turner,Trea,WAS,SS,@ COL,1.00,4.56,4.28,0.92,0.24,0.10,0.15,0.26,0.94,0.36,0.09,0.84,0.59,0.00,0.02,0.00,0.00,2.77,@COL (Senzatela R) R Ord 2,-1.5 (+140) (o/u 11.0) (-120),50 O RF 7-17 64% H48%outdoor,,,4800,22,5600,0,0,0,0,0,0,SS,SS,SS,SS;DH;OF,,,,,,0,
6235,Pollock,AJ,ARI,OF,SD,1.00,4.88,4.49,0.88,0.32,0.08,0.15,0.37,0.63,0.27,0.05,0.83,0.56,0.00,0.02,0.00,0.00,3.13,SD (Weaver R) R Ord 1,-1.5 (+110) (o/u 10.5) (-175),79 N LR 7-13 0% H27% retractable,,3ab .333/.500/.333 0sb 0hr,4100,21,4800,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
6195,Trout,Mike,LAA,OF,OAK,1.00,4.29,3.61,0.65,0.23,0.04,0.23,0.66,0.84,0.19,0.04,0.59,0.70,0.00,0.02,0.00,0.00,2.40,OAK (Graveman R) R Ord 3,-1.5 (+170) (o/u 8.0) (-123),70 O RF 4-16 2% H40%outdoor,,18ab .333/.333/.333 1sb 0hr,4900,26,5700,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
6998,Arenado,Nolan,COL,3B,WAS,1.00,4.24,3.83,0.63,0.27,0.03,0.28,0.39,0.65,0.02,0.02,0.84,0.79,0.00,0.02,0.00,0.00,2.52,WAS (Gonzalez L) R Ord 3,+1.5 (-160) (o/u 11.0) (Even),50 O RF 7-17 64% H48%outdoor,,5ab .000/.000/.000 0sb 0hr,4800,24,5400,0,0,0,0,0,0,3B,3B,3B,3B;DH,,,,,,0,
9503,Peralta,David,ARI,OF,SD,1.00,4.76,4.41,0.82,0.25,0.10,0.16,0.33,0.91,0.09,0.04,0.79,0.62,0.00,0.02,0.00,0.00,3.14,SD (Weaver R) L Ord 2,-1.5 (+110) (o/u 10.5) (-175),79 N LR 7-13 0% H27% retractable,,3ab .000/.000/.000 0sb 0hr,3300,15,3800,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
8399,Eaton,Adam,WAS,OF,@ COL,1.00,4.66,4.25,0.94,0.25,0.08,0.10,0.39,0.77,0.12,0.04,0.87,0.50,0.00,0.02,0.00,0.00,2.78,@COL (Senzatela R) L Ord 1,-1.5 (+140) (o/u 11.0) (-120),50 O RF 7-17 64% H48%outdoor,,,4500,19,4900,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
6286,Blackmon,Charlie,COL,OF,WAS,1.00,4.45,4.12,0.85,0.23,0.07,0.17,0.30,0.73,0.13,0.07,0.85,0.49,0.00,0.02,0.00,0.00,2.69,WAS (Gonzalez L) L Ord 1,+1.5 (-160) (o/u 11.0) (Even),50 O RF 7-17 64% H48%outdoor,,5ab .200/.200/.400 0sb 0hr,4900,23,5200,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
8594,Lamb,Jake,ARI,3B,SD,1.00,4.53,4.02,0.60,0.21,0.06,0.20,0.49,1.11,0.05,0.02,0.70,0.83,0.00,0.02,0.00,0.00,3.00,SD (Weaver R) L Ord 4,-1.5 (+110) (o/u 10.5) (-175),79 N LR 7-13 0% H27% retractable,,3ab .333/.333/.333 1sb 0hr,3800,17,4600,0,0,0,0,0,0,3B,3B,3B,3B;DH,,,,,,0,
