"id","last_name","first_name","team","position","opponent","games","innings","singles","doubles","triples","home_runs","walks","strikeouts","runs","earned_runs","opp_ba","cg","qs","wins","losses","saves","blown_saves","holds","hbp","outs","odds","weather","injury","price_fanduel","price_yahoo","price_draftkings","price_draftday","price_starstreet","price_fantasyfeud","price_fanthrowdown","price_starfantasyleagues","price_fantasyaces","positions_fanduel","positions_yahoo","positions_draftkings","positions_draftday","positions_starstreet","positions_fantasyfeud","positions_fanthrowdown","positions_starfantasyleagues","positions_fantasyaces","price_victiv","positions_victiv"
5853,"Bumgarner","Madison","SF","SP","PHI",1,6.3,3.4,1.63,0.33,0.53,0.99,7.3,2.11,1.94,0.28,0.048,0.726,0.54,0.47,0,0,0,0,18.9,"-1.5 (-115) (o/u 8.0) (-230)","66 O CF 9-17 7% H74%outdoor","",10400,55,12400,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
1818,"Gonzalez","Gio","WAS","SP","@ SD",1,6,2.79,1.36,0.24,0.64,2.22,6.81,2.5,2.3,0.25,0.04,0.644,0.38,0.44,0,0,0,0,18,"-1.5 (+150) (o/u 7.5) (-105)","72 N LR 5-10 5% H66%outdoor","",9200,49,12000,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
9278,"Hendricks","Kyle","CHC","SP","TOR",1,6,2.96,1.12,0.12,0.58,1.78,5.28,2.56,2.35,0.23,0.04,0.633,0.46,0.42,0,0,0,0,18,"-1.5 (+115) (o/u 9.0) (-174)","85 O CF 7-10 20% H50%outdoor","",7700,41,7500,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
7543,"Peacock","Brad","HOU","SP","OAK",1,5,1.59,1.05,0.15,0.63,2.55,6.13,2.22,2.04,0.18,0.04,0.614,0.34,0.49,0,0,0,0,15,"-1.5 (-125) (o/u 9.0) (-220)","92 O RF 3-8 21% H53% retractable","",8400,45,9200,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
11522,"Lamet","Dinelson","SD","SP","WAS",1,5.2,2.42,1.14,0.14,0.67,2.15,6.06,2.3,2.12,0.24,0.04,0.614,0.27,0.24,0,0,0,0,15.6,"+1.5 (-170) (o/u 7.5) (-105)","72 N LR 5-10 5% H66%outdoor","",8500,40,8200,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
7612,"Salazar","Danny","CLE","SP","@ KC",1,5.6,3.38,1.29,0.19,0.48,1.96,4.64,2.54,2.33,0.24,0.04,0.603,0.4,0.46,0,0,0,0,16.8,"-1.5 (-115) (o/u 9.0) (-170)","90 N RL 10-13 15% H58%outdoor","",9800,50,11800,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
7640,"Griffin","AJ","TEX","SP","CHW",1,5.3,3.36,1.13,0.26,0.98,1.29,4.97,3,2.76,0.27,0.04,0.472,0.37,0.47,0,0,0,0,15.9,"-1.5 (-110) (o/u 11.0) (-190)","91 I CF 6-9 1% H50%outdoor","",6500,29,6600,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
5654,"Nova","Ivan","PIT","SP","STL",1,6.1,4.91,1.71,0.29,0.78,1.05,4.11,3.25,2.99,0.35,0.04,0.512,0.38,0.28,0,0,0,0,18.3,"-1.5 (+180) (o/u 9.5) (-105)","73 N RL 3-4 4% H62%outdoor","",7300,33,6900,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
10293,"Cotton","Jharel","OAK","SP","@ HOU",1,5.6,3.27,1.31,0.28,1.1,1.97,4.97,3.56,3.28,0.27,0.04,0.394,0.21,0.36,0,0,0,0,16.8,"+1.5 (+105) (o/u 9.0) (+200)","92 O RF 3-8 21% H53% retractable","",5700,30,4900,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
5567,"Estrada","Marco","TOR","SP","@ CHC",1,5.4,2.49,1.28,0.14,0.85,2.33,4.58,3.26,3,0.26,0.04,0.432,0.22,0.24,0,0,0,0,16.2,"+1.5 (-135) (o/u 9.0) (+162)","85 O CF 7-10 20% H50%outdoor","",7000,37,6700,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
