"id","last_name","first_name","team","position","opponent","games","pa","ab","singles","doubles","triples","home_runs","walks","strikeouts","sb","cs","runs","rbi","hbp","sac_flies","gidp","errors","outs","matchup","odds","weather","injury","bvp","price_fanduel","price_yahoo","price_draftkings","price_draftday","price_starstreet","price_fantasyfeud","price_fanthrowdown","price_starfantasyleagues","price_fantasyaces","positions_fanduel","positions_yahoo","positions_draftkings","positions_draftday","positions_starstreet","positions_fantasyfeud","positions_fanthrowdown","positions_starfantasyleagues","positions_fantasyaces","price_victiv","positions_victiv"
9075,"Betts","Mookie","BOS","OF","@ BAL",1,4.86,4.43,0.8,0.28,0.04,0.21,0.4,0.56,0.19,0.04,0.75,0.57,0,0.04,0,0.03,3.12,"@BAL (Tillman R) R Ord 1 Starting ","-1.5 (-108) (o/u 8.5) (-186)","83 O LF 6-12 21% H42%outdoor","","12ab .250/.357/.333 0sb 0hr",3900,22,4900,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
6608,"Martinez","J.D.","DET","OF","CHW",1,4.69,4.12,0.73,0.26,0.02,0.26,0.53,1.11,0.01,0.01,0.66,0.85,0,0.03,0,0.03,2.92,"CHW (Holmberg L) R Ord 4 Starting ","-1.5 (-119) (o/u 9.0) (-245)","82 N RL 5-14 37% H49%outdoor","","",4100,22,5200,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
727,"Cabrera","Miguel","DET","1B","CHW",1,4.81,4.11,0.83,0.25,0.01,0.2,0.68,0.86,0.01,0,0.69,0.85,0,0.02,0,0.05,2.89,"CHW (Holmberg L) R Ord 3 Starting ","-1.5 (-119) (o/u 9.0) (-245)","82 N RL 5-14 37% H49%outdoor","","",4200,16,4500,0,0,0,0,0,0,"1B","1B","1B","1B;DH",NA,NA,NA,NA,NA,0,NA
7531,"Altuve","Jose","HOU","2B","@ TEX",1,4.51,4.12,0.98,0.3,0.04,0.13,0.35,0.46,0.15,0.06,0.66,0.74,0,0.04,0,0.06,2.61,"@TEX (Perez L) R Ord 3","-1.5 (+136) (o/u 9.5) (-122)","79 N RL 2-5 61% H65%outdoor","","27ab .370/.414/.593 0sb 0hr",4000,21,5400,0,0,0,0,0,0,"2B","2B","2B","2B;DH",NA,NA,NA,NA,NA,0,NA
5151,"Votto","Joey","CIN","1B","ATL",1,4.48,3.62,0.69,0.23,0.01,0.2,0.83,0.78,0.03,0.01,0.68,0.74,0,0.04,0,0.06,2.51,"ATL (Teheran R) L Ord 3 Starting ","-1.5 (+173) (o/u 9.5) (-115)","84 N RL 2-9 15% H41%outdoor","","8ab .250/.500/.375 0sb 0hr",4100,25,5100,0,0,0,0,0,0,"1B","1B","1B","1B;DH",NA,NA,NA,NA,NA,0,NA
6234,"Goldschmidt","Paul","ARI","1B","@ MIA",1,4.42,3.69,0.69,0.23,0.01,0.17,0.69,0.93,0.2,0.04,0.61,0.63,0,0.05,0,0.04,2.57,"@MIA (Worley R) R Ord 3 Starting ","+1.5 (-159) (o/u 9.0) (+130)","roof_closed ","","7ab .286/.286/.429 0sb 0hr",4500,25,5300,0,0,0,0,0,0,"1B","1B","1B","1B;DH",NA,NA,NA,NA,NA,0,NA
9113,"Bryant","Kris","CHC","3B","STL",1,4.32,3.71,0.6,0.22,0.03,0.24,0.58,0.98,0.06,0.03,0.72,0.71,0,0.03,0,0.1,2.58,"STL (Wacha R) R Ord 3","-1.5 (+127) (o/u 8.5) (-167)","75 N LR 3-12 5% H52%outdoor","","16ab .375/.444/.875 0sb 1hr",4200,21,4600,0,0,0,0,0,0,"3B","3B","3B","3B;DH;OF",NA,NA,NA,NA,NA,0,NA
6018,"Stanton","Giancarlo","MIA","OF","ARI",1,4.46,3.91,0.55,0.22,0.01,0.31,0.52,1.12,0.02,0.02,0.77,0.56,0,0.02,0,0.05,2.8,"ARI (Shipley R) R Ord 2 Starting ","-1.5 (+146) (o/u 9.0) (-141)","roof_closed ","","",4300,18,4700,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
6428,"Dozier","Brian","MIN","2B","@ LAA",1,4.64,4.21,0.58,0.25,0.02,0.25,0.4,1.01,0.14,0.04,0.73,0.5,0,0.04,0,0.06,3.07,"@LAA (Nolasco R) R Ord 1","-1.5 (+151) (o/u 8.5) (-109)","75 O CF 5-8 2% H60%outdoor","","2ab .000/.333/.000 0sb 0hr",3600,20,4100,0,0,0,0,0,0,"2B","2B","2B","2B;DH",NA,NA,NA,NA,NA,0,NA
7557,"Lindor","Francisco","CLE","SS","@ KC",1,4.54,4.1,0.87,0.26,0.04,0.14,0.36,0.62,0.1,0.03,0.65,0.71,0,0.08,0,0.08,2.73,"@KC (Skoglund L) S Ord 3 Starting ","-1.5 (+126) (o/u 9.0) (-137)","81 N RL 2-5 15% H59%outdoor","","",3400,18,4500,0,0,0,0,0,0,"SS","SS","SS","SS;DH",NA,NA,NA,NA,NA,0,NA
