"id","last_name","first_name","team","position","opponent","games","pa","ab","singles","doubles","triples","home_runs","walks","strikeouts","sb","cs","runs","rbi","hbp","sac_flies","gidp","errors","outs","matchup","odds","weather","injury","bvp","price_fanduel","price_yahoo","price_draftkings","price_draftday","price_starstreet","price_fantasyfeud","price_fanthrowdown","price_starfantasyleagues","price_fantasyaces","positions_fanduel","positions_yahoo","positions_draftkings","positions_draftday","positions_starstreet","positions_fantasyfeud","positions_fanthrowdown","positions_starfantasyleagues","positions_fantasyaces","price_victiv","positions_victiv"
6234,"Goldschmidt","Paul","ARI","1B","CHW",1,4.58,3.71,0.7,0.24,0.02,0.2,0.82,0.91,0.24,0.04,0.76,0.78,0,0.05,0,0.03,2.6,"CHW (Gonzalez R) R Ord 3","-1.5 (+119) (o/u 9.5) (-180)","88 N LR 5-11 0% H12% retractable","","3ab .333/.333/.333 0sb 0hr",4900,27,5500,0,0,0,0,0,0,"1B","1B","1B","1B;DH",NA,NA,NA,NA,NA,0,NA
6195,"Trout","Mike","LAA","OF","@ TB",1,4.39,3.69,0.63,0.24,0.05,0.25,0.67,0.97,0.16,0.04,0.59,0.56,0,0.03,0,0.02,2.48,"@TB (Odorizzi R) R Ord 2","+1.5 (-190) (o/u 8.0) (+108)","","","6ab .667/.714/.833 0sb 0hr",5200,28,5500,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
7558,"Machado","Manny","BAL","3B","MIN",1,4.45,4,0.71,0.21,0.01,0.27,0.43,0.75,0.04,0.03,0.68,0.76,0,0.02,0,0.1,2.79,"MIN (Gibson R) R Ord 3","-1.5 (+145) (o/u 9.5) (-133)","68 O RF 0-6 32% H76%outdoor","Questionable","11ab .273/.333/.273 0sb 0hr",4100,18,4800,0,0,0,0,0,0,"3B","3B","3B","SS;3B;DH",NA,NA,NA,NA,NA,0,NA
6428,"Dozier","Brian","MIN","2B","@ BAL",1,4.78,4.26,0.59,0.24,0.02,0.25,0.48,1.02,0.16,0.04,0.73,0.51,0,0.04,0,0.06,3.15,"@BAL (Jimenez R) R Ord 1","+1.5 (-157) (o/u 9.5) (+123)","68 O RF 0-6 32% H76%outdoor","","22ab .318/.348/.409 4sb 0hr",3800,18,4400,0,0,0,0,0,0,"2B","2B","2B","2B;DH",NA,NA,NA,NA,NA,0,NA
9113,"Bryant","Kris","CHC","3B","SF",1,4.56,3.97,0.66,0.25,0.03,0.21,0.56,1.01,0.08,0.04,0.72,0.56,0,0.03,0,0.1,2.82,"SF (Blach L) R Ord 2","-1.5 (+103) (o/u 10.0) (-196)","60 O CF 8-16 66% H71%outdoor","","",4400,24,5100,0,0,0,0,0,0,"3B","3B","3B","3B;DH;OF",NA,NA,NA,NA,NA,0,NA
7531,"Altuve","Jose","HOU","2B","DET",1,4.39,4,0.87,0.25,0.03,0.12,0.34,0.48,0.23,0.08,0.58,0.66,0,0.04,0,0.05,2.68,"DET (Fulmer R) R Ord 3","-1.5 (+154) (o/u 8.5) (-134)","73 N LR 5-9 44% H85% retractable","","",3800,20,4800,0,0,0,0,0,0,"2B","2B","2B","2B;DH",NA,NA,NA,NA,NA,0,NA
5151,"Votto","Joey","CIN","1B","CLE",1,4.11,3.38,0.66,0.22,0.01,0.22,0.69,0.72,0.04,0.01,0.66,0.66,0,0.04,0,0.06,2.19,"CLE (Tomlin R) L Ord 3","+1.5 (-135) (o/u 9.0) (+120)","59 I RF 0-4 7% H76%outdoor","","11ab .273/.333/.909 0sb 2hr",4500,26,4900,0,0,0,0,0,0,"1B","1B","1B","1B;DH",NA,NA,NA,NA,NA,0,NA
9503,"Peralta","David","ARI","OF","CHW",1,4.7,4.29,0.79,0.25,0.11,0.13,0.37,0.89,0.08,0.03,0.74,0.57,0,0.04,0,0.03,3.04,"CHW (Gonzalez R) L Ord 2","-1.5 (+119) (o/u 9.5) (-180)","88 N LR 5-11 0% H12% retractable","","",3100,16,4500,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
6197,"Rizzo","Anthony","CHC","1B","SF",1,4.45,3.89,0.58,0.24,0.02,0.2,0.53,0.67,0.05,0.03,0.71,0.71,0,0.03,0,0.05,2.85,"SF (Blach L) L Ord 3","-1.5 (+103) (o/u 10.0) (-196)","60 O CF 8-16 66% H71%outdoor","","",4200,17,4800,0,0,0,0,0,0,"1B","1B","1B","1B;DH",NA,NA,NA,NA,NA,0,NA
7560,"Sanchez","Gary","NYY","C","KC",1,4.44,4.04,0.59,0.2,0.01,0.3,0.37,0.95,0.05,0.02,0.68,0.57,0,0.03,0,0.06,2.9,"KC (Vargas L) R Ord 2","-1.5 (+122) (o/u 8.0) (-175)","61 N RL 2-5 52% H85%outdoor","","",3800,19,4700,0,0,0,0,0,0,"C","C","C","C;DH",NA,NA,NA,NA,NA,0,NA
8594,"Lamb","Jake","ARI","3B","CHW",1,4.47,3.91,0.57,0.19,0.06,0.17,0.53,1.18,0.07,0.02,0.66,0.76,0,0.03,0,0.09,2.94,"CHW (Gonzalez R) L Ord 4","-1.5 (+119) (o/u 9.5) (-180)","88 N LR 5-11 0% H12% retractable","","",4300,22,5600,0,0,0,0,0,0,"3B","3B","3B","3B;DH",NA,NA,NA,NA,NA,0,NA
1157,"Davis","Chris","BAL","1B","MIN",1,4.34,3.65,0.47,0.16,0,0.28,0.67,1.31,0.01,0,0.66,0.7,0,0.03,0,0.04,2.73,"MIN (Gibson R) L Ord 4","-1.5 (+145) (o/u 9.5) (-133)","68 O RF 0-6 32% H76%outdoor","","11ab .364/.500/.636 0sb 1hr",3900,17,4700,0,0,0,0,0,0,"1B","1B","1B","1B;DH;OF",NA,NA,NA,NA,NA,0,NA
5840,"Brantley","Michael","CLE","OF","@ CIN",1,4.24,3.86,0.8,0.26,0.01,0.14,0.35,0.46,0.12,0.02,0.66,0.67,0,0.04,0,0.01,2.51,"@CIN (Feldman R) L Ord 3","-1.5 (+125) (o/u 9.0) (-130)","59 I RF 0-4 7% H76%outdoor","","7ab .143/.143/.143 0sb 0hr",3900,18,4800,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
7561,"Sano","Miguel","MIN","3B","@ BAL",1,4.45,3.79,0.49,0.2,0.02,0.26,0.63,1.67,0.01,0,0.6,0.67,0,0.02,0,0.09,2.82,"@BAL (Jimenez R) R Ord 4","+1.5 (-157) (o/u 9.5) (+123)","68 O RF 0-6 32% H76%outdoor","","5ab .400/.500/.400 0sb 0hr",3900,24,4700,0,0,0,0,0,0,"3B","3B","3B","3B;DH;OF",NA,NA,NA,NA,NA,0,NA
430,"Blanco","Gregor","ARI","OF","CHW",1,4.81,4.24,0.87,0.2,0.07,0.06,0.55,0.79,0.18,0.07,0.76,0.43,0,0.02,0,0.01,3.07,"CHW (Gonzalez R) L Ord 1","-1.5 (+119) (o/u 9.5) (-180)","88 N LR 5-11 0% H12% retractable","","",2300,7,3000,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
6653,"Hamilton","Billy","CIN","OF","CLE",1,4.31,4,0.77,0.15,0.04,0.05,0.29,0.79,0.53,0.09,0.65,0.31,0,0.02,0,0.01,2.92,"CLE (Tomlin R) S Ord 1","+1.5 (-135) (o/u 9.0) (+120)","59 I RF 0-4 7% H76%outdoor","","7ab .143/.143/.286 0sb 0hr",3800,19,4700,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
4671,"Smith","Seth","BAL","OF","MIN",1,4.67,4.08,0.68,0.26,0.03,0.15,0.55,0.87,0.02,0.01,0.74,0.51,0,0.05,0,0.01,2.93,"MIN (Gibson R) L Ord 1","-1.5 (+145) (o/u 9.5) (-133)","68 O RF 0-6 32% H76%outdoor","","8ab .250/.400/.750 0sb 1hr",3200,12,3600,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
