"id","last_name","first_name","team","position","opponent","games","pa","ab","singles","doubles","triples","home_runs","walks","strikeouts","sb","cs","runs","rbi","hbp","sac_flies","gidp","errors","outs","matchup","odds","weather","injury","bvp","price_fanduel","price_yahoo","price_draftkings","price_draftday","price_starstreet","price_fantasyfeud","price_fanthrowdown","price_starfantasyleagues","price_fantasyaces","positions_fanduel","positions_yahoo","positions_draftkings","positions_draftday","positions_starstreet","positions_fantasyfeud","positions_fanthrowdown","positions_starfantasyleagues","positions_fantasyaces","price_victiv","positions_victiv"
5151,"Votto","Joey","CIN","1B","BAL",1,4.21,3.36,0.69,0.21,0.01,0.19,0.84,0.78,0.04,0.01,0.65,0.67,0,0.02,0,0,2.21,"BAL (Miley L) L Ord 3","+1.5 (-160) (o/u 9.0) (+103)","68 O CF 7-13 89% H79%outdoor","","6ab .500/.500/.667 0sb 0hr",4000,21,4900,0,0,0,0,0,0,"1B","1B","1B","1B;DH",NA,NA,NA,NA,NA,0,NA
6195,"Trout","Mike","LAA","OF","@ HOU",1,4.15,3.43,0.56,0.19,0.05,0.21,0.67,0.97,0.2,0.05,0.54,0.57,0,0.02,0,0,2.27,"@HOU (McCullers R) R Ord 3 Starting ","+1.5 (-140) (o/u 7.5) (+148)","roof_closed ","","12ab .083/.267/.333 0sb 1hr",5000,25,5200,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
6234,"Goldschmidt","Paul","ARI","1B","@ SD",1,4.05,3.38,0.61,0.21,0.01,0.16,0.63,0.85,0.25,0.05,0.61,0.54,0,0.02,0,0,2.25,"@SD (Richard L) R Ord 3","-1.5 (+145) (o/u 7.5) (-115)","65 N LR 2-11 7% H66%outdoor","","15ab .333/.500/.467 1sb 0hr",4400,22,5100,0,0,0,0,0,0,"1B","1B","1B","1B;DH",NA,NA,NA,NA,NA,0,NA
1105,"Cruz","Nelson","SEA","OF","@ OAK",1,4.32,3.91,0.72,0.18,0.01,0.26,0.38,1.07,0.04,0.01,0.56,0.66,0,0.02,0,0,2.72,"@OAK (Valdez R) R Ord 4","-1.5 (+115) (o/u 7.5) (-150)","58 N LR 2-11 6% H71%outdoor","","",3800,19,4500,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
6209,"Harper","Bryce","WAS","OF","@ ATL",1,4.16,3.38,0.56,0.18,0.01,0.2,0.76,0.85,0.1,0.05,0.69,0.6,0,0.02,0,0,2.34,"@ATL (Dickey R) L Ord 3","-1.5 (-110) (o/u 8.0) (-175)","70 O CF 2-6 17% H65%outdoor","","17ab .235/.235/.294 0sb 0hr",4700,22,5000,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
7531,"Altuve","Jose","HOU","2B","LAA",1,4.12,3.82,0.88,0.26,0.03,0.11,0.28,0.41,0.19,0.06,0.56,0.62,0,0.02,0,0,2.43,"LAA (Shoemaker R) R Ord 3 Starting ","-1.5 (+120) (o/u 7.5) (-173)","roof_closed ","","20ab .400/.455/.750 0sb 2hr",4200,18,4900,0,0,0,0,0,0,"2B","2B","2B","2B;DH",NA,NA,NA,NA,NA,0,NA
5952,"Cain","Lorenzo","KC","OF","@ TEX",1,4.5,4.18,0.91,0.25,0.04,0.1,0.29,0.87,0.17,0.05,0.58,0.66,0,0.02,0,0,2.88,"@TEX (Cashner R) R Ord 3","-1.5 (+140) (o/u 9.0) (-120)","72 I CF 7-11 13% H80%outdoor","","3ab .667/.667/.667 0sb 0hr",3700,21,4600,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
7558,"Machado","Manny","BAL","3B","@ CIN",1,4.1,3.79,0.66,0.23,0.01,0.24,0.3,0.72,0.04,0.03,0.66,0.68,0,0.02,0,0,2.55,"@CIN (Feldman R) R Ord 3","-1.5 (+140) (o/u 9.0) (-123)","68 O CF 7-13 89% H79%outdoor","","11ab .455/.500/1.273 1sb 2hr",3800,16,4600,0,0,0,0,0,0,"3B","3B","3B","SS;3B;DH",NA,NA,NA,NA,NA,0,NA
6191,"Moustakas","Mike","KC","3B","@ TEX",1,4.61,4.25,0.71,0.27,0.01,0.21,0.34,0.66,0.02,0.02,0.66,0.56,0,0.02,0,0,3.05,"@TEX (Cashner R) L Ord 2","-1.5 (+140) (o/u 9.0) (-120)","72 I CF 7-11 13% H80%outdoor","","1ab .000/.000/.000 0sb 0hr",3200,21,3700,0,0,0,0,0,0,"3B","3B","3B","3B;DH",NA,NA,NA,NA,NA,0,NA
6717,"Villar","Jonathan","MIL","2B","STL",1,4.33,3.82,0.65,0.21,0.03,0.1,0.49,1.14,0.4,0.12,0.6,0.33,0,0.02,0,0,2.78,"STL (Martinez R) S Ord 1","+1.5 (-160) (o/u 8.0) (Even)","49 O LF 12-15 11% H64% retractable","","13ab .308/.357/.385 2sb 0hr",2900,16,4500,0,0,0,0,0,0,"2B","2B","2B","2B;SS;DH",NA,NA,NA,NA,NA,0,NA
769,"Cano","Robinson","SEA","2B","@ OAK",1,4.43,4.09,0.86,0.23,0.01,0.17,0.32,0.65,0.02,0.02,0.57,0.66,0,0.02,0,0,2.78,"@OAK (Valdez R) L Ord 3","-1.5 (+115) (o/u 7.5) (-150)","58 N LR 2-11 6% H71%outdoor","","",3400,19,4400,0,0,0,0,0,0,"2B","2B","2B","2B;DH",NA,NA,NA,NA,NA,0,NA
6235,"Pollock","AJ","ARI","OF","@ SD",1,4.25,3.91,0.76,0.24,0.04,0.12,0.31,0.57,0.24,0.05,0.64,0.35,0,0.02,0,0,2.59,"@SD (Richard L) R Ord 1","-1.5 (+145) (o/u 7.5) (-115)","65 N LR 2-11 7% H66%outdoor","","8ab .250/.250/.750 1sb 1hr",3800,18,4100,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
6653,"Hamilton","Billy","CIN","OF","BAL",1,4.42,4.06,0.76,0.16,0.04,0.04,0.35,0.8,0.48,0.08,0.64,0.32,0,0.02,0,0,3.01,"BAL (Miley L) S Ord 1","+1.5 (-160) (o/u 9.0) (+103)","68 O CF 7-13 89% H79%outdoor","","2ab .500/.500/.500 0sb 0hr",3200,12,4300,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
5942,"Dyson","Jarrod","SEA","OF","@ OAK",1,4.64,4.28,0.88,0.15,0.08,0.03,0.35,0.82,0.38,0.08,0.61,0.39,0,0.02,0,0,3.12,"@OAK (Valdez R) L Ord 1","-1.5 (+115) (o/u 7.5) (-150)","58 N LR 2-11 6% H71%outdoor","","",2900,12,3100,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
