"id","last_name","first_name","team","position","opponent","games","innings","singles","doubles","triples","home_runs","walks","strikeouts","runs","earned_runs","opp_ba","cg","qs","wins","losses","saves","blown_saves","holds","hbp","outs","odds","weather","injury","price_fanduel","price_yahoo","price_draftkings","price_draftday","price_starstreet","price_fantasyfeud","price_fanthrowdown","price_starfantasyleagues","price_fantasyaces","positions_fanduel","positions_yahoo","positions_draftkings","positions_draftday","positions_starstreet","positions_fantasyfeud","positions_fanthrowdown","positions_starfantasyleagues","positions_fantasyaces","price_victiv","positions_victiv"
2578,"Kershaw","Clayton","LAD","SP","@ LAA",1,7,2.11,0.92,0.08,0.24,0.88,7.17,1.33,1.22,0.13,0.109,0.848,0.54,0.44,0,0,0,0,21,"-1.5 (-125) (o/u 7.5) (-205)","66 N RL 2-7 7% H80%outdoor","",12500,60,13300,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
6454,"Kluber","Corey","CLE","SP","TEX",1,6.5,2.09,1.04,0.11,0.51,1.55,7.65,1.69,1.56,0.15,0.063,0.794,0.47,0.48,0,0,0,0,19.5,"-1.5 (-140) (o/u 9.5) (-270)","82 O RF 13-19 43% H55%outdoor","",11200,60,12600,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
3963,"Price","David","BOS","SP","MIN",1,6.4,2.42,1.26,0.15,0.45,1.49,7.4,1.6,1.47,0.17,0.055,0.802,0.44,0.46,0,0,0,0,19.2,"-1.5 (-105) (o/u 10.0) (-185)","71 O CF 14-17 34% H67%outdoor","",9100,47,7700,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
2807,"Lester","Jon","CHC","SP","@ WAS",1,6.1,2.3,1.02,0.14,0.35,1.57,5.63,1.66,1.53,0.18,0.04,0.785,0.37,0.38,0,0,0,0,18.3,"+1.5 (-200) (o/u 9.0) (+105)","83 O CF 10-13 0% H46%outdoor","",9600,48,8000,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
9098,"Fulmer","Michael","DET","SP","KC",1,6.3,2.26,0.85,0.21,0.48,1.24,5.38,1.9,1.75,0.15,0.048,0.758,0.37,0.56,0,0,0,0,18.9,"-1.5 (+105) (o/u 9.5) (-174)","81 N RL 11-18 46% H60%outdoor","",9600,47,9400,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
5518,"Archer","Chris","TB","SP","@ PIT",1,6.3,2.74,0.97,0.13,0.28,2.24,5.4,1.8,1.66,0.19,0.048,0.773,0.38,0.35,0,0,0,0,18.9,"-1.5 (+135) (o/u 8.0) (-119)","76 N RL 7-12 13% H65%outdoor","",10400,53,11300,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
7527,"Taillon","Jameson","PIT","SP","TB",1,5.7,2.32,0.82,0.15,0.42,0.93,4.97,1.63,1.5,0.18,0.04,0.773,0.35,0.31,0,0,0,0,17.1,"+1.5 (-155) (o/u 8.0) (+109)","76 N RL 7-12 13% H65%outdoor","",8300,44,7500,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
2016,"Happ","J.A.","TOR","SP","BAL",1,5.4,2.08,0.94,0.05,0.53,1.13,5.41,1.7,1.56,0.17,0.04,0.745,0.33,0.5,0,0,0,0,16.2,"-1.5 (-110) (o/u 10.0) (-190)","73 O RF 12-16 72% H76% retractable","",8400,42,8700,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
9256,"Ross","Joe","WAS","SP","CHC",1,5.5,2.38,0.9,0.1,0.4,1.42,5.2,1.6,1.47,0.19,0.04,0.767,0.32,0.28,0,0,0,0,16.5,"-1.5 (+175) (o/u 9.0) (-115)","83 O CF 10-13 0% H46%outdoor","",7800,36,7200,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
196,"Bailey","Homer","CIN","SP","MIL",1,5.5,2.66,0.89,0.1,0.61,2.04,5.83,1.99,1.84,0.22,0.04,0.702,0.33,0.37,0,0,0,0,16.5,"+1.5 (-160) (o/u 10.0) (-102)","77 N RL 6-11 8% H77%outdoor","",6000,25,4400,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
1699,"Garcia","Jaime","ATL","SP","@ SD",1,5.7,2.18,0.91,0.19,0.3,1.42,4.59,1.61,1.48,0.19,0.04,0.776,0.32,0.44,0,0,0,0,17.1,"-1.5 (+160) (o/u 8.5) (+105)","65 O RF 4-9 15% H80%outdoor","",7700,38,6700,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
6038,"Lynn","Lance","STL","SP","@ ARI",1,5.7,2.52,0.93,0.27,0.31,2.52,5.16,1.8,1.66,0.2,0.04,0.745,0.34,0.39,0,0,0,0,17.1,"+1.5 (-180) (o/u 10.0) (+108)","103 N LR 4-10 0% H10% retractable","",6700,42,6200,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
6765,"Corbin","Patrick","ARI","SP","STL",1,5.5,2.68,1.01,0.19,0.49,1.75,5.05,1.86,1.71,0.22,0.04,0.726,0.31,0.33,0,0,0,0,16.5,"-1.5 (+160) (o/u 10.0) (-118)","103 N LR 4-10 0% H10% retractable","",7500,31,7400,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
4576,"Shields","James","CHW","SP","NYY",1,5.7,2.44,0.73,0.12,0.79,2.59,5.37,2.57,2.37,0.18,0.04,0.606,0.34,0.27,0,0,0,0,17.1,"+1.5 (-130) (o/u 10.5) (+130)","74 N RL 5-14 73% H76%outdoor","",6900,32,4900,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
7543,"Peacock","Brad","HOU","SP","OAK",1,5,1.55,0.84,0.1,0.56,2.3,5.34,1.95,1.8,0.16,0.04,0.67,0.23,0.6,0,0,0,0,15,"","88 O LF 8-12 35% H66% retractable","",7600,32,9700,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
5973,"Ramirez","J.C.","LAA","SP","LAD",1,5.7,2.45,0.87,0.13,0.62,1.98,4.9,2.2,2.03,0.18,0.04,0.677,0.27,0.08,0,0,0,0,17.1,"+1.5 (+105) (o/u 7.5) (+185)","66 N RL 2-7 7% H80%outdoor","",7200,38,5600,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
11522,"Lamet","Dinelson","SD","SP","ATL",1,5,2.42,0.76,0.07,0.22,1.95,4.45,1.45,1.33,0.2,0.04,0.77,0.26,0.3,0,0,0,0,15,"+1.5 (-180) (o/u 8.5) (-115)","65 O RF 4-9 15% H80%outdoor","",8100,36,7000,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
10704,"Cessa","Luis","NYY","RP","@ CHW",1,5.8,2.12,0.79,0.15,0.87,1.42,4.32,2.6,2.39,0.18,0.04,0.61,0.34,0.36,0,0,0,0,17.4,"-1.5 (+110) (o/u 10.5) (-140)","74 N RL 5-14 73% H76%outdoor","",7400,31,5300,0,0,0,0,0,0,"P","P","RP",NA,NA,NA,NA,NA,NA,0,NA
8580,"Nelson","Jimmy","MIL","SP","@ CIN",1,5.6,2.46,0.79,0.15,0.6,2.32,4.55,2.29,2.1,0.21,0.04,0.652,0.3,0.37,0,0,0,0,16.8,"-1.5 (+140) (o/u 10.0) (-108)","77 N RL 6-11 8% H77%outdoor","",8700,41,8600,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
2427,"Jimenez","Ubaldo","BAL","SP","@ TOR",1,5,1.97,0.85,0.07,0.53,2.82,4.48,2.18,2,0.18,0.04,0.622,0.22,0.37,0,0,0,0,15,"+1.5 (-110) (o/u 10.0) (+175)","73 O RF 12-16 72% H76% retractable","",6400,25,5500,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
6042,"Cashner","Andrew","TEX","SP","@ CLE",1,5.5,2.52,1.02,0.07,0.5,2.59,4.03,2.29,2.1,0.19,0.04,0.644,0.27,0.23,0,0,0,0,16.5,"+1.5 (+120) (o/u 9.5) (+240)","82 O RF 13-19 43% H55%outdoor","Probable",6200,35,5200,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
6226,"Gibson","Kyle","MIN","SP","@ BOS",1,5.6,3.14,1.04,0.09,0.34,2.13,3.62,2.02,1.85,0.2,0.04,0.702,0.29,0.26,0,0,0,0,16.8,"+1.5 (-115) (o/u 10.0) (+170)","71 O CF 14-17 34% H67%outdoor","",6000,27,4600,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
10790,"Lugo","Seth","NYM","SP","@ MIA",1,5,2.24,0.7,0.15,0.32,1.42,3.32,1.66,1.53,0.2,0.04,0.729,0.26,0.46,0,0,0,0,15,"+1.5 (-175) (o/u 9.5) (+119)","82 I RF 5-7 24% H80% retractable","",7600,35,6600,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
11489,"Junis","Jake","KC","SP","@ DET",1,4.5,2.31,0.65,0.12,0.4,1.2,3.32,1.61,1.48,0.2,0.04,0.705,0.2,0.33,0,0,0,0,13.5,"+1.5 (-125) (o/u 9.5) (+162)","81 N RL 11-18 46% H60%outdoor","",6200,30,5700,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
