id,last_name,first_name,team,position,opponent,games,pa,ab,singles,doubles,triples,home_runs,walks,strikeouts,sb,cs,runs,rbi,hbp,sac_flies,gidp,errors,outs,matchup,odds,weather,injury,bvp, price_fanduel,price_yahoo,price_draftkings,price_draftday,price_starstreet,price_fantasyfeud,price_fanthrowdown,price_starfantasyleagues,price_fantasyaces, positions_fanduel,positions_yahoo,positions_draftkings,positions_draftday,positions_starstreet,positions_fantasyfeud,positions_fanthrowdown,positions_starfantasyleagues,positions_fantasyaces,price_victiv,positions_victiv
6286,Blackmon,Charlie,COL,OF,SF,1.00,1.10,1.01,0.21,0.07,0.02,0.05,0.09,0.19,0.03,0.02,0.18,0.24,0.00,0.01,0.00,0.00,0.70,SF (Cain R) L Not Starting ,-1.5 (-120) (o/u 13.0) (-185),73 I RF 8-13 24% H47%outdoor,,19ab .316/.381/.526 2sb 1hr,5000,27,5600,0,0,0,0,0,0,OF,OF,OF,,,,,,,0,
9260,Murphy,Tom,COL,C,SF,1.00,1.10,1.03,0.15,0.07,0.00,0.08,0.07,0.30,0.00,0.00,0.20,0.24,0.00,0.01,0.00,0.00,0.77,SF (Cain R) R Not Starting ,-1.5 (-120) (o/u 13.0) (-185),73 I RF 8-13 24% H47%outdoor,,,2800,12,3600,0,0,0,0,0,0,C,C,C,,,,,,,0,
5963,Nunez,Eduardo,SF,3B/OF,@ COL,1.00,0.97,0.91,0.21,0.06,0.01,0.03,0.04,0.12,0.07,0.02,0.14,0.15,0.00,0.01,0.00,0.00,0.60,@COL (Freeland L) R Not Starting ,+1.5 (+100) (o/u 13.0) (+170),73 I RF 8-13 24% H47%outdoor,Questionable,,4100,23,4900,0,0,0,0,0,0,3B,3B,3B;OF,,,,,,,0,
7557,Lindor,Francisco,CLE,SS,@ MIN,1.00,1.10,1.00,0.21,0.06,0.01,0.03,0.08,0.15,0.02,0.01,0.14,0.17,0.00,0.02,0.00,0.00,0.72,@MIN (Wilk L) S Not Starting ,-1.5 (+130) (o/u 10.5) (-117),74 O RF 5-9 57% H56%outdoor,,,3400,13,4200,0,0,0,0,0,0,SS,SS,SS,,,,,,,0,
2228,Holliday,Matt,NYY,1B,@ OAK,1.00,1.10,0.98,0.17,0.06,0.00,0.05,0.13,0.26,0.00,0.00,0.14,0.17,0.00,0.01,0.00,0.00,0.75,@OAK (Hahn R) R Not Starting ,-1.5 (+130) (o/u 10.0) (-120),78 O CF 7-12 1% H49%outdoor,,5ab .000/.167/.000 0sb 0hr,3600,19,4400,0,0,0,0,0,0,1B,OF,1B,,,,,,,0,
5850,Turner,Justin,LAD,3B,@ CIN,1.00,1.09,0.99,0.20,0.07,0.00,0.04,0.09,0.19,0.01,0.00,0.14,0.18,0.00,0.01,0.00,0.00,0.71,@CIN (Wojciechowski R) R Not Starting ,-1.5 (+100) (o/u 10.5) (-150),80 N RL 5-9 3% H69%outdoor,,,3600,18,4500,0,0,0,0,0,0,3B,3B,3B,,,,,,,0,
7081,DeShields,Delino,TEX,OF,SEA,1.00,1.10,0.97,0.19,0.05,0.01,0.01,0.12,0.27,0.07,0.03,0.14,0.15,0.00,0.01,0.00,0.00,0.74,SEA (Gallardo R) R Not Starting ,-1.5 (+135) (o/u 12.0) (-132),86 I RF 11-16 2% H62%outdoor,,4ab .500/.500/1.000 0sb 0hr,3300,16,4100,0,0,0,0,0,0,OF,OF,OF,,,,,,,0,
6740,Hoying,Jared,TEX,OF,SEA,1.00,1.10,1.00,0.16,0.05,0.01,0.04,0.09,0.26,0.03,0.02,0.15,0.17,0.01,0.01,0.01,0.00,0.78,SEA (Gallardo R) L Not Starting ,-1.5 (+135) (o/u 12.0) (-132),86 I RF 11-16 2% H62%outdoor,,,2000,7,3000,0,0,0,0,0,0,OF,OF,OF,,,,,,,0,
6406,Chirinos,Robinson,TEX,C,SEA,1.00,1.10,0.99,0.14,0.06,0.00,0.05,0.10,0.27,0.00,0.00,0.16,0.17,0.00,0.01,0.00,0.00,0.77,SEA (Gallardo R) R Not Starting ,-1.5 (+135) (o/u 12.0) (-132),86 I RF 11-16 2% H62%outdoor,,,2900,9,3500,0,0,0,0,0,0,C,C,C,,,,,,,0,
8646,Piscotty,Stephen,STL,OF,@ BAL,1.00,1.10,0.99,0.18,0.07,0.01,0.04,0.10,0.23,0.01,0.01,0.13,0.16,0.00,0.01,0.00,0.00,0.74,@BAL (Miley L) R Not Starting ,+1.5 (-190) (o/u 10.0) (+104),79 O LF 6-8 24% H80%outdoor,,,3200,15,3900,0,0,0,0,0,0,OF,OF,OF,,,,,,,0,
